#Name,Accession,Start,Stop,Locus tag,Protein Name
"Un","BLLF01004841.1",13013,13583,"HaLaN_29175","protein kinase domain-containing protein"
"Un","BLLF01004842.1",582,911,"HaLaN_29176","hypothetical protein HaLaN_29176, partial"
"Un","BLLF01004842.1",3361,6229,"HaLaN_29177","uncharacterized protein HaLaN_29177"
"Un","BLLF01004843.1",15,1724,"HaLaN_29178","PDZ domain-containing protein, partial"
"Un","BLLF01004843.1",2015,5486,"HaLaN_29179","uncharacterized protein HaLaN_29179"
"Un","BLLF01004843.1",6329,6648,"HaLaN_29180","hypothetical protein HaLaN_29180, partial"
"Un","BLLF01004844.1",1661,2088,"HaLaN_29181","hypothetical protein HaLaN_29181"
"Un","BLLF01004844.1",3512,4099,"HaLaN_29182","hypothetical protein HaLaN_29182, partial"
"Un","BLLF01004845.1",1388,2222,"HaLaN_29183","hypothetical protein HaLaN_29183"
"Un","BLLF01004846.1",152,2670,"HaLaN_29184","helicase ATP-binding domain-containing protein, partial"
"Un","BLLF01004846.1",3264,4041,"HaLaN_29185","hypothetical protein HaLaN_29185"
"Un","BLLF01004847.1",16,1365,"HaLaN_29186","hypothetical protein HaLaN_29186"
"Un","BLLF01004847.1",3903,4804,"HaLaN_29187","uncharacterized protein HaLaN_29187, partial"
"Un","BLLF01004849.1",129,1591,"HaLaN_29189","uncharacterized protein HaLaN_29189"
"Un","BLLF01004849.1",4232,7303,"HaLaN_29190","uncharacterized protein HaLaN_29190, partial"
"Un","BLLF01004850.1",1,3862,"HaLaN_29191","guanylate-binding family protein isoform 1, partial"
"Un","BLLF01004851.1",817,1884,"HaLaN_29194","hypothetical protein HaLaN_29194"
"Un","BLLF01004851.1",5813,6862,"HaLaN_29196","uncharacterized protein HaLaN_29196, partial"
"Un","BLLF01004852.1",600,921,"HaLaN_29197","hypothetical protein HaLaN_29197"
"Un","BLLF01004852.1",4607,6612,"HaLaN_29198","hypothetical protein HaLaN_29198, partial"
"Un","BLLF01003731.1",12,804,"HaLaN_26493","hypothetical protein HaLaN_26493, partial"
"Un","BLLF01003731.1",1167,3532,"HaLaN_26494","C2 domain-containing protein"
"Un","BLLF01003731.1",9315,11209,"HaLaN_26495","copine-3 isoform X1, partial"
"Un","BLLF01003732.1",55,840,"HaLaN_26496","oxygen sensor histidine kinase NreB, partial"
"Un","BLLF01003732.1",277,678,"HaLaN_26497","hypothetical protein HaLaN_26497"
"Un","BLLF01003732.1",14430,16052,"HaLaN_26500","uncharacterized protein HaLaN_26500"
"Un","BLLF01003733.1",59,3017,"HaLaN_26501","hypothetical protein HaLaN_26501, partial"
"Un","BLLF01003733.1",4514,5342,"HaLaN_26502","protein phosphatase"
"Un","BLLF01003734.1",991,1421,"HaLaN_26504","3-ketoacyl-CoA synthase, partial"
"Un","BLLF01003734.1",3030,3405,"HaLaN_26505","uncharacterized protein HaLaN_26505, partial"
"Un","BLLF01003734.1",4277,5636,"HaLaN_26506","uncharacterized protein HaLaN_26506"
"Un","BLLF01003734.1",5783,9155,"HaLaN_26507","hypothetical protein HaLaN_26507"
"Un","BLLF01003734.1",9993,10823,"HaLaN_26508","uncharacterized protein HaLaN_26508, partial"
"Un","BLLF01003734.1",11339,11705,"HaLaN_26509","uncharacterized protein HaLaN_26509, partial"
"Un","BLLF01003735.1",1363,2202,"HaLaN_26510","hypothetical protein HaLaN_26510, partial"
"Un","BLLF01003735.1",3519,7042,"HaLaN_26511","hypothetical protein HaLaN_26511, partial"
"Un","BLLF01003736.1",6740,6751,"HaLaN_26513","hypothetical protein HaLaN_26513, partial"
"Un","BLLF01003737.1",8500,9713,"HaLaN_26514","protein kinase domain-containing protein, partial"
"Un","BLLF01003737.1",30210,31605,"HaLaN_26517","protein-serine/threonine kinase, partial"
"Un","BLLF01003737.1",32007,32503,"HaLaN_26518","hypothetical protein HaLaN_26518"
"Un","BLLF01003737.1",35789,36389,"HaLaN_26520","hypothetical protein HaLaN_26520"
"Un","BLLF01003738.1",8409,9295,"HaLaN_26522","uncharacterized protein HaLaN_26522, partial"
"Un","BLLF01003738.1",13416,13463,"HaLaN_26523","hypothetical protein HaLaN_26523, partial"
"Un","BLLF01003739.1",8461,11005,"HaLaN_26525","NAD(P)-bd_dom domain-containing protein"
"Un","BLLF01003740.1",1,2197,"HaLaN_26526","mRNA cap 0 methyltransferase domain-containing protein, partial"
"Un","BLLF01003740.1",4495,4800,"HaLaN_26527","hypothetical protein HaLaN_26527, partial"
"Un","BLLF01003741.1",5981,12712,"HaLaN_26530","elongation factor G1, partial"
"Un","BLLF01003742.1",4532,4809,"HaLaN_26532","queuosine salvage protein"
"Un","BLLF01003742.1",6807,7361,"HaLaN_26533","hypothetical protein HaLaN_26533"
"Un","BLLF01003743.1",6897,7847,"HaLaN_26534","hypothetical protein HaLaN_26534"
"Un","BLLF01003743.1",10931,11335,"HaLaN_26535","hypothetical protein HaLaN_26535, partial"
"Un","BLLF01003743.1",14147,14998,"HaLaN_26536","Fe2OG dioxygenase domain-containing protein"
"Un","BLLF01003744.1",111,3516,"HaLaN_26537","protein kinase domain-containing protein"
"Un","BLLF01003744.1",4200,9551,"HaLaN_26538","heat shock protein 90"
"Un","BLLF01003745.1",8763,9506,"HaLaN_26540","hypothetical protein HaLaN_26540, partial"
"Un","BLLF01003746.1",4251,5405,"HaLaN_26541","hypothetical protein HaLaN_26541"
"Un","BLLF01003746.1",12145,12695,"HaLaN_26542","hypothetical protein HaLaN_26542, partial"
"Un","BLLF01003747.1",127,1536,"HaLaN_26544","WD_REPEATS_REGION domain-containing protein, partial"
"Un","BLLF01002794.1",15291,16510,"HaLaN_23312","hypothetical protein HaLaN_23312, partial"
"Un","BLLF01002795.1",1612,4361,"HaLaN_23313","uncharacterized protein HaLaN_23313"
"Un","BLLF01002795.1",13191,20989,"HaLaN_23315","CYCC1 protein, partial"
"Un","BLLF01002796.1",8705,12400,"HaLaN_23317","protein kinase domain-containing protein, partial"
"Un","BLLF01002796.1",16706,16941,"HaLaN_23318","hypothetical protein HaLaN_23318"
"Un","BLLF01002797.1",5160,5579,"HaLaN_23320","aminotran_1_2 domain-containing protein, partial"
"Un","BLLF01002797.1",5721,7976,"HaLaN_23321","uncharacterized protein HaLaN_23321"
"Un","BLLF01002797.1",9059,9582,"HaLaN_23322","hypothetical protein HaLaN_23322"
"Un","BLLF01002797.1",11618,13874,"HaLaN_23323","hypothetical protein HaLaN_23323"
"Un","BLLF01002798.1",3499,11681,"HaLaN_23324","hypothetical protein HaLaN_23324, partial"
"Un","BLLF01002798.1",5873,6395,"HaLaN_23325","hypothetical protein HaLaN_23325"
"Un","BLLF01002798.1",14966,15501,"HaLaN_23326","hypothetical protein HaLaN_23326"
"Un","BLLF01002799.1",3121,7103,"HaLaN_23327","PPM-type phosphatase domain-containing protein, partial"
"Un","BLLF01002799.1",8275,9790,"HaLaN_23328","ERD4-related membrane protein"
"Un","BLLF01002799.1",10140,14972,"HaLaN_23329","hypothetical protein HaLaN_23329"
"Un","BLLF01002799.1",16123,16754,"HaLaN_23330","MaoC-like dehydratase"
"Un","BLLF01002799.1",24905,26977,"HaLaN_23331","ERD4-related membrane protein"
"Un","BLLF01002800.1",95,1605,"HaLaN_23332","uncharacterized protein HaLaN_23332, partial"
"Un","BLLF01002800.1",2590,3685,"HaLaN_23333","uncharacterized protein HaLaN_23333, partial"
"Un","BLLF01002800.1",4595,5189,"HaLaN_23334","uncharacterized protein HaLaN_23334"
"Un","BLLF01002800.1",8436,8834,"HaLaN_23335","hypothetical protein HaLaN_23335, partial"
"Un","BLLF01002800.1",14215,14847,"HaLaN_23336","hypothetical protein HaLaN_23336"
"Un","BLLF01002800.1",16341,17125,"HaLaN_23337","SET domain-containing protein, partial"
"Un","BLLF01002801.1",979,4207,"HaLaN_23338","sulfotransferase, partial"
"Un","BLLF01002801.1",7280,8085,"HaLaN_23339","sulfotransferase"
"Un","BLLF01002802.1",142,1129,"HaLaN_23340","hypothetical protein HaLaN_23340, partial"
"Un","BLLF01002802.1",3389,9171,"HaLaN_23341","uncharacterized protein HaLaN_23341, partial"
"Un","BLLF01002802.1",10352,13303,"HaLaN_23342","hypothetical protein HaLaN_23342, partial"
"Un","BLLF01002802.1",14883,15595,"HaLaN_23343","hypothetical protein HaLaN_23343"
"Un","BLLF01002802.1",24246,24323,"HaLaN_23344","hypothetical protein HaLaN_23344, partial"
"Un","BLLF01002803.1",554,4051,"HaLaN_23345","DUF1232 domain-containing protein"
"Un","BLLF01002803.1",5065,10535,"HaLaN_23346","peptidase_S49 domain-containing protein"
"Un","BLLF01002803.1",19250,19962,"HaLaN_23349","proteasome subunit beta"
"Un","BLLF01002803.1",27206,28494,"HaLaN_23350","hypothetical protein HaLaN_23350"
"Un","BLLF01002803.1",27931,29146,"HaLaN_23351","uncharacterized protein HaLaN_23351, partial"
"Un","BLLF01002804.1",502,4093,"HaLaN_23352","hypothetical protein HaLaN_23352, partial"
"Un","BLLF01002804.1",7992,8714,"HaLaN_23353","hypothetical protein HaLaN_23353, partial"
"Un","BLLF01002804.1",10763,11264,"HaLaN_23354","hypothetical protein HaLaN_23354"
"Un","BLLF01002804.1",17140,19360,"HaLaN_23355","uncharacterized protein HaLaN_23355"
"Un","BLLF01004852.1",8944,10049,"HaLaN_29199","SAP domain-containing protein"
"Un","BLLF01004853.1",2739,5318,"HaLaN_29201","hypothetical protein HaLaN_29201, partial"
"Un","BLLF01004855.1",227,805,"HaLaN_29203","hypothetical protein HaLaN_29203"
"Un","BLLF01004855.1",1213,1890,"HaLaN_29204","hypothetical protein HaLaN_29204"
"Un","BLLF01004855.1",9768,10321,"HaLaN_29205","hypothetical protein HaLaN_29205, partial"
"Un","BLLF01004856.1",76,93,"HaLaN_29206","hypothetical protein HaLaN_29206, partial"
"Un","BLLF01004857.1",336,1789,"HaLaN_29207","Mlh1_C domain-containing protein, partial"
"Un","BLLF01004858.1",6382,6821,"HaLaN_29209","hypothetical protein HaLaN_29209"
"Un","BLLF01004859.1",1023,1797,"HaLaN_29211","hypothetical protein HaLaN_29211, partial"
"Un","BLLF01004859.1",2407,4399,"HaLaN_29212","uncharacterized protein HaLaN_29212, partial"
"Un","BLLF01004861.1",15,1544,"HaLaN_29214","hypothetical protein HaLaN_29214, partial"
"Un","BLLF01004861.1",7370,8396,"HaLaN_29215","sulfotransferase, partial"
"Un","BLLF01004861.1",10943,15080,"HaLaN_29216","uncharacterized protein HaLaN_29216, partial"
"Un","BLLF01004861.1",16228,16606,"HaLaN_29217","hypothetical protein HaLaN_29217"
"Un","BLLF01004862.1",894,1558,"HaLaN_29218","TIP120 domain-containing protein, partial"
"Un","BLLF01004863.1",379,803,"HaLaN_29220","hypothetical protein HaLaN_29220"
"Un","BLLF01004864.1",5393,5884,"HaLaN_29221","hypothetical protein HaLaN_29221, partial"
"Un","BLLF01004866.1",2394,2880,"HaLaN_29223","hypothetical protein HaLaN_29223, partial"
"Un","BLLF01004866.1",16959,17562,"HaLaN_29225","hypothetical protein HaLaN_29225, partial"
"Un","BLLF01004867.1",1487,6787,"HaLaN_29226","uncharacterized protein HaLaN_29226"
"Un","BLLF01004868.1",933,1366,"HaLaN_29227","P5-type ATPase cation transporter, partial"
"Un","BLLF01004868.1",5223,5757,"HaLaN_29228","hypothetical protein HaLaN_29228, partial"
"Un","BLLF01004868.1",6383,6904,"HaLaN_29229","hypothetical protein HaLaN_29229, partial"
"Un","BLLF01004869.1",770,808,"HaLaN_29230","hypothetical protein HaLaN_29230, partial"
"Un","BLLF01004870.1",717,2703,"HaLaN_29231","predicted protein"
"Un","BLLF01004870.1",3542,5104,"HaLaN_29232","hypothetical protein HaLaN_29232"
"Un","BLLF01004873.1",4276,5582,"HaLaN_29236","hypothetical protein HaLaN_29236, partial"
"Un","BLLF01004874.1",134,2982,"HaLaN_29237","Unc51-like kinase, partial"
"Un","BLLF01004874.1",5800,6632,"HaLaN_29238","hypothetical protein HaLaN_29238, partial"
"Un","BLLF01004875.1",1,13064,"HaLaN_29239","phosphoenolpyruvate carboxylase 4, partial"
"Un","BLLF01004876.1",804,2358,"HaLaN_29240","hypothetical protein HaLaN_29240, partial"
"Un","BLLF01004876.1",3341,3765,"HaLaN_29241","hypothetical protein HaLaN_29241"
"Un","BLLF01004876.1",5073,11189,"HaLaN_29242","acetyl-coenzyme A synthetase"
"Un","BLLF01004876.1",11348,13267,"HaLaN_29243","hypothetical protein HaLaN_29243"
"Un","BLLF01004876.1",21188,22017,"HaLaN_29244","DNA polymerase kappa, partial"
"Un","BLLF01004877.1",166,1696,"HaLaN_29245","hypothetical protein HaLaN_29245, partial"
"Un","BLLF01004877.1",1759,2124,"HaLaN_29246","hypothetical protein HaLaN_29246, partial"
"Un","BLLF01004877.1",11950,13281,"HaLaN_29247","uncharacterized protein HaLaN_29247"
"Un","BLLF01004878.1",46,812,"HaLaN_29248","hypothetical protein HaLaN_29248"
"Un","BLLF01003747.1",9242,10024,"HaLaN_26546","hypothetical protein HaLaN_26546"
"Un","BLLF01003747.1",18149,19080,"HaLaN_26547","hypothetical protein HaLaN_26547, partial"
"Un","BLLF01003748.1",1209,1701,"HaLaN_26548","uncharacterized protein HaLaN_26548, partial"
"Un","BLLF01003748.1",5773,7707,"HaLaN_26550","hypothetical protein HaLaN_26550, partial"
"Un","BLLF01003749.1",37,656,"HaLaN_26551","sortilin, partial"
"Un","BLLF01003749.1",10948,11927,"HaLaN_26553","hypothetical protein HaLaN_26553"
"Un","BLLF01003751.1",610,7353,"HaLaN_26555","importin N-terminal domain-containing protein, partial"
"Un","BLLF01003751.1",9916,11650,"HaLaN_26556","importin N-terminal domain-containing protein"
"Un","BLLF01003752.1",979,3882,"HaLaN_26557","uncharacterized protein HaLaN_26557"
"Un","BLLF01003752.1",5041,5354,"HaLaN_26558","hypothetical protein HaLaN_26558"
"Un","BLLF01003752.1",7325,8272,"HaLaN_26559","hypothetical protein HaLaN_26559"
"Un","BLLF01003753.1",4164,6874,"HaLaN_26561","uncharacterized protein HaLaN_26561"
"Un","BLLF01003753.1",7726,8453,"HaLaN_26562","FHA domain-containing protein"
"Un","BLLF01003753.1",11048,11772,"HaLaN_26563","hypothetical protein HaLaN_26563, partial"
"Un","BLLF01003754.1",99,5380,"HaLaN_26564","uncharacterized protein HaLaN_26564, partial"
"Un","BLLF01003754.1",7567,8302,"HaLaN_26565","hypothetical protein HaLaN_26565"
"Un","BLLF01003754.1",11439,12335,"HaLaN_26567","hypothetical protein HaLaN_26567, partial"
"Un","BLLF01003755.1",67,6271,"HaLaN_26568","uncharacterized protein HaLaN_26568, partial"
"Un","BLLF01003755.1",7005,7408,"HaLaN_26569","hypothetical protein HaLaN_26569, partial"
"Un","BLLF01003755.1",8679,10411,"HaLaN_26570","uncharacterized protein HaLaN_26570"
"Un","BLLF01003755.1",11481,12056,"HaLaN_26571","hypothetical protein HaLaN_26571, partial"
"Un","BLLF01003756.1",471,804,"HaLaN_26572","hypothetical protein HaLaN_26572"
"Un","BLLF01003756.1",2801,3746,"HaLaN_26573","ResB domain-containing protein, partial"
"Un","BLLF01003756.1",5382,5899,"HaLaN_26574","ResB domain-containing protein, partial"
"Un","BLLF01003756.1",6263,7679,"HaLaN_26575","cytochrome b5 heme-binding domain-containing protein, partial"
"Un","BLLF01003756.1",8689,9140,"HaLaN_26576","hypothetical protein HaLaN_26576"
"Un","BLLF01003757.1",1348,2445,"HaLaN_26577","hypothetical protein HaLaN_26577, partial"
"Un","BLLF01003757.1",5519,6510,"HaLaN_26578","arginine methyltransferase, partial"
"Un","BLLF01003757.1",12889,18841,"HaLaN_26579","TPR_REGION domain-containing protein, partial"
"Un","BLLF01003758.1",461,1006,"HaLaN_26580","predicted protein, partial"
"Un","BLLF01003758.1",5058,9062,"HaLaN_26582","DNA mismatch repair protein"
"Un","BLLF01003758.1",7482,8734,"HaLaN_26583","hypothetical protein HaLaN_26583"
"Un","BLLF01003759.1",33,5958,"HaLaN_26584","hypothetical protein HaLaN_26584, partial"
"Un","BLLF01003759.1",6633,8023,"HaLaN_26585","uncharacterized protein HaLaN_26585"
"Un","BLLF01003759.1",8052,9333,"HaLaN_26586","N-acetyltransferase domain-containing protein, partial"
"Un","BLLF01003759.1",14563,16399,"HaLaN_26587","hypothetical protein HaLaN_26587"
"Un","BLLF01003760.1",2648,3447,"HaLaN_26588","hypothetical protein HaLaN_26588, partial"
"Un","BLLF01003760.1",9522,13686,"HaLaN_26589","hypothetical protein HaLaN_26589"
"Un","BLLF01002804.1",21279,22051,"HaLaN_23357","hypothetical protein HaLaN_23357, partial"
"Un","BLLF01002806.1",1241,1999,"HaLaN_23358","uncharacterized protein HaLaN_23358"
"Un","BLLF01002806.1",3877,4463,"HaLaN_23359","hypothetical protein HaLaN_23359, partial"
"Un","BLLF01002806.1",4586,9444,"HaLaN_23360","catalase"
"Un","BLLF01002806.1",10911,13546,"HaLaN_23361","hypothetical protein HaLaN_23361, partial"
"Un","BLLF01002806.1",12069,15012,"HaLaN_23362","hypothetical protein HaLaN_23362, partial"
"Un","BLLF01002807.1",183,435,"HaLaN_23363","hypothetical protein HaLaN_23363, partial"
"Un","BLLF01002807.1",10963,18814,"HaLaN_23365","hypothetical protein HaLaN_23365"
"Un","BLLF01002808.1",4297,12295,"HaLaN_23366","LuxS/MPP-like metallohydrolase, partial"
"Un","BLLF01002809.1",40,1147,"HaLaN_23367","predicted protein, partial"
"Un","BLLF01002809.1",3395,4983,"HaLaN_23368","hypothetical protein HaLaN_23368, partial"
"Un","BLLF01002809.1",6299,7754,"HaLaN_23369","uncharacterized protein HaLaN_23369, partial"
"Un","BLLF01002809.1",8883,9845,"HaLaN_23370","uncharacterized protein HaLaN_23370, partial"
"Un","BLLF01002809.1",12623,13971,"HaLaN_23371","hypothetical protein HaLaN_23371"
"Un","BLLF01002809.1",15279,17259,"HaLaN_23372","hypothetical protein HaLaN_23372"
"Un","BLLF01002810.1",305,1006,"HaLaN_23373","uncharacterized protein HaLaN_23373, partial"
"Un","BLLF01002810.1",1371,2521,"HaLaN_23374","B30.2/SPRY domain-containing protein"
"Un","BLLF01002810.1",2950,3579,"HaLaN_23375","Las17-binding protein actin regulator"
"Un","BLLF01002810.1",4658,5240,"HaLaN_23376","hypothetical protein HaLaN_23376, partial"
"Un","BLLF01002810.1",7375,9756,"HaLaN_23377","hypothetical protein HaLaN_23377"
"Un","BLLF01002810.1",8830,8979,"HaLaN_23378","hypothetical protein HaLaN_23378, partial"
"Un","BLLF01002810.1",10001,11358,"HaLaN_23379","cation transporter/ATPase, N-terminus, partial"
"Un","BLLF01002810.1",18501,19673,"HaLaN_23380","cation_ATPase_N domain-containing protein, partial"
"Un","BLLF01002811.1",5160,10551,"HaLaN_23381","protein KHP1, partial"
"Un","BLLF01002811.1",15254,16429,"HaLaN_23382","uncharacterized protein HaLaN_23382"
"Un","BLLF01002812.1",2368,2755,"HaLaN_23383","hypothetical protein HaLaN_23383, partial"
"Un","BLLF01002812.1",8928,9539,"HaLaN_23384","hypothetical protein HaLaN_23384"
"Un","BLLF01002812.1",15544,16668,"HaLaN_23385","hypothetical protein HaLaN_23385"
"Un","BLLF01002812.1",17017,17246,"HaLaN_23386","hypothetical protein HaLaN_23386"
"Un","BLLF01002812.1",25430,26974,"HaLaN_23388","chlorophyll a-b binding protein, chloroplastic, partial"
"Un","BLLF01002812.1",40942,41479,"HaLaN_23390","hypothetical protein HaLaN_23390"
"Un","BLLF01002813.1",64,2602,"HaLaN_23391","glutamate dehydrogenase"
"Un","BLLF01002813.1",4976,9001,"HaLaN_23392","ANK_REP_REGION domain-containing protein, partial"
"Un","BLLF01002813.1",12358,14886,"HaLaN_23393","predicted protein"
"Un","BLLF01002814.1",2162,4431,"HaLaN_23394","uncharacterized protein HaLaN_23394, partial"
"Un","BLLF01002814.1",9122,12665,"HaLaN_23395","uncharacterized protein HaLaN_23395"
"Un","BLLF01002815.1",2448,3156,"HaLaN_23397","hypothetical protein HaLaN_23397, partial"
"Un","BLLF01002815.1",10350,10903,"HaLaN_23398","hypothetical protein HaLaN_23398"
"Un","BLLF01002816.1",748,2463,"HaLaN_23399","AP2/ERF domain-containing protein, partial"
"Un","BLLF01004879.1",25,3523,"HaLaN_29250","predicted protein, partial"
"Un","BLLF01004880.1",1042,2303,"HaLaN_29251","Pex14_N domain-containing protein"
"Un","BLLF01004880.1",6408,7396,"HaLaN_29252","hypothetical protein HaLaN_29252"
"Un","BLLF01004881.1",3141,3527,"HaLaN_29253","cytochrome P450"
"Un","BLLF01004881.1",3761,7209,"HaLaN_29254","protein LUTEIN DEFICIENT 5, chloroplastic, partial"
"Un","BLLF01004882.1",150,862,"HaLaN_29255","hypothetical protein HaLaN_29255, partial"
"Un","BLLF01004882.1",1430,3064,"HaLaN_29256","hypothetical protein HaLaN_29256"
"Un","BLLF01004882.1",14714,15103,"HaLaN_29258","uncharacterized protein HaLaN_29258"
"Un","BLLF01004882.1",15908,17204,"HaLaN_29259","hypothetical protein HaLaN_29259, partial"
"Un","BLLF01004883.1",722,3342,"HaLaN_29260","hypothetical protein HaLaN_29260, partial"
"Un","BLLF01004884.1",1346,2394,"HaLaN_29261","hypothetical protein HaLaN_29261, partial"
"Un","BLLF01004884.1",11227,13474,"HaLaN_29263","phosphatidylinositol 4-kinase gamma 7, partial"
"Un","BLLF01004885.1",5820,6233,"HaLaN_29265","hypothetical protein HaLaN_29265, partial"
"Un","BLLF01004886.1",17,1594,"HaLaN_29266","low-CO2 inducible, partial"
"Un","BLLF01004887.1",4840,7012,"HaLaN_29268","acyl-CoA dependent delta6-desaturase, partial"
"Un","BLLF01004889.1",1023,1987,"HaLaN_29269","hypothetical protein HaLaN_29269"
"Un","BLLF01004889.1",5068,5495,"HaLaN_29270","hypothetical protein HaLaN_29270"
"Un","BLLF01004890.1",5702,6565,"HaLaN_29272","BFN domain-containing protein"
"Un","BLLF01004891.1",1812,3007,"HaLaN_29273","hypothetical protein HaLaN_29273"
"Un","BLLF01004891.1",3466,3765,"HaLaN_29274","hypothetical protein HaLaN_29274, partial"
"Un","BLLF01004891.1",6827,7218,"HaLaN_29275","hypothetical protein HaLaN_29275, partial"
"Un","BLLF01004892.1",6272,7023,"HaLaN_29276","hypothetical protein HaLaN_29276"
"Un","BLLF01004893.1",5540,6715,"HaLaN_29277","uncharacterized protein HaLaN_29277"
"Un","BLLF01004895.1",3245,4527,"HaLaN_29278","hypothetical protein HaLaN_29278, partial"
"Un","BLLF01004895.1",5954,6781,"HaLaN_29279","hypothetical protein HaLaN_29279, partial"
"Un","BLLF01004896.1",2301,2819,"HaLaN_29280","ATP-dependent DNA helicase PIF1, partial"
"Un","BLLF01004897.1",4240,4978,"HaLaN_29281","uncharacterized protein HaLaN_29281"
"Un","BLLF01004897.1",5958,7304,"HaLaN_29282","hypothetical protein HaLaN_29282, partial"
"Un","BLLF01004898.1",133,830,"HaLaN_29283","hypothetical protein HaLaN_29283, partial"
"Un","BLLF01004898.1",1630,1924,"HaLaN_29284","hypothetical protein HaLaN_29284, partial"
"Un","BLLF01004898.1",5495,7215,"HaLaN_29285","putative methyltransferase At1g22800, partial"
"Un","BLLF01004899.1",138,1585,"HaLaN_29286","purple acid phosphatase 17, partial"
"Un","BLLF01004900.1",34,371,"HaLaN_29287","Mg-protoporphyrin IX chelatase"
"Un","BLLF01004900.1",291,2335,"HaLaN_29288","ferredoxin, partial"
"Un","BLLF01004900.1",4813,6797,"HaLaN_29289","hypothetical protein HaLaN_29289"
"Un","BLLF01004900.1",6911,7189,"HaLaN_29290","hypothetical protein HaLaN_29290"
"Un","BLLF01004902.1",134,787,"HaLaN_29292","hypothetical protein HaLaN_29292, partial"
"Un","BLLF01004902.1",2821,3300,"HaLaN_29293","hypothetical protein HaLaN_29293"
"Un","BLLF01004902.1",3194,4816,"HaLaN_29294","HARE-HTH domain-containing protein, partial"
"Un","BLLF01004902.1",6021,7152,"HaLaN_29295","uncharacterized protein HaLaN_29295, partial"
"Un","BLLF01004903.1",45,896,"HaLaN_29296","dual specificity phosphatase ibp1, partial"
"Un","BLLF01004903.1",204,545,"HaLaN_29297","hypothetical protein HaLaN_29297, partial"
"Un","BLLF01004903.1",2602,3266,"HaLaN_29298","hydrocephalus-inducing protein"
"Un","BLLF01004903.1",5930,7416,"HaLaN_29299","rhodanese domain-containing protein, partial"
"Un","BLLF01004905.1",64,5346,"HaLaN_29301","Aamy domain-containing protein, partial"
"Un","BLLF01004906.1",23214,25541,"HaLaN_29302","hypothetical protein HaLaN_29302, partial"
"Un","BLLF01004907.1",81,706,"HaLaN_29303","hypothetical protein HaLaN_29303, partial"
"Un","BLLF01004907.1",2421,3774,"HaLaN_29304","hypothetical protein HaLaN_29304, partial"
"Un","BLLF01004908.1",47,615,"HaLaN_29305","hypothetical protein HaLaN_29305, partial"
"Un","BLLF01004908.1",2922,3282,"HaLaN_29306","hypothetical protein HaLaN_29306"
"Un","BLLF01004908.1",8477,9386,"HaLaN_29308","acyl-coenzyme A oxidase, partial"
"Un","BLLF01004910.1",229,796,"HaLaN_29309","hypothetical protein HaLaN_29309"
"Un","BLLF01004913.1",150,4320,"HaLaN_29312","multidrug and toxic compound extrusion protein"
"Un","BLLF01004914.1",302,3951,"HaLaN_29313","uncharacterized protein HaLaN_29313, partial"
"Un","BLLF01004915.1",5807,7094,"HaLaN_29315","hypothetical protein HaLaN_29315, partial"
"Un","BLLF01004917.1",5780,6723,"HaLaN_29316","PAB-dependent poly(A)-specific ribonuclease subunit 3, partial"
"Un","BLLF01004919.1",594,1089,"HaLaN_29317","hypothetical protein HaLaN_29317, partial"
"Un","BLLF01004919.1",2663,4555,"HaLaN_29318","hypothetical protein HaLaN_29318, partial"
"Un","BLLF01004919.1",6268,6931,"HaLaN_29319","DNA-directed RNA polymerase subunit beta, partial"
"Un","BLLF01004921.1",3100,4074,"HaLaN_29320","uncharacterized protein HaLaN_29320, partial"
"Un","BLLF01004922.1",20,705,"HaLaN_29321","hypothetical protein HaLaN_29321, partial"
"Un","BLLF01004922.1",1963,5884,"HaLaN_29322","peptidyl-prolyl cis-trans isomerase"
"Un","BLLF01004922.1",6465,7235,"HaLaN_29323","rhodanese domain-containing protein, partial"
"Un","BLLF01004923.1",178,546,"HaLaN_29324","hypothetical protein HaLaN_29324"
"Un","BLLF01004923.1",4224,4532,"HaLaN_29325","hypothetical protein HaLaN_29325"
"Un","BLLF01004925.1",9,1510,"HaLaN_29327","DNA replication factor C complex subunit 5, partial"
"Un","BLLF01004925.1",3530,6682,"HaLaN_29328","hypothetical protein HaLaN_29328"
"Un","BLLF01004926.1",547,1684,"HaLaN_29329","hypothetical protein HaLaN_29329"
"Un","BLLF01004926.1",2626,3330,"HaLaN_29330","uncharacterized protein HaLaN_29330"
"Un","BLLF01004928.1",332,1682,"HaLaN_29333","phytoene synthase"
"Un","BLLF01004928.1",6415,6783,"HaLaN_29334","hypothetical protein HaLaN_29334"
"Un","BLLF01004929.1",709,1026,"HaLaN_29336","hypothetical protein HaLaN_29336, partial"
"Un","BLLF01004929.1",5522,6877,"HaLaN_29337","predicted protein"
"Un","BLLF01004930.1",1317,1849,"HaLaN_29338","hypothetical protein HaLaN_29338, partial"
"Un","BLLF01004930.1",4795,6104,"HaLaN_29339","hypothetical protein HaLaN_29339, partial"
"Un","BLLF01004931.1",29,1112,"HaLaN_29340","uncharacterized protein HaLaN_29340, partial"
"Un","BLLF01004931.1",1141,3614,"HaLaN_29341","hypothetical protein HaLaN_29341, partial"
"Un","BLLF01002816.1",10939,11858,"HaLaN_23401","TLC domain-containing protein"
"Un","BLLF01002816.1",16254,17028,"HaLaN_23402","hypothetical protein HaLaN_23402, partial"
