Gene ID	GO	KO	KOG	ENZYME	PANTHER	PFAM
MicpuC2.EuGene.0000180260	MicpuC2.EuGene.0000180260						
MicpuC2.EuGene.0000180261	MicpuC2.EuGene.0000180261						
MicpuC2.EuGene.0000180263	MicpuC2.EuGene.0000180263						
MicpuC2.EuGene.0000180266	MicpuC2.EuGene.0000180266						
MicpuC2.EuGene.0000180267	MicpuC2.EuGene.0000180267						
MicpuC2.EuGene.0000180271	MicpuC2.EuGene.0000180271						
MicpuC2.EuGene.0000180272	MicpuC2.EuGene.0000180272						
MicpuC2.EuGene.0000180277	MicpuC2.EuGene.0000180277						
MicpuC2.EuGene.0000180287	MicpuC2.EuGene.0000180287						
MicpuC2.EuGene.0000190001	MicpuC2.EuGene.0000190001						
MicpuC2.EuGene.0000190003	MicpuC2.EuGene.0000190003						
MicpuC2.EuGene.0000190004	MicpuC2.EuGene.0000190004						
MicpuC2.EuGene.0000190007	MicpuC2.EuGene.0000190007						
MicpuC2.EuGene.0000190008	MicpuC2.EuGene.0000190008						
MicpuC2.EuGene.0000190009	MicpuC2.EuGene.0000190009						
MicpuC2.EuGene.0000190010	MicpuC2.EuGene.0000190010						
MicpuC2.EuGene.0000190011	MicpuC2.EuGene.0000190011						
MicpuC2.EuGene.0000190014	MicpuC2.EuGene.0000190014						
MicpuC2.EuGene.0000190017	MicpuC2.EuGene.0000190017						
MicpuC2.EuGene.0000190018	MicpuC2.EuGene.0000190018						
MicpuC2.EuGene.0000190026	MicpuC2.EuGene.0000190026						
MicpuC2.EuGene.0000190028	MicpuC2.EuGene.0000190028						
MicpuC2.EuGene.0000190030	MicpuC2.EuGene.0000190030						
MicpuC2.EuGene.0000190031	MicpuC2.EuGene.0000190031						
MicpuC2.EuGene.0000190032	MicpuC2.EuGene.0000190032						
MicpuC2.EuGene.0000190035	MicpuC2.EuGene.0000190035						
MicpuC2.EuGene.0000190036	MicpuC2.EuGene.0000190036						
MicpuC2.EuGene.0000190037	MicpuC2.EuGene.0000190037						
MicpuC2.EuGene.0000190038	MicpuC2.EuGene.0000190038						
MicpuC2.EuGene.0000190042	MicpuC2.EuGene.0000190042						
MicpuC2.EuGene.0000190043	MicpuC2.EuGene.0000190043						
MicpuC2.EuGene.0000190044	MicpuC2.EuGene.0000190044						
MicpuC2.EuGene.0000190045	MicpuC2.EuGene.0000190045						
MicpuC2.EuGene.0000190046	MicpuC2.EuGene.0000190046						
MicpuC2.EuGene.0000190049	MicpuC2.EuGene.0000190049						
MicpuC2.EuGene.0000190055	MicpuC2.EuGene.0000190055						
MicpuC2.EuGene.0000190057	MicpuC2.EuGene.0000190057						
MicpuC2.EuGene.0000190058	MicpuC2.EuGene.0000190058						
MicpuC2.EuGene.0000190064	MicpuC2.EuGene.0000190064						
MicpuC2.EuGene.0000190066	MicpuC2.EuGene.0000190066						
MicpuC2.EuGene.0000190068	MicpuC2.EuGene.0000190068						
MicpuC2.EuGene.0000190069	MicpuC2.EuGene.0000190069						
MicpuC2.EuGene.0000190071	MicpuC2.EuGene.0000190071						
MicpuC2.EuGene.0000190078	MicpuC2.EuGene.0000190078						
MicpuC2.EuGene.0000190083	MicpuC2.EuGene.0000190083						
MicpuC2.EuGene.0000190085	MicpuC2.EuGene.0000190085						
MicpuC2.EuGene.0000190087	MicpuC2.EuGene.0000190087						
MicpuC2.EuGene.0000190092	MicpuC2.EuGene.0000190092						
MicpuC2.EuGene.0000190094	MicpuC2.EuGene.0000190094						
MicpuC2.EuGene.0000190098	MicpuC2.EuGene.0000190098						
MicpuC2.EuGene.0000190103	MicpuC2.EuGene.0000190103						
MicpuC2.EuGene.0000190105	MicpuC2.EuGene.0000190105						
MicpuC2.EuGene.0000190107	MicpuC2.EuGene.0000190107						
MicpuC2.EuGene.0000190110	MicpuC2.EuGene.0000190110						
MicpuC2.EuGene.0000190113	MicpuC2.EuGene.0000190113						
MicpuC2.EuGene.0000190115	MicpuC2.EuGene.0000190115						
MicpuC2.EuGene.0000190121	MicpuC2.EuGene.0000190121						
MicpuC2.EuGene.0000190122	MicpuC2.EuGene.0000190122						
MicpuC2.EuGene.0000190124	MicpuC2.EuGene.0000190124						
MicpuC2.EuGene.0000190134	MicpuC2.EuGene.0000190134						
MicpuC2.EuGene.0000190137	MicpuC2.EuGene.0000190137						
MicpuC2.EuGene.0000190140	MicpuC2.EuGene.0000190140						
MicpuC2.EuGene.0000190141	MicpuC2.EuGene.0000190141						
MicpuC2.EuGene.0000190145	MicpuC2.EuGene.0000190145						
MicpuC2.EuGene.0000190151	MicpuC2.EuGene.0000190151						
MicpuC2.EuGene.0000020003	MicpuC2.EuGene.0000020003						
MicpuC2.EuGene.0000020010	MicpuC2.EuGene.0000020010						
MicpuC2.EuGene.0000020011	MicpuC2.EuGene.0000020011						
MicpuC2.EuGene.0000020012	MicpuC2.EuGene.0000020012						
MicpuC2.EuGene.0000020019	MicpuC2.EuGene.0000020019						
MicpuC2.EuGene.0000020020	MicpuC2.EuGene.0000020020						
MicpuC2.EuGene.0000020029	MicpuC2.EuGene.0000020029						
MicpuC2.EuGene.0000020030	MicpuC2.EuGene.0000020030						
MicpuC2.EuGene.0000020041	MicpuC2.EuGene.0000020041						
MicpuC2.EuGene.0000020050	MicpuC2.EuGene.0000020050						
MicpuC2.EuGene.0000020053	MicpuC2.EuGene.0000020053						
MicpuC2.EuGene.0000020060	MicpuC2.EuGene.0000020060						
MicpuC2.EuGene.0000020064	MicpuC2.EuGene.0000020064						
MicpuC2.EuGene.0000020065	MicpuC2.EuGene.0000020065						
MicpuC2.EuGene.0000020069	MicpuC2.EuGene.0000020069						
MicpuC2.EuGene.0000020070	MicpuC2.EuGene.0000020070						
MicpuC2.EuGene.0000020074	MicpuC2.EuGene.0000020074						
MicpuC2.EuGene.0000020077	MicpuC2.EuGene.0000020077						
MicpuC2.EuGene.0000020078	MicpuC2.EuGene.0000020078						
MicpuC2.EuGene.0000020083	MicpuC2.EuGene.0000020083						
MicpuC2.EuGene.0000020087	MicpuC2.EuGene.0000020087						
MicpuC2.EuGene.0000020092	MicpuC2.EuGene.0000020092						
MicpuC2.EuGene.0000020093	MicpuC2.EuGene.0000020093						
MicpuC2.EuGene.0000020095	MicpuC2.EuGene.0000020095						
MicpuC2.EuGene.0000020100	MicpuC2.EuGene.0000020100						
MicpuC2.EuGene.0000020104	MicpuC2.EuGene.0000020104						
MicpuC2.EuGene.0000020112	MicpuC2.EuGene.0000020112						
MicpuC2.EuGene.0000020115	MicpuC2.EuGene.0000020115						
MicpuC2.EuGene.0000020122	MicpuC2.EuGene.0000020122						
MicpuC2.EuGene.0000020124	MicpuC2.EuGene.0000020124						
MicpuC2.EuGene.0000020132	MicpuC2.EuGene.0000020132						
MicpuC2.EuGene.0000020136	MicpuC2.EuGene.0000020136						
MicpuC2.EuGene.0000020144	MicpuC2.EuGene.0000020144						
MicpuC2.EuGene.0000020162	MicpuC2.EuGene.0000020162						
MicpuC2.EuGene.0000020168	MicpuC2.EuGene.0000020168						
MicpuC2.EuGene.0000020169	MicpuC2.EuGene.0000020169						
MicpuC2.EuGene.0000020170	MicpuC2.EuGene.0000020170						
MicpuC2.EuGene.0000020173	MicpuC2.EuGene.0000020173						
MicpuC2.EuGene.0000020176	MicpuC2.EuGene.0000020176						
MicpuC2.EuGene.0000020178	MicpuC2.EuGene.0000020178						
MicpuC2.EuGene.0000020179	MicpuC2.EuGene.0000020179						
MicpuC2.EuGene.0000020190	MicpuC2.EuGene.0000020190						
MicpuC2.EuGene.0000020203	MicpuC2.EuGene.0000020203						
MicpuC2.EuGene.0000020214	MicpuC2.EuGene.0000020214						
MicpuC2.EuGene.0000020217	MicpuC2.EuGene.0000020217						
MicpuC2.EuGene.0000020223	MicpuC2.EuGene.0000020223						
MicpuC2.EuGene.0000020224	MicpuC2.EuGene.0000020224						
MicpuC2.EuGene.0000020226	MicpuC2.EuGene.0000020226						
MicpuC2.EuGene.0000020234	MicpuC2.EuGene.0000020234						
MicpuC2.EuGene.0000020239	MicpuC2.EuGene.0000020239						
MicpuC2.EuGene.0000020264	MicpuC2.EuGene.0000020264						
MicpuC2.EuGene.0000020276	MicpuC2.EuGene.0000020276						
MicpuC2.EuGene.0000020284	MicpuC2.EuGene.0000020284						
MicpuC2.EuGene.0000020285	MicpuC2.EuGene.0000020285						
MicpuC2.EuGene.0000020286	MicpuC2.EuGene.0000020286						
MicpuC2.EuGene.0000020287	MicpuC2.EuGene.0000020287						
MicpuC2.EuGene.0000020302	MicpuC2.EuGene.0000020302						
MicpuC2.EuGene.0000020303	MicpuC2.EuGene.0000020303						
MicpuC2.EuGene.0000020311	MicpuC2.EuGene.0000020311						
MicpuC2.EuGene.0000020317	MicpuC2.EuGene.0000020317						
MicpuC2.EuGene.0000020352	MicpuC2.EuGene.0000020352						
MicpuC2.EuGene.0000020392	MicpuC2.EuGene.0000020392						
MicpuC2.EuGene.0000020402	MicpuC2.EuGene.0000020402						
MicpuC2.EuGene.0000020406	MicpuC2.EuGene.0000020406						
MicpuC2.EuGene.0000020407	MicpuC2.EuGene.0000020407						
MicpuC2.EuGene.0000020410	MicpuC2.EuGene.0000020410						
MicpuC2.EuGene.0000020414	MicpuC2.EuGene.0000020414						
MicpuC2.EuGene.0000020417	MicpuC2.EuGene.0000020417						
MicpuC2.EuGene.0000020419	MicpuC2.EuGene.0000020419						
MicpuC2.EuGene.0000020449	MicpuC2.EuGene.0000020449						
MicpuC2.EuGene.0000020450	MicpuC2.EuGene.0000020450						
MicpuC2.EuGene.0000020463	MicpuC2.EuGene.0000020463						
MicpuC2.EuGene.0000020464	MicpuC2.EuGene.0000020464						
MicpuC2.EuGene.0000020470	MicpuC2.EuGene.0000020470						
MicpuC2.EuGene.0000020473	MicpuC2.EuGene.0000020473						
MicpuC2.EuGene.0000020474	MicpuC2.EuGene.0000020474						
MicpuC2.EuGene.0000020483	MicpuC2.EuGene.0000020483						
MicpuC2.EuGene.0000020503	MicpuC2.EuGene.0000020503						
MicpuC2.EuGene.0000020511	MicpuC2.EuGene.0000020511						
MicpuC2.EuGene.0000020518	MicpuC2.EuGene.0000020518						
MicpuC2.EuGene.0000020537	MicpuC2.EuGene.0000020537						
MicpuC2.EuGene.0000020540	MicpuC2.EuGene.0000020540						
MicpuC2.EuGene.0000020542	MicpuC2.EuGene.0000020542						
MicpuC2.EuGene.0000020543	MicpuC2.EuGene.0000020543						
MicpuC2.EuGene.0000020548	MicpuC2.EuGene.0000020548						
MicpuC2.EuGene.0000020563	MicpuC2.EuGene.0000020563						
MicpuC2.EuGene.0000020579	MicpuC2.EuGene.0000020579						
MicpuC2.EuGene.0000020583	MicpuC2.EuGene.0000020583						
MicpuC2.EuGene.0000020584	MicpuC2.EuGene.0000020584						
MicpuC2.EuGene.0000020585	MicpuC2.EuGene.0000020585						
MicpuC2.EuGene.0000020601	MicpuC2.EuGene.0000020601						
MicpuC2.EuGene.0000020613	MicpuC2.EuGene.0000020613						
MicpuC2.EuGene.0000020619	MicpuC2.EuGene.0000020619						
MicpuC2.EuGene.0000020624	MicpuC2.EuGene.0000020624						
MicpuC2.EuGene.0000020636	MicpuC2.EuGene.0000020636						
MicpuC2.gw1.16.182.1	MicpuC2.gw1.16.182.1						
MicpuC2.EuGene.0000020662	MicpuC2.EuGene.0000020662						
MicpuC2.EuGene.0000020672	MicpuC2.EuGene.0000020672						
MicpuC2.EuGene.0000020692	MicpuC2.EuGene.0000020692						
MicpuC2.EuGene.0000020693	MicpuC2.EuGene.0000020693						
MicpuC2.EuGene.0000020694	MicpuC2.EuGene.0000020694						
MicpuC2.EuGene.0000020697	MicpuC2.EuGene.0000020697						
MicpuC2.EuGene.0000020703	MicpuC2.EuGene.0000020703						
MicpuC2.EuGene.0000020705	MicpuC2.EuGene.0000020705						
MicpuC2.EuGene.0000020708	MicpuC2.EuGene.0000020708						
MicpuC2.EuGene.0000020712	MicpuC2.EuGene.0000020712						
MicpuC2.EuGene.0000020726	MicpuC2.EuGene.0000020726						
MicpuC2.EuGene.0000020729	MicpuC2.EuGene.0000020729						
MicpuC2.EuGene.0000020732	MicpuC2.EuGene.0000020732						
MicpuC2.EuGene.0000020735	MicpuC2.EuGene.0000020735						
MicpuC2.EuGene.0000020741	MicpuC2.EuGene.0000020741						
MicpuC2.EuGene.0000020743	MicpuC2.EuGene.0000020743						
MicpuC2.EuGene.0000020748	MicpuC2.EuGene.0000020748						
MicpuC2.EuGene.0000020752	MicpuC2.EuGene.0000020752						
MicpuC2.EuGene.0000020758	MicpuC2.EuGene.0000020758						
MicpuC2.EuGene.0000020763	MicpuC2.EuGene.0000020763						
MicpuC2.EuGene.0000020765	MicpuC2.EuGene.0000020765						
MicpuC2.EuGene.0000020769	MicpuC2.EuGene.0000020769						
MicpuC2.EuGene.0000020776	MicpuC2.EuGene.0000020776						
MicpuC2.EuGene.0000020787	MicpuC2.EuGene.0000020787						
MicpuC2.EuGene.0000020806	MicpuC2.EuGene.0000020806						
MicpuC2.EuGene.0000020809	MicpuC2.EuGene.0000020809						
MicpuC2.EuGene.0000020814	MicpuC2.EuGene.0000020814						
MicpuC2.EuGene.0000020816	MicpuC2.EuGene.0000020816						
MicpuC2.EuGene.0000020822	MicpuC2.EuGene.0000020822						
MicpuC2.EuGene.0000020847	MicpuC2.EuGene.0000020847						
MicpuC2.EuGene.0000020854	MicpuC2.EuGene.0000020854						
MicpuC2.EuGene.0000020856	MicpuC2.EuGene.0000020856						
MicpuC2.EuGene.0000020857	MicpuC2.EuGene.0000020857						
MicpuC2.EuGene.0000020858	MicpuC2.EuGene.0000020858						
MicpuC2.EuGene.0000020862	MicpuC2.EuGene.0000020862						
MicpuC2.EuGene.0000020866	MicpuC2.EuGene.0000020866						
MicpuC2.EuGene.0000020867	MicpuC2.EuGene.0000020867						
MicpuC2.EuGene.0000020868	MicpuC2.EuGene.0000020868						
MicpuC2.EuGene.0000200005	MicpuC2.EuGene.0000200005						
MicpuC2.EuGene.0000200006	MicpuC2.EuGene.0000200006						
MicpuC2.EuGene.0000030001	MicpuC2.EuGene.0000030001						
MicpuC2.EuGene.0000030017	MicpuC2.EuGene.0000030017						
MicpuC2.EuGene.0000030036	MicpuC2.EuGene.0000030036						
MicpuC2.EuGene.0000030037	MicpuC2.EuGene.0000030037						
MicpuC2.EuGene.0000030054	MicpuC2.EuGene.0000030054						
MicpuC2.EuGene.0000030060	MicpuC2.EuGene.0000030060						
MicpuC2.EuGene.0000030062	MicpuC2.EuGene.0000030062						
MicpuC2.EuGene.0000030063	MicpuC2.EuGene.0000030063						
MicpuC2.EuGene.0000030064	MicpuC2.EuGene.0000030064						
MicpuC2.EuGene.0000030065	MicpuC2.EuGene.0000030065						
MicpuC2.EuGene.0000030067	MicpuC2.EuGene.0000030067						
MicpuC2.EuGene.0000030068	MicpuC2.EuGene.0000030068						
MicpuC2.EuGene.0000030070	MicpuC2.EuGene.0000030070						
MicpuC2.EuGene.0000030076	MicpuC2.EuGene.0000030076						
MicpuC2.EuGene.0000030084	MicpuC2.EuGene.0000030084						
MicpuC2.EuGene.0000030093	MicpuC2.EuGene.0000030093						
MicpuC2.gw1.12.213.1	MicpuC2.gw1.12.213.1						
MicpuC2.EuGene.0000030100	MicpuC2.EuGene.0000030100						
MicpuC2.EuGene.0000030106	MicpuC2.EuGene.0000030106						
MicpuC2.EuGene.0000030107	MicpuC2.EuGene.0000030107						
MicpuC2.EuGene.0000030111	MicpuC2.EuGene.0000030111						
MicpuC2.EuGene.0000030117	MicpuC2.EuGene.0000030117						
MicpuC2.EuGene.0000030120	MicpuC2.EuGene.0000030120						
MicpuC2.EuGene.0000030122	MicpuC2.EuGene.0000030122						
MicpuC2.EuGene.0000030125	MicpuC2.EuGene.0000030125						
MicpuC2.EuGene.0000030131	MicpuC2.EuGene.0000030131						
MicpuC2.EuGene.0000030132	MicpuC2.EuGene.0000030132						
MicpuC2.EuGene.0000030133	MicpuC2.EuGene.0000030133						
MicpuC2.EuGene.0000030137	MicpuC2.EuGene.0000030137						
MicpuC2.EuGene.0000030138	MicpuC2.EuGene.0000030138						
MicpuC2.EuGene.0000030139	MicpuC2.EuGene.0000030139						
MicpuC2.EuGene.0000030141	MicpuC2.EuGene.0000030141						
MicpuC2.EuGene.0000030151	MicpuC2.EuGene.0000030151						
MicpuC2.EuGene.0000030152	MicpuC2.EuGene.0000030152						
MicpuC2.EuGene.0000030155	MicpuC2.EuGene.0000030155						
MicpuC2.EuGene.0000030169	MicpuC2.EuGene.0000030169						
MicpuC2.EuGene.0000030171	MicpuC2.EuGene.0000030171						
MicpuC2.EuGene.0000030178	MicpuC2.EuGene.0000030178						
MicpuC2.EuGene.0000030182	MicpuC2.EuGene.0000030182						
MicpuC2.EuGene.0000030208	MicpuC2.EuGene.0000030208						
MicpuC2.EuGene.0000030227	MicpuC2.EuGene.0000030227						
MicpuC2.EuGene.0000030231	MicpuC2.EuGene.0000030231						
MicpuC2.EuGene.0000030232	MicpuC2.EuGene.0000030232						
MicpuC2.EuGene.0000030234	MicpuC2.EuGene.0000030234						
MicpuC2.EuGene.0000030242	MicpuC2.EuGene.0000030242						
MicpuC2.EuGene.0000030245	MicpuC2.EuGene.0000030245						
MicpuC2.EuGene.0000030247	MicpuC2.EuGene.0000030247						
MicpuC2.EuGene.0000030254	MicpuC2.EuGene.0000030254						
MicpuC2.EuGene.0000030255	MicpuC2.EuGene.0000030255						
MicpuC2.EuGene.0000030259	MicpuC2.EuGene.0000030259						
MicpuC2.EuGene.0000030269	MicpuC2.EuGene.0000030269						
MicpuC2.EuGene.0000030275	MicpuC2.EuGene.0000030275						
MicpuC2.EuGene.0000030278	MicpuC2.EuGene.0000030278						
MicpuC2.EuGene.0000030283	MicpuC2.EuGene.0000030283						
MicpuC2.EuGene.0000030285	MicpuC2.EuGene.0000030285						
MicpuC2.EuGene.0000030288	MicpuC2.EuGene.0000030288						
MicpuC2.EuGene.0000030290	MicpuC2.EuGene.0000030290						
MicpuC2.EuGene.0000030297	MicpuC2.EuGene.0000030297						
MicpuC2.EuGene.0000030304	MicpuC2.EuGene.0000030304						
MicpuC2.EuGene.0000030309	MicpuC2.EuGene.0000030309						
MicpuC2.EuGene.0000030319	MicpuC2.EuGene.0000030319						
MicpuC2.EuGene.0000030320	MicpuC2.EuGene.0000030320						
MicpuC2.EuGene.0000030324	MicpuC2.EuGene.0000030324						
MicpuC2.EuGene.0000030328	MicpuC2.EuGene.0000030328						
MicpuC2.EuGene.0000030331	MicpuC2.EuGene.0000030331						
MicpuC2.EuGene.0000030333	MicpuC2.EuGene.0000030333						
MicpuC2.EuGene.0000030343	MicpuC2.EuGene.0000030343						
MicpuC2.EuGene.0000030346	MicpuC2.EuGene.0000030346						
MicpuC2.EuGene.0000030350	MicpuC2.EuGene.0000030350						
MicpuC2.EuGene.0000030363	MicpuC2.EuGene.0000030363						
MicpuC2.EuGene.0000030364	MicpuC2.EuGene.0000030364						
MicpuC2.EuGene.0000030371	MicpuC2.EuGene.0000030371						
MicpuC2.EuGene.0000030373	MicpuC2.EuGene.0000030373						
MicpuC2.EuGene.0000030380	MicpuC2.EuGene.0000030380						
MicpuC2.EuGene.0000030384	MicpuC2.EuGene.0000030384						
MicpuC2.EuGene.0000030385	MicpuC2.EuGene.0000030385						
MicpuC2.EuGene.0000030389	MicpuC2.EuGene.0000030389						
MicpuC2.EuGene.0000030390	MicpuC2.EuGene.0000030390						
MicpuC2.EuGene.0000030391	MicpuC2.EuGene.0000030391						
MicpuC2.EuGene.0000030396	MicpuC2.EuGene.0000030396						
MicpuC2.EuGene.0000030405	MicpuC2.EuGene.0000030405						
MicpuC2.EuGene.0000030418	MicpuC2.EuGene.0000030418						
MicpuC2.EuGene.0000030420	MicpuC2.EuGene.0000030420						
MicpuC2.EuGene.0000030426	MicpuC2.EuGene.0000030426						
MicpuC2.EuGene.0000030436	MicpuC2.EuGene.0000030436						
MicpuC2.EuGene.0000030452	MicpuC2.EuGene.0000030452						
MicpuC2.EuGene.0000030453	MicpuC2.EuGene.0000030453						
MicpuC2.EuGene.0000030464	MicpuC2.EuGene.0000030464						
MicpuC2.EuGene.0000030470	MicpuC2.EuGene.0000030470						
MicpuC2.EuGene.0000030475	MicpuC2.EuGene.0000030475						
MicpuC2.EuGene.0000030493	MicpuC2.EuGene.0000030493						
MicpuC2.EuGene.0000030496	MicpuC2.EuGene.0000030496						
MicpuC2.EuGene.0000030504	MicpuC2.EuGene.0000030504						
MicpuC2.EuGene.0000030505	MicpuC2.EuGene.0000030505						
MicpuC2.EuGene.0000030517	MicpuC2.EuGene.0000030517						
MicpuC2.EuGene.0000030519	MicpuC2.EuGene.0000030519						
MicpuC2.EuGene.0000030520	MicpuC2.EuGene.0000030520						
MicpuC2.EuGene.0000030536	MicpuC2.EuGene.0000030536						
MicpuC2.EuGene.0000030537	MicpuC2.EuGene.0000030537						
MicpuC2.EuGene.0000030540	MicpuC2.EuGene.0000030540						
MicpuC2.EuGene.0000030546	MicpuC2.EuGene.0000030546						
MicpuC2.EuGene.0000030547	MicpuC2.EuGene.0000030547						
MicpuC2.EuGene.0000030564	MicpuC2.EuGene.0000030564						
MicpuC2.EuGene.0000030579	MicpuC2.EuGene.0000030579						
MicpuC2.EuGene.0000030580	MicpuC2.EuGene.0000030580						
MicpuC2.EuGene.0000030583	MicpuC2.EuGene.0000030583						
MicpuC2.EuGene.0000030586	MicpuC2.EuGene.0000030586						
MicpuC2.EuGene.0000030601	MicpuC2.EuGene.0000030601						
MicpuC2.EuGene.0000030602	MicpuC2.EuGene.0000030602						
MicpuC2.EuGene.0000030606	MicpuC2.EuGene.0000030606						
MicpuC2.EuGene.0000030607	MicpuC2.EuGene.0000030607						
MicpuC2.EuGene.0000030608	MicpuC2.EuGene.0000030608						
MicpuC2.EuGene.0000030614	MicpuC2.EuGene.0000030614						
MicpuC2.EuGene.0000030619	MicpuC2.EuGene.0000030619						
MicpuC2.EuGene.0000030621	MicpuC2.EuGene.0000030621						
MicpuC2.EuGene.0000030628	MicpuC2.EuGene.0000030628						
MicpuC2.EuGene.0000030632	MicpuC2.EuGene.0000030632						
MicpuC2.EuGene.0000030645	MicpuC2.EuGene.0000030645						
MicpuC2.EuGene.0000030652	MicpuC2.EuGene.0000030652						
MicpuC2.EuGene.0000030655	MicpuC2.EuGene.0000030655						
MicpuC2.EuGene.0000030656	MicpuC2.EuGene.0000030656						
MicpuC2.EuGene.0000030660	MicpuC2.EuGene.0000030660						
MicpuC2.EuGene.0000030666	MicpuC2.EuGene.0000030666						
MicpuC2.EuGene.0000030681	MicpuC2.EuGene.0000030681						
MicpuC2.EuGene.0000030682	MicpuC2.EuGene.0000030682						
MicpuC2.EuGene.0000030687	MicpuC2.EuGene.0000030687						
MicpuC2.EuGene.0000030689	MicpuC2.EuGene.0000030689						
MicpuC2.EuGene.0000030701	MicpuC2.EuGene.0000030701						
MicpuC2.EuGene.0000030705	MicpuC2.EuGene.0000030705						
MicpuC2.EuGene.0000030713	MicpuC2.EuGene.0000030713						
MicpuC2.EuGene.0000030721	MicpuC2.EuGene.0000030721						
MicpuC2.EuGene.0000030724	MicpuC2.EuGene.0000030724						
MicpuC2.EuGene.0000030725	MicpuC2.EuGene.0000030725						
MicpuC2.EuGene.0000030728	MicpuC2.EuGene.0000030728						
MicpuC2.EuGene.0000030730	MicpuC2.EuGene.0000030730						
MicpuC2.EuGene.0000030743	MicpuC2.EuGene.0000030743						
MicpuC2.EuGene.0000030757	MicpuC2.EuGene.0000030757						
MicpuC2.EuGene.0000030781	MicpuC2.EuGene.0000030781						
MicpuC2.EuGene.0000030782	MicpuC2.EuGene.0000030782						
MicpuC2.EuGene.0000030786	MicpuC2.EuGene.0000030786						
MicpuC2.EuGene.0000030794	MicpuC2.EuGene.0000030794						
MicpuC2.EuGene.0000030795	MicpuC2.EuGene.0000030795						
MicpuC2.EuGene.0000030796	MicpuC2.EuGene.0000030796						
MicpuC2.EuGene.0000030799	MicpuC2.EuGene.0000030799						
MicpuC2.EuGene.0000030800	MicpuC2.EuGene.0000030800						
MicpuC2.EuGene.0000030818	MicpuC2.EuGene.0000030818						
MicpuC2.EuGene.0000030819	MicpuC2.EuGene.0000030819						
MicpuC2.EuGene.0000030830	MicpuC2.EuGene.0000030830						
MicpuC2.EuGene.0000030833	MicpuC2.EuGene.0000030833						
MicpuC2.EuGene.0000030838	MicpuC2.EuGene.0000030838						
MicpuC2.EuGene.0000030839	MicpuC2.EuGene.0000030839						
MicpuC2.EuGene.0000030840	MicpuC2.EuGene.0000030840						
MicpuC2.EuGene.0000030843	MicpuC2.EuGene.0000030843						
MicpuC2.EuGene.0000030849	MicpuC2.EuGene.0000030849						
MicpuC2.EuGene.0000030853	MicpuC2.EuGene.0000030853						
MicpuC2.EuGene.0000030871	MicpuC2.EuGene.0000030871						
MicpuC2.EuGene.0000030886	MicpuC2.EuGene.0000030886						
MicpuC2.EuGene.0000030892	MicpuC2.EuGene.0000030892						
MicpuC2.EuGene.0000030893	MicpuC2.EuGene.0000030893						
MicpuC2.EuGene.0000030896	MicpuC2.EuGene.0000030896						
MicpuC2.EuGene.0000030898	MicpuC2.EuGene.0000030898						
MicpuC2.EuGene.0000030899	MicpuC2.EuGene.0000030899						
MicpuC2.EuGene.0000030912	MicpuC2.EuGene.0000030912						
MicpuC2.EuGene.0000030913	MicpuC2.EuGene.0000030913						
MicpuC2.EuGene.0000030915	MicpuC2.EuGene.0000030915						
MicpuC2.EuGene.0000030917	MicpuC2.EuGene.0000030917						
MicpuC2.EuGene.0000030918	MicpuC2.EuGene.0000030918						
MicpuC2.EuGene.0000030934	MicpuC2.EuGene.0000030934						
MicpuC2.EuGene.0000030935	MicpuC2.EuGene.0000030935						
MicpuC2.EuGene.0000030938	MicpuC2.EuGene.0000030938						
MicpuC2.EuGene.0000030946	MicpuC2.EuGene.0000030946						
MicpuC2.EuGene.0000030947	MicpuC2.EuGene.0000030947						
MicpuC2.EuGene.0000030963	MicpuC2.EuGene.0000030963						
MicpuC2.EuGene.0000030967	MicpuC2.EuGene.0000030967						
MicpuC2.EuGene.0000030976	MicpuC2.EuGene.0000030976						
MicpuC2.EuGene.0000030977	MicpuC2.EuGene.0000030977						
MicpuC2.EuGene.0000030988	MicpuC2.EuGene.0000030988						
MicpuC2.EuGene.0000030991	MicpuC2.EuGene.0000030991						
MicpuC2.EuGene.0000030999	MicpuC2.EuGene.0000030999						
MicpuC2.EuGene.0000031017	MicpuC2.EuGene.0000031017						
MicpuC2.EuGene.0000031020	MicpuC2.EuGene.0000031020						
MicpuC2.EuGene.0000031026	MicpuC2.EuGene.0000031026						
MicpuC2.EuGene.0000031028	MicpuC2.EuGene.0000031028						
MicpuC2.EuGene.0000040004	MicpuC2.EuGene.0000040004						
MicpuC2.EuGene.0000040010	MicpuC2.EuGene.0000040010						
MicpuC2.EuGene.0000040026	MicpuC2.EuGene.0000040026						
MicpuC2.EuGene.0000040032	MicpuC2.EuGene.0000040032						
MicpuC2.EuGene.0000040037	MicpuC2.EuGene.0000040037						
MicpuC2.EuGene.0000040051	MicpuC2.EuGene.0000040051						
MicpuC2.EuGene.0000040054	MicpuC2.EuGene.0000040054						
MicpuC2.EuGene.0000040057	MicpuC2.EuGene.0000040057						
MicpuC2.EuGene.0000040059	MicpuC2.EuGene.0000040059						
MicpuC2.EuGene.0000040064	MicpuC2.EuGene.0000040064						
MicpuC2.EuGene.0000040068	MicpuC2.EuGene.0000040068						
MicpuC2.EuGene.0000040071	MicpuC2.EuGene.0000040071						
MicpuC2.EuGene.0000040074	MicpuC2.EuGene.0000040074						
MicpuC2.EuGene.0000040075	MicpuC2.EuGene.0000040075						
MicpuC2.EuGene.0000040078	MicpuC2.EuGene.0000040078						
