Gene ID	GO	KO	KOG	PANTHER	PFAM
Cz09g08010					
Cz09g08020					
Cz09g08040					
Cz09g08080					
Cz09g08090					
Cz09g08100					
Cz09g08120					
Cz09g08130					
Cz09g08140					
Cz09g08150					
Cz09g08160					
Cz09g08180					
Cz09g08190					
Cz09g08200					
Cz09g08210					
Cz09g08240					
Cz09g08250					
Cz09g08260					
Cz09g09010					
Cz09g09020					
Cz09g09070					
Cz09g09080					
Cz09g09090					
Cz09g09110					
Cz09g09120					
Cz09g09130					
Cz09g09140					
Cz09g09150					
Cz09g09180					
Cz09g09190					
Cz09g09220					
Cz09g09230					
Cz09g09240					
Cz09g09250					
Cz09g09270					
Cz09g10010					
Cz09g10030					
Cz09g10040					
Cz09g10050					
Cz09g10060					
Cz09g10070					
Cz09g10080					
Cz09g10100					
Cz09g10110					
Cz09g10130					
Cz09g10140					
Cz09g10150					
Cz09g10180					
Cz09g10190					
Cz09g10210					
Cz09g10220					
Cz09g10240					
Cz09g10250					
Cz09g10260					
Cz09g10270					
Cz09g10280					
Cz09g11050					
Cz09g11060					
Cz09g11080					
Cz09g11090					
Cz09g11100					
Cz09g11120					
Cz09g11130					
Cz09g11140					
Cz09g11150					
Cz09g11190					
Cz09g11200					
Cz09g11210					
Cz09g11230					
Cz09g11260					
Cz09g11280					
Cz09g11290					
Cz09g12060					
Cz09g12070					
Cz09g12080					
Cz09g12100					
Cz09g12150					
Cz09g12160					
Cz09g12170					
Cz09g12190					
Cz09g12210					
Cz09g12230					
Cz09g12240					
Cz09g12250					
Cz09g13020					
Cz09g13040					
Cz09g13050					
Cz09g13060					
Cz09g13100					
Cz09g13110					
Cz09g13120					
Cz09g13150					
Cz09g13160					
Cz09g13180					
Cz09g13200					
Cz09g13210					
Cz09g13220					
Cz09g13230					
Cz09g13240					
Cz09g13250					
Cz09g14010					
Cz09g14020					
Cz09g14050					
Cz09g14060					
Cz09g14080					
Cz09g14110					
Cz09g14120					
Cz09g14140					
Cz09g14180					
Cz09g14190					
Cz09g15030					
Cz09g15120					
Cz09g15130					
Cz09g15140					
Cz09g15170					
Cz09g15190					
Cz09g15200					
Cz09g15210					
Cz09g15220					
Cz09g15240					
Cz09g15260					
Cz09g16010					
Cz09g16030					
Cz09g16080					
Cz09g16090					
Cz09g16110					
Cz09g16120					
Cz09g16150					
Cz09g16170					
Cz09g16200					
Cz09g16220					
Cz09g16230					
Cz09g17030					
Cz09g17040					
Cz09g17050					
Cz09g17060					
Cz09g17070					
Cz09g17080					
Cz09g17090					
Cz09g17110					
Cz09g17120					
Cz09g17140					
Cz09g17160					
Cz09g17170					
Cz09g17180					
Cz09g17190					
Cz09g17200					
Cz09g17210					
Cz09g17240					
Cz09g17260					
Cz09g17270					
Cz09g17280					
Cz09g17290					
Cz09g17300					
Cz09g17310					
Cz09g17340					
Cz09g18020					
Cz09g18040					
Cz09g18050					
Cz09g18080					
Cz09g18110					
Cz09g18120					
Cz09g18130					
Cz09g18160					
Cz09g18170					
Cz09g18180					
Cz09g18190					
Cz09g18210					
Cz09g18220					
Cz09g18240					
Cz09g18250					
Cz09g18280					
Cz09g18290					
Cz09g18300					
Cz09g19010					
Cz09g19030					
Cz09g19040					
Cz09g19050					
Cz09g19060					
Cz09g19070					
Cz09g19110					
Cz09g19140					
Cz09g19150					
Cz09g19160					
Cz09g19170					
Cz09g19180					
Cz09g19190					
Cz09g19200					
Cz09g19220					
Cz09g19230					
Cz09g19240					
Cz09g19260					
Cz09g19270					
Cz09g19300					
Cz09g20010					
Cz09g20020					
Cz09g20030					
Cz09g20070					
Cz09g20140					
Cz09g20150					
Cz09g20160					
Cz09g20210					
Cz09g20220					
Cz09g21030					
Cz09g21050					
Cz09g21070					
Cz09g21080					
Cz09g21090					
Cz09g21150					
Cz09g21160					
Cz09g21170					
Cz09g21180					
Cz09g21190					
Cz09g21260					
Cz09g22010					
Cz09g22020					
Cz09g22030					
Cz09g22040					
Cz09g22050					
Cz09g22060					
Cz09g22070					
Cz09g22080					
Cz09g22090					
Cz09g22100					
Cz09g22120					
Cz09g22130					
Cz09g22140					
Cz09g22160					
Cz09g22170					
Cz09g22210					
Cz09g22230					
Cz09g22240					
Cz09g22260					
Cz09g22270					
Cz09g23010					
Cz09g23030					
Cz09g23040					
Cz09g23050					
Cz09g23060					
Cz09g23080					
Cz09g23100					
Cz09g23120					
Cz09g23130					
Cz09g23140					
Cz09g23170					
Cz09g23200					
Cz09g23240					
Cz09g23250					
Cz09g23260					
Cz09g23270					
Cz09g23280					
Cz09g23340					
Cz09g24010					
Cz09g24020					
Cz09g24040					
Cz09g24050					
Cz09g24070					
Cz09g24080					
Cz09g24090					
Cz09g24110					
Cz09g24130					
Cz09g24140					
Cz09g24150					
Cz09g24160					
Cz09g24170					
Cz09g24190					
Cz09g24200					
Cz09g24210					
Cz09g24220					
Cz09g24230					
Cz09g24240					
Cz09g24260					
Cz09g24270					
Cz09g24280					
Cz09g25030					
Cz09g25040					
Cz09g25050					
Cz09g25060					
Cz09g25080					
Cz09g25100					
Cz09g25110					
Cz09g25130					
Cz09g25140					
Cz09g25170					
Cz09g25190					
Cz09g25200					
Cz09g25210					
Cz09g25220					
Cz09g25230					
Cz09g25240					
Cz09g25250					
Cz09g26010					
Cz09g26020					
Cz09g26030					
Cz09g26040					
Cz09g26050					
Cz09g26060					
Cz09g26080					
Cz09g26090					
Cz09g26110					
Cz09g26120					
Cz09g26160					
Cz09g26180					
Cz09g26190					
Cz09g26200					
Cz09g26220					
Cz09g26230					
Cz09g26240					
Cz09g26250					
Cz09g26260					
Cz09g26270					
Cz09g27030					
Cz09g27040					
Cz09g27070					
Cz09g27080					
Cz09g27090					
Cz09g27100					
Cz09g27110					
Cz09g27130					
Cz09g27220					
Cz09g27240					
Cz09g27250					
Cz09g27260					
Cz09g27270					
Cz09g27300					
Cz09g28010					
Cz09g28020					
Cz09g28030					
Cz09g28040					
Cz09g28050					
Cz09g28070					
Cz09g28100					
Cz09g28120					
Cz09g28130					
Cz09g28140					
Cz09g28150					
Cz09g28180					
Cz09g28190					
Cz09g28200					
Cz09g28210					
Cz09g28220					
Cz09g29060					
Cz09g29070					
Cz09g29080					
Cz09g29090					
Cz09g29100					
Cz09g29110					
Cz09g29130					
Cz09g29160					
Cz09g29170					
Cz09g29180					
Cz09g29190					
Cz09g29200					
Cz09g30010					
Cz09g30020					
Cz09g30030					
Cz09g30040					
Cz09g30060					
Cz09g30070					
Cz09g30080					
Cz09g30100					
Cz09g30210					
Cz09g30220					
Cz09g30240					
Cz09g31010					
Cz09g31020					
Cz09g31030					
Cz09g31040					
Cz09g31050					
Cz09g31070					
Cz09g31090					
Cz09g31100					
Cz09g31110					
Cz09g31120					
Cz09g31130					
Cz09g31150					
Cz09g31160					
Cz09g31180					
Cz09g31210					
Cz09g31220					
Cz09g31230					
Cz09g31240					
Cz09g31260					
Cz09g31270					
Cz09g31280					
Cz09g31290					
Cz09g31300					
Cz09g31320					
Cz09g32020					
Cz09g32030					
Cz09g32040					
Cz09g32060					
Cz09g32080					
Cz09g32090					
Cz09g32120					
Cz09g32140					
Cz09g32150					
Cz09g32160					
Cz09g32170					
Cz09g32190					
Cz10g00030					
Cz10g00060					
Cz10g00080					
Cz10g01010					
Cz10g01020					
Cz10g01030					
Cz10g01040					
Cz10g01060					
Cz10g01070					
Cz10g01080					
Cz10g01130					
Cz10g01140					
Cz10g02020					
Cz10g02030					
Cz10g02040					
Cz10g02050					
Cz10g02060					
Cz10g02070					
Cz10g02080					
Cz10g02090					
Cz10g02110					
Cz10g02130					
Cz10g02140					
Cz10g02150					
Cz10g02160					
Cz10g02180					
Cz10g02200					
Cz10g02210					
Cz10g02220					
Cz10g02230					
Cz10g02260					
Cz10g02270					
Cz10g02280					
Cz10g03040					
Cz10g03050					
Cz10g03080					
Cz10g03090					
Cz10g03100					
Cz10g03110					
Cz10g03120					
Cz10g03130					
Cz10g03140					
Cz10g03150					
Cz10g03160					
Cz10g03170					
Cz10g03180					
Cz10g03190					
Cz10g03200					
Cz10g03220					
Cz10g03230					
Cz10g03240					
Cz10g04030					
Cz10g04050					
Cz10g04060					
Cz10g04080					
Cz10g04090					
Cz10g04120					
Cz10g04170					
Cz10g05010					
Cz10g05040					
Cz10g05050					
Cz10g05060					
Cz10g05070					
Cz10g05090					
Cz10g05100					
Cz10g05140					
Cz10g05150					
Cz10g05160					
Cz10g05190					
Cz10g05200					
Cz10g05220					
Cz10g06010					
Cz10g06020					
Cz10g06040					
Cz10g06060					
Cz10g06070					
Cz10g06110					
Cz10g06120					
Cz10g06130					
Cz10g06140					
Cz10g06160					
Cz10g06170					
Cz10g06200					
Cz10g06210					
Cz10g06230					
Cz10g06240					
Cz10g07060					
Cz10g07070					
Cz10g07080					
Cz10g07110					
Cz10g07120					
Cz10g07140					
Cz10g07170					
Cz10g07190					
Cz10g07200					
Cz10g07230					
Cz10g07240					
Cz10g07250					
Cz10g07260					
Cz10g07270					
Cz10g07280					
Cz10g07290					
Cz10g08010					
Cz10g08020					
Cz10g08030					
Cz10g08040					
Cz10g08080					
Cz10g08100					
Cz10g08110					
Cz10g08120					
Cz10g08130					
Cz10g08140					
Cz10g08150					
Cz10g08160					
Cz10g08170					
Cz10g08180					
Cz10g08190					
Cz10g08200					
Cz10g08210					
Cz10g08220					
Cz10g08230					
Cz10g08240					
Cz10g08250					
Cz10g08260					
Cz10g08280					
Cz10g09010					
Cz10g09020					
Cz10g09030					
Cz10g09060					
Cz10g09070					
Cz10g09090					
Cz10g09110					
Cz10g09120					
Cz10g09130					
Cz10g09170					
Cz10g09200					
Cz10g09220					
Cz10g09230					
Cz10g09250					
Cz10g09270					
Cz10g10010					
Cz10g10020					
Cz10g10040					
Cz10g10080					
Cz10g10090					
Cz10g10110					
Cz10g10120					
Cz10g10130					
Cz10g10140					
Cz10g10180					
Cz10g10190					
Cz10g10200					
Cz10g10230					
Cz10g10250					
Cz10g11010					
Cz10g11020					
Cz10g11040					
Cz10g11060					
Cz10g11080					
Cz10g11090					
Cz10g11110					
Cz10g11130					
Cz10g11140					
Cz10g11150					
Cz10g11160					
Cz10g11190					
Cz10g11200					
Cz10g11210					
Cz10g11220					
Cz10g11230					
Cz10g11250					
Cz10g12010					
Cz10g12020					
Cz10g12030					
Cz10g12040					
Cz10g12060					
Cz10g12070					
Cz10g12090					
Cz10g12100					
Cz10g12120					
Cz10g12130					
Cz10g12150					
Cz10g12160					
Cz10g12200					
Cz10g12210					
Cz10g12220					
Cz10g12230					
Cz10g12240					
Cz10g12250					
Cz10g13010					
Cz10g13020					
Cz10g13030					
Cz10g13050					
Cz10g13060					
Cz10g13070					
Cz10g13110					
Cz10g13120					
Cz10g13130					
Cz10g13140					
Cz10g13150					
Cz10g13160					
Cz10g13170					
Cz10g13180					
Cz10g13190					
Cz10g13210					
Cz10g13220					
Cz10g13230					
Cz10g14010					
Cz10g14020					
Cz10g14030					
Cz10g14040					
Cz10g14060					
Cz10g14100					
Cz10g14130					
Cz10g14140					
Cz10g14150					
Cz10g14160					
Cz10g14200					
Cz10g14220					
Cz10g14230					
Cz10g14240					
Cz10g14260					
Cz10g14270					
Cz10g14280					
Cz10g14290					
Cz10g14310					
Cz10g15020					
Cz10g15070					
Cz10g15100					
Cz10g15110					
Cz10g15120					
Cz10g15130					
Cz10g15150					
Cz10g15160					
Cz10g15170					
Cz10g15190					
Cz10g15220					
Cz10g15230					
Cz10g15240					
Cz10g16030					
Cz10g16040					
Cz10g16060					
Cz10g16080					
Cz10g16090					
Cz10g16100					
Cz10g16110					
Cz10g16120					
Cz10g16130					
Cz10g16140					
Cz10g16150					
Cz10g16170					
Cz10g16200					
Cz10g16220					
Cz10g16230					
Cz10g16240					
Cz10g16260					
Cz10g17010					
Cz10g17020					
Cz10g17040					
Cz10g17050					
Cz10g17060					
Cz10g17070					
Cz10g17080					
Cz10g17090					
Cz10g17100					
Cz10g17110					
Cz10g17120					
Cz10g17130					
Cz10g17140					
Cz10g17160					
Cz10g17180					
Cz10g17190					
Cz10g17200					
Cz10g17220					
Cz10g17240					
Cz10g18020					
Cz10g18030					
Cz10g18040					
Cz10g18050					
Cz10g18060					
Cz10g18070					
Cz10g18080					
Cz10g18090					
Cz10g18100					
Cz10g18120					
Cz10g18140					
Cz10g18150					
Cz10g18170					
Cz10g18180					
Cz10g18190					
Cz10g18200					
Cz10g18220					
Cz10g18230					
Cz10g18240					
Cz10g18260					
Cz10g18270					
Cz10g19020					
Cz10g19050					
Cz10g19060					
Cz10g19070					
Cz10g19080					
Cz10g19090					
Cz10g19110					
Cz10g19120					
Cz10g19130					
Cz10g19140					
Cz10g19150					
Cz10g19160					
Cz10g19170					
Cz10g19190					
Cz10g19210					
Cz10g20010					
Cz10g20030					
Cz10g20040					
Cz10g20080					
Cz10g20120					
Cz10g20130					
Cz10g20140					
Cz10g20150					
Cz10g20160					
Cz10g20180					
Cz10g20200					
Cz10g20210					
Cz10g20220					
Cz10g20230					
Cz10g20260					
Cz10g20270					
Cz10g21040					
Cz10g21110					
Cz10g21120					
Cz10g21130					
Cz10g21140					
Cz10g21150					
Cz10g21160					
Cz10g21170					
Cz10g21180					
Cz10g21190					
Cz10g21200					
Cz10g21230					
Cz10g22010					
Cz10g22030					
Cz10g22070					
Cz10g22080					
Cz10g22090					
Cz10g22100					
Cz10g22130					
Cz10g22140					
Cz10g22150					
Cz10g22160					
Cz10g22190					
Cz10g22230					
Cz10g23020					
Cz10g23070					
Cz10g23090					
Cz10g23100					
Cz10g23110					
Cz10g23130					
Cz10g23140					
Cz10g23150					
Cz10g23160					
Cz10g23180					
Cz10g23190					
Cz10g23200					
Cz10g23210					
Cz10g23220					
Cz10g23230					
Cz10g23240					
Cz10g23250					
Cz10g23260					
Cz10g24010					
Cz10g24020					
Cz10g24030					
Cz10g24050					
Cz10g24060					
Cz10g24070					
Cz10g24080					
Cz10g24100					
Cz10g24110					
Cz10g24120					
Cz10g24130					
Cz10g24150					
Cz10g24170					
Cz10g24180					
Cz10g24200					
Cz10g24230					
Cz10g24240					
Cz10g24270					
Cz10g25010					
Cz10g25040					
Cz10g25050					
Cz10g25120					
Cz10g25150					
Cz10g25160					
Cz10g25170					
Cz10g25180					
Cz10g25190					
Cz10g25200					
Cz10g25210					
Cz10g25230					
Cz10g26010					
Cz10g26020					
Cz10g26040					
Cz10g26070					
Cz10g26090					
Cz10g26100					
Cz10g26120					
Cz10g26170					
Cz10g26180					
Cz10g26230					
Cz10g27010					
Cz10g27020					
Cz10g27050					
Cz10g27070					
Cz10g27100					
Cz10g27110					
Cz10g27120					
Cz10g27130					
Cz10g27150					
Cz10g27200					
Cz10g27220					
Cz10g28010					
Cz10g28020					
Cz10g28030					
Cz10g28040					
Cz10g28070					
Cz10g28090					
Cz10g28100					
Cz10g28120					
Cz10g28130					
Cz10g28150					
Cz10g28160					
Cz10g28170					
Cz10g28180					
Cz10g28190					
Cz10g28210					
Cz10g28240					
Cz10g28250					
Cz10g28290					
Cz10g28310					
Cz10g28320					
Cz10g29010					
Cz10g29020					
Cz10g29040					
Cz10g29060					
Cz10g29070					
Cz10g29080					
Cz10g29090					
Cz10g29110					
Cz10g29120					
Cz10g29140					
Cz10g29150					
Cz10g29190					
Cz10g29200					
Cz10g29220					
Cz10g29230					
Cz11g01010					
Cz11g01030					
Cz11g01050					
Cz11g01060					
Cz11g01090					
Cz11g01100					
Cz11g01120					
Cz11g01130					
Cz11g01150					
Cz11g01160					
Cz11g01180					
Cz11g01220					
Cz11g01260					
Cz11g01270					
Cz11g01280					
Cz11g01290					
Cz11g01300					
Cz11g01310					
Cz11g02010					
Cz11g02020					
Cz11g02040					
Cz11g02050					
Cz11g02060					
Cz11g02070					
Cz11g02080					
Cz11g02090					
Cz11g02100					
Cz11g02110					
Cz11g02120					
Cz11g02130					
Cz11g02140					
Cz11g02150					
Cz11g02160					
Cz11g02170					
Cz11g02180					
Cz11g02200					
Cz11g02210					
Cz11g02220					
Cz11g02230					
Cz11g02250					
Cz11g02260					
Cz11g02270					
Cz11g02280					
Cz11g02300					
Cz11g02310					
Cz11g03010					
Cz11g03030					
Cz11g03040					
Cz11g03070					
Cz11g03090					
Cz11g03100					
Cz11g03110					
Cz11g03140					
Cz11g03150					
Cz11g03160					
Cz11g03170					
Cz11g03200					
Cz11g03220					
Cz11g03230					
Cz11g03250					
Cz11g03270					
Cz11g03320					
Cz11g03340					
Cz11g04040					
Cz11g04050					
Cz11g04060					
Cz11g04070					
Cz11g04080					
Cz11g04090					
Cz11g04110					
Cz11g04120					
Cz11g04130					
Cz11g04140					
Cz11g04150					
Cz11g04160					
Cz11g04170					
Cz11g04180					
Cz11g04190					
Cz11g04200					
Cz11g04210					
Cz11g04220					
Cz11g04250					
Cz11g04260					
Cz11g04270					
Cz11g04280					
Cz11g05010					
Cz11g05020					
Cz11g05040					
Cz11g05050					
Cz11g05070					
Cz11g05080					
Cz11g05100					
Cz11g05110					
Cz11g05120					
Cz11g05130					
Cz11g05150					
Cz11g05170					
Cz11g05180					
Cz11g05210					
Cz11g06010					
Cz11g06020					
Cz11g06030					
Cz11g06060					
Cz11g06070					
Cz11g06110					
Cz11g06130					
Cz11g06150					
Cz11g07010					
Cz11g07040					
Cz11g07050					
Cz11g07060					
Cz11g07070					
Cz11g07080					
Cz11g07100					
Cz11g07120					
Cz11g07140					
Cz11g07160					
Cz11g07170					
Cz11g07180					
Cz11g07190					
Cz11g07200					
Cz11g07210					
Cz11g07220					
Cz11g07230					
Cz11g08010					
Cz11g08020					
Cz11g08030					
Cz11g08040					
Cz11g08080					
Cz11g08085					
Cz11g08160					
Cz11g08170					
Cz11g08180					
Cz11g08190					
Cz11g08210					
Cz11g08220					
Cz11g08230					
Cz11g09010					
Cz11g09020					
Cz11g09040					
Cz11g09050					
Cz11g09060					
Cz11g09070					
Cz11g09080					
Cz11g09090					
Cz11g09100					
Cz11g09110					
Cz11g09120					
Cz11g09130					
Cz11g09140					
Cz11g09150					
Cz11g09160					
Cz11g09170					
Cz11g09180					
Cz11g09190					
Cz11g09200					
Cz11g09230					
Cz11g09260					
Cz11g09270					
Cz11g09300					
Cz11g09310					
Cz11g09320					
Cz11g09330					
Cz11g09340					
Cz11g10010					
Cz11g10020					
Cz11g10030					
Cz11g10040					
Cz11g10050					
Cz11g10060					
Cz11g10070					
Cz11g10100					
Cz11g10110					
Cz11g10120					
Cz11g10130					
Cz11g10140					
Cz11g10150					
Cz11g10160					
Cz11g10170					
Cz11g10180					
Cz11g10190					
Cz11g10200					
Cz11g10210					
Cz11g10230					
Cz11g10240					
Cz11g10260					
Cz11g11020					
Cz11g11030					
Cz11g11050					
Cz11g11090					
Cz11g11100					
Cz11g11110					
Cz11g11140					
Cz11g11160					
Cz11g11180					
Cz11g11190					
Cz11g11200					
Cz11g11210					
Cz11g11220					
Cz11g11230					
Cz11g11240					
Cz11g11250					
Cz11g11260					
Cz11g11290					
Cz11g12020					
Cz11g12030					
Cz11g12040					
Cz11g12050					
Cz11g12060					
Cz11g12090					
Cz11g12100					
Cz11g12120					
Cz11g12130					
Cz11g12140					
Cz11g12150					
Cz11g12160					
Cz11g12170					
Cz11g12180					
Cz11g12190					
Cz11g12210					
Cz11g12240					
Cz11g12260					
Cz11g12270					
Cz11g13010					
Cz11g13020					
Cz11g13030					
Cz11g13050					
Cz11g13090					
Cz11g13100					
Cz11g13110					
Cz11g13130					
Cz11g13140					
Cz11g13150					
Cz11g13160					
Cz11g13170					
Cz11g13180					
Cz11g13200					
Cz11g14010					
Cz11g14020					
Cz11g14030					
Cz11g14040					
Cz11g14050					
Cz11g14060					
Cz11g14070					
Cz11g14080					
Cz11g14090					
Cz11g14130					
Cz11g14140					
Cz11g14190					
Cz11g14200					
Cz11g14210					
Cz11g15020					
Cz11g15030					
Cz11g15070					
Cz11g15080					
Cz11g15100					
Cz11g15110					
Cz11g15120					
Cz11g15160					
Cz11g15170					
Cz11g15190					
Cz11g15200					
Cz11g16010					
Cz11g16020					
Cz11g16030					
Cz11g16060					
Cz11g16070					
Cz11g16080					
Cz11g16100					
Cz11g16110					
Cz11g16120					
Cz11g16130					
Cz11g16160					
Cz11g16170					
Cz11g16190					
Cz11g16200					
Cz11g16210					
Cz11g16220					
Cz11g16230					
Cz11g16240					
Cz11g16250					
Cz11g16310					
Cz11g16320					
Cz11g17030					
Cz11g17040					
Cz11g17090					
Cz11g17100					
Cz11g17120					
Cz11g17130					
Cz11g17140					
Cz11g17160					
Cz11g17180					
Cz11g17200					
Cz11g17220					
Cz11g17230					
Cz11g17260					
Cz11g18010					
Cz11g18020					
Cz11g18040					
Cz11g18050					
Cz11g18080					
Cz11g18100					
Cz11g18110					
Cz11g18120					
Cz11g18130					
Cz11g18140					
Cz11g18150					
Cz11g18160					
Cz11g18170					
Cz11g18180					
Cz11g18190					
Cz11g18200					
Cz11g18210					
Cz11g18220					
Cz11g18230					
Cz11g18240					
Cz11g18250					
Cz11g18260					
Cz11g19020					
Cz11g19030					
Cz11g19040					
Cz11g19050					
Cz11g19080					
Cz11g19110					
Cz11g19120					
Cz11g19150					
Cz11g19160					
Cz11g19170					
Cz11g19180					
Cz11g19190					
Cz11g19200					
Cz11g20030					
Cz11g20040					
Cz11g20050					
Cz11g20080					
Cz11g20090					
Cz11g20150					
Cz11g20160					
Cz11g20190					
Cz11g20200					
Cz11g20210					
Cz11g20260					
Cz11g21020					
Cz11g21040					
Cz11g21050					
Cz11g21060					
Cz11g21090					
Cz11g21110					
Cz11g21120					
Cz11g21130					
Cz11g21160					
Cz11g21190					
Cz11g21200					
Cz11g21210					
Cz11g22010					
Cz11g22020					
Cz11g22030					
Cz11g22060					
Cz11g22070					
Cz11g22080					
Cz11g22090					
Cz11g22100					
Cz11g22110					
Cz11g22130					
Cz11g22140					
Cz11g22160					
Cz11g22170					
Cz11g22190					
Cz11g22200					
Cz11g22210					
Cz11g22220					
Cz11g22240					
Cz11g22250					
Cz11g22260					
Cz11g23010					
Cz11g23030					
Cz11g23040					
Cz11g23060					
Cz11g23080					
Cz11g23090					
Cz11g23120					
Cz11g23130					
Cz11g23150					
Cz11g23170					
Cz11g23180					
Cz11g23190					
Cz11g23200					
Cz11g23220					
Cz11g23230					
Cz11g23270					
Cz11g24010					
Cz11g24020					
Cz11g24030					
Cz11g24040					
Cz11g24050					
Cz11g24060					
Cz11g24070					
Cz11g24090					
Cz11g24100					
Cz11g24110					
Cz11g24120					
Cz11g24130					
Cz11g24170					
Cz11g24180					
Cz11g24200					
Cz11g24220					
Cz11g24230					
Cz11g24260					
Cz11g24280					
Cz11g25010					
Cz11g25020					
Cz11g25030					
Cz11g25060					
Cz11g25070					
Cz11g25080					
Cz11g25090					
Cz11g25100					
Cz11g25110					
Cz11g25120					
Cz11g25140					
Cz11g25150					
Cz11g25230					
Cz11g26010					
Cz11g26030					
Cz11g26040					
Cz11g26060					
Cz11g26080					
Cz11g26090					
Cz11g26120					
Cz11g26130					
Cz11g26140					
Cz11g26170					
Cz11g26180					
Cz11g26200					
Cz11g27010					
Cz11g27020					
Cz11g27030					
Cz11g27050					
Cz11g27060					
Cz11g27090					
Cz11g27100					
Cz11g27110					
Cz11g27120					
Cz11g27140					
Cz11g27160					
Cz11g27170					
Cz11g27180					
Cz11g27190					
Cz11g27200					
Cz11g27210					
Cz11g27220					
Cz11g27230					
Cz11g27250					
Cz11g27260					
Cz11g28020					
Cz11g28050					
Cz11g28060					
Cz11g28080					
Cz11g28090					
Cz11g28100					
Cz11g28110					
Cz11g28120					
Cz11g28130					
Cz11g28140					
Cz11g28150					
Cz11g28170					
Cz11g28190					
Cz11g28200					
Cz11g28210					
Cz11g28220					
Cz11g28230					
Cz11g29020					
Cz11g29030					
Cz11g29060					
Cz11g29070					
Cz11g29090					
Cz11g29100					
Cz11g29110					
Cz11g29120					
Cz11g29130					
Cz11g29140					
Cz11g29150					
Cz12g00010					
Cz12g00020					
Cz12g00040					
Cz12g00050					
Cz12g00060					
Cz12g00070					
Cz12g00090					
Cz12g00110					
Cz12g00130					
Cz12g00180					
Cz12g00220					
Cz12g00230					
Cz12g00240					
Cz12g00260					
Cz12g01020					
Cz12g01030					
Cz12g01050					
Cz12g01090					
Cz12g01170					
Cz12g02020					
Cz12g02070					
Cz12g02130					
Cz12g02140					
Cz12g02150					
Cz12g02160					
Cz12g02170					
Cz12g02180					
Cz12g02190					
Cz12g02200					
Cz12g02220					
Cz12g02230					
Cz12g02240					
Cz12g02250					
Cz12g02260					
Cz12g02270					
Cz12g02280					
Cz12g02290					
Cz12g03020					
Cz12g03030					
Cz12g03040					
Cz12g03050					
Cz12g03070					
Cz12g03140					
Cz12g03180					
Cz12g03190					
Cz12g03200					
Cz12g03210					
Cz12g03220					
Cz12g03240					
Cz12g04010					
Cz12g04020					
Cz12g04050					
Cz12g04060					
Cz12g04070					
Cz12g04080					
Cz12g04090					
Cz12g04100					
Cz12g04110					
Cz12g04140					
Cz12g04150					
Cz12g05050					
Cz12g05060					
Cz12g05070					
Cz12g05090					
Cz12g05100					
Cz12g05110					
Cz12g05120					
Cz12g05130					
Cz12g05140					
Cz12g05150					
Cz12g05160					
Cz12g05200					
Cz12g05210					
Cz12g05230					
Cz12g06010					
Cz12g06050					
Cz12g06060					
Cz12g06070					
Cz12g06090					
Cz12g06100					
Cz12g06120					
Cz12g06130					
Cz12g06140					
Cz12g06150					
Cz12g06160					
Cz12g06170					
Cz12g06190					
Cz12g06200					
Cz12g06210					
Cz12g06220					
Cz12g06230					
Cz12g06240					
Cz12g06250					
Cz12g06260					
Cz12g07010					
Cz12g07030					
Cz12g07050					
Cz12g07060					
Cz12g07070					
Cz12g07080					
Cz12g07100					
Cz12g07130					
Cz12g07170					
Cz12g07180					
Cz12g07200					
Cz12g07210					
Cz12g07220					
Cz12g07230					
Cz12g08010					
Cz12g08020					
Cz12g08030					
Cz12g08040					
Cz12g08050					
Cz12g08080					
Cz12g08120					
Cz12g08130					
Cz12g08140					
Cz12g08150					
Cz12g08160					
Cz12g08170					
Cz12g08180					
Cz12g08190					
Cz12g08200					
Cz12g08210					
Cz12g08220					
Cz12g08230					
Cz12g08240					
Cz12g09010					
Cz12g09020					
Cz12g09040					
Cz12g09070					
Cz12g09080					
Cz12g09090					
Cz12g09130					
Cz12g09140					
Cz12g09200					
Cz12g10030					
Cz12g10040					
Cz12g10050					
Cz12g10110					
Cz12g10120					
Cz12g10130					
Cz12g10140					
Cz12g10150					
Cz12g10160					
Cz12g10180					
Cz12g10190					
Cz12g10210					
Cz12g10220					
Cz12g10230					
Cz12g10250					
Cz12g10260					
Cz12g10270					
Cz12g11010					
Cz12g11020					
Cz12g11030					
Cz12g11040					
Cz12g11060					
Cz12g11090					
Cz12g11100					
Cz12g11110					
Cz12g11130					
Cz12g11140					
Cz12g11150					
Cz12g11160					
Cz12g11170					
Cz12g12020					
Cz12g12030					
Cz12g12070					
Cz12g12080					
Cz12g12090					
Cz12g12100					
Cz12g12110					
Cz12g12140					
Cz12g12150					
Cz12g12160					
Cz12g12170					
Cz12g12190					
Cz12g12200					
Cz12g12210					
Cz12g12220					
Cz12g12260					
Cz12g12270					
Cz12g12280					
Cz12g13020					
Cz12g13060					
Cz12g13070					
Cz12g13080					
Cz12g13090					
Cz12g13110					
Cz12g13120					
Cz12g13130					
Cz12g13150					
Cz12g13160					
Cz12g13170					
Cz12g13200					
Cz12g13210					
Cz12g13220					
Cz12g13240					
Cz12g13250					
Cz12g14020					
Cz12g14030					
Cz12g14040					
Cz12g14060					
Cz12g14070					
Cz12g14080					
Cz12g14100					
Cz12g14110					
Cz12g14120					
Cz12g14140					
Cz12g14150					
Cz12g14200					
Cz12g14210					
Cz12g14240					
Cz12g14250					
