Gene ID	GO
Bathy18g00810	GO:0055085 GO:0016021 GO:0006812 GO:0008324
Bathy18g00880	GO:0006098 GO:0004616 GO:0055114
Bathy18g00890	GO:0005515
Bathy18g00910	GO:0045454
Bathy18g00920	GO:0006568 GO:0004834
Bathy18g00940	GO:0015105 GO:0016021
Bathy18g00960	GO:0055085
Bathy18g00990	GO:0005515
Bathy18g01000	GO:0015780 GO:0016021 GO:0005338
Bathy18g01010	GO:0008643 GO:0016021 GO:0005351 GO:0000139
Bathy18g01020	GO:0006511 GO:0031625 GO:0031461
Bathy18g01040	GO:0005634 GO:0003677 GO:0005524 GO:0006270
Bathy18g01050	GO:0005515
Bathy18g01110	GO:0005515
Bathy18g01120	GO:0003677 GO:0005524
Bathy18g01170	GO:0006281 GO:0003824
Bathy18g01200	GO:0003677
Bathy18g01260	GO:0043565 GO:0005622
Bathy18g01330	GO:0003676
Bathy18g01340	GO:0000398 GO:0005681
Bathy18g01360	GO:0005975 GO:0004645
Bathy18g01370	GO:0005515
Bathy18g01380	GO:0008270 GO:0003676
Bathy18g01390	GO:0016021
Bathy18g01410	GO:0003824
Bathy18g01420	GO:0003723 GO:0009451 GO:0009982 GO:0001522
Bathy18g01430	GO:0005515
Bathy18g01440	GO:0008685 GO:0016114
Bathy18g01470	GO:0006511
Bathy18g01480	GO:0005515
Bathy18g01490	GO:0055085
Bathy18g01500	GO:0016763 GO:0016833
Bathy18g01510	GO:0005488
Bathy18g01540	GO:0005525 GO:0003924
Bathy19g00010	GO:0008152 GO:0008168
Bathy19g00080	GO:0008152 GO:0003824 GO:0005488
Bathy19g00090	GO:0016020 GO:0005509 GO:0004571
Bathy19g00100	GO:0016758 GO:0031227
Bathy19g00140	GO:0003824 GO:0030170
Bathy19g00150	GO:0003677 GO:0006306
Bathy19g00170	GO:0016787
Bathy19g00210	GO:0016787
Bathy19g00260	GO:0006486 GO:0030173 GO:0008373
Bathy19g00280	GO:0006486 GO:0030173 GO:0008373
Bathy19g00420	GO:0006486 GO:0030173 GO:0008373
Bathy19g00510	GO:0045226 GO:0008831
Bathy19g00590	GO:0008152 GO:0008168
Bathy19g00650	GO:0016757
Bathy19g00680	GO:0008146
Bathy19g00700	GO:0006486 GO:0030173 GO:0008373
Bathy100g00010	GO:0005524 GO:0016887
Bathy100g00020	GO:0016020
Bathy101g00010	GO:0003677
Bathy101g00030	GO:0009055 GO:0051536
Bathy101g00040	GO:0046872 GO:0030001
Bathy102g00020	GO:0045454
Bathy102g00040	GO:0006508 GO:0004222
Bathy103g00010	GO:0003995 GO:0055114
Bathy103g00020	GO:0016020 GO:0006810 GO:0005215
Bathy104g00010	GO:0016020
Bathy104g00020	GO:0003824 GO:0030170
Bathy105g00020	GO:0003824 GO:0030170
Bathy105g00030	GO:0005515
Bathy106g00020	GO:0008152 GO:0003824
Bathy106g00030	GO:0003677
Bathy106g00040	GO:0008152 GO:0016491
Bathy106g00060	GO:0003824 GO:0051536
Bathy107g00010	GO:0006355 GO:0005622 GO:0003700
Bathy107g00050	GO:0009055 GO:0050662 GO:0016491
Bathy108g00010	GO:0005524 GO:0016887
Bathy108g00020	GO:0005524 GO:0016887
Bathy108g00030	GO:0016020 GO:0007165
Bathy109g00010	GO:0006355 GO:0005622 GO:0003700
Bathy109g00020	GO:0008783 GO:0006596
Bathy109g00030	GO:0006355 GO:0005622 GO:0003700
Bathy109g00040	GO:0003824
Bathy110g00010	GO:0016020 GO:0006810 GO:0055085 GO:0005215
Bathy111g00010	GO:0016310 GO:0016772
Bathy111g00030	GO:0005525 GO:0003924
Bathy112g00010	GO:0005524
Bathy112g00020	GO:0016310 GO:0016772
Bathy112g00030	GO:0000160 GO:0006355 GO:0000156
Bathy113g00010	GO:0005524 GO:0004363 GO:0006750
Bathy113g00020	GO:0006281 GO:0006974 GO:0006310 GO:0005737 GO:0016788
Bathy113g00030	GO:0006810 GO:0005524 GO:0005622
Bathy113g00040	GO:0006810 GO:0005524 GO:0005622
Bathy115g00010	GO:0009294
Bathy116g00010	GO:0016787
Bathy119g00020	GO:0005524 GO:0006355 GO:0005622 GO:0008134
Bathy119g00030	GO:0006810 GO:0030288
Bathy120g00010	GO:0008270 GO:0055114 GO:0016491
Bathy120g00040	GO:0008152 GO:0003824
Bathy121g00020	
Bathy122g00010	GO:0016310 GO:0016772
Bathy123g00010	GO:0008152 GO:0008484
Bathy123g00020	GO:0008152 GO:0008484
Bathy123g00030	GO:0043169 GO:0005975 GO:0003824
Bathy124g00010	GO:0016616 GO:0051287
Bathy125g00010	GO:0006099 GO:0015977 GO:0008964
Bathy125g00020	GO:0005975 GO:0003824
Bathy126g00010	GO:0007165 GO:0016021
Bathy126g00020	GO:0000160 GO:0006355 GO:0000156
Bathy127g00020	GO:0003677 GO:0004803 GO:0006313
Bathy128g00010	
Bathy128g00020	GO:0046872 GO:0003874 GO:0006729
Bathy129g00010	GO:0004659 GO:0016021
Bathy129g00020	GO:0004252 GO:0016021
Bathy22g00010	GO:0004478
Bathy22g00020	GO:0016021 GO:0042158 GO:0016410
Bathy22g00030	GO:0046872
Bathy22g00050	GO:0006355 GO:0003700
Bathy22g00060	GO:0006508 GO:0004222
Bathy22g00070	GO:0005506
Bathy22g00090	GO:0005524 GO:0006418 GO:0000166 GO:0006412 GO:0004812 GO:0005737
Bathy22g00110	GO:0003824
Bathy22g00120	GO:0005524 GO:0006298 GO:0030983
Bathy22g00160	GO:0008152 GO:0003824
Bathy22g00230	GO:0055085 GO:0016021
Bathy22g00240	GO:0016021
Bathy22g00280	GO:0005524 GO:0003824
Bathy22g00290	GO:0003677
Bathy22g00300	GO:0008168
Bathy22g00320	GO:0006950
Bathy22g00340	GO:0004549 GO:0000049 GO:0008033
Bathy22g00350	GO:0003677 GO:0006355
Bathy22g00400	GO:0006457 GO:0051082 GO:0031072
Bathy22g00430	GO:0009089 GO:0055114 GO:0008839
Bathy22g00440	GO:0003677
Bathy23g00040	GO:0008152 GO:0016491
Bathy23g00050	GO:0006508 GO:0008236
Bathy23g00060	GO:0003677
Bathy23g00070	GO:0016491
Bathy23g00150	GO:0003677 GO:0006355 GO:0016987 GO:0003700 GO:0006352
Bathy23g00160	GO:0016021 GO:0005886
Bathy23g00180	GO:0005622 GO:0003676
Bathy23g00190	GO:0006810 GO:0005887 GO:0005215
Bathy23g00210	GO:0006950
Bathy23g00220	GO:0016020 GO:0006810 GO:0005215
Bathy23g00230	GO:0016020 GO:0009306 GO:0008565
Bathy23g00240	GO:0003677 GO:0006281 GO:0005524 GO:0004003
Bathy23g00250	GO:0005515
Bathy23g00290	GO:0003824
Bathy23g00300	GO:0003824
Bathy23g00320	GO:0016020 GO:0003824
Bathy23g00340	GO:0009058 GO:0005524 GO:0016874
Bathy23g00390	GO:0006355 GO:0005622 GO:0003700
Bathy23g00440	GO:0016705 GO:0005506 GO:0055114 GO:0031418
Bathy25g00010	GO:0008152 GO:0016747
Bathy25g00020	GO:0008410
Bathy25g00030	GO:0046278 GO:0003677
Bathy25g00050	GO:0008152 GO:0016491
Bathy25g00060	GO:0008152 GO:0003824
Bathy25g00070	GO:0008152 GO:0003824
Bathy25g00090	GO:0046872 GO:0030001
Bathy25g00100	GO:0050661 GO:0055114 GO:0016491
Bathy25g00120	GO:0016783 GO:0005737 GO:0008033
Bathy25g00130	GO:0003677
Bathy25g00150	GO:0006508 GO:0009002
Bathy25g00180	GO:0016020 GO:0007165
Bathy25g00230	GO:0005524 GO:0000166 GO:0043039 GO:0006412 GO:0005737
Bathy25g00240	GO:0008152 GO:0003824 GO:0005488
Bathy25g00260	GO:0005524 GO:0009236 GO:0008817
Bathy25g00270	GO:0004252 GO:0016021
Bathy25g00330	GO:0045454
Bathy25g00340	GO:0003824
Bathy25g00350	GO:0000160 GO:0006355 GO:0000156
Bathy25g00370	GO:0005524 GO:0016887
Bathy25g00390	GO:0008152
Bathy26g00050	GO:0006508 GO:0008236
Bathy26g00060	GO:0016020 GO:0006508
Bathy26g00110	GO:0006810 GO:0030288 GO:0005215
Bathy26g00130	GO:0008448 GO:0006044
Bathy26g00160	GO:0006810 GO:0030288 GO:0005215
Bathy26g00170	GO:0016788
Bathy26g00200	GO:0016884
Bathy26g00210	GO:0016884
Bathy26g00240	GO:0016020 GO:0055085 GO:0006812 GO:0008324
Bathy26g00270	GO:0003824
Bathy26g00310	GO:0008152 GO:0008168
Bathy26g00330	GO:0005524 GO:0003824
Bathy27g00010	GO:0004553 GO:0042597
Bathy27g00040	GO:0009279 GO:0016021
Bathy27g00050	GO:0016020 GO:0006810 GO:0015288
Bathy27g00070	GO:0008152 GO:0003824 GO:0005488
Bathy27g00090	GO:0000287 GO:0005524 GO:0009102 GO:0004141
Bathy27g00100	GO:0003824 GO:0030170
Bathy27g00110	GO:0006355 GO:0003700
Bathy27g00130	GO:0016020 GO:0006810 GO:0005215
Bathy27g00140	GO:0005524 GO:0016887
Bathy27g00150	GO:0003824 GO:0030170
Bathy27g00160	GO:0008410 GO:0008152
Bathy27g00170	GO:0008410 GO:0008152
Bathy27g00180	GO:0006522 GO:0008784
Bathy27g00190	GO:0005975 GO:0004650
Bathy27g00200	GO:0006810 GO:0005215
Bathy27g00210	GO:0005524 GO:0016887
Bathy27g00220	GO:0005975 GO:0003824
Bathy29g00020	GO:0046872
Bathy29g00040	GO:0055114 GO:0016491
Bathy29g00080	GO:0009399
Bathy29g00090	GO:0016226 GO:0005198 GO:0051536
Bathy29g00100	GO:0003824 GO:0030170
Bathy29g00110	GO:0016740
Bathy29g00140	GO:0000160 GO:0006355 GO:0000156
Bathy29g00150	GO:0016310 GO:0016772
Bathy29g00160	GO:0008152 GO:0003824
Bathy29g00180	GO:0005840 GO:0006412 GO:0003735 GO:0019843
Bathy29g00210	GO:0008168 GO:0032259 GO:0003676
Bathy29g00220	GO:0009058
Bathy29g00230	GO:0016491
Bathy29g00240	GO:0008152 GO:0055114 GO:0016491
Bathy29g00250	GO:0000160 GO:0006355 GO:0000156
Bathy30g00010	GO:0005524 GO:0043565 GO:0006275 GO:0006270
Bathy30g00040	GO:0005524
Bathy30g00050	GO:0008152
Bathy30g00090	GO:0009273 GO:0008658
Bathy30g00140	GO:0000160 GO:0006355 GO:0000156
Bathy30g00170	GO:0016020 GO:0015232 GO:0017004 GO:0015886
Bathy30g00190	GO:0016021
Bathy30g00200	GO:0005515
Bathy30g00210	GO:0000160 GO:0006355 GO:0000156
Bathy30g00220	GO:0016310 GO:0016772
Bathy30g00230	GO:0016310 GO:0016772
Bathy31g00040	GO:0004357 GO:0006750
Bathy31g00050	GO:0008168 GO:0006364
Bathy31g00060	GO:0004659 GO:0016021
Bathy31g00070	
Bathy46g00020	GO:0008152 GO:0008168
Bathy46g00040	GO:0004748 GO:0006260 GO:0005971
Bathy46g00060	GO:0045454
Bathy46g00080	GO:0005515
Bathy46g00090	GO:0045454
Bathy47g00010	GO:0003887 GO:0006281 GO:0003684
Bathy47g00020	GO:0004177 GO:0019538 GO:0005737 GO:0030145 GO:0008235
Bathy47g00030	GO:0016787
Bathy47g00040	GO:0016810
Bathy47g00050	GO:0008152 GO:0003824 GO:0005488
Bathy47g00070	GO:0016671 GO:0019538 GO:0055114
Bathy47g00090	GO:0016020 GO:0005887 GO:0005328 GO:0006836
Bathy47g00100	GO:0045226 GO:0008831
Bathy48g00010	GO:0045454
Bathy48g00020	GO:0016020 GO:0007165
Bathy48g00030	GO:0000160 GO:0006355 GO:0000156
Bathy48g00040	GO:0007165 GO:0005622 GO:0006935
Bathy48g00050	GO:0007165 GO:0016021
Bathy48g00060	GO:0000160 GO:0006935 GO:0005737 GO:0000156 GO:0008984
Bathy48g00070	GO:0000160 GO:0006355 GO:0000156
Bathy48g00100	GO:0006508 GO:0004185
Bathy49g00010	GO:0003677 GO:0004803 GO:0006313
Bathy49g00020	GO:0003677 GO:0004803 GO:0006313
Bathy49g00040	GO:0006401 GO:0004519
Bathy49g00090	GO:0003677 GO:0004803 GO:0006313
Bathy51g00060	GO:0016874
Bathy51g00070	GO:0031419 GO:0008152 GO:0003824
Bathy51g00080	GO:0016021
Bathy51g00090	GO:0009058 GO:0005524 GO:0016874
Bathy51g00100	GO:0009058 GO:0005524
Bathy51g00110	GO:0016787
Bathy51g00120	GO:0016787
Bathy52g00010	GO:0016651 GO:0010181 GO:0051539 GO:0051287
Bathy52g00030	GO:0016020 GO:0055085 GO:0015238 GO:0015297 GO:0006855
Bathy52g00040	GO:0008152 GO:0016846
Bathy52g00050	GO:0004174 GO:0055114
Bathy52g00070	GO:0016491
Bathy52g00080	
Bathy52g00090	GO:0006355 GO:0005622 GO:0003700
Bathy52g00110	GO:0003824 GO:0030170
Bathy53g00010	GO:0009058 GO:0003824
Bathy53g00020	GO:0006777
Bathy53g00030	GO:0006777
Bathy53g00040	GO:0005524 GO:0016887
Bathy53g00050	GO:0016020 GO:0006810 GO:0005524 GO:0042626
Bathy53g00060	GO:0016020 GO:0006810 GO:0005524 GO:0042626
Bathy53g00070	GO:0004252 GO:0006508
Bathy54g00020	GO:0006355 GO:0003700
Bathy54g00030	GO:0003677 GO:0005524 GO:0005694 GO:0006265 GO:0003916
Bathy54g00040	GO:0016598 GO:0004057
Bathy54g00050	GO:0055085 GO:0015746 GO:0016021 GO:0015137
Bathy54g00060	GO:0016020 GO:0055085 GO:0006814 GO:0005215
Bathy54g00080	GO:0046872 GO:0033014 GO:0004655
Bathy55g00010	GO:0005524 GO:0016887
Bathy55g00020	GO:0008565 GO:0015031
Bathy55g00050	GO:0005524 GO:0006418 GO:0000166 GO:0006412 GO:0004812 GO:0005737
Bathy55g00060	GO:0006464 GO:0004719
Bathy55g00090	GO:0006886 GO:0015450
Bathy56g00010	GO:0016020 GO:0007165
Bathy56g00060	GO:0016787
Bathy56g00070	GO:0000160 GO:0006355 GO:0000156
Bathy56g00080	GO:0016310 GO:0016772
Bathy56g00105	GO:0045454
Bathy57g00040	GO:0016765
Bathy57g00050	GO:0008643 GO:0015144 GO:0016021
Bathy57g00070	GO:0031072
Bathy58g00010	GO:0016874
Bathy58g00030	GO:0055085 GO:0015746 GO:0016021 GO:0015137
Bathy58g00100	GO:0006355 GO:0005622 GO:0003700
Bathy58g00110	GO:0006950
Bathy58g00120	GO:0006355 GO:0005622 GO:0003700
Bathy59g00020	GO:0009058 GO:0016742
Bathy59g00030	GO:0009089 GO:0009014
Bathy60g00010	GO:0001539 GO:0009288 GO:0005198
Bathy60g00020	GO:0001539 GO:0009288 GO:0005198
Bathy60g00030	GO:0001539 GO:0003774 GO:0009288 GO:0005198
Bathy60g00040	GO:0001539 GO:0003774 GO:0009288 GO:0005198
Bathy61g00010	GO:0016020 GO:0006817 GO:0015321
Bathy61g00060	GO:0050660 GO:0055114 GO:0016491
Bathy61g00070	GO:0005524
Bathy61g00080	GO:0043169 GO:0005975 GO:0003824
Bathy62g00020	GO:0005524 GO:0016887
Bathy62g00030	GO:0043565
Bathy62g00060	GO:0016020 GO:0006810 GO:0005215
Bathy63g00010	GO:0000155 GO:0000160
Bathy63g00020	GO:0003951 GO:0008152
Bathy63g00050	GO:0016491
Bathy63g00070	GO:0005524 GO:0006412 GO:0004812
Bathy64g00010	GO:0003824
Bathy64g00020	GO:0030976
Bathy64g00040	GO:0016020 GO:0007165
Bathy65g00020	GO:0050661 GO:0006006
Bathy65g00030	GO:0051188 GO:0000166 GO:0043752
Bathy65g00040	GO:0016021 GO:0009236
Bathy65g00070	GO:0008168 GO:0006779
Bathy65g00080	GO:0016740 GO:0009236
Bathy66g00010	GO:0016310 GO:0016772
Bathy66g00020	GO:0016020 GO:0000271
Bathy66g00040	GO:0016020 GO:0007165
Bathy67g00020	GO:0008152 GO:0003824 GO:0030170
Bathy67g00030	GO:0008152 GO:0003824
Bathy67g00040	GO:0008152 GO:0003824
Bathy67g00070	GO:0008152 GO:0003824 GO:0005488
Bathy69g00010	GO:0003723 GO:0004654 GO:0006402
Bathy69g00020	GO:0008152 GO:0003824 GO:0005488
Bathy69g00030	GO:0006355 GO:0003700
Bathy69g00050	GO:0008152 GO:0003824
Bathy69g00060	GO:0016787
Bathy70g00010	GO:0016773
Bathy70g00030	GO:0005524 GO:0016887
Bathy70g00040	GO:0000160 GO:0006355 GO:0000156
Bathy70g00050	GO:0016020
Bathy70g00060	GO:0003677
Bathy71g00010	GO:0006071
Bathy71g00020	GO:0006520 GO:0055114
Bathy71g00030	GO:0003824 GO:0030170
Bathy71g00050	GO:0006355 GO:0005622 GO:0003700
Bathy71g00070	GO:0003942 GO:0006526 GO:0055114
Bathy72g00030	GO:0005515
Bathy73g00020	GO:0008152 GO:0003824 GO:0005488
Bathy73g00040	GO:0006422 GO:0005524 GO:0000166 GO:0006412 GO:0004815 GO:0005737
Bathy74g00010	GO:0005975 GO:0016810
Bathy74g00020	GO:0050660 GO:0003824 GO:0055114
Bathy74g00030	GO:0055114 GO:0016491
Bathy75g00010	GO:0046872 GO:0051539 GO:0003824
Bathy75g00030	GO:0003824 GO:0030170
Bathy75g00040	GO:0005524 GO:0006355 GO:0005622 GO:0008134
Bathy76g00030	GO:0009273 GO:0008658
Bathy76g00040	GO:0009058 GO:0005524 GO:0016874
Bathy77g00020	GO:0016491
Bathy77g00050	GO:0005515
Bathy78g00010	GO:0016310 GO:0016772
Bathy78g00020	GO:0008152 GO:0016491
Bathy79g00010	GO:0006457
Bathy79g00040	GO:0016773
Bathy79g00050	GO:0009331 GO:0006072 GO:0055114 GO:0004368
Bathy80g00010	GO:0016020 GO:0015232 GO:0017004 GO:0015886
Bathy80g00020	GO:0005524 GO:0016887
Bathy81g00010	GO:0006098 GO:0004616 GO:0055114
Bathy81g00030	GO:0004252 GO:0006508
Bathy81g00040	GO:0003677
Bathy82g00030	GO:0008152 GO:0003824 GO:0005488
Bathy82g00040	GO:0008168 GO:0008610
Bathy82g00050	GO:0008270 GO:0055114 GO:0016491
Bathy83g00030	GO:0008152 GO:0003824
Bathy83g00040	GO:0016491
Bathy84g00020	GO:0016020 GO:0007165
Bathy84g00030	GO:0000160 GO:0006355 GO:0000156
Bathy85g00010	GO:0004820 GO:0005524 GO:0006426 GO:0000166 GO:0006412 GO:0005737
Bathy85g00030	GO:0004820 GO:0005524 GO:0006426 GO:0000166 GO:0006412 GO:0005737
Bathy86g00010	GO:0005524 GO:0006418 GO:0000166 GO:0006412 GO:0004812 GO:0005737
Bathy86g00020	GO:0005381
Bathy92g00030	GO:0003824 GO:0030170
Bathy93g00010	GO:0016020 GO:0006810 GO:0005215
Bathy93g00020	GO:0016020 GO:0006810 GO:0005215
Bathy93g00030	GO:0006810 GO:0005215
Bathy94g00010	GO:0003824 GO:0030170
Bathy94g00020	GO:0043565
Bathy94g00040	GO:0009058 GO:0005524 GO:0016874
Bathy94g00050	GO:0003824 GO:0030170
Bathy95g00010	GO:0006355 GO:0043565 GO:0005622 GO:0003700
Bathy95g00040	GO:0008152
Bathy96g00010	GO:0003824 GO:0030170
Bathy96g00020	GO:0045454
Bathy96g00030	GO:0016020 GO:0015232 GO:0017004 GO:0015886
Bathy96g00040	GO:0008152
Bathy97g00010	GO:0019627 GO:0009039 GO:0016151
Bathy97g00020	GO:0006355 GO:0005622 GO:0003700
Bathy98g00010	GO:0003677 GO:0019028
Bathy99g00010	GO:0015671 GO:0020037 GO:0005506 GO:0019825
Bathy99g00020	GO:0016021
Bathy99g00040	GO:0003879 GO:0000105 GO:0005737
BathyCg00314	
BathyCg00313	
BathyCg00289	
BathyCg00080	
BathyCg00110	
BathyCg00291	
BathyCg00293	
BathyCg00150	
BathyCg00294	
BathyCg00295	
BathyCg00297	
BathyCg00200	
BathyCg00315	
BathyMg00252	
BathyMg00263	
BathyMg00127	
BathyMg00160	
BathyMg00265	
BathyMg00264	
Bathy01g00020	
Bathy01g00050	
Bathy01g00060	
Bathy01g00070	
Bathy01g00080	
Bathy01g00090	
Bathy01g00150	
Bathy01g00160	
Bathy01g00180	
Bathy01g00230	
Bathy01g00240	
Bathy01g00250	
Bathy01g00260	
Bathy01g00280	
Bathy01g00290	
Bathy01g00300	
Bathy01g00330	
Bathy01g00340	
Bathy01g00350	
Bathy01g00360	
Bathy01g00370	
Bathy01g00380	
Bathy01g00400	
Bathy01g00430	
Bathy01g00450	
Bathy01g00460	
Bathy01g00470	
Bathy01g00510	
Bathy01g00530	
Bathy01g00550	
Bathy01g00560	
Bathy01g00580	
Bathy01g00610	
Bathy01g00640	
Bathy01g00650	
Bathy01g00680	
Bathy01g00730	
Bathy01g00770	
Bathy01g00780	
Bathy01g00790	
Bathy01g00830	
Bathy01g00850	
Bathy01g00870	
Bathy01g00890	
Bathy01g00920	
Bathy01g00940	
Bathy01g00970	
Bathy01g00990	
Bathy01g01000	
Bathy01g01010	
Bathy01g01030	
Bathy01g01050	
Bathy01g01070	
Bathy01g01090	
Bathy01g01120	
Bathy01g01130	
Bathy01g01140	
Bathy01g01150	
Bathy01g01170	
Bathy01g01180	
Bathy01g01200	
Bathy01g01210	
Bathy01g01230	
Bathy01g01250	
Bathy01g01290	
Bathy01g01300	
Bathy01g01320	
Bathy01g01330	
Bathy01g01350	
Bathy01g01360	
Bathy01g01370	
Bathy01g01400	
Bathy01g01420	
Bathy01g01430	
Bathy01g01450	
Bathy01g01510	
Bathy01g01520	
Bathy01g01530	
Bathy01g01540	
Bathy01g01610	
Bathy01g01630	
Bathy01g01640	
Bathy01g01650	
Bathy01g01680	
Bathy01g01690	
Bathy01g01720	
Bathy01g01730	
Bathy01g01750	
Bathy01g01760	
Bathy01g01770	
Bathy01g01790	
Bathy01g01800	
Bathy01g01810	
Bathy01g01840	
Bathy01g01860	
Bathy01g01880	
Bathy01g01890	
Bathy01g01930	
Bathy01g01940	
Bathy01g01950	
Bathy01g01960	
Bathy01g01980	
Bathy01g01990	
Bathy01g02000	
Bathy01g02010	
Bathy01g02050	
Bathy01g02060	
Bathy01g02070	
Bathy01g02090	
Bathy01g02100	
Bathy01g02110	
Bathy01g02120	
Bathy01g02160	
Bathy01g02180	
Bathy01g02200	
Bathy01g02210	
Bathy01g02230	
Bathy01g02240	
Bathy01g02250	
Bathy01g02270	
Bathy01g02280	
Bathy01g02300	
Bathy01g02310	
Bathy01g02340	
Bathy01g02380	
Bathy01g02400	
Bathy01g02410	
Bathy01g02420	
Bathy01g02450	
Bathy01g02470	
Bathy01g02500	
Bathy01g02510	
Bathy01g02520	
Bathy01g02530	
Bathy01g02540	
Bathy01g02550	
Bathy01g02570	
Bathy01g02580	
Bathy01g02610	
Bathy01g02620	
Bathy01g02630	
Bathy01g02640	
Bathy01g02650	
Bathy01g02660	
Bathy01g02670	
Bathy01g02680	
Bathy01g02690	
Bathy01g02700	
Bathy01g02710	
Bathy01g02730	
Bathy01g02740	
Bathy01g02750	
Bathy01g02780	
Bathy01g02810	
Bathy01g02860	
Bathy01g02880	
Bathy01g02900	
Bathy01g02910	
Bathy01g02930	
Bathy01g02940	
Bathy01g02950	
Bathy01g02980	
Bathy01g02990	
Bathy01g03010	
Bathy01g03020	
Bathy01g03030	
Bathy01g03040	
Bathy01g03050	
Bathy01g03060	
Bathy01g03070	
Bathy01g03080	
Bathy01g03090	
Bathy01g03100	
Bathy01g03110	
Bathy01g03120	
Bathy01g03150	
Bathy01g03160	
Bathy01g03170	
Bathy01g03200	
Bathy01g03210	
Bathy01g03280	
Bathy01g03300	
Bathy01g03310	
Bathy01g03320	
Bathy01g03330	
Bathy01g03340	
Bathy01g03370	
Bathy01g03380	
Bathy01g03390	
Bathy01g03410	
Bathy01g03420	
Bathy01g03440	
Bathy01g03450	
Bathy01g03460	
Bathy01g03480	
Bathy01g03500	
Bathy01g03510	
Bathy01g03520	
Bathy01g03530	
Bathy01g03550	
Bathy01g03570	
Bathy01g03600	
Bathy01g03640	
Bathy01g03660	
Bathy01g03670	
Bathy01g03680	
Bathy01g03720	
Bathy01g04670	
Bathy01g04690	
Bathy01g04700	
Bathy01g04710	
Bathy01g04720	
Bathy01g04730	
Bathy01g04740	
Bathy01g04750	
Bathy01g04760	
Bathy01g04800	
Bathy01g04810	
Bathy01g04830	
Bathy01g04910	
Bathy01g04920	
Bathy01g04940	
Bathy01g04950	
Bathy01g04970	
Bathy01g04980	
Bathy01g04990	
Bathy01g05000	
Bathy01g05010	
Bathy01g05020	
Bathy01g05040	
Bathy01g05050	
Bathy01g05060	
Bathy01g05070	
Bathy01g05090	
Bathy01g05100	
Bathy01g05120	
Bathy01g05130	
Bathy01g05150	
Bathy01g05200	
Bathy01g05230	
Bathy01g05250	
Bathy01g05270	
Bathy01g05280	
Bathy01g05290	
Bathy01g05300	
Bathy01g05310	
Bathy01g05320	
Bathy01g05330	
Bathy01g05340	
Bathy01g05380	
Bathy01g05410	
Bathy01g05420	
Bathy01g05440	
Bathy01g05460	
Bathy01g05480	
Bathy01g05500	
Bathy01g05600	
Bathy01g05610	
Bathy01g05620	
Bathy01g05640	
Bathy01g05650	
Bathy01g05660	
Bathy01g05670	
Bathy01g05690	
Bathy01g05700	
Bathy01g05710	
Bathy01g05720	
Bathy01g05730	
Bathy01g05760	
Bathy01g05780	
Bathy01g05790	
Bathy01g05830	
Bathy01g05850	
Bathy01g05860	
Bathy01g05870	
Bathy01g05930	
Bathy01g05940	
Bathy01g05950	
Bathy01g05980	
Bathy01g06000	
Bathy01g06030	
Bathy01g06040	
Bathy01g06050	
Bathy01g06060	
Bathy01g06070	
Bathy01g06080	
Bathy01g06100	
Bathy01g06120	
Bathy01g06130	
Bathy01g06140	
Bathy01g06150	
Bathy01g06160	
Bathy01g06170	
Bathy01g06200	
Bathy01g06250	
Bathy01g06260	
Bathy01g06270	
Bathy01g06300	
Bathy01g06350	
Bathy01g06370	
Bathy01g06380	
Bathy01g06410	
Bathy01g06480	
Bathy01g06490	
Bathy01g06520	
Bathy01g06530	
Bathy01g06540	
Bathy01g06550	
Bathy01g06570	
Bathy01g06610	
Bathy01g06630	
Bathy01g06640	
Bathy01g06660	
Bathy01g06690	
Bathy01g06750	
Bathy01g06760	
Bathy01g06770	
Bathy01g06790	
Bathy01g06830	
Bathy01g06840	
Bathy01g06850	
Bathy01g06860	
Bathy01g06870	
Bathy01g06880	
Bathy01g06900	
Bathy01g06910	
Bathy01g06940	
Bathy01g06950	
Bathy01g06960	
Bathy01g06970	
Bathy01g06980	
Bathy01g07000	
Bathy01g07020	
Bathy01g07050	
Bathy01g07060	
Bathy01g07090	
Bathy01g07130	
Bathy01g07190	
Bathy01g07210	
Bathy01g07230	
Bathy01g07240	
Bathy01g07250	
Bathy01g07290	
Bathy01g07310	
Bathy01g07320	
Bathy01g07350	
Bathy01g07360	
Bathy01g07380	
Bathy01g07390	
Bathy01g07400	
Bathy02g00010	
Bathy02g00040	
Bathy02g00070	
Bathy02g00100	
Bathy02g00110	
Bathy02g00120	
Bathy02g00130	
Bathy02g00140	
Bathy02g00150	
Bathy02g00170	
Bathy02g00180	
Bathy02g00190	
Bathy02g00200	
Bathy02g00210	
Bathy02g00220	
Bathy02g00230	
Bathy02g00240	
Bathy02g00280	
Bathy02g00290	
Bathy02g00300	
Bathy02g00340	
Bathy02g00360	
Bathy02g00365	
Bathy02g00370	
Bathy02g00390	
Bathy02g00430	
Bathy02g00440	
Bathy02g00450	
Bathy02g00470	
Bathy02g00500	
Bathy02g00520	
Bathy02g00530	
Bathy02g00550	
Bathy02g00590	
Bathy02g00600	
Bathy02g00610	
Bathy02g00640	
Bathy02g00650	
Bathy02g00680	
Bathy02g00710	
Bathy02g00720	
Bathy02g00740	
Bathy02g00780	
Bathy02g00800	
Bathy02g00810	
Bathy02g00820	
Bathy02g00830	
Bathy02g00840	
Bathy02g00850	
Bathy02g00860	
Bathy02g00870	
Bathy02g00900	
Bathy02g00930	
