Gene ID	GO	KOG	ENZYME
Naga_100067g22			
Naga_100067g24			
Naga_100067g25			
Naga_100067g29			
Naga_100067g31			
Naga_100066g6			
Naga_100066g10			
Naga_100066g15			
Naga_100066g20			
Naga_100066g21			
Naga_100066g28			
Naga_100066g29			
Naga_100208g12			
Naga_100208g11			
Naga_100208g7			
Naga_100208g5			
Naga_100208g2			
Naga_100208g1			
Naga_100230g8			
Naga_100230g7			
Naga_100230g6			
Naga_100230g5			
Naga_100230g4			
Naga_100277g2			
Naga_100277g3			
Naga_100277g5			
Naga_100277g6			
Naga_100118g1			
Naga_100118g2			
Naga_100118g9			
Naga_100118g11			
Naga_100118g16			
Naga_100118g17			
Naga_100118g23			
Naga_103901g1			
Naga_101073g2			
Naga_101969g1			
Naga_100465g1			
Naga_100465g2			
Naga_100465g3			
Naga_100785g3			
Naga_102877g1			
Naga_100913g1			
Naga_100913g3			
Naga_102028g1			
Naga_101653g1			
Naga_101653g2			
Naga_100933g1			
Naga_100933g3			
Naga_100933g4			
Naga_100588g1			
Naga_100224g2			
Naga_100224g4			
Naga_100224g5			
Naga_100224g7			
Naga_100569g1			
Naga_100569g5			
Naga_100827g3			
Naga_100827g2			
Naga_100827g1			
Naga_100960g2			
Naga_100960g1			
Naga_100979g2			
Naga_102395g1			
Naga_100504g6			
Naga_100504g5			
Naga_100504g4			
Naga_100376g1			
Naga_100376g4			
Naga_100376g6			
Naga_100376g7			
Naga_100195g1			
Naga_100195g5			
Naga_100195g6			
Naga_100195g9			
Naga_100195g10			
Naga_100195g11			
Naga_100195g12			
Naga_100195g13			
Naga_100195g16			
Naga_102079g1			
Naga_102079g2			
Naga_100363g2			
Naga_100363g6			
Naga_103162g1			
Naga_101718g1			
Naga_101718g2			
Naga_102914g1			
Naga_103275g1			
Naga_101121g1			
Naga_101121g2			
Naga_101980g1			
Naga_101872g1			
Naga_101872g2			
Naga_102319g1			
Naga_101444g2			
Naga_100336g1			
Naga_100336g3			
Naga_100336g4			
Naga_100336g7			
Naga_100336g10			
Naga_101479g1			
Naga_101211g2			
Naga_102979g1			
Naga_103792g1			
Naga_103481g1			
Naga_101078g1			
Naga_101826g1			
Naga_101907g2			
Naga_101907g1			
Naga_101834g1			
Naga_102035g1			
Naga_101594g1			
Naga_102380g1			
Naga_101713g1			
Naga_102464g1			
Naga_101676g1			
Naga_101734g1			
Naga_101734g2			
Naga_101819g1			
Naga_103354g1			
Naga_102524g1			
Naga_102215g1			
Naga_101281g1			
Naga_101281g2			
Naga_102106g1			
Naga_102696g1			
Naga_101508g1			
Naga_101508g2			
Naga_101508g3			
Naga_102611g1			
Naga_102717g1			
Naga_100451g3			
Naga_102512g1			
Naga_101770g1			
Naga_101502g1			
Naga_101502g2			
Naga_102950g1			
Naga_102863g1			
Naga_102743g1			
Naga_102015g1			
Naga_100841g1			
Naga_100183g2			
Naga_100183g3			
Naga_100183g6			
Naga_100183g8			
Naga_100183g9			
Naga_102296g1			
Naga_100775g1			
Naga_100775g3			
Naga_100762g2			
Naga_100762g1			
Naga_101179g1			
Naga_101040g1			
Naga_101031g2			
Naga_100797g1			
Naga_100797g2			
Naga_101527g1			
Naga_101527g2			
Naga_101527g3			
Naga_100708g1			
Naga_100723g3			
Naga_100723g1			
Naga_102003g1			
Naga_101206g2			
Naga_100939g2			
Naga_100939g1			
Naga_101740g2			
Naga_101740g1			
Naga_101423g1			
Naga_101376g1			
Naga_101376g2			
Naga_101018g1			
Naga_100412g1			
Naga_100412g4			
Naga_102122g1			
Naga_100667g3			
Naga_100863g3			
Naga_100863g1			
Naga_100611g3			
Naga_100611g1			
Naga_101714g2			
Naga_100656g3			
Naga_100804g2			
Naga_100804g1			
Naga_100738g3			
Naga_100738g1			
Naga_101432g1			
Naga_100012g1			
Naga_100012g3			
Naga_100012g7			
Naga_100012g9			
Naga_100012g10			
Naga_100012g13			
Naga_100012g16			
Naga_100012g17			
Naga_100012g18			
Naga_100012g20			
Naga_100012g21			
Naga_100012g23			
Naga_100012g24			
Naga_100012g28			
Naga_100012g31			
Naga_100012g32			
Naga_100012g33			
Naga_100012g34			
Naga_100012g37			
Naga_100012g41			
Naga_100012g45			
Naga_100012g46			
Naga_100012g47			
Naga_100012g49			
Naga_100012g50			
Naga_100012g53			
Naga_100012g59			
Naga_100012g68			
Naga_100012g69			
Naga_100012g71			
Naga_100012g72			
Naga_100012g73			
Naga_100012g74			
Naga_100012g77			
Naga_100012g80			
Naga_100012g82			
Naga_100012g83			
Naga_100012g85			
Naga_100012g88			
Naga_100012g92			
Naga_100012g94			
Naga_100559g1			
Naga_100559g2			
Naga_100559g3			
Naga_100559g4			
Naga_101439g1			
Naga_101135g1			
Naga_101135g2			
Naga_100564g3			
Naga_100564g4			
Naga_100564g6			
Naga_100564g8			
Naga_104005g1			
Naga_100684g1			
Naga_100684g2			
Naga_100684g3			
Naga_100684g4			
Naga_101393g1			
Naga_100798g3			
Naga_100798g2			
Naga_100798g1			
Naga_101231g1			
Naga_102167g1			
Naga_103444g1			
Naga_101422g1			
Naga_103002g1			
Naga_102382g1			
Naga_101183g1			
Naga_100925g1			
Naga_100925g2			
Naga_103212g1			
Naga_101621g1			
Naga_101065g1			
Naga_100549g4			
Naga_100549g3			
Naga_100549g2			
Naga_100549g1			
Naga_100672g2			
Naga_100672g1			
Naga_100356g1			
Naga_100356g2			
Naga_100356g3			
Naga_100356g4			
Naga_100356g5			
Naga_100907g2			
Naga_100405g3			
Naga_100405g1			
Naga_100518g1			
Naga_100622g1			
Naga_100622g2			
Naga_100622g3			
Naga_101746g2			
Naga_100816g1			
Naga_101026g2			
Naga_101375g1			
Naga_103321g1			
Naga_102872g1			
Naga_100249g4			
Naga_100249g6			
Naga_100249g8			
Naga_100249g9			
Naga_101106g1			
Naga_101106g2			
Naga_102775g1			
Naga_101685g1			
Naga_101685g2			
Naga_102373g1			
Naga_101703g1			
Naga_101858g1			
Naga_101063g1			
Naga_101063g2			
Naga_100848g2			
Naga_100962g1			
Naga_101789g1			
Naga_103040g1			
Naga_100858g3			
Naga_100858g4			
Naga_100858g2			
Naga_101630g1			
Naga_101539g1			
Naga_101539g2			
Naga_101871g1			
Naga_101490g1			
Naga_101656g2			
Naga_101362g1			
Naga_101362g2			
Naga_101237g2			
Naga_101237g1			
Naga_100637g1			
Naga_102018g1			
Naga_102707g1			
Naga_102462g1			
Naga_102606g1			
Naga_101431g1			
Naga_100831g1			
Naga_101480g2			
Naga_101480g1			
Naga_101636g2			
Naga_101636g1			
Naga_101531g1			
Naga_101531g2			
Naga_102139g1			
Naga_101971g1			
Naga_102128g1			
Naga_103247g1			
Naga_103161g1			
Naga_101226g1			
Naga_103027g1			
Naga_103273g1			
Naga_101925g1			
Naga_102214g1			
Naga_102214g2			
Naga_102278g1			
Naga_101256g1			
Naga_101256g3			
Naga_101256g4			
Naga_102977g1			
Naga_102412g1			
Naga_102431g1			
Naga_102269g1			
Naga_101496g1			
Naga_101496g2			
Naga_104235g1			
Naga_100842g2			
Naga_100842g1			
Naga_102706g1			
Naga_100386g2			
Naga_100942g2			
Naga_102074g1			
Naga_101983g1			
Naga_102436g1			
Naga_102236g1			
Naga_102188g1			
Naga_102557g1			
Naga_102333g1			
Naga_102286g1			
Naga_101529g1			
Naga_101859g1			
Naga_103095g1			
Naga_102886g1			
Naga_101549g1			
Naga_100793g1			
Naga_101815g1			
Naga_101842g1			
Naga_101696g2			
Naga_102467g1			
Naga_101510g1			
Naga_101510g2			
Naga_101544g1			
Naga_100720g1			
Naga_100720g2			
Naga_100720g3			
Naga_100565g3			
Naga_100565g2			
Naga_101414g1			
Naga_100823g2			
Naga_102130g1			
Naga_102642g1			
Naga_101140g4			
Naga_101140g3			
Naga_101140g1			
Naga_101212g1			
Naga_100845g1			
Naga_100845g2			
Naga_101377g1			
Naga_102444g1			
Naga_100157g3			
Naga_100157g5			
Naga_100157g7			
Naga_100157g8			
Naga_100157g14			
Naga_101052g1			
Naga_100220g13			
Naga_100220g11			
Naga_100220g10			
Naga_100220g7			
Naga_100220g6			
Naga_100220g5			
Naga_100220g4			
Naga_100220g3			
Naga_100220g2			
Naga_100070g4			
Naga_100070g5			
Naga_100070g6			
Naga_100070g14			
Naga_100070g17			
Naga_100070g26			
Naga_100070g28			
Naga_100070g29			
Naga_100070g30			
Naga_100231g10			
Naga_100231g8			
Naga_100231g4			
Naga_100231g2			
Naga_100231g1			
Naga_100159g14			
Naga_100159g13			
Naga_100159g12			
Naga_100159g11			
Naga_100159g10			
Naga_100159g8			
Naga_100159g2			
Naga_100159g1			
Naga_100169g1			
Naga_100169g2			
Naga_100169g3			
Naga_100169g4			
Naga_100169g7			
Naga_100169g8			
Naga_100169g9			
Naga_100169g11			
Naga_100169g12			
Naga_100169g13			
Naga_100169g14			
Naga_100169g18			
Naga_100169g19			
Naga_100051g2			
Naga_100051g3			
Naga_100051g6			
Naga_100051g7			
Naga_100051g12			
Naga_100051g14			
Naga_100051g16			
Naga_100051g23			
Naga_100051g24			
Naga_100051g30			
Naga_100051g31			
Naga_100051g34			
Naga_100051g36			
Naga_100431g7			
Naga_100399g2			
Naga_100399g3			
Naga_100399g4			
Naga_100399g5			
Naga_100065g27			
Naga_100065g26			
Naga_100065g24			
Naga_100065g21			
Naga_100065g20			
Naga_100065g18			
Naga_100065g15			
Naga_100065g13			
Naga_100065g8			
Naga_100065g7			
Naga_100065g4			
Naga_100065g2			
Naga_100065g1			
Naga_100188g1			
Naga_100188g2			
Naga_100188g3			
Naga_100188g4			
Naga_100188g6			
Naga_100188g8			
Naga_100188g11			
Naga_100188g12			
Naga_100188g13			
Naga_100298g6			
Naga_100298g2			
Naga_100298g1			
Naga_100815g2			
Naga_100213g3			
Naga_100213g4			
Naga_100213g6			
Naga_100213g10			
Naga_100303g1			
Naga_100303g3			
Naga_100303g5			
Naga_100303g7			
Naga_100303g8			
Naga_100270g4			
Naga_103969g1			
Naga_100505g4			
Naga_100505g3			
Naga_100505g2			
Naga_100505g1			
Naga_101008g1			
Naga_101008g2			
Naga_100669g1			
Naga_102638g1			
Naga_101305g2			
Naga_101528g1			
Naga_103277g1			
Naga_101613g1			
Naga_102923g1			
Naga_103173g1			
Naga_103694g1			
Naga_100252g1			
Naga_100252g2			
Naga_100252g3			
Naga_100252g6			
Naga_100252g7			
Naga_100252g8			
Naga_100252g9			
Naga_100252g10			
Naga_100252g12			
Naga_100252g13			
Naga_101354g1			
Naga_102308g1			
Naga_102432g1			
Naga_101777g1			
Naga_102398g1			
Naga_101296g1			
Naga_101104g1			
Naga_101583g1			
Naga_100711g1			
Naga_101249g2			
Naga_101707g1			
Naga_101000g1			
Naga_101000g2			
Naga_102839g1			
Naga_101180g2			
Naga_102637g1			
Naga_101454g1			
Naga_100654g1			
Naga_100654g2			
Naga_100654g3			
Naga_100654g5			
Naga_101462g1			
Naga_101462g2			
Naga_102995g1			
Naga_101413g1			
Naga_100221g10			
Naga_100221g8			
Naga_100221g7			
Naga_100221g5			
Naga_100221g1			
Naga_102883g1			
Naga_102087g1			
Naga_100680g1			
Naga_100422g1			
Naga_100422g2			
Naga_100422g4			
Naga_101771g1			
Naga_101771g2			
Naga_100478g4			
Naga_100478g2			
Naga_100271g2			
Naga_100271g3			
Naga_100271g4			
Naga_100271g5			
Naga_100081g1			
Naga_100081g2			
Naga_100081g3			
Naga_100081g5			
Naga_100081g6			
Naga_100081g7			
Naga_100081g10			
Naga_100081g11			
Naga_100081g12			
Naga_100081g14			
Naga_100081g19			
Naga_100081g20			
Naga_100081g21			
Naga_100081g23			
Naga_100081g25			
Naga_100081g26			
Naga_100081g27			
Naga_100211g7			
Naga_100211g8			
Naga_100211g9			
Naga_100487g1			
Naga_100487g4			
Naga_100487g5			
Naga_101673g1			
Naga_100539g1			
Naga_100539g2			
Naga_102067g1			
Naga_100442g1			
Naga_100442g2			
Naga_100442g3			
Naga_100442g5			
Naga_101416g1			
Naga_102070g1			
Naga_101477g1			
Naga_102591g1			
Naga_103373g1			
Naga_100640g3			
Naga_100640g4			
Naga_101695g1			
Naga_103082g1			
Naga_101141g1			
Naga_103005g1			
Naga_102750g1			
Naga_100597g5			
Naga_100597g4			
Naga_100597g1			
Naga_102102g1			
Naga_100254g1			
Naga_100254g2			
Naga_100254g3			
Naga_100254g4			
Naga_100724g4			
Naga_100724g3			
Naga_100724g1			
Naga_100312g1			
Naga_100312g2			
Naga_100312g4			
Naga_100312g6			
Naga_100312g10			
Naga_100555g1			
Naga_100555g2			
Naga_100555g3			
Naga_100555g4			
Naga_100337g6			
Naga_100337g5			
Naga_100337g4			
Naga_100337g3			
Naga_100337g2			
Naga_100337g1			
Naga_100291g4			
Naga_100291g5			
Naga_100291g6			
Naga_101365g2			
Naga_101605g1			
Naga_100621g4			
Naga_100621g3			
Naga_100621g1			
Naga_102777g1			
Naga_100540g5			
Naga_100540g4			
Naga_100540g3			
Naga_100540g1			
Naga_100916g1			
Naga_100916g2			
Naga_103393g1			
Naga_100645g1			
Naga_100645g2			
Naga_100645g3			
Naga_100153g4			
Naga_100153g5			
Naga_100153g6			
Naga_100153g7			
Naga_100153g8			
Naga_100153g12			
Naga_100153g13			
Naga_100153g14			
Naga_101607g1			
Naga_100434g4			
Naga_101025g1			
Naga_100064g30			
Naga_100064g29			
Naga_100064g25			
Naga_100064g22			
Naga_100064g21			
Naga_100064g17			
Naga_100064g16			
Naga_100064g14			
Naga_100064g8			
Naga_100064g7			
Naga_100064g6			
Naga_100064g5			
Naga_100064g2			
Naga_100060g30			
Naga_100060g28			
Naga_100060g26			
Naga_100060g21			
Naga_100060g18			
Naga_100060g9			
Naga_100060g1			
Naga_100752g2			
Naga_102781g1			
Naga_100039g42			
Naga_100039g41			
Naga_100039g38			
Naga_100039g37			
Naga_100039g36			
Naga_100039g31			
Naga_100039g28			
Naga_100039g27			
Naga_100039g25			
Naga_100039g24			
Naga_100039g18			
Naga_100039g16			
Naga_100039g14			
Naga_100039g11			
Naga_100039g10			
Naga_100039g8			
Naga_100039g6			
Naga_100039g5			
Naga_100039g1			
Naga_100244g5			
Naga_100244g8			
Naga_100052g2			
Naga_100052g6			
Naga_100052g7			
Naga_100052g8			
Naga_100052g9			
Naga_100052g19			
Naga_100052g20			
Naga_100052g22			
Naga_100052g23			
Naga_100052g29			
Naga_100052g32			
Naga_100052g34			
Naga_100052g39			
Naga_100052g40			
Naga_100881g3			
Naga_102025g1			
Naga_100959g2			
Naga_100361g1			
Naga_100361g2			
Naga_100361g3			
Naga_100361g6			
Naga_102783g1			
Naga_101922g2			
Naga_101204g2			
Naga_100742g1			
Naga_100742g2			
Naga_100353g2			
Naga_100353g3			
Naga_100353g4			
Naga_100353g5			
Naga_100353g6			
Naga_100353g8			
Naga_101576g2			
Naga_101576g1			
Naga_100909g1			
Naga_101701g1			
Naga_101701g2			
Naga_100670g1			
Naga_102688g1			
Naga_101706g1			
Naga_101706g2			
Naga_100745g3			
Naga_100745g2			
Naga_100745g1			
Naga_102173g1			
Naga_101311g1			
Naga_101518g1			
Naga_101518g2			
Naga_100533g1			
Naga_100533g2			
Naga_100533g6			
Naga_100533g7			
Naga_100533g8			
Naga_102632g1			
Naga_100947g1			
Naga_100947g2			
Naga_100947g3			
Naga_102547g1			
Naga_101916g1			
Naga_100716g1			
Naga_100716g2			
Naga_100716g3			
Naga_100716g4			
Naga_100417g1			
Naga_100417g2			
Naga_100417g3			
Naga_100417g4			
Naga_100417g5			
Naga_100417g6			
Naga_100448g1			
Naga_100448g2			
Naga_100448g5			
Naga_100448g6			
Naga_100448g7			
Naga_100448g8			
Naga_101710g2			
Naga_101710g1			
Naga_102765g1			
Naga_102349g1			
Naga_101385g1			
Naga_102230g1			
Naga_102519g1			
Naga_101776g1			
Naga_102698g1			
Naga_102101g1			
Naga_101920g1			
Naga_101902g1			
Naga_102507g1			
Naga_101626g1			
Naga_100167g1			
Naga_100167g2			
Naga_100167g3			
Naga_100167g4			
Naga_100167g5			
Naga_100167g7			
Naga_100167g8			
Naga_100167g9			
Naga_100167g12			
Naga_100167g13			
Naga_100167g14			
Naga_100167g15			
Naga_100167g16			
Naga_100167g17			
Naga_100167g18			
Naga_102305g1			
Naga_102441g1			
Naga_101689g1			
Naga_101689g2			
Naga_101988g1			
Naga_101988g2			
Naga_100318g11			
Naga_100318g10			
Naga_100318g6			
Naga_100318g5			
Naga_100318g4			
Naga_100318g3			
Naga_100318g2			
Naga_100074g3			
Naga_100074g6			
Naga_100074g8			
Naga_100074g9			
Naga_100074g15			
Naga_100074g16			
Naga_100074g17			
Naga_100989g2			
Naga_103048g1			
Naga_101997g1			
Naga_101967g1			
Naga_101639g1			
Naga_101547g1			
Naga_102097g1			
Naga_102645g1			
Naga_101304g1			
Naga_101186g2			
Naga_101609g1			
Naga_101609g2			
Naga_100149g11			
Naga_100149g10			
Naga_100149g5			
Naga_100149g3			
Naga_100149g2			
Naga_100686g2			
Naga_100981g1			
Naga_100324g5			
Naga_100324g2			
Naga_100324g1			
Naga_101491g1			
Naga_101491g2			
Naga_100605g2			
Naga_100605g4			
Naga_101199g3			
Naga_101199g1			
Naga_101232g1			
Naga_101837g1			
Naga_100187g12			
Naga_100187g2			
Naga_100187g1			
Naga_100990g3			
Naga_100705g3			
Naga_100705g1			
Naga_100982g1			
Naga_100248g2			
Naga_100248g3			
Naga_100248g7			
Naga_100248g9			
Naga_100248g10			
Naga_100034g49			
Naga_100034g48			
Naga_100034g47			
Naga_100034g45			
Naga_100034g44			
Naga_100034g43			
Naga_100034g42			
Naga_100034g41			
Naga_100034g40			
Naga_100034g39			
Naga_100034g38			
Naga_100034g37			
Naga_100034g36			
Naga_100034g34			
Naga_100034g32			
Naga_100034g31			
Naga_100034g30			
Naga_100034g28			
Naga_100034g27			
Naga_100034g26			
Naga_100034g24			
Naga_100034g23			
Naga_100034g19			
Naga_100034g18			
Naga_100034g15			
Naga_100034g12			
Naga_100034g10			
Naga_100034g8			
Naga_100034g5			
Naga_100104g1			
Naga_100104g2			
Naga_100104g6			
Naga_100104g8			
Naga_100104g9			
Naga_100104g11			
Naga_100104g12			
Naga_100104g21			
Naga_100104g22			
Naga_100104g23			
Naga_100104g24			
Naga_100104g25			
Naga_100104g29			
Naga_100125g18			
Naga_100125g13			
Naga_100125g12			
Naga_100125g11			
Naga_100125g9			
Naga_100125g8			
Naga_100125g7			
Naga_100125g2			
Naga_100125g1			
Naga_100059g3			
Naga_100059g4			
Naga_100059g7			
Naga_100059g9			
Naga_100059g10			
Naga_100059g11			
Naga_100059g13			
Naga_100059g14			
Naga_100059g15			
Naga_100059g17			
Naga_100059g19			
Naga_100059g23			
Naga_100059g25			
Naga_100059g28			
Naga_100059g31			
Naga_100059g32			
Naga_100256g8			
Naga_100256g7			
Naga_100256g5			
Naga_100256g3			
Naga_100256g2			
Naga_100256g1			
Naga_100069g2			
Naga_100069g4			
Naga_100069g5			
Naga_100069g6			
Naga_100069g7			
Naga_100069g11			
Naga_100069g14			
Naga_100069g13			
Naga_100069g15			
Naga_100069g16			
Naga_100069g18			
Naga_100069g19			
Naga_100069g21			
Naga_100015g79			
Naga_100015g78			
Naga_100015g73			
Naga_100015g68			
Naga_100015g67			
Naga_100015g66			
Naga_100015g58			
Naga_100015g56			
Naga_100015g55			
Naga_100015g54			
Naga_100015g53			
Naga_100015g49			
Naga_100015g48			
Naga_100015g44			
Naga_100015g43			
Naga_100015g42			
Naga_100015g41			
Naga_100015g36			
Naga_100015g35			
Naga_100015g32			
Naga_100015g29			
Naga_100015g24			
Naga_100015g23			
Naga_100015g21			
Naga_100015g16			
Naga_100101g13			
Naga_100101g11			
Naga_100101g10			
Naga_100101g9			
Naga_100101g7			
Naga_100101g6			
Naga_100101g4			
Naga_100101g1			
Naga_100948g1			
Naga_100099g1			
Naga_100099g2			
Naga_100099g3			
Naga_100099g4			
Naga_100099g5			
Naga_100099g6			
Naga_100099g8			
Naga_100099g10			
Naga_100099g11			
Naga_100099g12			
Naga_100099g19			
Naga_100099g20			
Naga_100099g23			
Naga_100855g4			
Naga_100174g3			
Naga_100174g5			
Naga_100174g8			
Naga_100174g9			
Naga_100174g10			
Naga_100174g12			
Naga_100174g13			
Naga_100174g14			
Naga_100257g2			
Naga_100257g8			
Naga_100257g9			
Naga_100257g10			
Naga_100257g12			
Naga_101093g1			
Naga_100107g1			
Naga_100107g3			
Naga_100107g4			
Naga_100107g5			
Naga_100107g9			
Naga_100107g10			
Naga_100107g11			
Naga_100107g14			
Naga_100107g15			
Naga_102020g1			
Naga_100579g1			
Naga_100482g4			
Naga_100482g3			
Naga_100482g2			
Naga_100482g1			
Naga_101109g1			
Naga_101109g2			
Naga_103279g1			
Naga_100951g1			
Naga_101125g1			
Naga_101958g1			
Naga_100899g3			
Naga_100899g2			
Naga_100138g1			
Naga_100138g4			
Naga_100138g7			
Naga_100138g8			
Naga_100237g6			
Naga_100237g4			
Naga_100212g9			
Naga_100212g7			
Naga_100212g6			
Naga_100212g1			
Naga_101181g2			
Naga_101181g1			
Naga_100999g3			
Naga_1Mitochondrion33			
Naga_1Mitochondrion27			
Naga_1Mitochondrion30			
Naga_100506g1			
Naga_101221g2			
Naga_100783g1			
Naga_100783g3			
Naga_101234g1			
Naga_102068g1			
Naga_103244g1			
Naga_100553g3			
Naga_100553g2			
Naga_100553g1			
Naga_102281g1			
Naga_101006g1			
Naga_101006g2			
Naga_101006g3			
Naga_101900g2			
Naga_101900g1			
Naga_101227g1			
Naga_101835g1			
Naga_101075g2			
Naga_101434g1			
Naga_103314g1			
Naga_100808g2			
Naga_103743g1			
Naga_101722g1			
Naga_101606g2			
Naga_101606g1			
Naga_100485g2			
Naga_101571g1			
Naga_102542g1			
Naga_100343g2			
Naga_100343g1			
Naga_101845g1			
Naga_101132g1			
Naga_100484g6			
Naga_100484g3			
Naga_100484g1			
Naga_100043g3			
Naga_100043g4			
Naga_100043g6			
Naga_100043g8			
Naga_100043g9			
Naga_100043g11			
Naga_100043g14			
Naga_100043g17			
Naga_100043g18			
Naga_100043g19			
Naga_100043g26			
Naga_100043g27			
Naga_100043g29			
Naga_100043g30			
Naga_100043g31			
Naga_100043g32			
Naga_100043g33			
Naga_100043g38			
Naga_100043g39			
Naga_100043g40			
Naga_100043g44			
Naga_100523g1			
Naga_100229g10			
Naga_100229g4			
Naga_100229g2			
Naga_100229g1			
Naga_103686g1			
Naga_100582g2			
Naga_100582g1			
Naga_101523g1			
Naga_100316g2			
Naga_100316g3			
Naga_100316g4			
Naga_100316g5			
Naga_100316g6			
Naga_100316g7			
Naga_100316g8			
Naga_101301g1			
Naga_100643g3			
Naga_100643g1			
Naga_101197g2			
Naga_101567g2			
Naga_101567g1			
Naga_100334g2			
Naga_100334g3			
Naga_100536g1			
Naga_100536g4			
Naga_100536g5			
Naga_100957g2			
Naga_102312g1			
Naga_101503g1			
Naga_101348g2			
Naga_101610g1			
Naga_101475g2			
Naga_101118g1			
Naga_101757g1			
Naga_101817g1			
Naga_100598g1			
Naga_100772g6			
Naga_100772g5			
Naga_100772g4			
Naga_101558g1			
Naga_101466g2			
Naga_101466g1			
Naga_101387g1			
Naga_101387g2			
Naga_101297g1			
Naga_102885g1			
Naga_100847g1			
Naga_100847g3			
Naga_100847g4			
Naga_101947g1			
Naga_101320g1			
Naga_101320g2			
Naga_101680g1			
Naga_100245g6			
Naga_100245g3			
Naga_100245g2			
Naga_100245g1			
Naga_100570g2			
Naga_100570g1			
Naga_101866g1			
Naga_100620g1			
Naga_100620g3			
Naga_100703g3			
Naga_100703g1			
Naga_100673g2			
Naga_100849g1			
Naga_100849g2			
Naga_100849g3			
Naga_100849g4			
Naga_100740g1			
Naga_100091g17			
Naga_100091g16			
Naga_100091g15			
Naga_100091g14			
Naga_100091g13			
Naga_100091g11			
Naga_100091g10			
Naga_100091g6			
Naga_101628g1			
Naga_101628g2			
Naga_100242g4			
Naga_100242g3			
Naga_100242g2			
Naga_100242g1			
Naga_101660g1			
Naga_101463g3			
Naga_101463g1			
Naga_101467g1			
Naga_100652g1			
Naga_100652g2			
Naga_101995g2			
Naga_101995g1			
Naga_100568g1			
Naga_100568g2			
Naga_100568g4			
Naga_100568g5			
Naga_101554g1			
Naga_101840g1			
Naga_100806g1			
Naga_100440g1			
Naga_100440g2			
Naga_100440g3			
Naga_100440g4			
Naga_100634g2			
Naga_100634g1			
Naga_102584g1			
Naga_100129g3			
Naga_100129g4			
Naga_100129g6			
Naga_100129g7			
Naga_100129g8			
Naga_100129g9			
Naga_100129g12			
Naga_100129g14			
Naga_100129g15			
Naga_100129g17			
Naga_101799g1			
Naga_101743g1			
Naga_100033g1			
Naga_100033g2			
Naga_100033g3			
Naga_100033g6			
Naga_100033g7			
Naga_100033g12			
Naga_100033g13			
Naga_100033g14			
Naga_100033g15			
Naga_100033g17			
Naga_100033g19			
Naga_100033g22			
Naga_100033g24			
Naga_100033g28			
Naga_100033g29			
Naga_100033g31			
Naga_100033g32			
Naga_100033g34			
Naga_100033g38			
Naga_100033g41			
Naga_100033g43			
Naga_100033g44			
Naga_100033g46			
Naga_100013g95			
Naga_100013g94			
Naga_100013g93			
Naga_100013g91			
Naga_100013g87			
Naga_100013g86			
Naga_100013g83			
Naga_100013g81			
Naga_100013g82			
Naga_100013g74			
Naga_100013g71			
Naga_100013g69			
Naga_100013g64			
Naga_100013g63			
Naga_100013g55			
Naga_100013g53			
Naga_100013g51			
Naga_100013g48			
Naga_100013g44			
Naga_100013g42			
Naga_100013g40			
Naga_100013g38			
Naga_100013g36			
Naga_100013g33			
Naga_100013g32			
Naga_100013g29			
Naga_100013g28			
Naga_100013g27			
Naga_100013g24			
Naga_100013g21			
Naga_100013g18			
Naga_100013g17			
Naga_100013g13			
Naga_100013g11			
Naga_100013g10			
Naga_100013g6			
Naga_100013g5			
Naga_100013g4			
Naga_100013g3			
Naga_100013g1			
Naga_100100g24			
Naga_100100g22			
Naga_100100g21			
Naga_100100g20			
Naga_100100g19			
Naga_100100g15			
Naga_100100g12			
Naga_100100g10			
Naga_100100g9			
Naga_100100g8			
Naga_100100g2			
Naga_100100g1			
Naga_100321g1			
Naga_100321g5			
Naga_100210g7			
Naga_100210g9			
Naga_100210g11			
Naga_100210g12			
Naga_100026g55			
Naga_100026g53			
Naga_100026g48			
Naga_100026g47			
Naga_100026g45			
Naga_100026g43			
Naga_100026g42			
Naga_100026g39			
Naga_100026g34			
Naga_100026g33			
Naga_100026g32			
Naga_100026g31			
Naga_100026g30			
Naga_100026g29			
Naga_100026g26			
Naga_100026g24			
Naga_100026g21			
Naga_100026g20			
Naga_100026g18			
Naga_100026g16			
Naga_100026g14			
Naga_100026g13			
Naga_100026g12			
Naga_100026g10			
Naga_100026g9			
Naga_100026g4			
Naga_100003g179			
Naga_100003g177			
Naga_100003g169			
Naga_100003g168			
Naga_100003g165			
Naga_100003g162			
Naga_100003g159			
Naga_100003g158			
Naga_100003g153			
Naga_100003g148			
Naga_100003g147			
Naga_100003g146			
Naga_100003g145			
Naga_100003g144			
Naga_100003g141			
Naga_100003g140			
Naga_100003g139			
Naga_100003g138			
Naga_100003g136			
Naga_100003g134			
Naga_100003g128			
Naga_100003g127			
Naga_100003g121			
Naga_100003g118			
Naga_100003g116			
Naga_100003g115			
Naga_100003g113			
Naga_100003g111			
Naga_100003g106			
Naga_100003g101			
Naga_100003g100			
Naga_100003g98			
Naga_100003g97			
Naga_100003g95			
Naga_100003g94			
Naga_100003g91			
Naga_100003g90			
Naga_100003g88			
Naga_100003g87			
Naga_100003g86			
Naga_100003g85			
Naga_100003g81			
Naga_100003g80			
Naga_100003g76			
Naga_100003g71			
Naga_100003g68			
Naga_100003g63			
Naga_100003g60			
Naga_100003g56			
Naga_100003g55			
