Gene ID	GO	KO	PFAM
ME1137617C07562			
ME000723S09373			
ME000048S07948			
ME000048S07949			
ME1076387C05655			
ME1106751C05700			
ME000727S09334			
ME000727S09335			
ME000158S01640			
ME000158S01641			
ME000158S01642			
ME000158S01645			
ME000158S01646			
ME000158S01647			
ME000158S01652			
ME000158S01653			
ME000158S01655			
ME000158S01656			
ME000158S01659			
ME000158S01660			
ME000158S01664			
ME000158S01665			
ME000158S01666			
ME000158S01667			
ME000158S01671			
ME000158S01672			
ME000158S01673			
ME000158S01674			
ME000114S10938			
ME000114S10939			
ME000114S10940			
ME000114S10941			
ME000114S10943			
ME000114S10946			
ME000114S10947			
ME000114S10948			
ME000114S10950			
ME000469S07757			
ME1141903C07623			
ME968849C10584			
ME000470S07792			
ME000118S00113			
ME000118S00115			
ME000118S00116			
ME000118S00117			
ME000118S00118			
ME000118S00119			
ME000118S00120			
ME000118S00121			
ME000118S00122			
ME000118S00123			
ME000118S00124			
ME000118S00126			
ME000118S00127			
ME000118S00129			
ME000313S05248			
ME000313S05250			
ME000313S05252			
ME000313S05253			
ME000313S05254			
ME000313S05255			
ME000313S05258			
ME000313S05261			
ME000202S02748			
ME000202S02749			
ME000202S02750			
ME000202S02751			
ME000202S02752			
ME000202S02753			
ME000202S02757			
ME000202S02758			
ME000202S02759			
ME000202S02762			
ME000202S02763			
ME000202S02765			
ME000202S02770			
ME000202S02771			
ME000202S02773			
ME000202S02774			
ME000202S02776			
ME000202S02778			
ME000202S02779			
ME000202S02781			
ME000202S02782			
ME000202S02785			
ME000202S02788			
ME000202S02789			
ME000202S02793			
ME000202S02795			
ME000202S02796			
ME000202S02797			
ME000202S02798			
ME000202S02800			
ME000202S02801			
ME000202S02802			
ME000202S02805			
ME000202S02810			
ME000202S02812			
ME000202S02814			
ME000229S03510			
ME000229S03511			
ME000229S03513			
ME1140369C07559			
ME000036S06255			
ME000036S06257			
ME000036S06258			
ME000036S06259			
ME000036S06260			
ME000098S10401			
ME000098S10403			
ME000098S10407			
ME000098S10410			
ME000098S10414			
ME000098S10416			
ME000098S10419			
ME000098S10420			
ME000098S10421			
ME000098S10422			
ME000098S10423			
ME000098S10428			
ME000098S10429			
ME000098S10430			
ME000098S10431			
ME000098S10432			
ME000098S10434			
ME000098S10435			
ME000098S10436			
ME1122323C07597			
ME1115317C07660			
ME000722S09287			
ME000722S09291			
ME000722S09294			
ME000722S09295			
ME000722S09297			
ME000627S08833			
ME000627S08838			
ME000627S08839			
ME000627S08841			
ME000627S08842			
ME000627S08843			
ME000627S08845			
ME000627S08847			
ME000627S08850			
ME000169S01905			
ME000169S01908			
ME000169S01912			
ME000169S01913			
ME000169S01914			
ME000169S01918			
ME000169S01920			
ME000169S01922			
ME000129S00311			
ME000129S00313			
ME000129S00314			
ME000129S00315			
ME000129S00318			
ME000129S00319			
ME000129S00320			
ME000129S00321			
ME000129S00323			
ME000129S00324			
ME000129S00325			
ME000129S00326			
ME000129S00328			
ME000129S00330			
ME000129S00332			
ME000129S00333			
ME000129S00334			
ME000129S00336			
ME000129S00338			
ME000129S00340			
ME000129S00345			
ME000129S00346			
ME000129S00347			
ME000129S00348			
ME000129S00350			
ME000129S00351			
ME000129S00353			
ME000129S00354			
ME000129S00355			
ME000129S00357			
ME000129S00358			
ME000129S00359			
ME000129S00360			
ME000129S00361			
ME000129S00362			
ME000129S00363			
ME000129S00365			
ME000129S00366			
ME000131S00499			
ME000695S09039			
ME000695S09040			
ME000695S09041			
ME000695S09042			
ME000695S09043			
ME000695S09044			
ME000695S09045			
ME000695S09047			
ME000695S09050			
ME000695S09052			
ME000695S09053			
ME000695S09054			
ME000695S09055			
ME000695S09057			
ME000695S09058			
ME000695S09059			
ME000695S09060			
ME000147S01048			
ME000147S01049			
ME000147S01050			
ME000147S01052			
ME000147S01053			
ME000147S01054			
ME000147S01055			
ME000147S01056			
ME000147S01057			
ME000147S01058			
ME000147S01060			
ME000147S01061			
ME000147S01062			
ME000147S01063			
ME000147S01065			
ME000147S01066			
ME000147S01068			
ME000147S01070			
ME000147S01071			
ME000147S01072			
ME000147S01073			
ME000147S01074			
ME000147S01075			
ME000147S01076			
ME000147S01079			
ME000147S01080			
ME000147S01082			
ME000147S01083			
ME000147S01084			
ME000147S01086			
ME000147S01087			
ME000147S01089			
ME000147S01090			
ME000147S01091			
ME000147S01092			
ME000147S01096			
ME000147S01098			
ME000147S01100			
ME000147S01101			
ME000147S01103			
ME000147S01104			
ME000135S00607			
ME000135S00608			
ME000135S00611			
ME000135S00613			
ME000135S00614			
ME000135S00616			
ME000135S00619			
ME000135S00622			
ME000135S00625			
ME000135S00628			
ME000135S00630			
ME000135S00631			
ME000135S00632			
ME000135S00633			
ME000135S00634			
ME000135S00635			
ME000135S00637			
ME000135S00638			
ME000135S00642			
ME000135S00645			
ME000135S00647			
ME000135S00649			
ME000135S00651			
ME000135S00653			
ME000135S00654			
ME000135S00655			
ME000135S00659			
ME000135S00661			
ME000336S05783			
ME000336S05785			
ME000336S05787			
ME000336S05789			
ME000336S05790			
ME000336S05791			
ME000336S05792			
ME000336S05793			
ME000336S05795			
ME000336S05798			
ME000336S05801			
ME000336S05805			
ME000336S05806			
ME1128765C07643			
ME000069S09099			
ME000069S09101			
ME000069S09102			
ME000069S09103			
ME000069S09105			
ME000069S09108			
ME000069S09109			
ME000069S09110			
ME000069S09112			
ME000069S09113			
ME000069S09114			
ME000069S09115			
ME000069S09116			
ME000069S09117			
ME000069S09118			
ME1116843C07590			
ME000247S04220			
ME000247S04221			
ME000247S04222			
ME000247S04223			
ME000247S04225			
ME000247S04226			
ME000247S04228			
ME000247S04229			
ME000247S04230			
ME000247S04231			
ME000247S04232			
ME000247S04233			
ME000247S04234			
ME000247S04236			
ME000247S04237			
ME000247S04238			
ME000351S05948			
ME000351S05949			
ME000351S05951			
ME000351S05953			
ME000351S05954			
ME000351S05956			
ME000351S05958			
ME000351S05960			
ME000351S05961			
ME000351S05962			
ME000351S05964			
ME000351S05965			
ME000351S05967			
ME000351S05968			
ME000351S05972			
ME000351S05973			
ME000351S05974			
ME000351S05976			
ME000351S05978			
ME000351S05979			
ME000351S05980			
ME000351S05981			
ME000351S05982			
ME000351S05984			
ME000351S05986			
ME000065S08994			
ME000065S08999			
ME000065S09002			
ME000065S09003			
ME001425S00893			
ME000403S06862			
ME000403S06863			
ME000403S06865			
ME1138691C07667			
ME001118S10978			
ME000519S08085			
ME000044S07442			
ME000044S07443			
ME000044S07445			
ME000044S07446			
ME000044S07447			
ME000044S07448			
ME000044S07450			
ME000044S07451			
ME000044S07452			
ME000044S07453			
ME000044S07454			
ME000044S07456			
ME000044S07457			
ME000044S07458			
ME000044S07460			
ME000044S07463			
ME001865S02417			
ME001865S02421			
ME001865S02422			
ME001865S02423			
ME001918S02317			
ME001918S02323			
ME001918S02333			
ME000361S06118			
ME000361S06121			
ME000361S06122			
ME000361S06125			
ME001490S01006			
ME000148S01113			
ME000148S01120			
ME000148S01121			
ME000148S01123			
ME000148S01125			
ME000148S01126			
ME000148S01127			
ME000148S01129			
ME000148S01130			
ME000148S01131			
ME000148S01133			
ME000148S01134			
ME000148S01135			
ME000148S01137			
ME1130167C07614			
ME000574S08452			
ME000269S04547			
ME000269S04549			
ME000269S04550			
ME000269S04552			
ME000269S04553			
ME000269S04554			
ME000269S04556			
ME000269S04557			
ME000269S04558			
ME000269S04559			
ME000269S04560			
ME000269S04561			
ME1141401C07594			
ME000221S03489			
ME000221S03494			
ME000221S03495			
ME000221S03497			
ME000221S03498			
ME1040095C03913			
ME000117S00073			
ME000117S00074			
ME000117S00075			
ME000117S00079			
ME000117S00080			
ME000117S00082			
ME001422S00750			
ME000291S04925			
ME000291S04927			
ME1119041C07537			
ME000478S07960			
ME000478S07962			
ME000478S07964			
ME000478S07965			
ME000478S07966			
ME000478S07967			
ME000478S07968			
ME000478S07970			
ME000478S07971			
ME000478S07972			
ME000478S07973			
ME000478S07974			
ME000476S07992			
ME000476S07994			
ME000893S10079			
ME000893S10080			
ME000893S10081			
ME001827S02261			
ME000194S02581			
ME000194S02583			
ME000194S02585			
ME000194S02588			
ME000194S02589			
ME000194S02591			
ME000194S02592			
ME000194S02593			
ME000194S02595			
ME000194S02597			
ME000194S02598			
ME000194S02599			
ME000194S02600			
ME000194S02602			
ME000194S02603			
ME000194S02604			
ME000194S02606			
ME000194S02608			
ME000194S02609			
ME000194S02611			
ME000194S02612			
ME000309S05189			
ME000309S05190			
ME000309S05191			
ME000309S05192			
ME000309S05193			
ME000309S05194			
ME1146751C09494			
ME000321S05300			
ME000321S05301			
ME000321S05303			
ME000321S05304			
ME000321S05305			
ME000321S05306			
ME000388S06612			
ME000388S06613			
ME000388S06614			
ME000388S06615			
ME000388S06617			
ME000388S06623			
ME000388S06624			
ME000388S06625			
ME000388S06626			
ME000388S06627			
ME000388S06631			
ME000388S06632			
ME000388S06633			
ME000388S06634			
ME000388S06637			
ME000388S06639			
ME000388S06642			
ME000388S06643			
ME000388S06645			
ME000388S06646			
ME000388S06647			
ME000388S06648			
ME000388S06649			
ME000388S06651			
ME000388S06652			
ME000388S06653			
ME000388S06654			
ME000388S06655			
ME000388S06656			
ME000493S07919			
ME000633S08857			
ME000328S05611			
ME000328S05613			
ME000328S05614			
ME000328S05617			
ME000328S05618			
ME000328S05619			
ME000328S05620			
ME000328S05622			
ME000328S05624			
ME000328S05625			
ME000328S05628			
ME000328S05630			
ME000328S05631			
ME000328S05632			
ME000328S05635			
ME000328S05637			
ME000328S05638			
ME000328S05639			
ME000328S05640			
ME000328S05641			
ME000328S05642			
ME000328S05643			
ME000328S05644			
ME000328S05645			
ME000328S05647			
ME000328S05648			
ME000328S05649			
ME000328S05651			
ME1114801C07685			
ME000195S02614			
ME000195S02617			
ME000195S02618			
ME000195S02619			
ME000195S02621			
ME000195S02622			
ME000195S02623			
ME000195S02627			
ME000195S02628			
ME000195S02630			
ME000195S02631			
ME000195S02633			
ME000195S02635			
ME000195S02637			
ME000451S07503			
ME000451S07506			
ME000237S03655			
ME000237S03656			
ME000237S03657			
ME000237S03658			
ME000237S03659			
ME000237S03660			
ME000237S03661			
ME000237S03662			
ME000237S03663			
ME000237S03664			
ME001478S01138			
ME1130913C07596			
ME1133953C07552			
ME000076S09644			
ME000076S09646			
ME000076S09647			
ME000076S09648			
ME000076S09653			
ME000076S09654			
ME000076S09655			
ME000076S09656			
ME000076S09657			
ME000076S09658			
ME000076S09659			
ME000076S09660			
ME000076S09661			
ME000076S09662			
ME000076S09664			
ME000076S09665			
ME000076S09667			
ME000076S09670			
ME000076S09671			
ME000076S09672			
ME000076S09675			
ME000076S09676			
ME000076S09677			
ME000076S09678			
ME000076S09681			
ME000076S09682			
ME000076S09683			
ME000076S09684			
ME000076S09688			
ME000076S09689			
ME000076S09690			
ME000076S09694			
ME000076S09695			
ME000076S09696			
ME000076S09697			
ME000076S09700			
ME000425S07177			
ME000425S07178			
ME000425S07182			
ME000425S07185			
ME000425S07186			
ME000425S07189			
ME000425S07190			
ME000425S07192			
ME000425S07196			
ME000425S07197			
ME000425S07198			
ME000425S07199			
ME000425S07200			
ME000425S07203			
ME000425S07207			
ME000425S07208			
ME000425S07209			
ME000425S07211			
ME000425S07212			
ME000730S09339			
ME000730S09341			
ME000730S09344			
ME000730S09347			
ME000730S09348			
ME000730S09351			
ME000730S09352			
ME000248S04240			
ME000248S04247			
ME000248S04249			
ME000248S04251			
ME000248S04255			
ME000248S04257			
ME000248S04258			
ME000248S04261			
ME000248S04263			
ME000248S04266			
ME000248S04269			
ME000248S04273			
ME000248S04279			
ME000248S04280			
ME000198S02737			
ME000198S02744			
ME000198S02747			
ME000548S08426			
ME000548S08428			
ME000548S08429			
ME000548S08430			
ME000548S08431			
ME000548S08432			
ME000548S08433			
ME000548S08434			
ME000548S08435			
ME000548S08436			
ME000548S08439			
ME000548S08443			
ME000422S07072			
ME000422S07074			
ME000422S07075			
ME000422S07076			
ME000422S07077			
ME000422S07079			
ME000422S07080			
ME000422S07081			
ME000422S07082			
ME000422S07083			
ME000422S07084			
ME000422S07087			
ME000422S07088			
ME000422S07091			
ME000422S07092			
ME000422S07093			
ME000422S07094			
ME000422S07097			
ME000422S07099			
ME000422S07101			
ME000422S07102			
ME000422S07103			
ME000422S07104			
ME000422S07108			
ME000422S07112			
ME000422S07113			
ME000422S07114			
ME000422S07118			
ME000422S07119			
ME000422S07120			
ME000422S07121			
ME000422S07123			
ME000422S07128			
ME000422S07129			
ME000422S07130			
ME000333S05833			
ME000333S05835			
ME000333S05836			
ME000333S05837			
ME000333S05838			
ME000333S05839			
ME000333S05840			
ME000081S09766			
ME000081S09767			
ME000081S09768			
ME000081S09769			
ME000081S09771			
ME000081S09773			
ME000081S09778			
ME000081S09780			
ME000081S09782			
ME000081S09783			
ME000081S09784			
ME000081S09785			
ME000081S09786			
ME000081S09789			
ME000081S09790			
ME000081S09791			
ME000081S09793			
ME000081S09794			
ME000081S09795			
ME000081S09796			
ME000081S09799			
ME000081S09800			
ME000081S09801			
ME000081S09802			
ME000167S01801			
ME000167S01802			
ME000167S01804			
ME000167S01805			
ME000167S01807			
ME000167S01808			
ME000167S01809			
ME000167S01810			
ME000167S01811			
ME000167S01814			
ME000167S01815			
ME000167S01820			
ME000167S01824			
ME000167S01825			
ME000167S01828			
ME000167S01829			
ME000167S01830			
ME000167S01831			
ME000167S01836			
ME000167S01840			
ME000167S01841			
ME000167S01843			
ME000167S01845			
ME000167S01846			
ME000167S01849			
ME000167S01852			
ME000167S01854			
ME000167S01855			
ME001906S02384			
ME001906S02385			
ME1135971C07684			
ME1053887C03907			
ME1122495C07568			
ME000052S08128			
ME000052S08129			
ME000052S08133			
ME000052S08137			
ME000052S08138			
ME000052S08139			
ME000052S08141			
ME000052S08142			
ME000052S08145			
ME000052S08147			
ME000052S08148			
ME000052S08149			
ME000052S08150			
ME000052S08151			
ME000052S08152			
ME000052S08154			
ME000052S08155			
ME000052S08156			
ME000052S08159			
ME000052S08163			
ME000052S08167			
ME000052S08169			
ME000052S08172			
ME000052S08173			
ME000052S08174			
ME000052S08175			
ME000052S08177			
ME000052S08179			
ME000073S09301			
ME000073S09305			
ME000073S09307			
ME000073S09308			
ME000073S09309			
ME000073S09310			
ME000073S09311			
ME000073S09313			
ME000073S09315			
ME000073S09316			
ME000073S09319			
ME000073S09321			
ME000073S09322			
ME000073S09323			
ME000073S09324			
ME000073S09325			
ME000073S09326			
ME000073S09327			
ME000073S09332			
ME001927S02639			
ME001927S02641			
ME000134S00662			
ME000134S00663			
ME000134S00664			
ME000134S00666			
ME000134S00671			
ME000134S00672			
ME000134S00674			
ME000134S00675			
ME000134S00681			
ME000134S00683			
ME000134S00684			
ME000134S00685			
ME000134S00686			
ME000134S00687			
ME000134S00688			
ME000134S00689			
ME000134S00692			
ME000134S00694			
ME000134S00695			
ME000134S00696			
ME000134S00698			
ME000134S00699			
ME000134S00701			
ME000134S00702			
ME000134S00704			
ME000134S00705			
ME000134S00707			
ME000134S00708			
ME000134S00709			
ME000134S00710			
ME000134S00712			
ME000134S00713			
ME000134S00714			
ME000134S00716			
ME000134S00717			
ME000134S00718			
ME000134S00720			
ME000134S00724			
ME000134S00729			
ME001929S02648			
ME000317S05295			
ME000317S05297			
ME000317S05298			
ME000071S09366			
ME000071S09368			
ME000071S09369			
ME000071S09371			
ME000143S00897			
ME000143S00898			
ME000143S00900			
ME000143S00901			
ME000143S00902			
ME000143S00903			
ME000143S00904			
ME000143S00905			
ME000143S00906			
ME000143S00908			
ME000143S00911			
ME000143S00912			
ME000143S00913			
ME000143S00914			
ME000143S00915			
ME000143S00916			
ME000143S00918			
ME000143S00922			
ME000143S00923			
ME000143S00924			
ME000143S00925			
ME000143S00926			
ME000143S00927			
ME000143S00931			
ME000143S00933			
ME000143S00936			
ME000143S00937			
ME000143S00939			
ME000143S00940			
ME000143S00941			
ME000143S00942			
ME000143S00943			
ME000143S00944			
ME000143S00945			
ME000143S00946			
ME000143S00947			
ME000143S00948			
ME000143S00949			
ME000143S00950			
ME000143S00951			
ME000143S00952			
ME000143S00953			
ME000143S00954			
ME000143S00955			
ME000143S00956			
ME000143S00958			
ME000143S00962			
ME000143S00963			
ME000143S00964			
ME000143S00965			
ME000143S00966			
ME000748S09284			
ME000240S03785			
ME000240S03786			
ME000401S07004			
ME000401S07005			
ME000401S07006			
ME000401S07007			
ME000401S07008			
ME000401S07009			
ME000401S07011			
ME000401S07013			
ME000401S07015			
ME000401S07016			
ME000401S07017			
ME000401S07018			
ME000766S09558			
ME000766S09559			
ME000766S09563			
ME000766S09564			
ME000766S09569			
ME000766S09570			
ME000901S10098			
ME000901S10100			
ME000215S03375			
ME000215S03377			
ME000215S03379			
ME000392S06805			
ME000392S06807			
ME000392S06808			
ME000392S06809			
ME000392S06810			
ME000392S06811			
ME000392S06814			
ME000392S06815			
ME000392S06819			
ME000392S06823			
ME000392S06827			
ME000392S06828			
ME000392S06832			
ME000392S06833			
ME000392S06834			
ME000392S06836			
ME000392S06839			
ME000392S06840			
ME000392S06843			
ME000392S06846			
ME000392S06847			
ME000376S06477			
ME000376S06480			
ME000376S06481			
ME000376S06485			
ME000376S06486			
ME000376S06489			
ME000376S06493			
ME000376S06494			
ME000166S01723			
ME000166S01725			
ME000166S01728			
ME000166S01729			
ME000166S01732			
ME000166S01734			
ME000166S01736			
ME000166S01737			
ME000166S01738			
ME000166S01742			
ME000166S01743			
ME000166S01746			
ME000166S01748			
ME000166S01750			
ME000166S01751			
ME000166S01752			
ME000166S01755			
ME000166S01758			
ME000166S01759			
ME000166S01760			
ME000166S01761			
ME000166S01762			
ME000166S01764			
ME000166S01765			
ME000166S01766			
ME000166S01767			
ME000166S01768			
ME000166S01769			
ME000166S01770			
ME000166S01771			
ME000283S04807			
ME000283S04808			
ME000283S04809			
ME1011485C01923			
ME000468S07806			
ME000468S07808			
ME000468S07814			
ME000468S07817			
ME000468S07819			
ME000468S07821			
ME000468S07825			
ME000468S07826			
ME000468S07828			
ME000468S07829			
ME000468S07831			
ME000468S07832			
ME000468S07833			
ME000468S07834			
ME000468S07835			
ME000468S07837			
ME000468S07838			
ME000610S08678			
ME000610S08682			
ME000610S08684			
ME000610S08686			
ME000610S08687			
ME000610S08693			
ME000610S08694			
ME1112335C05683			
ME000369S06369			
ME000369S06371			
ME000369S06372			
ME000369S06373			
ME000369S06377			
ME000369S06381			
ME000369S06383			
ME000369S06384			
ME000369S06386			
ME000369S06387			
ME000369S06388			
ME000369S06392			
ME000369S06395			
ME000369S06396			
ME000369S06399			
ME000369S06400			
ME000369S06402			
ME000369S06404			
ME000369S06407			
ME000369S06409			
ME000369S06411			
ME000369S06412			
ME000369S06414			
ME000369S06415			
ME000369S06417			
ME000369S06418			
ME000369S06419			
ME000369S06420			
ME000369S06422			
ME000369S06424			
ME000369S06426			
ME000369S06431			
ME000369S06432			
ME000369S06433			
ME000369S06436			
ME000369S06437			
ME000369S06439			
ME000369S06446			
ME000369S06447			
ME000369S06448			
ME000369S06452			
ME000369S06453			
ME000369S06455			
ME000497S07978			
ME000497S07980			
ME000497S07981			
ME000497S07983			
ME000497S07986			
ME000497S07988			
ME000442S07476			
ME000442S07478			
ME000442S07479			
ME000442S07488			
ME000442S07490			
ME000442S07494			
ME000442S07495			
ME000442S07496			
ME000442S07497			
ME1139601C07579			
ME000381S06596			
ME000381S06597			
ME000381S06598			
ME000381S06600			
ME000381S06602			
ME000381S06605			
ME000381S06607			
ME000381S06608			
ME1127843C07665			
ME000320S05399			
ME000320S05401			
ME000320S05402			
ME000320S05404			
ME000320S05407			
ME000320S05408			
ME000320S05412			
ME000320S05413			
ME000320S05414			
ME000320S05415			
ME000320S05419			
ME000320S05422			
ME000320S05423			
ME000320S05424			
ME000320S05425			
ME000320S05426			
ME000320S05427			
ME000818S09892			
ME000818S09895			
ME000818S09897			
ME000818S09898			
ME1146563C09516			
ME001570S01463			
ME000091S10293			
ME000091S10295			
ME000091S10296			
ME000091S10297			
ME000091S10298			
ME000091S10299			
ME000091S10301			
ME000091S10302			
ME000091S10304			
ME000091S10305			
ME000091S10306			
ME000091S10308			
ME000091S10309			
ME000091S10311			
ME000091S10312			
ME000091S10313			
ME000091S10314			
ME000091S10315			
ME000091S10316			
ME000091S10317			
ME000091S10319			
ME000091S10320			
ME1061531C03904			
ME001390S00738			
ME001390S00739			
ME001390S00742			
ME001390S00743			
ME001390S00744			
ME001390S00746			
ME001390S00747			
ME000831S10061			
ME000831S10062			
ME000292S04827			
ME000292S04828			
ME000292S04829			
ME000292S04830			
ME000292S04833			
ME000292S04836			
ME000292S04839			
ME000292S04840			
ME000292S04841			
ME000292S04842			
ME000292S04843			
ME000292S04846			
ME000292S04852			
ME1122523C07622			
ME000150S01139			
ME000150S01140			
ME000150S01141			
ME000150S01142			
ME000150S01143			
ME000150S01144			
ME000150S01145			
ME000150S01154			
ME000150S01155			
ME000150S01158			
ME000150S01159			
ME000693S09267			
ME000693S09271			
ME000693S09272			
ME000434S07325			
ME000434S07326			
ME000434S07327			
ME000434S07328			
ME000434S07331			
ME000434S07332			
ME000434S07333			
ME000434S07334			
ME000434S07335			
ME000434S07339			
ME000434S07340			
ME000434S07341			
ME000434S07344			
ME000434S07345			
ME000434S07346			
ME000023S03872			
ME000023S03877			
ME000023S03878			
ME000023S03879			
ME000023S03880			
ME000023S03882			
ME000023S03883			
ME000023S03884			
ME000023S03885			
ME000023S03887			
ME000023S03888			
ME000023S03889			
ME000023S03890			
ME000023S03891			
ME000023S03892			
ME000023S03893			
ME000023S03894			
ME000023S03896			
ME000528S08181			
ME000528S08183			
ME000528S08184			
ME000528S08186			
ME000528S08187			
ME000528S08188			
ME000528S08189			
ME000528S08190			
ME000528S08191			
ME000528S08193			
ME001047S10712			
ME001047S10713			
ME001047S10716			
ME1129205C07558			
ME000373S06304			
ME000373S06305			
ME000373S06306			
ME000373S06307			
ME000373S06308			
ME000373S06313			
ME000373S06314			
ME000373S06316			
ME000373S06317			
ME000373S06318			
ME000373S06319			
ME000373S06320			
ME000373S06321			
ME000373S06323			
ME000373S06325			
ME000373S06327			
ME000373S06329			
ME000373S06332			
ME000373S06333			
ME000373S06338			
ME000373S06339			
ME000373S06340			
ME000373S06341			
ME000373S06342			
ME000373S06343			
ME000373S06344			
ME000373S06345			
ME000373S06346			
ME000373S06347			
ME000373S06348			
ME000373S06349			
ME000373S06350			
ME000373S06352			
ME000373S06353			
ME000373S06354			
ME000373S06355			
ME000373S06356			
ME000373S06365			
ME1142243C07624			
ME000022S03516			
ME000022S03517			
ME000022S03518			
ME000022S03519			
ME000022S03520			
ME000022S03521			
ME000022S03523			
ME000022S03524			
ME000022S03525			
ME000022S03526			
ME000022S03527			
ME000022S03528			
ME000022S03530			
ME000022S03531			
ME000022S03532			
ME000022S03533			
ME000022S03535			
ME000022S03537			
ME000022S03538			
ME000022S03539			
ME000022S03541			
ME000022S03542			
ME000022S03544			
ME000022S03545			
ME000022S03547			
ME000022S03548			
ME000022S03551			
ME000022S03555			
ME000022S03559			
ME000022S03562			
ME000022S03563			
ME000022S03564			
ME000022S03565			
ME000022S03570			
ME000022S03571			
ME000022S03572			
ME000022S03574			
ME000022S03575			
ME000022S03576			
ME000022S03579			
ME000022S03580			
ME000022S03581			
ME000022S03582			
ME000022S03583			
ME000022S03585			
ME000022S03586			
ME000022S03588			
ME000022S03590			
ME000022S03591			
ME000022S03594			
ME000022S03596			
ME000022S03598			
ME000022S03600			
ME000022S03601			
ME000022S03602			
ME000022S03603			
ME000022S03604			
ME000022S03608			
ME000022S03609			
ME000022S03611			
ME000022S03612			
ME000022S03616			
ME000022S03617			
ME000022S03622			
ME000022S03625			
ME000022S03627			
ME000022S03629			
ME000022S03630			
ME000022S03634			
ME000022S03638			
ME000022S03640			
ME000022S03641			
ME000022S03642			
ME000022S03644			
ME000022S03650			
ME000022S03651			
ME000022S03652			
ME1130027C07694			
ME1145363C09451			
ME000353S05901			
ME000353S05902			
ME000353S05904			
ME000353S05905			
ME000353S05906			
ME000353S05907			
ME000353S05908			
ME000353S05909			
ME000353S05911			
ME000353S05913			
ME000353S05915			
ME000353S05916			
ME000353S05918			
ME000353S05919			
ME000353S05920			
ME000353S05927			
ME000353S05928			
ME000353S05929			
ME1106673C05709			
ME000263S04354			
ME000263S04357			
ME000263S04358			
ME000263S04359			
ME000263S04360			
ME000263S04361			
ME000263S04365			
ME000263S04366			
ME000263S04367			
ME000263S04371			
ME000263S04374			
ME000263S04375			
ME000263S04376			
ME000263S04377			
ME000263S04378			
ME000263S04379			
ME000263S04381			
ME000263S04383			
ME000263S04385			
ME000263S04387			
ME000263S04388			
ME000263S04396			
ME000263S04398			
ME000263S04399			
ME1152409C09492			
ME000123S00229			
ME000123S00230			
ME000123S00231			
ME000123S00232			
ME000123S00233			
ME000123S00234			
ME000123S00236			
ME000123S00238			
ME000123S00239			
ME000123S00243			
ME000123S00244			
ME000123S00247			
ME000123S00248			
ME000123S00249			
ME000123S00250			
ME000123S00251			
ME000123S00252			
ME000123S00253			
ME000123S00255			
ME000123S00257			
ME000123S00258			
ME000123S00259			
ME000123S00260			
ME000123S00261			
ME000123S00262			
ME000123S00263			
ME000123S00264			
ME000123S00265			
ME000123S00266			
ME000123S00267			
ME000123S00272			
ME000123S00273			
ME000123S00276			
ME000123S00277			
ME000123S00278			
ME000123S00279			
ME000123S00283			
ME000123S00284			
ME000123S00286			
ME000123S00287			
ME000123S00294			
ME000123S00297			
ME000123S00299			
ME000123S00300			
ME000123S00303			
ME000123S00304			
ME000123S00306			
ME000123S00308			
ME000123S00309			
ME000123S00310			
ME000464S07760			
ME000464S07761			
ME000464S07762			
ME000464S07763			
ME000464S07764			
ME000464S07765			
ME000464S07767			
ME000464S07768			
ME000464S07769			
ME000464S07770			
ME000464S07771			
ME000067S09029			
ME000067S09031			
ME000067S09033			
ME000067S09034			
ME000067S09035			
ME000067S09036			
ME000141S00986			
ME000141S00987			
ME000141S00988			
ME000141S00990			
ME000141S00991			
ME001886S02349			
ME001565S01384			
ME001565S01386			
ME001565S01387			
ME001565S01388			
ME1155825C09446			
ME000139S00968			
ME000139S00971			
ME000139S00974			
ME000139S00975			
ME000139S00978			
ME000139S00980			
ME000698S09227			
ME000698S09228			
ME000698S09229			
ME000698S09230			
ME000698S09231			
ME000698S09232			
ME000122S00035			
ME000122S00038			
ME000122S00039			
ME000122S00040			
ME000122S00041			
ME000122S00044			
ME000122S00046			
ME000122S00047			
ME000122S00049			
ME000122S00050			
ME1130289C07569			
ME000099S10484			
ME000099S10485			
ME000099S10487			
ME000099S10488			
ME000099S10490			
ME000099S10495			
ME000099S10496			
ME000099S10498			
ME000099S10499			
ME000099S10504			
ME000099S10505			
ME000099S10507			
ME000099S10508			
ME000099S10509			
ME000099S10513			
ME000099S10515			
ME000099S10517			
ME000099S10518			
ME000099S10520			
ME000099S10521			
ME001732S01986			
ME001732S01988			
ME000437S07217			
ME000437S07218			
ME000437S07219			
ME000437S07223			
ME000437S07224			
ME000437S07227			
ME000437S07229			
ME000437S07230			
ME000437S07232			
ME000437S07233			
ME000437S07234			
ME1105423C05702			
ME000149S01031			
ME000149S01032			
ME000149S01035			
ME000149S01039			
ME000149S01040			
ME000149S01041			
ME1143357C07593			
ME1140509C07592			
ME000524S08054			
ME000524S08057			
ME000524S08058			
ME000524S08059			
ME000524S08060			
ME000524S08062			
ME000524S08063			
ME000524S08067			
ME000524S08068			
ME000524S08069			
ME000524S08072			
ME000524S08073			
ME000524S08074			
ME000524S08075			
ME000524S08076			
ME000448S07411			
ME000448S07412			
ME000448S07413			
ME000448S07419			
ME000448S07420			
ME000448S07421			
ME000448S07422			
ME000448S07423			
