Gene ID	GO	ENZYME	PANTHER	PFAM
Phatr3_J35101	GO:0016810 GO:0008152 GO:0016787 GO:0016020 GO:0016021		PTHR43668 PTHR43668:SF2	PF01979
Phatr3_J12088	GO:0016853 GO:0006457 GO:0000413 GO:0003755		PTHR43811 PTHR43811:SF4	PF00254 PF01346
Phatr3_J45428	GO:0055114 GO:0016491 GO:0050660 GO:0045454 GO:0006749 GO:0004362 GO:0050661 GO:0016020 GO:0016021 GO:0005623 GO:0098869	1.8.1.7	PTHR42737 PTHR42737:SF2	PF02852 PF07992
Phatr3_J45712	GO:0016740 GO:0008152 GO:0016757		PTHR22916	PF00535
Phatr3_J45629	GO:0005515			
Phatr3_J45559	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J45710	GO:0005515		PTHR13140 PTHR13140:SF725	PF00612
Phatr3_EG02318	GO:0006396 GO:0005622 GO:0005634 GO:0005515		PTHR11246 PTHR11246:SF3	PF02184 PF13843
Phatr3_J45504	GO:0055114 GO:0016491 GO:0008152		PTHR43647 PTHR43647:SF2	PF00106
Phatr3_EG02312	GO:0005524 GO:0004672 GO:0006468 GO:0016772 GO:0004674		PTHR44012	PF07714
Phatr3_J51897	GO:0005634 GO:0005515		PTHR14927	PF08159
Phatr3_EG02036	GO:0032259 GO:0008168 GO:0003676		PTHR23290	PF06325
Phatr3_J12188	GO:0000774 GO:0005739 GO:0006457 GO:0042803 GO:0005759 GO:0051087 GO:0050790		PTHR21237	PF01025
Phatr3_J27039	GO:0031204 GO:0005622 GO:0008565 GO:0030176 GO:0016020 GO:0016021		PTHR24075 PTHR24075:SF0	PF00226 PF02889
Phatr3_EG02041	GO:0048500 GO:0006614 GO:0008312 GO:0005525 GO:0003924		PTHR11564 PTHR11564:SF7	PF00448 PF02881 PF02978
Phatr3_J45510	GO:0003824 GO:0008152 GO:0001676 GO:0004467 GO:0016874 GO:0102391		PTHR24096 PTHR24096:SF299	PF00501
Phatr3_J45416	GO:1904668 GO:0097027 GO:0010997 GO:0005515		PTHR19918 PTHR19918:SF29	PF00400
Phatr3_J45441	GO:0003723 GO:0005634 GO:0006364 GO:0005730 GO:0042254 GO:0003676		PTHR12581 PTHR12581:SF0	PF17903
Phatr3_J51869	GO:0055114 GO:0016491 GO:0008152 GO:0050112		PTHR42840 PTHR42840:SF3	PF01408
Phatr3_J35267	GO:0016787 GO:0005975 GO:0006364 GO:0004553	3.2.1.14		PF02033
Phatr3_J45391	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015	PF00447
Phatr3_J20024	GO:0016020 GO:0016021		PTHR13533 PTHR13533:SF1	PF07779
Phatr3_J27166	GO:0055114 GO:0008152 GO:0051287 GO:0016616 GO:0016597 GO:0016491		PTHR42938 PTHR42938:SF13	PF00389 PF02826
Phatr3_EG01057	GO:0006351 GO:0003899		PTHR12709 PTHR12709:SF5	PF03876 PF17875
Phatr3_J45418	GO:0005975 GO:0016020 GO:0016021		PTHR31297	
Phatr3_J51916	GO:0005524 GO:0006298 GO:0030983		PTHR11361 PTHR11361:SF21	PF00488 PF05190 PF05192
Phatr3_EG01018	GO:0017053			PF15306
Phatr3_J45708	GO:0016020 GO:0016021			
Phatr3_J45461	GO:0016020 GO:0016021			
Phatr3_J12239	GO:0016776 GO:0004017 GO:0019205 GO:0016740 GO:0005524 GO:0016301 GO:0016310 GO:0006139 GO:0046939 GO:0046940	2.7.4.3	PTHR23359 PTHR23359:SF72	PF00406
Phatr3_J20143	GO:0003824 GO:0008152 GO:0001676 GO:0004467 GO:0016874 GO:0016020 GO:0016021 GO:0102391		PTHR43272 PTHR43272:SF5	PF00501
Phatr3_J50885	GO:0005737 GO:0006418 GO:0004812 GO:0000166 GO:0005524 GO:0004820 GO:0006426	6.1.1.14	PTHR10745 PTHR10745:SF0	PF00587 PF03129
Phatr3_J45494	GO:0016020 GO:0005506 GO:0006633 GO:0055114 GO:0016021 GO:0016491 GO:0008610		PTHR11863	PF04116
Phatr3_J12217	GO:0005515		PTHR15606 PTHR15606:SF4	PF00226 PF13414
Phatr3_J45393	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J27263	GO:0032040		PTHR12416 PTHR12416:SF2	PF04900
Phatr3_J35181	GO:0003676 GO:0008270			PF00098
Phatr3_J54405	GO:0016020 GO:0016021 GO:0005452 GO:0006820 GO:0015698		PTHR11453	PF00955
Phatr3_J35250	GO:0016021 GO:0055085 GO:0016020		PTHR23510 PTHR23510:SF16	PF07690
Phatr3_EG01037	GO:0005743 GO:0061617			PF04418
Phatr3_J45678	GO:0016020 GO:0016021			
Phatr3_EG01066	GO:0016020 GO:0006886 GO:0016192 GO:0005484 GO:0016021 GO:0005622 GO:0061025		PTHR19957 PTHR19957:SF41	PF00804 PF05739
Phatr3_J12233	GO:0016020 GO:0055114 GO:0046872 GO:0016491 GO:0005739 GO:1902600 GO:0070469 GO:0051536 GO:0051537 GO:0008121 GO:0016679 GO:0022900 GO:0005743	1.10.2.2	PTHR10134 PTHR10134:SF13	PF00355 PF02921
Phatr3_J12044	GO:0004672 GO:0006468 GO:0005524		PTHR43173 PTHR43173:SF5	PF03109
Phatr3_J45485	GO:0000155 GO:0000160 GO:0007165 GO:0016020 GO:0023014 GO:0016310 GO:0016772 GO:0005622		PTHR43047	PF00072 PF00512 PF02518 PF13426
Phatr3_J45536	GO:0005524 GO:0004672 GO:0006468 GO:0016772 GO:0016020 GO:0016021		PTHR10566 PTHR10566:SF86	PF03109
Phatr3_J20026	GO:0016887 GO:0042626 GO:0005524 GO:0055085 GO:0016021		PTHR24221 PTHR24221:SF412	PF00005 PF00664
Phatr3_J45409	GO:0006355 GO:0003700 GO:0043565		PTHR19304 PTHR19304:SF5	
Phatr3_J54411	GO:0007165 GO:0016020 GO:0016021 GO:0007186 GO:0004930 GO:0004965		PTHR10519	PF00003 PF13407
Phatr3_J45400	GO:0005515		PTHR45288	PF13417
Phatr3_J45597	GO:0016020 GO:0016021 GO:0015743		PTHR31086	PF11744
Phatr3_J11922	GO:0005524 GO:0003677 GO:0006260		PTHR11669 PTHR11669:SF9	PF00004 PF08542
Phatr3_J45558	GO:0016021 GO:0055085 GO:0016020		PTHR23504 PTHR23504:SF1	PF07690
Phatr3_J45435	GO:0005515		PTHR44149	PF01535 PF13812
Phatr3_EG01045	GO:0004540 GO:0008033		PTHR10993 PTHR10993:SF12	PF01900
Phatr3_J45412	GO:0006508 GO:0008237		PTHR19325 PTHR19325:SF492	PF05572
Phatr3_J11965	GO:0003723 GO:0006396 GO:0001522 GO:0009451 GO:0009982		PTHR13767	PF01509
Phatr3_J12186	GO:0055114 GO:0006779 GO:0004109	1.3.3.3	PTHR10755 PTHR10755:SF3	PF01218
Phatr3_J45453	GO:0004143 GO:0016310	2.7.1.174	PTHR31303	
Phatr3_J3246	GO:0000166 GO:0005524 GO:0008152 GO:0005874 GO:0007018 GO:0008017 GO:0003777 GO:0005871 GO:0003774		PTHR24115 PTHR24115:SF592	PF00225
Phatr3_J12053	GO:0003723 GO:0006396 GO:0001510 GO:0008173		PTHR43191 PTHR43191:SF1	PF00588
Phatr3_J35196	GO:0008270		PTHR24007 PTHR24007:SF7	PF02148
Phatr3_J12234	GO:0043631 GO:0004652 GO:0031123 GO:0016779 GO:0005634 GO:0003723		PTHR10682 PTHR10682:SF10	PF04926 PF04928
Phatr3_EG02314	GO:0017056 GO:0006913 GO:0005643 GO:0005515		PTHR10350	PF08801
Phatr3_J12004	GO:0005737 GO:0006457		PTHR10772 PTHR10772:SF0	PF00166
Phatr3_EG01062	GO:0003676 GO:0008270			
Phatr3_EG02316	GO:0003756 GO:0055114 GO:0005783 GO:0006457 GO:0016671		PTHR12613 PTHR12613:SF0	PF04137 PF09733
Phatr3_EG01019	GO:0006355 GO:0007165			PF00989
Phatr3_J45657	GO:0050113 GO:0019310 GO:0005506 GO:0055114 GO:0005737	1.13.99.1	PTHR12588 PTHR12588:SF0	PF05153
Phatr3_EG01046	GO:0050290	3.1.4.12	PTHR12988	
Phatr3_J45476	GO:0007010 GO:0003779 GO:0051015		PTHR11977	PF02209
Phatr3_J45438	GO:0016020 GO:0016021			
Phatr3_J45588	GO:0016020 GO:0016021			
Phatr3_J45635	GO:0016702 GO:0005506 GO:0055114			
Phatr3_J45690	GO:0000166 GO:0005524		PTHR23389 PTHR23389:SF3	PF00004
Phatr3_J35233	GO:0005515 GO:0007051		PTHR44613	PF00307 PF00612 PF11971
Phatr3_J27278	GO:0009507 GO:0016020 GO:0018298 GO:0016021 GO:0015979 GO:0009523 GO:0009579 GO:0016168 GO:0009765 GO:0009535		PTHR21649 PTHR21649:SF15	PF00504
Phatr3_J45644	GO:0016020 GO:0016021			
Phatr3_J7664	GO:0004764 GO:0003855 GO:0055114 GO:0003824	4.2.1.10 1.1.1.25	PTHR21089 PTHR21089:SF1	PF01487 PF08501 PF18317
Phatr3_J11990	GO:0008152 GO:0008168 GO:0032259		PTHR13090 PTHR13090:SF1	PF08241
Phatr3_EG02313	GO:0004565 GO:0008152 GO:0016787 GO:0016798 GO:0005975 GO:0004553 GO:0005215 GO:0022857 GO:0055085 GO:0016021 GO:0016020	3.2.1.23	PTHR23421	PF00083 PF01301
Phatr3_J5043	GO:0005524 GO:0003824 GO:0006464 GO:0008641		PTHR10953 PTHR10953:SF4	PF00899 PF09358 PF10585
Phatr3_J45434	GO:0003824 GO:0008152 GO:0050662		PTHR43574 PTHR43574:SF13	PF01370
Phatr3_J12172	GO:0008531 GO:0016310 GO:0009231	2.7.1.26	PTHR22749	PF01687 PF13489
Phatr3_J19954	GO:0019825 GO:0015671 GO:0005506 GO:0020037 GO:0016020 GO:0016021		PTHR42801 PTHR42801:SF5	PF01152
Phatr3_J45420	GO:0016020 GO:0016021			
Phatr3_J27190	GO:0016853 GO:0003824 GO:0050662 GO:0003978 GO:0006012	5.1.3.2	PTHR43725 PTHR43725:SF8	PF16363
Phatr3_J45392	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J12118	GO:0000166 GO:0005524 GO:0004672 GO:0006468 GO:0016772 GO:0004674		PTHR24347	PF00069
Phatr3_J7969	GO:0005515		PTHR22880	PF00439 PF17035
Phatr3_J45639	GO:0008152 GO:0008168 GO:0032259		PTHR12176 PTHR12176:SF16	PF08241
Phatr3_J45592	GO:0004617 GO:0055114 GO:0016491 GO:0008152 GO:0051287 GO:0016616 GO:0016597		PTHR42938 PTHR42938:SF13	PF00389 PF02826
Phatr3_J19937	GO:0004386		PTHR18934 PTHR18934:SF117	PF00271 PF04408 PF07717
Phatr3_J45443	GO:0008270 GO:0008152 GO:0016829 GO:0004089	4.2.1.1	PTHR11002 PTHR11002:SF16	PF00484
Phatr3_J8045	GO:0016853 GO:0006457 GO:0000413 GO:0003755		PTHR43811 PTHR43811:SF19	PF00254
Phatr3_J20007	GO:0005737 GO:0006508 GO:0008233 GO:0016787 GO:0005634 GO:0000502 GO:0004175 GO:0004298 GO:0005839 GO:0051603		PTHR11599 PTHR11599:SF63	PF00227
Phatr3_J45684	GO:0051536		PTHR44579 PTHR44579:SF2	PF13370
Phatr3_J3137	GO:0035091 GO:0005737 GO:0005515		PTHR10555 PTHR10555:SF170	PF00787 PF09325
Phatr3_J19982	GO:0005681 GO:0000398 GO:0003723 GO:0005515 GO:0017070 GO:0030623		PTHR11140	PF08082 PF08083 PF08084 PF10596 PF10597 PF10598 PF12134
Phatr3_J45606	GO:0016020 GO:0006508 GO:0008233 GO:0016787 GO:0004222 GO:0008237		PTHR22726 PTHR22726:SF1	PF01435
Phatr3_J35397	GO:0016020 GO:0016021			
Phatr3_EG02536	GO:0000166		PTHR21231 PTHR21231:SF3	PF03029
Phatr3_J6847	GO:0003723 GO:0005622 GO:0006412 GO:0003735 GO:0005840 GO:0019843 GO:0015935		PTHR11831 PTHR11831:SF15	PF00163 PF01479
Phatr3_J35296	GO:0016020 GO:0055085 GO:0015297 GO:0006855 GO:0015238 GO:0016021		PTHR11206 PTHR11206:SF186	PF01554
Phatr3_EG01010	GO:0042254 GO:0005634		PTHR17602	PF04939
Phatr3_J45475	GO:0004298 GO:0005839 GO:0051603			PF00227
Phatr3_J12155	GO:0016630 GO:0055114 GO:0016491 GO:0008152	1.3.1.33	PTHR44419 PTHR44419:SF1	PF00106
Phatr3_EG02043	GO:0008612 GO:0019135		PTHR12697 PTHR12697:SF5	PF13646
Phatr3_EG02044	GO:0042558 GO:0004156 GO:0003848 GO:0044237 GO:0009396	2.5.1.15	PTHR20941	PF00809
Phatr3_J35460	GO:0055114 GO:0016491 GO:0008152		PTHR24320	PF00106
Phatr3_J35150	GO:0016888 GO:0000737 GO:0016788 GO:0006259		PTHR10060 PTHR10060:SF20	PF01026
Phatr3_J45401	GO:0035091		PTHR10555 PTHR10555:SF170	PF00787
Phatr3_J27234	GO:0006397 GO:0016787 GO:0016788		PTHR12849	PF00149 PF05011
Phatr3_J45621	GO:0005344 GO:0019825 GO:0015671 GO:0005506 GO:0020037 GO:0055114 GO:0016491 GO:0006810 GO:0071949 GO:0008941 GO:0051409		PTHR43396	PF00970 PF11563
Phatr3_J45676	GO:0016021 GO:0016020		PTHR12677 PTHR12677:SF24	
Phatr3_J45604	GO:0005515			PF00612
Phatr3_J45692	GO:0000166 GO:0003676 GO:0003824 GO:0005622 GO:0090305 GO:0044237 GO:0006139 GO:0008408		PTHR12124	PF00570 PF01424 PF01612
Phatr3_J8282	GO:0005634 GO:0003677		PTHR13711	PF00505
Phatr3_J54409	GO:0055114 GO:0016491 GO:0016020 GO:0016021		PTHR11972	PF08022
Phatr3_J45404	GO:0000166 GO:0005524 GO:0016887		PTHR43553 PTHR43553:SF3	PF00005
Phatr3_J35386	GO:0008168			PF08241
Phatr3_J35363	GO:0003824 GO:0008152 GO:0008641		PTHR43267 PTHR43267:SF1	PF00899
Phatr3_J45389	GO:0006355 GO:0003677 GO:0003700 GO:0043565 GO:0005634		PTHR10015 PTHR10015:SF220	PF00447
Phatr3_J45605	GO:0055114 GO:0046872 GO:0016491 GO:0016706		PTHR10209 PTHR10209:SF361	PF03171 PF14226
Phatr3_J11901	GO:0007034		PTHR10476 PTHR10476:SF2	PF03357
Phatr3_J45431	GO:0003677 GO:0008152 GO:0016787 GO:0003682 GO:0005515 GO:0005634 GO:0004407 GO:0032041 GO:0006325 GO:0016575 GO:0070932		PTHR10625 PTHR10625:SF181	PF00249 PF00850 PF12796
Phatr3_J45601	GO:0016020 GO:0016021 GO:0006810 GO:0016192		PTHR21136 PTHR21136:SF4	PF00957 PF13774
Phatr3_J27240	GO:0003824 GO:0006750 GO:0004357	6.3.2.2	PTHR11164	PF03074
Phatr3_J12157				
Phatr3_J35135	GO:0016020 GO:0016021			
Phatr3_J45740	GO:0016020 GO:0016021			PF12904 PF13204
Phatr3_J27508	GO:0005737 GO:0006508 GO:0006511 GO:0008233 GO:0016787 GO:0005634 GO:0000502 GO:0004175 GO:0004298 GO:0005839 GO:0019773 GO:0051603		PTHR11599 PTHR11599:SF12	PF00227 PF10584
Phatr3_J12510	GO:0046872 GO:0003824 GO:0016787 GO:0004721 GO:0004722 GO:0006470 GO:0043169	3.1.3.16	PTHR13832	PF00481
Phatr3_J35839	GO:0046872			
Phatr3_J12294	GO:0016853 GO:0008152 GO:0000413 GO:0003755		PTHR43629 PTHR43629:SF2	PF00639
Phatr3_J27282	GO:0006413 GO:0003743		PTHR23001 PTHR23001:SF3	PF01873
Phatr3_J45904	GO:0006508 GO:0008233 GO:0016787 GO:0004190 GO:0016020 GO:0016021		PTHR13683 PTHR13683:SF537	PF00026
Phatr3_J45827	GO:0016020 GO:0016021			
Phatr3_J35510	GO:0019898 GO:0009523 GO:0009654 GO:0015979 GO:0005509		PTHR31407 PTHR31407:SF3	PF01789
Phatr3_J12544	GO:0055114 GO:0016491 GO:0016706		PTHR10209 PTHR10209:SF216	
Phatr3_J45766	GO:0016020 GO:0016021		PTHR35283	PF11255
Phatr3_J35562	GO:0008152 GO:0016787 GO:0016020 GO:0016021		PTHR30383	PF13472
Phatr3_J35579	GO:0005515		PTHR43968 PTHR43968:SF3	PF13417
Phatr3_J12303	GO:0055114 GO:0016491 GO:0008152		PTHR44147	PF13561
Phatr3_J45798	GO:0016020 GO:0016021			
Phatr3_J35818	GO:0003908 GO:0003824 GO:0006281 GO:0032259		PTHR10815 PTHR10815:SF5	PF01035
Phatr3_J20192	GO:0004458 GO:0055114 GO:0016491 GO:0003824 GO:0050660 GO:0008762 GO:0016614 GO:0071949		PTHR43716 PTHR43716:SF1	PF01565 PF02913
Phatr3_EG00949	GO:0005515		PTHR22904	
Phatr3_J51933	GO:0007165 GO:0006355 GO:0003700		PTHR24351 PTHR24351:SF173	PF07716 PF13426
Phatr3_J45974	GO:0016020 GO:0016021		PTHR22950	PF01490
Phatr3_J45765	GO:0003676 GO:0000070 GO:1902412		PTHR13142	PF03941
Phatr3_J45795	GO:0006508 GO:0008233 GO:0008234 GO:0016787 GO:0016020 GO:0016021		PTHR12411 PTHR12411:SF418	PF00112
Phatr3_J45973	GO:0016020 GO:0016021		PTHR10174 PTHR10174:SF132	PF00650
Phatr3_J20342	GO:0016639 GO:0055114 GO:0016491 GO:0051536 GO:0050660 GO:0006537		PTHR43100 PTHR43100:SF2	PF07992 PF14691
Phatr3_EG00966	GO:0005622 GO:0005840 GO:0006412 GO:0003735			PF01632
Phatr3_J45731	GO:0003676		PTHR15672	PF12752
Phatr3_J12267	GO:0008152 GO:0016787 GO:0005739 GO:0016798 GO:0005634 GO:0006281 GO:0006974 GO:0006284 GO:0016799 GO:0004844 GO:0003684 GO:0006289 GO:0003676 GO:0008270 GO:0003906		PTHR11264	PF01149 PF03167 PF06831
Phatr3_J35739	GO:0016020 GO:0016021		PTHR34187	PF02656
Phatr3_J35799	GO:0005515		PTHR24161	PF12796
Phatr3_J3052	GO:0070475 GO:0005737 GO:0003824 GO:0051536 GO:0030488 GO:0006364 GO:0008173		PTHR30544 PTHR30544:SF5	PF04055
Phatr3_J35627	GO:0003824 GO:0008152 GO:0050662		PTHR15020 PTHR15020:SF11	
Phatr3_J27361	GO:0005215 GO:0022857 GO:0016020 GO:0055085 GO:0016021		PTHR23500 PTHR23500:SF198	PF00083
Phatr3_J12535	GO:0016020 GO:0016021		PTHR13229 PTHR13229:SF2	PF06842
Phatr3_J45953	GO:0005509 GO:0005622 GO:0005525 GO:0007264 GO:0003924 GO:0016020 GO:0016021		PTHR24072 PTHR24072:SF73	PF00071 PF01926 PF08356
Phatr3_J12269	GO:0016021 GO:0009058 GO:0006744 GO:0004659 GO:0016765 GO:0016020		PTHR11048 PTHR11048:SF28	PF01040
Phatr3_J2762	GO:0055085 GO:0016021		PTHR31503 PTHR31503:SF22	PF01699
Phatr3_J45888	GO:0042254		PTHR12455	PF03914
Phatr3_EG00994	GO:0003676 GO:0008270			PF00098
Phatr3_J45748	GO:0005524 GO:0004672 GO:0006468 GO:0016772		PTHR23257	PF00069
Phatr3_J35809	GO:0016020 GO:0016021			
Phatr3_J45778	GO:0016020 GO:0016021		PTHR43329 PTHR43329:SF16	PF00561
Phatr3_J12313	GO:0016787 GO:0005975 GO:0004553 GO:0016020 GO:0016021		PTHR42721	PF00933 PF01915 PF14310
Phatr3_J8469	GO:0051082 GO:0006457		PTHR24078 PTHR24078:SF519	PF00226 PF01556
Phatr3_J20188	GO:0005525 GO:0003924		PTHR42908 PTHR42908:SF3	PF00009 PF00679
Phatr3_J54477	GO:0048037 GO:0044262 GO:0004775 GO:0003878 GO:0016740 GO:0005524 GO:0005737 GO:0003824 GO:0008152 GO:0016746 GO:0046912 GO:0006101 GO:0046872 GO:0000166 GO:0006629 GO:0006085	6.2.1.5 2.3.3.8	PTHR23118 PTHR23118:SF0	PF00285 PF00549 PF02629 PF08442 PF16114
Phatr3_J27385	GO:0006425 GO:0004819 GO:0000166 GO:0005524 GO:0005737 GO:0006412 GO:0016874 GO:0004812 GO:0006418 GO:0043039	6.1.1.18	PTHR43097 PTHR43097:SF4	PF00749 PF03950
Phatr3_J45721	GO:0016020 GO:0016021			
Phatr3_J45722	GO:0005515			PF00856
Phatr3_J54505	GO:0003712 GO:0006355 GO:0008270 GO:0046872 GO:0005634 GO:0016573 GO:0004402 GO:0005515		PTHR13808 PTHR13808:SF1	PF00439 PF00569 PF02135 PF08214 PF16987
Phatr3_J35702	GO:0005524 GO:0004672 GO:0006468 GO:0016772		PTHR44084	PF00069
Phatr3_J20310	GO:0055114 GO:0016491 GO:0008152 GO:0050660 GO:0003995 GO:0016627		PTHR43884 PTHR43884:SF1	PF00441 PF02770 PF02771
Phatr3_J20308	GO:0008152 GO:0016881		PTHR43915 PTHR43915:SF5	PF00179
Phatr3_J45833	GO:0016020 GO:0016021			
Phatr3_J51952	GO:0003904 GO:0003913 GO:0016829 GO:0006281		PTHR10211 PTHR10211:SF0	PF00875
Phatr3_J46009	GO:0005509 GO:0016020 GO:0016021			
Phatr3_J45915	GO:0006606		PTHR10527 PTHR10527:SF5	
Phatr3_J12538	GO:0034450 GO:0000151 GO:0006511 GO:0016874 GO:0004842 GO:0016567		PTHR13931 PTHR13931:SF2	PF04564 PF10408
Phatr3_J45870	GO:0008289 GO:0016020 GO:0016021		PTHR34730	
Phatr3_J12309	GO:0005634		PTHR19411	PF01125
Phatr3_J45981	GO:0016020 GO:0016021		PTHR12242	
Phatr3_J45880	GO:0003735 GO:0032543		PTHR21396	PF05047
Phatr3_J4021	GO:0016702 GO:0055114 GO:0046872		PTHR10543 PTHR10543:SF81	PF03055
Phatr3_J45839	GO:0019835 GO:0016021 GO:0016020		PTHR20855 PTHR20855:SF3	PF03006
Phatr3_J45828	GO:0000055 GO:0030036 GO:0042273 GO:0005622		PTHR12730	PF05285
Phatr3_J12431	GO:0003824	3.1.4.4	PTHR18896 PTHR18896:SF60	PF00168 PF00614 PF12357
Phatr3_J45826	GO:0051259 GO:0006457 GO:0051087 GO:0001671 GO:0097428 GO:0032781		PTHR14021 PTHR14021:SF15	PF00226 PF07743
Phatr3_J45960	GO:0006508 GO:0008233 GO:0016787 GO:0004180 GO:0004185 GO:0016020 GO:0016021		PTHR11802 PTHR11802:SF190	PF00450
Phatr3_J45997	GO:0000287 GO:0016740 GO:0006096 GO:0003824 GO:0004743 GO:0016301 GO:0016310 GO:0030955	2.7.1.40	PTHR11817 PTHR11817:SF39	PF00224 PF02887
Phatr3_J45835	GO:0007165 GO:0016020 GO:0016021 GO:0008158		PTHR10796	PF02460
Phatr3_J35749	GO:0016020 GO:0016021			
Phatr3_J35670	GO:0046982 GO:0071821		PTHR22980 PTHR22980:SF0	PF15630
Phatr3_J35564	GO:0008152 GO:0016787			PF02230
Phatr3_J45773	GO:0006508 GO:0004252		PTHR10381	PF00574
Phatr3_J45777	GO:0003723			
Phatr3_J51970	GO:0055114 GO:0046872 GO:0016491 GO:0051287 GO:0006108 GO:0004470 GO:0004471		PTHR23406	PF00390 PF03949
Phatr3_J45954	GO:0008270 GO:0046872 GO:0003677 GO:0005515		PTHR22880 PTHR22880:SF200	PF00628
Phatr3_J35869	GO:0008152 GO:0016787 GO:0005634 GO:0004407 GO:0032041 GO:0006325 GO:0016575 GO:0070932		PTHR10625 PTHR10625:SF177	PF00850
Phatr3_J12305	GO:0070403 GO:0008270		PTHR11085 PTHR11085:SF3	PF02146 PF02148
Phatr3_J12424	GO:0016021		PTHR10783 PTHR10783:SF4	PF03105 PF03124
Phatr3_J12254	GO:0016853 GO:0006457 GO:0000413 GO:0003755		PTHR43811 PTHR43811:SF20	PF00254 PF01346
Phatr3_J45965	GO:0016020 GO:0016021		PTHR42920 PTHR42920:SF1	PF00892
Phatr3_J45779	GO:0006367 GO:0005669		PTHR12228 PTHR12228:SF0	PF04658
Phatr3_J45782	GO:0016020 GO:0016021		PTHR12385 PTHR12385:SF14	PF04515
Phatr3_J45789	GO:0016021 GO:0055085 GO:0016020		PTHR31651 PTHR31651:SF5	PF03547
Phatr3_J45918	GO:0055114 GO:0016491 GO:0008152		PTHR43490 PTHR43490:SF56	PF00106
Phatr3_J45852	GO:0003333 GO:0015801 GO:0015173 GO:0005887 GO:0016020 GO:0016021		PTHR32195 PTHR32195:SF21	PF03222
Phatr3_EG02308	GO:0005524 GO:0003677 GO:0005515		PTHR10799 PTHR10799:SF832	PF00176 PF00271 PF07529
Phatr3_EG02027	GO:0008237			PF05572
Phatr3_J20335	GO:0000166 GO:0005524 GO:0003676 GO:0008152 GO:0016787 GO:0004386 GO:0008026		PTHR18934 PTHR18934:SF85	PF00270 PF00271 PF04408 PF07717
Phatr3_J45784	GO:0016020 GO:0016021			
Phatr3_EG00958	GO:0005515			
Phatr3_J27375	GO:0016853 GO:0006457 GO:0000413 GO:0003755 GO:0016567 GO:0004842		PTHR11071 PTHR11071:SF147	PF00160 PF04641
Phatr3_J35566	GO:0006166 GO:0004422 GO:0016740 GO:0005737 GO:0009116 GO:0046872 GO:0000166 GO:0016757 GO:0052657 GO:0032264	2.4.2.8	PTHR43340 PTHR43340:SF1	PF00156
Phatr3_J35741	GO:0005515		PTHR15454 PTHR15454:SF17	PF13855
Phatr3_J35540	GO:0006508 GO:0008237			
Phatr3_J45790	GO:0045017 GO:0004144	2.3.1.20	PTHR31650 PTHR31650:SF1	PF03007 PF06974
Phatr3_J35876	GO:0005515			PF17820
Phatr3_J45942	GO:0016020 GO:0016021			
Phatr3_J27286	GO:0003755 GO:0005515		PTHR10657 PTHR10657:SF4	PF00397 PF00639
Phatr3_J12405	GO:0016020 GO:0016021 GO:0006810 GO:0022857		PTHR24089 PTHR24089:SF649	PF00153
Phatr3_J45791	GO:0005515			PF00169
Phatr3_J54493	GO:0070569 GO:0003977 GO:0016740 GO:0016779 GO:0008152		PTHR11952 PTHR11952:SF9	PF01704
Phatr3_J45967	GO:0016020 GO:0016021			
Phatr3_J45844	GO:0005515		PTHR22904 PTHR22904:SF487	
Phatr3_J45797	GO:0016020 GO:0016021			
Phatr3_J45920	GO:0005515			
Phatr3_J35813	GO:0006419 GO:0004813 GO:0000166 GO:0005524 GO:0003676 GO:0043039 GO:0004812	6.1.1.7	PTHR43462 PTHR43462:SF2	PF07973
Phatr3_EG00957	GO:0005622 GO:0005840 GO:0006412 GO:0003735		PTHR11620	PF00276 PF03939
Phatr3_J45802	GO:0008270 GO:0008152 GO:0016874 GO:0004842 GO:0016567		PTHR11254	PF00632
Phatr3_J46010	GO:0005515			PF00856
Phatr3_J35513	GO:0005622 GO:0006412 GO:0003735 GO:0005840		PTHR44923	PF00542
Phatr3_J12252	GO:0035494 GO:0016887 GO:0005524		PTHR23078	PF00004 PF17862
Phatr3_J45871	GO:0006396 GO:0005622 GO:0030515 GO:0005515 GO:0000462		PTHR23271	PF08640
Phatr3_J45822	GO:0016020 GO:0016021			
Phatr3_J45947	GO:0003824 GO:0008152 GO:0016747 GO:0016740 GO:0016746		PTHR18919 PTHR18919:SF107	PF00108 PF02803
Phatr3_EG00965	GO:0003676	2.7.7.7	PTHR44381 PTHR44381:SF3	PF07727
Phatr3_J12265	GO:0016020 GO:0016021		PTHR12608 PTHR12608:SF6	PF01169
Phatr3_J45755	GO:0055114 GO:0016491		PTHR10696 PTHR10696:SF21	PF02668
Phatr3_J45813	GO:0032259 GO:0008170 GO:0006644		PTHR31906 PTHR31906:SF16	PF04755
Phatr3_J35537	GO:0008237 GO:0006508 GO:0004222			PF13688
Phatr3_J45715	GO:0000166 GO:0005524 GO:0003676 GO:0004812 GO:0006418	6.1.1.16	PTHR10890 PTHR10890:SF21	PF02037
