Gene ID	GO	KO
GFH29270	GO:0005515	K10752
GFH29272	GO:0003676	K12741
GFH29281	GO:0005515	
GFH29283	GO:0005509	K06268
GFH29284	GO:0005515	K12602
GFH29297	GO:0005975 GO:0004553	K01187
GFH29298	GO:0005975 GO:0004553	
GFH29305	GO:0055114 GO:0008033 GO:0050660 GO:0017150	
GFH29314	GO:0055114 GO:0016620	K00134
GFH29323	GO:0008168 GO:0006480	K18534
GFH29329	GO:0006779 GO:0004853	
GFH29332	GO:0055114 GO:0008610 GO:0016491 GO:0005506	
GFH29354	GO:0008295 GO:0006597 GO:0004014	K01611
GFH29361	GO:0005534	K18674
GFH29368	GO:0005524	
GFH29380	GO:0003824	K18482
GFH29383	GO:0005737 GO:0055114 GO:0016627	K00207
GFH29390	GO:0005524 GO:0003678 GO:0006310 GO:0006281 GO:0009378	K04499
GFH29396	GO:0006139 GO:0008408 GO:0003676	
GFH29400	GO:0055114 GO:0003824	K00088
GFH29403	GO:0035556 GO:0009190	K12323
GFH29407	GO:0019211	
GFH29424	GO:0005515	K11426
GFH29440	GO:0003676	K12831
GFH29449	GO:0006468 GO:0004672 GO:0005524	
GFH29450	GO:0019346 GO:0030170 GO:0009058	K01739
GFH29451	GO:0006468 GO:0005524 GO:0004672	
GFH29452	GO:0016021 GO:0007154 GO:0055085	K05849
GFH29457	GO:0005509	
GFH29467	GO:0006351 GO:0003899 GO:0003677	K10908
GFH29477	GO:0009654 GO:0042549 GO:0010207 GO:0010242	K02716
GFH29480	GO:0003676	
GFH29488	GO:0006468 GO:0005524 GO:0004672 GO:0004674	K08790
GFH29505	GO:0008270	
GFH29513	GO:0005524 GO:0003676 GO:0005634 GO:0004386 GO:0003723	K16911
GFH29514	GO:0008080 GO:0016747	K22450
GFH29518	GO:0005737 GO:0006423 GO:0005524 GO:0004817 GO:0000166	
GFH29521	GO:0006468 GO:0004672 GO:0005524	K04427
GFH29522	GO:0006468 GO:0004672 GO:0005524	
GFH29529	GO:0006468 GO:0004672	
GFH29549	GO:0005669 GO:0006352	K03126
GFH29557	GO:0007018 GO:0008017 GO:0005524 GO:0003777	
GFH29565	GO:0016301	K04715
GFH29567	GO:0006508 GO:0004252	
GFH29568	GO:0005515	
GFH29575	GO:0016787	
GFH29581	GO:0005515	
GFH29583	GO:0005525 GO:0003924	
GFH29594	GO:0016310 GO:0016772	
GFH29595	GO:0005515	
GFH29613	GO:0055114 GO:0016627	K00232
GFH29624	GO:0005509	
GFH29630	GO:0005515	K04097
GFH29640	GO:0005515	
GFH29641	GO:0005515	
GFH29656	GO:0055114 GO:0016616 GO:0016491	
GFH29664	GO:0006464	
GFH29669	GO:0003824	
GFH29674	GO:0019898 GO:0009654 GO:0009523 GO:0015979 GO:0005509	K02717
GFH29695	GO:0016021 GO:0055085	
GFH29696	GO:0006813 GO:0008324	
GFH29706	GO:0016021 GO:0055085	K13754
GFH29735	GO:0055114 GO:0003824	K00088
GFH29736	GO:0016887 GO:0005524	
GFH29737	GO:0006468 GO:0005524 GO:0004672	
GFH29739	GO:0006298 GO:0030983 GO:0005524	
GFH29742	GO:0035556 GO:0009190	
GFH29745	GO:0015940 GO:0003864	
GFH29747	GO:0055114 GO:0016627	K00232
GFH29762	GO:0006468 GO:0004672 GO:0005524	
GFH29777	GO:0005515	K10273
GFH29779	GO:0005524 GO:0003676	
GFH29788	GO:0006418 GO:0005524 GO:0004812 GO:0000166	
GFH29806	GO:0006468 GO:0005524 GO:0004672	
GFH29809	GO:0009058 GO:0030170	K00639
GFH29829	GO:0005515	K11790
GFH29830	GO:0004842	K10587
GFH29831	GO:0006779 GO:0004853	
GFH29833	GO:0016020 GO:0006817 GO:0005315	
GFH29834	GO:0006779 GO:0004853	
GFH29842	GO:0008270	
GFH29843	GO:0004781	K00958
GFH29850	GO:0019898 GO:0009654 GO:0009523 GO:0015979 GO:0005509	
GFH29853	GO:0055114 GO:0016114 GO:0046429	
GFH29855	GO:0007018 GO:0008017 GO:0005524 GO:0003777	K10406
GFH29860	GO:0055114 GO:0016491	
GFH29865	GO:0004527 GO:0003676	
GFH29881	GO:0006614 GO:0005525	K03106
GFH29884	GO:0006413 GO:0003743	
GFH29886	GO:2001070	K22267
GFH29888	GO:0009228 GO:0004417	K00878
GFH29895	GO:0005840 GO:0006412 GO:0003735	K02971
GFH29900	GO:0016020 GO:0006486 GO:0004576	K07151
GFH29903	GO:0055114 GO:0016491	
GFH29908	GO:0016020 GO:0055085 GO:0022857	
GFH29914	GO:0005634 GO:0006355 GO:0003677	
GFH29916	GO:0006468 GO:0005524 GO:0004672	
GFH29917	GO:0016020 GO:0006487 GO:0003830	K00737
GFH29918	GO:0042578	K22913
GFH29924	GO:0055114 GO:0016491	K00472
GFH29929	GO:0055114 GO:0016491 GO:0010181	
GFH29935	GO:0016021 GO:0055085 GO:0042626 GO:0005524	
GFH29939	GO:0003824	
GFH29941	GO:0006468 GO:0005524 GO:0004672	
GFH29942	GO:0006468 GO:0005524 GO:0004672	
GFH29944	GO:0055114 GO:0016491 GO:0016616	K00051
GFH29954	GO:0016021	K23727
GFH29961	GO:0051287	K00029
GFH29962	GO:0004781	
GFH29963	GO:0016020 GO:0055085 GO:0006811 GO:0005216	
GFH29973	GO:0008080 GO:0016747	K17972
GFH29975	GO:0003723	K14844
GFH29978	GO:0016020 GO:0055085 GO:0022857	
GFH29983	GO:0016021 GO:0004190	
GFH29991	GO:0055114 GO:0016714	K00502
GFH29993	GO:0006508 GO:0004222	K01410
GFH29996	GO:0006396	K03177
GFH30008	GO:0016020 GO:0006817 GO:0005315	
GFH30010	GO:0016020 GO:0006817 GO:0005315	K14640
GFH30011	GO:0016192	
GFH30012	GO:0006468 GO:0005524 GO:0004672	
GFH30016	GO:0005840 GO:0006412 GO:0003735 GO:0003723	K02988
GFH30023	GO:0006468 GO:0005524 GO:0004672	
GFH30027	GO:0005840 GO:0006412 GO:0003735	K02891
GFH30031	GO:0016021 GO:0055085 GO:0006812 GO:0015299	
GFH30040	GO:0019898 GO:0009654 GO:0009523 GO:0015979 GO:0005509	
GFH30045	GO:0016020 GO:0006817 GO:0005315	
GFH30047	GO:0016567 GO:0004842	
GFH30049	GO:0016020 GO:0055085 GO:0022857	
GFH30052	GO:0003676	K13207
GFH30057	GO:0016887 GO:0005524	
GFH30064	GO:0005524 GO:0006310 GO:0006281 GO:0009378 GO:0016887	K22766
GFH30067	GO:0045454	
GFH30086	GO:0003860	K05605
GFH30101	GO:0006468 GO:0005524 GO:0004672	
GFH30104	GO:0006468 GO:0004672 GO:0005524	
GFH30105	GO:0016272 GO:0006457 GO:0051082	K09550
GFH30108	GO:0006508 GO:0004252	
GFH30112	GO:0015631	K21766
GFH30116	GO:0006508 GO:0008236	
GFH30122	GO:0043039 GO:0005524 GO:0004812	
GFH30127	GO:0008610 GO:0008168	
GFH30128	GO:0005515	
GFH30130	GO:0005515	K14319
GFH30149	GO:0005515	
GFH30152	GO:0055114 GO:0051536 GO:0020037 GO:0016491	K00392
GFH30155	GO:0003677	
GFH30163	GO:0032259 GO:0008168	
GFH30180	GO:0005515	
GFH30181	GO:0004620	
GFH30188	GO:0016020 GO:0006811 GO:0005216	
GFH30189	GO:0007165 GO:0000155	
GFH30191	GO:0005737 GO:0006886	K20180
GFH30207	GO:0005515	
GFH30211	GO:0007165 GO:0004114	K13755
GFH30212	GO:0005664 GO:0006260 GO:0003677	
GFH30213	GO:0005664 GO:0006260 GO:0003677	
GFH30214	GO:0005515	
GFH30224	GO:0006468 GO:0005524 GO:0004672	K14498
GFH30235	GO:0070008 GO:0004252	
GFH30236	GO:0006351 GO:0003899 GO:0003677	K10908
GFH30240	GO:0008080	
GFH30247	GO:0003676	K13158
GFH30248	GO:0005524	K22530
GFH30250	GO:0005515	K03350
GFH30256	GO:0006396	K03177
GFH30265	GO:0006629	
GFH30269	GO:0005975	K01057
GFH30272	GO:0016021 GO:0055085 GO:0042626 GO:0005524	
GFH30273	GO:0016887 GO:0005524	
GFH30277	GO:0055114 GO:0016491	K00234
GFH30295	GO:0016021	
GFH30298	GO:0055114 GO:0008610 GO:0016491 GO:0005506	
GFH30299	GO:0005840	
GFH30305	GO:0006468 GO:0004672 GO:0005524	
GFH30306	GO:0006418 GO:0005524 GO:0004812 GO:0000166	
GFH30311	GO:0005525	
GFH30313	GO:0005515	K01090
GFH30317	GO:0005515	
GFH30321	GO:0005634 GO:0003676	K12830
GFH30349	GO:0005524 GO:0003678 GO:0003677	K15362
GFH30355	GO:0005525 GO:0003924	
GFH30369	GO:0005515	
GFH30379	GO:0005783 GO:0006457 GO:0051082 GO:0005509 GO:0016787	K08057
GFH30380	GO:0016021 GO:0006812 GO:0016887	
GFH30387	GO:0006468 GO:0005524 GO:0004672	K08269
GFH30389	GO:0015977 GO:0006099 GO:0008964	K01595
GFH30392	GO:0003824	K01895
GFH30403	GO:0055114 GO:0020037 GO:0016705 GO:0005506	K15747
GFH30406	GO:0003352	
GFH30413	GO:0006629	
GFH30421	GO:0016757	
GFH30430	GO:0016787	
GFH30432	GO:0051536 GO:0009055	K02639
GFH30433	GO:0005515	
GFH30443	GO:0005975 GO:0003824	
GFH30451	GO:0016020 GO:0055085 GO:0042910 GO:0015297	
GFH30457	GO:0006351 GO:0003899 GO:0003677	
GFH30460	GO:0000413 GO:0003755	K09567
GFH30464	GO:0005524 GO:0016887	
GFH30479	GO:0006355 GO:0042393	
GFH30484	GO:0005515	K16462
GFH30487	GO:0009411 GO:0006289 GO:0004519	
GFH30492	GO:0006468 GO:0005524 GO:0004672	
GFH30495	GO:0000502 GO:0042176 GO:0030234	
GFH30496	GO:0005515	
GFH30510	GO:0005789 GO:0016758	K03849
GFH30521	GO:0006629	
GFH30523	GO:0003676	K12842
GFH30524	GO:0006468 GO:0005524 GO:0004672	
GFH30526	GO:0006468 GO:0005524 GO:0004672	
GFH30531	GO:0005643 GO:0000124 GO:0045893 GO:0006406 GO:0003713	
GFH30538	GO:0009116	K00764
GFH30551	GO:0006511 GO:0031625	
GFH30563	GO:0003676	
GFH30566	GO:0008641	K03178
GFH30569	GO:0016020 GO:0055085 GO:0022857	
GFH30575	GO:0016021	
GFH30585	GO:0007034	K12198
GFH30597	GO:0045454	
GFH30602	GO:0055114 GO:0008033 GO:0050660 GO:0017150	K05541
GFH30605	GO:0005524 GO:0003676	
GFH30617	GO:0006303 GO:0003677 GO:0003678	
GFH30619	GO:0019752 GO:0004451	
GFH30627	GO:0008654 GO:0006021 GO:0004512	
GFH30670	GO:0055114 GO:0016491	
GFH30675	GO:0005515	K19678
GFH30676	GO:0008080 GO:0016747	
GFH30677	GO:0007034	K12194
GFH30684	GO:0006629	K21737
GFH30694	GO:0032040	K14773
GFH30698	GO:0005852 GO:0005737 GO:0003743	K03251
GFH30701	GO:0005525 GO:0003924	K06949
GFH30705	GO:0006281 GO:0000723 GO:0003678	K15255
GFH30714	GO:0016020 GO:0015696 GO:0008519	
GFH30729	GO:0003723	
GFH30732	GO:0016021 GO:0016765	
GFH30734	GO:0000413 GO:0003755	K09565
GFH30735	GO:0030976 GO:0003824 GO:0000287	K01652
GFH30741	GO:0006508 GO:0008236	K03797
GFH30743	GO:0005515	
GFH30747	GO:0004386	K14780
GFH30751	GO:0046872	
GFH30754	GO:0005525 GO:0003924	
GFH30755	GO:0005525	
GFH30761	GO:0016020 GO:0055085 GO:0042910 GO:0015297	
GFH30763	GO:0016020 GO:0048193	K08500
GFH30765	GO:0005737 GO:0055114 GO:0019310 GO:0050113 GO:0005506	K00469
GFH30778	GO:0006468 GO:0004672 GO:0005524	
GFH30809	GO:0015979	
GFH30817	GO:0007165 GO:0004114	
GFH30820	GO:0006508 GO:0004252	
GFH30824	GO:0050660 GO:0003824 GO:0055114 GO:0016491	K18930
GFH30832	GO:0055085	K15276
GFH30833	GO:0006468 GO:0005524 GO:0004672	
GFH30836	GO:0000462 GO:0030515	
GFH30851	GO:0006468 GO:0005524 GO:0004672	
GFH30861	GO:0005840 GO:0006412 GO:0003735	K02867
GFH30862	GO:0005840 GO:0006412 GO:0003735	
GFH30874	GO:0007165 GO:0004114	
GFH30881	GO:0006508 GO:0005524 GO:0004222	
GFH30898	GO:0046983	
GFH30904	GO:0055114 GO:0008137	K03880
GFH30905	GO:0009165 GO:0004749 GO:0000287 GO:0009116	K00948
GFH30906	GO:0009165 GO:0004749 GO:0000287 GO:0009116	K00948
GFH30913	GO:0003824	
GFH30914	GO:0006629 GO:0008081	K18696
GFH30918	GO:0055114 GO:0016491	
GFH30919	GO:0016020 GO:0055085 GO:0006811 GO:0005216	
GFH30920	GO:0006468 GO:0005524 GO:0004672	
GFH30926	GO:0006750 GO:0005524 GO:0004363	K21456
GFH30932	GO:0009451 GO:0001522 GO:0009982 GO:0003723	
GFH30936	GO:0005515	K15542
GFH30937	GO:0055114 GO:0020037 GO:0016705 GO:0005506	K07439
GFH30938	GO:0006526 GO:0005524 GO:0004055	
GFH30949	GO:0005515	
GFH30961	GO:0006468 GO:0005524 GO:0004672	
GFH30971	GO:0055114 GO:0006788 GO:0004392	K21480
GFH30973	GO:0043015	
GFH30993	GO:0005515	
GFH30999	GO:0016887 GO:0005524	
GFH31003	GO:0036038 GO:0060271 GO:0010826	K19348
GFH31005	GO:0055114 GO:0008033 GO:0050660 GO:0017150	K05544
GFH31011	GO:0046983	
GFH31017	GO:0003723	
GFH31018	GO:0003723	
GFH31026	GO:0016021	K13348
GFH31030	GO:0016538	K02219
GFH31031	GO:0071949	
GFH31032	GO:0003824	K01598
GFH31038	GO:0006366	
GFH31039	GO:0006879 GO:0008199	
GFH31043	GO:0051082 GO:0031072	K03686
GFH31045	GO:0016579 GO:0004843	K11863
GFH31049	GO:0005840 GO:0006412 GO:0003735	K02949
GFH31054	GO:0055114 GO:0008610 GO:0016491 GO:0005506	K00227
GFH31067	GO:0032040 GO:0006364	
GFH31073	GO:0006468 GO:0004672 GO:0005524	
GFH31074	GO:0005839 GO:0051603 GO:0004298	K01419
GFH31081	GO:0006468 GO:0005524 GO:0004672	
GFH31084	GO:0008299	
GFH31087	GO:0005524 GO:0016887 GO:0006310 GO:0006281 GO:0009378	
GFH31093	GO:0006355	
GFH31095	GO:0055114 GO:0010309	K08967
GFH31096	GO:0005515	
GFH31097	GO:0005786 GO:0006614 GO:0030942 GO:0008312 GO:0005047	
GFH31108	GO:0006351 GO:0003899 GO:0003677	
GFH31109	GO:0005515	K12179
GFH31112	GO:0003676	
GFH31126	GO:0016021 GO:0055085	K13754
GFH31143	GO:0003824	K01900
GFH31149	GO:0006351 GO:0003899	
GFH31179	GO:0055085	
GFH31187	GO:0005515	K16462
GFH31189	GO:0006270 GO:0005524 GO:0003677	
GFH31193	GO:0016020 GO:0005509 GO:0004571	
GFH31213	GO:0006396 GO:0008173 GO:0003723	
GFH31217	GO:0045454	K03671
GFH31220	GO:0055114 GO:0006694 GO:0016616 GO:0003854	
GFH31231	GO:0006468 GO:0005524 GO:0004672	
GFH31247	GO:0016021	
GFH31249	GO:0016021	
GFH31254	GO:0005509	
GFH31255	GO:0008299	K05356
GFH31256	GO:0006468 GO:0004672	
GFH31269	GO:0033177 GO:1902600 GO:0015078	K02128
GFH31273	GO:0005737 GO:0006426 GO:0005524 GO:0004820 GO:0000166	
GFH31288	GO:0006468 GO:0005524 GO:0004672	K08794
GFH31314	GO:0006468 GO:0005524 GO:0004672	K08824
GFH31323	GO:0055114 GO:0016491	
GFH31328	GO:0046872	K23333
GFH31334	GO:0006468 GO:0005524 GO:0004672	
GFH31347	GO:0003968	
GFH31355	GO:0005840 GO:0006412 GO:0003735 GO:0003723	
GFH31359	GO:0055114 GO:0016491	K00472
GFH31362	GO:0016021	K07297
GFH31365	GO:0042823 GO:0042819 GO:0004359 GO:0009236 GO:0003824	K08681
GFH31369	GO:0005777 GO:0006635 GO:0003997	
GFH31373	GO:0006468 GO:0005524 GO:0004672	
GFH31387	GO:0016020 GO:0006487 GO:0003830	
GFH31397	GO:0070403	K11416
GFH31398	GO:0008270 GO:0046872 GO:0005680 GO:0004842	
GFH31402	GO:0033014 GO:0046872 GO:0004655	K01698
GFH31406	GO:0004425	
GFH31415	GO:0005525 GO:0003924	K07937
GFH31438	GO:0016020 GO:0055085 GO:0022857	
GFH31439	GO:0006508 GO:0005524 GO:0004222	
GFH31447	GO:0015031 GO:0006457	
GFH31448	GO:0015031 GO:0006457	
GFH31459	GO:0055114 GO:0051537 GO:0016491 GO:0008942	
GFH31466	GO:0035556 GO:0009190	
GFH31474	GO:0055114 GO:0006260	
GFH31490	GO:0000145 GO:0006887	
GFH31492	GO:0005975 GO:0008184	
GFH31493	GO:0005975 GO:0008184	
GFH31505	GO:0046938 GO:0010038 GO:0046872 GO:0016756	K05941
GFH31508	GO:0003924	
GFH31513	GO:0003824	
GFH31521	GO:0055114 GO:0051287 GO:0016616	K00012
GFH31529	GO:0003824	
GFH31532	GO:0055114 GO:0016491	
GFH31533	GO:0033014 GO:0004852	
GFH31540	GO:0005840 GO:0006412 GO:0003735	K02953
GFH31549	GO:0042025	
GFH31553	GO:0005524	
GFH31566	GO:0032259 GO:0008168	K06442
GFH31577	GO:0005525 GO:0003924	K07952
GFH31582	GO:0006508 GO:0008236	K01285
GFH31583	GO:0008270 GO:0003676	
GFH31589	GO:0008080	K14521
GFH31594	GO:0008168 GO:0006480 GO:0009877 GO:0009312 GO:0008757	K05929
GFH31595	GO:0043248 GO:0060090	
GFH31601	GO:0005515	K17550
GFH31635	GO:0003676	
GFH31637	GO:0003676	
GFH31639	GO:0006468 GO:0005524 GO:0004672	
GFH31640	GO:0006614 GO:0005525	
GFH31651	GO:0016579 GO:0036459	
GFH31654	GO:0003676	K12741
GFH31662	GO:0016887 GO:0005524	
GFH31667	GO:0005730 GO:0008168	K14850
GFH31681	GO:0005524	
GFH31691	GO:0003924	K10390
GFH31701	GO:0015977 GO:0006099 GO:0008964	
GFH31711	GO:0005524	
GFH31712	GO:0005840 GO:0006412 GO:0003735	K02961
GFH31717	GO:0016021	
GFH31718	GO:0005515	
GFH31719	GO:0010181	
GFH31720	GO:0006508 GO:0008270 GO:0004181	
GFH31725	GO:0045454 GO:0015035 GO:0009055	
GFH31726	GO:0005525 GO:0003924	
GFH31740	GO:0055114 GO:0008610 GO:0016491 GO:0005506	K00227
GFH31746	GO:0005524	
GFH31752	GO:0003755	
GFH31757	GO:2001070	
GFH31769	GO:0008610 GO:0008168	
GFH31773	GO:0005515	
GFH31779	GO:0005515	
GFH31787	GO:0006468 GO:0005524 GO:0004672	
GFH31790	GO:0006418 GO:0005524 GO:0004812 GO:0000166	K01883
GFH31799	GO:0005524	K22399
GFH31805	GO:0005525 GO:0003924	K07962
GFH31828	GO:0005515	
GFH31846	GO:0016020 GO:0000148 GO:0006075 GO:0003843	
GFH31848	GO:0016020 GO:0000148 GO:0006075 GO:0003843	
GFH31858	GO:0008080	K14682
GFH31862	GO:0055114 GO:0009916	
GFH31868	GO:0003924	
GFH31879	GO:0016021 GO:0035434 GO:0005375	
GFH31880	GO:0008168	
GFH31889	GO:0005524 GO:0003676	
GFH31892	GO:0005525	
GFH31900	GO:0030131 GO:0016192 GO:0006886	
GFH31907	GO:0009058 GO:0030170	
GFH31908	GO:0043039 GO:0005524 GO:0004812	
GFH31910	GO:0006468 GO:0005524 GO:0004672	K19603
GFH31914	GO:0019239	
GFH31927	GO:0055114 GO:0016491	
GFH31939	GO:0004672	
GFH31943	GO:0005524	
GFH31946	GO:0035556 GO:0009190	
GFH31964	GO:0005515	K22614
GFH31982	GO:0055114 GO:0016491 GO:0071949	
GFH31989	GO:0006396	K12869
GFH31990	GO:0005643 GO:0017056	K14309
GFH32020	GO:0016788	
GFH32024	GO:0016459 GO:0005524 GO:0003774	
GFH32026	GO:0016020 GO:0055085 GO:0022857	
GFH32054	GO:0005515	
GFH32055	GO:0035556 GO:0009190	
GFH32066	GO:0017119 GO:0006886	
GFH32068	GO:0005634 GO:0005524 GO:0003724 GO:0003723	
GFH32074	GO:0006468 GO:0005524 GO:0004672	
GFH32078	GO:0006468 GO:0004672	
GFH32084	GO:0016020 GO:0055085 GO:0006811 GO:0005216	
GFH32090	GO:0055114 GO:0046168 GO:0051287 GO:0016616	
GFH32095	GO:0016021	K05770
GFH32103	GO:0055114 GO:0016491 GO:0071949	
GFH32107	GO:0006468 GO:0005524 GO:0004672	
GFH32121	GO:0005524	
GFH32135	GO:0003755	K01802
GFH32136	GO:0005515	
GFH32141	GO:0030170 GO:0008483	K01845
GFH32152	GO:0005515	
GFH32160	GO:0005840 GO:0006412 GO:0003735	
GFH32164	GO:0006468 GO:0004672	
GFH32170	GO:0006265 GO:0003916 GO:0003677	K03165
GFH32172	GO:0016020 GO:0055085 GO:0022857	
GFH32179	GO:0000413 GO:0003755	
GFH32189	GO:0048500 GO:0006614 GO:0008312	K03106
GFH32190	GO:0006468 GO:0004672 GO:0005524	
GFH32193	GO:0006508 GO:0008236	K01303
GFH32203	GO:0005840	
GFH32210	GO:0003824	
GFH32215	GO:0006468 GO:0005524 GO:0004672	
GFH32219	GO:0016020 GO:0006817 GO:0005315	
GFH32236	GO:0005643 GO:0017056	
GFH32259	GO:0005524	
GFH32262	GO:0006508 GO:0008234	
GFH32263	GO:0006508 GO:0008234	
GFH32265	GO:2001070	
GFH32271	GO:0006511 GO:0031625	
GFH32275	GO:0005694 GO:0006259 GO:0005524 GO:0003824 GO:0003677	K10878
GFH32278	GO:0005634 GO:0048478 GO:0006974	K10904
GFH32288	GO:0042025	
GFH32312	GO:0055114 GO:0051537 GO:0016491	K13071
GFH32314	GO:0006468 GO:0005524 GO:0004674	
GFH32335	GO:0043248	K11599
GFH32337	GO:0006468 GO:0005524 GO:0004672	
GFH32345	GO:0005525	
GFH32350	GO:0003676	
GFH32365	GO:0016887 GO:0005524	
GFH32366	GO:0005524	
GFH32375	GO:0055114 GO:0016491	
GFH32384	GO:0004725 GO:0004721 GO:0016311 GO:0008138	
GFH32390	GO:0055114 GO:0006631 GO:0016491 GO:0003857	
GFH32402	GO:0006468 GO:0005524 GO:0004672	
GFH32405	GO:0006468 GO:0005524 GO:0004672 GO:0005509	
GFH32411	GO:0007018 GO:0008017 GO:0005524 GO:0003777	K11498
GFH32414	GO:0003824 GO:0003860	
GFH32426	GO:0046983 GO:0005667 GO:0006355 GO:0003700	
GFH32428	GO:0016020 GO:0055085 GO:0022857	
GFH32433	GO:0016020 GO:0055085 GO:0022857	
GFH32434	GO:0016772 GO:0005524	K20115
GFH32441	GO:0005975 GO:0004553	K01179
GFH32442	GO:0005515	K14964
GFH32467	GO:0003824	
GFH32471	GO:0006415 GO:0003747	K15033
GFH32473	GO:0008080	K06062
GFH32481	GO:0019752 GO:0030170 GO:0016831	K01593
GFH32488	GO:0003677	
GFH32489	GO:0005524	
GFH32498	GO:0005515	
GFH32510	GO:0005525 GO:0003924	
GFH32511	GO:1902600 GO:0046034	
GFH32522	GO:0055114 GO:0016491	
GFH32531	GO:0016226	
GFH32536	GO:0005975 GO:0043169 GO:0003824	
GFH32544	GO:0016020 GO:0055085 GO:0022857	
GFH32548	GO:0005975 GO:0043169 GO:0003824	
GFH32550	GO:0003725	
GFH32556	GO:0046855	
GFH32559	GO:0005509	
GFH32566	GO:0006468 GO:0005524 GO:0004672	
GFH32601	GO:0005524	K06636
GFH32606	GO:0005515	
GFH32608	GO:0016757	
GFH32613	GO:0055114 GO:0016491 GO:0005507	K00423
GFH32622	GO:0005524	K03066
GFH32625	GO:0005975 GO:0043169 GO:0003824	
GFH32632	GO:0005509	
GFH32645	GO:0055114 GO:0051287	
GFH32656	GO:0019752 GO:0030170 GO:0016831	
GFH32660	GO:0016836	
GFH32662	GO:0016020 GO:0055085 GO:0006821 GO:0005247	
GFH32664	GO:0005515	K02180
GFH32665	GO:0006418 GO:0005524 GO:0004812 GO:0000166	K01874
GFH32669	GO:0005515	
GFH32685	GO:0016020 GO:0015276	
GFH32687	GO:0016226	
GFH32699	GO:0005525	
GFH32703	GO:0005840 GO:0006412 GO:0003735	K02882
GFH32708	GO:0006468 GO:0004672 GO:0005524	
GFH32709	GO:0009058 GO:0016742	K00604
GFH32722	GO:0006468 GO:0005524 GO:0004674	
GFH32749	GO:0035556 GO:0009190	
GFH32751	GO:0006468 GO:0005524 GO:0004672	
GFH32755	GO:0016020 GO:0055085 GO:0022857	
GFH32758	GO:0055114 GO:0016491	
GFH32766	GO:0005524	K13525
GFH32771	GO:0005515	
GFH32773	GO:0005515	K14768
GFH32776	GO:0005524 GO:0004329	
GFH32778	GO:0005515	K06640
GFH32787	GO:0016579 GO:0036459	
GFH32788	GO:0046983	
GFH32789	GO:0008168	
GFH32791	GO:0003676	
GFH32794	GO:0006468 GO:0004672 GO:0005524	
GFH32803	GO:0030026 GO:0005384	K22736
GFH32819	GO:0006418 GO:0005524 GO:0004812 GO:0000166	
GFH32821	GO:0016114 GO:0008661	
GFH32835	GO:0016787	
GFH32844	GO:0005515	
GFH32854	GO:0051536 GO:0009055	
GFH32890	GO:0007018 GO:0008017 GO:0005524 GO:0003777	
GFH32897	GO:0055114	K07512
GFH32912	GO:0035556 GO:0009190	
GFH32924	GO:0006508 GO:0008234	
GFH32935	GO:0006468 GO:0005524 GO:0004672	
GFH32942	GO:0006526 GO:0005524 GO:0004055	
GFH32946	GO:0055114 GO:0016491	
GFH32956	GO:0006351 GO:0003899 GO:0003677	
GFH32957	GO:0009058 GO:0016788	
GFH32977	GO:0004386	K14780
GFH32980	GO:0006526 GO:0005524 GO:0004055	
GFH32994	GO:0047429	
GFH32997	GO:0005515	K14963
GFH32998	GO:0006468 GO:0004672 GO:0005524	
GFH32999	GO:0005840 GO:0006412 GO:0003735	K02914
GFH33002	GO:0016021 GO:0008250	K12668
GFH33005	GO:0050662 GO:0003824	K01711
GFH33013	GO:0005975 GO:0004553	
GFH33023	GO:0005975 GO:0016868	
GFH33024	GO:0016020 GO:0055085 GO:0022857	
GFH33025	GO:0005515	
GFH33039	GO:0016787	K18151
GFH33045	GO:0015074	
GFH33063	GO:0006351 GO:0003899 GO:0003677	
GFH33064	GO:0007018 GO:0008017 GO:0005524 GO:0003777	
GFH33076	GO:0008171	
GFH33083	GO:0005515	
GFH33086	GO:0007018 GO:0008017 GO:0005524 GO:0003777	
GFH33099	GO:0000151 GO:0016567 GO:0006511 GO:0034450	
GFH33102	GO:0055114 GO:0006098 GO:0004616	
GFH33106	GO:0005524	K10755
GFH33116	GO:0019346 GO:0030170	
GFH33117	GO:0019346 GO:0030170	
GFH33125	GO:0005681 GO:0000398	K12863
GFH33127	GO:0006468 GO:0004672	
GFH33130	GO:0006096 GO:0004332	
GFH33132	GO:0032040	
GFH33135	GO:0005524 GO:0003676	
GFH33147	GO:0042626	K02149
GFH33149	GO:0015031	K19476
GFH33152	GO:0003677 GO:0000166	K02327
GFH33155	GO:0005525 GO:0003924 GO:0006576 GO:0005524	
GFH33156	GO:0016021 GO:0055085 GO:0042626 GO:0005524	
GFH33166	GO:0005515	
GFH33169	GO:0006468 GO:0005524 GO:0004672	
GFH33178	GO:0055114	K07512
GFH33182	GO:0016310 GO:0016301 GO:0005524	
GFH33184	GO:0043190 GO:0055085 GO:0022857 GO:0005524	
GFH33185	GO:0033897 GO:0003723	
GFH33188	GO:0016021	
GFH33189	GO:0003924	
GFH33190	GO:0016746	
GFH33204	GO:0008270 GO:0008237	K08776
GFH33205	GO:0006614 GO:0005525	
GFH33232	GO:0006139 GO:0016818 GO:0005524 GO:0004386 GO:0003676	K10844
GFH33253	GO:0005525 GO:0003924	
GFH33256	GO:0055114 GO:0005975 GO:0004367	
GFH33266	GO:0008239	
GFH33281	GO:0005524	
GFH33291	GO:0016021 GO:0006862 GO:0005471	
