Gene ID	GO	KO	PFAM
SM000002S05626			
SM000002S05627			
SM000002S05629			
SM000002S05631			
SM000002S05633			
SM000002S05634			
SM000002S05635			
SM000002S05639			
SM000002S05640			
SM000002S05641			
SM000002S05643			
SM000002S05646			
SM000002S05647			
SM000002S05656			
SM000002S05657			
SM000002S05659			
SM000002S05661			
SM000002S05663			
SM000002S05665			
SM000002S05666			
SM000002S05668			
SM000002S05669			
SM000002S05670			
SM000002S05671			
SM000002S05672			
SM000002S05673			
SM000002S05674			
SM000002S05677			
SM000002S05679			
SM000002S05680			
SM000002S05681			
SM000002S05682			
SM000002S05684			
SM000002S05685			
SM000002S05687			
SM000002S05690			
SM000002S05693			
SM000002S05697			
SM000002S05698			
SM000002S05699			
SM000002S05701			
SM000002S05702			
SM000002S05703			
SM000002S05704			
SM000002S05707			
SM000002S05708			
SM000002S05711			
SM000002S05712			
SM000002S05714			
SM000002S05715			
SM000002S05716			
SM000002S05717			
SM000002S05719			
SM000002S05720			
SM000002S05722			
SM000002S05726			
SM000002S05727			
SM000002S05729			
SM000002S05730			
SM000002S05731			
SM000002S05737			
SM000002S05738			
SM000002S05739			
SM000002S05741			
SM000002S05742			
SM000002S05743			
SM000002S05744			
SM000002S05746			
SM000002S05747			
SM000002S05748			
SM000002S05749			
SM000002S05751			
SM000002S05752			
SM000002S05754			
SM000002S05755			
SM000002S05756			
SM000002S05759			
SM000002S05760			
SM000002S05762			
SM000002S05764			
SM000002S05765			
SM000002S05768			
SM000002S05770			
SM000002S05776			
SM000002S05777			
SM000002S05779			
SM000002S05780			
SM000002S05781			
SM000002S05783			
SM000002S05786			
SM000002S05787			
SM000002S05790			
SM000002S05792			
SM000002S05794			
SM000002S05795			
SM000002S05796			
SM000002S05797			
SM000002S05798			
SM000003S10965			
SM000003S10966			
SM000003S10969			
SM000003S10970			
SM000003S10972			
SM000003S10976			
SM000003S10978			
SM000003S10979			
SM000003S10980			
SM000003S10981			
SM000003S10982			
SM000003S10983			
SM000003S10984			
SM000003S10988			
SM000003S10989			
SM000003S10990			
SM000003S10992			
SM000003S10994			
SM000003S10995			
SM000003S10997			
SM000003S10999			
SM000003S11000			
SM000003S11001			
SM000003S11002			
SM000003S11003			
SM000003S11004			
SM000003S11005			
SM000003S11007			
SM000003S11010			
SM000003S11011			
SM000003S11014			
SM000003S11016			
SM000003S11017			
SM000003S11020			
SM000003S11021			
SM000003S11023			
SM000003S11026			
SM000003S11027			
SM000003S11030			
SM000003S11031			
SM000003S11033			
SM000003S11034			
SM000003S11035			
SM000003S11037			
SM000003S11042			
SM000003S11043			
SM000003S11044			
SM000003S11045			
SM000003S11046			
SM000003S11048			
SM000003S11049			
SM000003S11052			
SM000003S11053			
SM000003S11055			
SM000003S11057			
SM000003S11058			
SM000003S11060			
SM000003S11061			
SM000003S11062			
SM000003S11063			
SM000003S11064			
SM000003S11065			
SM000003S11066			
SM000003S11068			
SM000003S11070			
SM000003S11073			
SM000003S11076			
SM000003S11077			
SM000003S11084			
SM000003S11085			
SM000003S11086			
SM000003S11094			
SM000003S11096			
SM000003S11098			
SM000003S11103			
SM000003S11105			
SM000003S11106			
SM000003S11107			
SM000003S11108			
SM000003S11109			
SM000003S11110			
SM000003S11111			
SM000003S11112			
SM000003S11116			
SM000003S11117			
SM000003S11118			
SM000003S11119			
SM000003S11120			
SM000003S11121			
SM000003S11122			
SM000003S11126			
SM000003S11128			
SM000003S11132			
SM000003S11138			
SM000003S11139			
SM000003S11140			
SM000003S11141			
SM000003S11146			
SM000003S11148			
SM000003S11149			
SM000003S11150			
SM000003S11154			
SM000003S11156			
SM000003S11157			
SM000003S11158			
SM000003S11159			
SM000003S11160			
SM000003S11162			
SM000003S11164			
SM000003S11168			
SM000003S11170			
SM000003S11171			
SM000003S11172			
SM000003S11173			
SM000003S11177			
SM000003S11178			
SM000003S11179			
SM000003S11180			
SM000003S11183			
SM000003S11184			
SM000003S11185			
SM000003S11187			
SM000003S11188			
SM000003S11189			
SM000003S11190			
SM000003S11191			
SM000003S11194			
SM000003S11199			
SM000003S11200			
SM000003S11201			
SM000003S11203			
SM000003S11204			
SM000003S11206			
SM000003S11208			
SM000003S11209			
SM000003S11212			
SM000003S11214			
SM000003S11215			
SM000003S11216			
SM000003S11217			
SM000003S11221			
SM000003S11224			
SM000003S11225			
SM000003S11226			
SM000003S11227			
SM000003S11228			
SM000003S11231			
SM000003S11232			
SM000003S11234			
SM000003S11235			
SM000003S11237			
SM000003S11240			
SM000003S11244			
SM000003S11246			
SM000003S11247			
SM000003S11248			
SM000004S14877			
SM000004S14878			
SM000004S14879			
SM000004S14880			
SM000004S14884			
SM000004S14886			
SM000004S14887			
SM000004S14888			
SM000004S14894			
SM000004S14895			
SM000004S14897			
SM000004S14898			
SM000004S14901			
SM000004S14902			
SM000004S14903			
SM000004S14904			
SM000004S14909			
SM000004S14911			
SM000004S14912			
SM000004S14915			
SM000004S14916			
SM000004S14918			
SM000004S14920			
SM000004S14921			
SM000004S14923			
SM000004S14926			
SM000004S14929			
SM000004S14932			
SM000004S14936			
SM000004S14937			
SM000004S14938			
SM000004S14940			
SM000004S14943			
SM000004S14945			
SM000004S14946			
SM000004S14948			
SM000004S14950			
SM000004S14952			
SM000004S14953			
SM000004S14958			
SM000004S14959			
SM000004S14960			
SM000004S14961			
SM000004S14962			
SM000004S14968			
SM000004S14977			
SM000004S14978			
SM000004S14979			
SM000004S14985			
SM000004S14986			
SM000004S14988			
SM000004S14989			
SM000004S14990			
SM000004S14991			
SM000004S14993			
SM000004S14999			
SM000004S15000			
SM000004S15003			
SM000004S15007			
SM000004S15008			
SM000004S15012			
SM000004S15016			
SM000004S15023			
SM000004S15024			
SM000004S15025			
SM000004S15026			
SM000004S15029			
SM000004S15030			
SM000004S15031			
SM000004S15035			
SM000004S15038			
SM000004S15044			
SM000004S15045			
SM000004S15046			
SM000004S15049			
SM000004S15053			
SM000004S15056			
SM000004S15057			
SM000004S15058			
SM000004S15059			
SM000004S15060			
SM000004S15063			
SM000004S15065			
SM000004S15069			
SM000004S15073			
SM000004S15074			
SM000004S15078			
SM000004S15083			
SM000004S15084			
SM000004S15085			
SM000004S15087			
SM000004S15088			
SM000004S15091			
SM000004S15092			
SM000004S15093			
SM000004S15095			
SM000004S15098			
SM000004S15102			
SM000004S15104			
SM000004S15106			
SM000004S15108			
SM000004S15109			
SM000004S15111			
SM000004S15112			
SM000004S15114			
SM000004S15116			
SM000004S15118			
SM000004S15119			
SM000004S15121			
SM000004S15123			
SM000004S15125			
SM000004S15129			
SM000004S15130			
SM000004S15132			
SM000004S15135			
SM000004S15136			
SM000004S15137			
SM000004S15138			
SM000004S15141			
SM000004S15142			
SM000004S15143			
SM000004S15144			
SM000004S15145			
SM000004S15146			
SM000004S15148			
SM000004S15149			
SM000004S15152			
SM000004S15153			
SM000004S15154			
SM000004S15155			
SM000004S15160			
SM000005S17088			
SM000005S17089			
SM000005S17090			
SM000005S17092			
SM000005S17093			
SM000005S17094			
SM000005S17095			
SM000005S17096			
SM000005S17097			
SM000005S17098			
SM000005S17099			
SM000005S17102			
SM000005S17104			
SM000005S17105			
SM000005S17106			
SM000005S17110			
SM000005S17112			
SM000005S17113			
SM000005S17114			
SM000005S17116			
SM000005S17117			
SM000005S17118			
SM000005S17122			
SM000005S17123			
SM000005S17124			
SM000005S17125			
SM000005S17126			
SM000005S17127			
SM000005S17128			
SM000005S17129			
SM000005S17135			
SM000005S17136			
SM000005S17138			
SM000005S17141			
SM000005S17142			
SM000005S17143			
SM000005S17147			
SM000005S17148			
SM000005S17149			
SM000005S17150			
SM000005S17151			
SM000005S17152			
SM000005S17155			
SM000005S17156			
SM000005S17158			
SM000005S17159			
SM000005S17163			
SM000005S17164			
SM000005S17165			
SM000005S17167			
SM000005S17168			
SM000005S17170			
SM000005S17171			
SM000005S17172			
SM000005S17173			
SM000005S17175			
SM000005S17177			
SM000005S17178			
SM000005S17179			
SM000005S17181			
SM000005S17182			
SM000005S17184			
SM000005S17185			
SM000005S17186			
SM000005S17188			
SM000005S17189			
SM000005S17191			
SM000005S17193			
SM000005S17195			
SM000005S17197			
SM000005S17198			
SM000005S17199			
SM000005S17200			
SM000005S17201			
SM000005S17203			
SM000005S17205			
SM000005S17207			
SM000005S17210			
SM000005S17212			
SM000005S17213			
SM000005S17214			
SM000005S17216			
SM000005S17218			
SM000005S17220			
SM000005S17221			
SM000005S17222			
SM000005S17226			
SM000005S17233			
SM000005S17239			
SM000005S17241			
SM000005S17243			
SM000005S17247			
SM000005S17248			
SM000005S17250			
SM000005S17251			
SM000005S17252			
SM000005S17253			
SM000005S17255			
SM000005S17260			
SM000005S17264			
SM000005S17265			
SM000005S17266			
SM000005S17268			
SM000005S17269			
SM000005S17271			
SM000005S17275			
SM000005S17278			
SM000005S17279			
SM000005S17281			
SM000005S17282			
SM000005S17291			
SM000005S17293			
SM000005S17294			
SM000005S17296			
SM000005S17297			
SM000005S17298			
SM000005S17300			
SM000005S17301			
SM000005S17304			
SM000005S17306			
SM000005S17308			
SM000005S17314			
SM000005S17315			
SM000005S17319			
SM000005S17321			
SM000005S17325			
SM000005S17326			
SM000005S17327			
SM000005S17328			
SM000005S17329			
SM000005S17330			
SM000005S17332			
SM000005S17333			
SM000005S17334			
SM000005S17335			
SM000005S17336			
SM000005S17337			
SM000005S17338			
SM000005S17340			
SM000005S17343			
SM000005S17345			
SM000005S17346			
SM000006S19315			
SM000006S19316			
SM000006S19318			
SM000006S19319			
SM000006S19322			
SM000006S19326			
SM000006S19327			
SM000006S19329			
SM000006S19330			
SM000006S19331			
SM000006S19332			
SM000006S19334			
SM000006S19338			
SM000006S19342			
SM000006S19347			
SM000006S19354			
SM000006S19355			
SM000006S19356			
SM000006S19359			
SM000006S19360			
SM000006S19361			
SM000006S19362			
SM000006S19364			
SM000006S19369			
SM000006S19372			
SM000006S19373			
SM000006S19375			
SM000006S19376			
SM000006S19379			
SM000006S19380			
SM000006S19381			
SM000006S19382			
SM000006S19384			
SM000006S19391			
SM000006S19392			
SM000006S19393			
SM000006S19394			
SM000006S19395			
SM000006S19399			
SM000006S19400			
SM000006S19401			
SM000006S19408			
SM000006S19410			
SM000006S19411			
SM000006S19412			
SM000006S19414			
SM000006S19416			
SM000006S19418			
SM000006S19419			
SM000006S19421			
SM000006S19422			
SM000006S19423			
SM000006S19424			
SM000006S19426			
SM000006S19427			
SM000006S19432			
SM000006S19433			
SM000006S19434			
SM000006S19437			
SM000006S19438			
SM000006S19439			
SM000006S19443			
SM000006S19446			
SM000006S19447			
SM000006S19448			
SM000006S19449			
SM000006S19451			
SM000006S19453			
SM000006S19455			
SM000006S19456			
SM000006S19458			
SM000006S19459			
SM000006S19460			
SM000006S19462			
SM000006S19463			
SM000006S19466			
SM000006S19467			
SM000006S19468			
SM000006S19469			
SM000006S19471			
SM000006S19472			
SM000006S19474			
SM000006S19475			
SM000006S19476			
SM000006S19477			
SM000006S19478			
SM000006S19479			
SM000006S19480			
SM000006S19481			
SM000006S19483			
SM000006S19485			
SM000006S19486			
SM000006S19487			
SM000006S19489			
SM000006S19490			
SM000006S19491			
SM000006S19492			
SM000006S19494			
SM000006S19497			
SM000006S19498			
SM000006S19501			
SM000006S19502			
SM000006S19506			
SM000006S19507			
SM000006S19509			
SM000006S19511			
SM000006S19516			
SM000006S19517			
SM000006S19518			
SM000006S19519			
SM000006S19525			
SM000006S19526			
SM000006S19527			
SM000006S19529			
SM000006S19532			
SM000006S19533			
SM000006S19535			
SM000006S19541			
SM000006S19542			
SM000006S19543			
SM000006S19545			
SM000006S19546			
SM000006S19548			
SM000006S19549			
SM000006S19551			
SM000006S19554			
SM000006S19555			
SM000006S19556			
SM000006S19557			
SM000007S20754			
SM000007S20755			
SM000007S20756			
SM000007S20758			
SM000007S20760			
SM000007S20763			
SM000007S20767			
SM000007S20769			
SM000007S20772			
SM000007S20773			
SM000007S20774			
SM000007S20775			
SM000007S20777			
SM000007S20781			
SM000007S20782			
SM000007S20785			
SM000007S20786			
SM000007S20787			
SM000007S20788			
SM000007S20789			
SM000007S20790			
SM000007S20793			
SM000007S20794			
SM000007S20809			
SM000007S20813			
SM000007S20815			
SM000007S20816			
SM000007S20817			
SM000007S20818			
SM000007S20819			
SM000007S20824			
SM000007S20828			
SM000007S20831			
SM000007S20833			
SM000007S20834			
SM000007S20835			
SM000007S20836			
SM000007S20837			
SM000007S20838			
SM000007S20841			
SM000007S20844			
SM000007S20851			
SM000007S20852			
SM000007S20853			
SM000007S20856			
SM000007S20858			
SM000007S20860			
SM000007S20861			
SM000007S20863			
SM000007S20866			
SM000007S20867			
SM000007S20868			
SM000007S20872			
SM000007S20874			
SM000007S20875			
SM000007S20877			
SM000007S20879			
SM000007S20880			
SM000007S20881			
SM000007S20882			
SM000007S20884			
SM000007S20887			
SM000007S20888			
SM000007S20893			
SM000007S20901			
SM000007S20902			
SM000007S20904			
SM000007S20907			
SM000007S20908			
SM000007S20909			
SM000007S20910			
SM000007S20912			
SM000007S20913			
SM000007S20916			
SM000007S20919			
SM000007S20922			
SM000007S20929			
SM000007S20933			
SM000007S20935			
SM000007S20937			
SM000007S20938			
SM000007S20939			
SM000007S20942			
SM000007S20943			
SM000007S20947			
SM000007S20948			
SM000007S20951			
SM000007S20953			
SM000007S20955			
SM000007S20957			
SM000007S20958			
SM000007S20965			
SM000007S20966			
SM000007S20969			
SM000007S20970			
SM000007S20973			
SM000007S20977			
SM000007S20978			
SM000007S20979			
SM000007S20981			
SM000007S20982			
SM000007S20983			
SM000007S20987			
SM000007S20991			
SM000007S20992			
SM000007S20994			
SM000007S20995			
SM000007S20996			
SM000007S20997			
SM000007S20999			
SM000007S21000			
SM000007S21001			
SM000007S21009			
SM000007S21011			
SM000007S21012			
SM000008S22143			
SM000008S22144			
SM000008S22147			
SM000008S22153			
SM000008S22154			
SM000008S22155			
SM000008S22161			
SM000008S22162			
SM000008S22165			
SM000008S22167			
SM000008S22168			
SM000008S22170			
SM000008S22172			
SM000008S22173			
SM000008S22174			
SM000008S22175			
SM000008S22177			
SM000008S22180			
SM000008S22183			
SM000008S22184			
SM000008S22185			
SM000008S22187			
SM000008S22190			
SM000008S22192			
SM000008S22196			
SM000008S22198			
SM000008S22199			
SM000008S22200			
SM000008S22201			
SM000008S22203			
SM000008S22206			
SM000008S22207			
SM000008S22209			
SM000008S22212			
SM000008S22215			
SM000008S22217			
SM000008S22218			
SM000008S22219			
SM000008S22220			
SM000008S22223			
SM000008S22224			
SM000008S22227			
SM000008S22228			
SM000008S22229			
SM000008S22232			
SM000008S22235			
SM000008S22236			
SM000008S22237			
SM000008S22238			
SM000008S22239			
SM000008S22240			
SM000008S22241			
SM000008S22242			
SM000008S22244			
SM000008S22245			
SM000008S22247			
SM000008S22249			
SM000008S22250			
SM000008S22251			
SM000008S22254			
SM000008S22255			
SM000008S22256			
SM000008S22258			
SM000008S22260			
SM000008S22261			
SM000008S22262			
SM000008S22263			
SM000008S22264			
SM000008S22265			
SM000008S22266			
SM000008S22269			
SM000008S22270			
SM000008S22272			
SM000008S22277			
SM000008S22280			
SM000008S22281			
SM000008S22289			
SM000008S22291			
SM000008S22297			
SM000008S22299			
SM000008S22300			
SM000008S22301			
SM000008S22302			
SM000008S22308			
SM000008S22309			
SM000008S22310			
SM000008S22311			
SM000008S22312			
SM000008S22314			
SM000008S22315			
SM000008S22316			
SM000008S22317			
SM000008S22318			
SM000008S22320			
SM000008S22321			
SM000008S22323			
SM000008S22324			
SM000008S22327			
SM000008S22328			
SM000008S22329			
SM000008S22331			
SM000008S22333			
SM000008S22334			
SM000008S22335			
SM000008S22336			
SM000008S22337			
SM000008S22338			
SM000008S22339			
SM000008S22340			
SM000008S22341			
SM000008S22344			
SM000008S22345			
SM000008S22347			
SM000008S22349			
SM000008S22357			
SM000008S22358			
SM000008S22359			
SM000008S22360			
SM000008S22361			
SM000008S22363			
SM000008S22365			
SM000008S22367			
SM000008S22369			
SM000008S22370			
SM000008S22371			
SM000008S22372			
SM000008S22374			
SM000008S22375			
SM000008S22378			
SM000008S22385			
SM000008S22386			
SM000008S22387			
SM000008S22388			
SM000008S22390			
SM000008S22391			
SM000008S22392			
SM000008S22394			
SM000008S22395			
SM000008S22396			
SM000008S22397			
SM000008S22398			
SM000008S22399			
SM000008S22400			
SM000009S23441			
SM000009S23442			
SM000009S23443			
SM000009S23444			
SM000009S23445			
SM000009S23447			
SM000009S23448			
SM000009S23450			
SM000009S23451			
SM000009S23453			
SM000009S23454			
SM000009S23459			
SM000009S23460			
SM000009S23461			
SM000009S23466			
SM000009S23468			
SM000009S23469			
SM000009S23471			
SM000009S23472			
SM000009S23473			
SM000009S23474			
SM000009S23477			
SM000009S23481			
SM000009S23482			
SM000009S23483			
SM000009S23484			
SM000009S23486			
SM000009S23487			
SM000009S23488			
SM000009S23489			
SM000009S23490			
SM000009S23491			
SM000009S23494			
SM000009S23495			
SM000009S23496			
SM000009S23497			
SM000009S23498			
SM000009S23499			
SM000009S23500			
SM000009S23503			
SM000009S23504			
SM000009S23505			
SM000009S23507			
SM000009S23509			
SM000009S23510			
SM000009S23511			
SM000009S23513			
SM000009S23515			
SM000009S23516			
SM000009S23520			
SM000009S23521			
SM000009S23522			
SM000009S23523			
SM000009S23524			
SM000009S23525			
SM000009S23527			
SM000009S23529			
SM000009S23531			
SM000009S23532			
SM000009S23533			
SM000009S23534			
SM000009S23535			
SM000009S23536			
SM000009S23540			
SM000009S23541			
SM000009S23543			
SM000009S23544			
SM000009S23547			
SM000009S23548			
SM000009S23553			
SM000009S23555			
SM000009S23556			
SM000009S23557			
SM000009S23559			
SM000009S23560			
SM000009S23561			
SM000009S23565			
SM000009S23566			
SM000009S23567			
SM000009S23571			
SM000009S23572			
SM000009S23573			
SM000009S23574			
SM000009S23575			
SM000009S23579			
SM000009S23580			
SM000009S23583			
SM000009S23584			
SM000009S23589			
SM000009S23590			
SM000009S23595			
SM000009S23596			
SM000009S23601			
SM000009S23602			
SM000009S23603			
SM000009S23604			
SM000009S23605			
SM000009S23606			
SM000009S23608			
SM000009S23609			
SM000009S23610			
SM000009S23611			
SM000009S23612			
SM000009S23615			
SM000009S23617			
SM000009S23621			
SM000009S23622			
SM000009S23623			
SM000009S23630			
SM000009S23634			
SM000009S23637			
SM000009S23638			
SM000009S23639			
SM000009S23644			
SM000009S23647			
SM000009S23649			
SM000009S23652			
SM000009S23656			
SM000009S23657			
SM000009S23658			
SM000009S23659			
SM000010S04169			
SM000010S04171			
SM000010S04173			
SM000010S04174			
SM000010S04175			
SM000010S04176			
SM000010S04177			
SM000010S04178			
SM000010S04179			
SM000010S04180			
SM000010S04183			
SM000010S04184			
SM000010S04186			
SM000010S04187			
SM000010S04189			
SM000010S04190			
SM000010S04192			
SM000010S04194			
SM000010S04195			
SM000010S04196			
SM000010S04198			
SM000010S04200			
SM000010S04204			
SM000010S04205			
SM000010S04208			
SM000010S04209			
SM000010S04210			
SM000010S04211			
SM000010S04212			
SM000010S04213			
SM000010S04215			
SM000010S04216			
SM000010S04217			
SM000010S04218			
SM000010S04220			
SM000010S04222			
SM000010S04224			
SM000010S04225			
SM000010S04229			
SM000010S04230			
SM000010S04232			
SM000010S04233			
SM000010S04237			
SM000010S04240			
SM000010S04241			
SM000010S04243			
SM000010S04244			
SM000010S04247			
SM000010S04248			
SM000010S04249			
SM000010S04252			
SM000010S04253			
SM000010S04257			
SM000010S04258			
SM000010S04262			
SM000010S04264			
SM000010S04267			
SM000010S04270			
SM000010S04272			
SM000010S04273			
SM000010S04274			
SM000010S04275			
SM000010S04281			
SM000010S04283			
SM000010S04284			
SM000010S04285			
SM000010S04286			
SM000010S04287			
SM000010S04288			
SM000010S04290			
SM000010S04291			
SM000010S04295			
SM000010S04297			
SM000010S04299			
SM000010S04301			
SM000010S04303			
SM000010S04304			
SM000010S04305			
SM000010S04306			
SM000010S04308			
SM000010S04309			
SM000010S04310			
SM000010S04312			
SM000010S04313			
SM000010S04317			
SM000010S04318			
SM000010S04319			
SM000010S04328			
SM000010S04330			
SM000010S04331			
SM000010S04333			
SM000010S04335			
SM000010S04339			
SM000010S04343			
SM000010S04345			
SM000010S04346			
SM000010S04347			
SM000010S04348			
SM000010S04349			
SM000010S04351			
SM000010S04354			
SM000010S04355			
SM000010S04358			
SM000010S04359			
SM000010S04363			
SM000010S04364			
SM000010S04365			
SM000010S04366			
SM000010S04367			
SM000010S04368			
SM000010S04369			
SM000010S04371			
SM000010S04372			
SM000010S04374			
SM000010S04379			
SM000010S04382			
SM000010S04386			
SM000010S04387			
SM000010S04388			
SM000010S04389			
SM000010S04392			
SM000010S04393			
SM000010S04396			
SM000010S04398			
SM000010S04399			
SM000010S04401			
SM000010S04402			
SM000011S18943			
SM000011S18944			
SM000011S18946			
SM000011S18947			
SM000011S18949			
SM000011S18951			
SM000011S18953			
SM000011S18954			
SM000011S18956			
SM000011S18959			
SM000011S18963			
SM000011S18965			
SM000011S18967			
SM000011S18968			
SM000011S18971			
SM000011S18973			
SM000011S18974			
SM000011S18976			
SM000011S18980			
SM000011S18984			
SM000011S18985			
SM000011S18986			
SM000011S18987			
SM000011S18988			
SM000011S18990			
SM000011S18992			
SM000011S18993			
SM000011S18994			
SM000011S18995			
SM000011S18996			
SM000011S19001			
SM000011S19002			
SM000011S19003			
SM000011S19004			
SM000011S19006			
SM000011S19007			
SM000011S19009			
SM000011S19010			
SM000011S19011			
SM000011S19012			
SM000011S19013			
SM000011S19015			
SM000011S19016			
SM000011S19017			
SM000011S19021			
SM000011S19023			
SM000011S19025			
SM000011S19028			
SM000011S19031			
SM000011S19034			
SM000011S19035			
SM000011S19036			
SM000011S19037			
SM000011S19040			
SM000011S19041			
SM000011S19046			
SM000011S19047			
SM000011S19052			
SM000011S19053			
SM000011S19054			
SM000011S19055			
SM000011S19057			
SM000011S19059			
SM000011S19060			
SM000011S19062			
SM000011S19063			
SM000011S19068			
SM000011S19070			
SM000011S19072			
SM000011S19074			
SM000011S19075			
SM000011S19076			
SM000011S19077			
SM000011S19078			
SM000011S19083			
SM000011S19086			
SM000011S19089			
SM000011S19091			
SM000011S19092			
SM000011S19093			
SM000011S19095			
SM000011S19096			
SM000011S19097			
SM000011S19099			
SM000011S19105			
SM000011S19106			
SM000011S19107			
SM000011S19109			
SM000011S19110			
SM000011S19111			
SM000011S19114			
SM000011S19119			
SM000011S19120			
SM000011S19122			
SM000011S19123			
SM000011S19125			
SM000011S19126			
SM000011S19128			
SM000011S19129			
SM000011S19132			
SM000011S19134			
SM000011S19137			
SM000011S19139			
SM000011S19142			
SM000011S19145			
SM000011S19147			
SM000011S19148			
SM000011S19150			
SM000011S19152			
SM000011S19153			
SM000011S19154			
SM000011S19155			
SM000011S19157			
SM000011S19158			
SM000011S19159			
SM000011S19161			
SM000011S19164			
SM000011S19167			
SM000011S19168			
SM000011S19171			
SM000011S19173			
SM000011S19176			
SM000011S19179			
SM000011S19180			
SM000011S19181			
SM000011S19182			
SM000011S19184			
SM000011S19185			
SM000012S25270			
SM000012S25271			
SM000012S25272			
SM000012S25274			
SM000012S25275			
SM000012S25277			
SM000012S25278			
SM000012S25280			
SM000012S25286			
SM000012S25287			
SM000012S25288			
SM000012S25290			
SM000012S25291			
SM000012S25292			
SM000012S25293			
SM000012S25294			
SM000012S25295			
SM000012S25297			
SM000012S25300			
SM000012S25304			
SM000012S25305			
SM000012S25306			
SM000012S25307			
SM000012S25308			
SM000012S25309			
SM000012S25312			
SM000012S25313			
SM000012S25314			
SM000012S25316			
SM000012S25322			
SM000012S25324			
SM000012S25325			
SM000012S25328			
SM000012S25329			
SM000012S25330			
SM000012S25332			
SM000012S25333			
SM000012S25334			
SM000012S25336			
SM000012S25337			
SM000012S25339			
SM000012S25342			
SM000012S25343			
SM000012S25344			
SM000012S25346			
SM000012S25347			
SM000012S25348			
SM000012S25349			
SM000012S25352			
SM000012S25354			
SM000012S25356			
SM000012S25357			
SM000012S25360			
SM000012S25361			
SM000012S25363			
SM000012S25364			
SM000012S25365			
SM000012S25369			
SM000012S25371			
SM000012S25373			
SM000012S25375			
SM000012S25376			
SM000012S25382			
SM000012S25383			
SM000012S25384			
SM000012S25385			
SM000012S25392			
SM000012S25393			
SM000012S25396			
SM000012S25399			
SM000012S25401			
SM000012S25403			
SM000012S25405			
SM000012S25407			
SM000012S25408			
SM000012S25410			
SM000012S25412			
SM000012S25416			
SM000012S25417			
SM000012S25418			
SM000012S25420			
SM000012S25423			
SM000012S25424			
SM000012S25426			
SM000012S25427			
SM000012S25430			
SM000012S25432			
SM000012S25433			
SM000012S25435			
SM000012S25436			
SM000012S25440			
SM000012S25443			
SM000012S25444			
SM000012S25449			
SM000012S25451			
SM000013S26362			
SM000013S26363			
SM000013S26364			
SM000013S26366			
SM000013S26369			
SM000013S26372			
SM000013S26374			
SM000013S26375			
SM000013S26378			
SM000013S26379			
SM000013S26380			
SM000013S26381			
SM000013S26382			
SM000013S26383			
SM000013S26385			
SM000013S26386			
SM000013S26387			
SM000013S26389			
SM000013S26390			
SM000013S26394			
SM000013S26397			
SM000013S26399			
SM000013S26402			
SM000013S26403			
SM000013S26406			
SM000013S26410			
SM000013S26412			
SM000013S26414			
SM000013S26421			
SM000013S26422			
SM000013S26426			
SM000013S26428			
SM000013S26429			
SM000013S26432			
SM000013S26435			
SM000013S26436			
SM000013S26442			
SM000013S26443			
SM000013S26444			
SM000013S26446			
SM000013S26447			
SM000013S26449			
SM000013S26451			
SM000013S26452			
SM000013S26454			
SM000013S26455			
SM000013S26458			
SM000013S26464			
SM000013S26465			
SM000013S26466			
SM000013S26472			
SM000013S26476			
SM000013S26477			
SM000013S26479			
SM000013S26482			
SM000013S26484			
SM000013S26486			
SM000013S26489			
SM000013S26492			
SM000013S26497			
SM000013S26498			
SM000013S26499			
SM000013S26500			
SM000013S26502			
SM000013S26504			
SM000013S26506			
SM000013S26511			
SM000013S26512			
SM000013S26514			
SM000013S26518			
SM000013S26520			
SM000013S26521			
SM000013S26522			
SM000013S26523			
SM000013S26526			
SM000013S26530			
SM000013S26531			
SM000013S26533			
SM000013S26537			
SM000013S26538			
SM000013S26543			
SM000013S26544			
SM000013S26545			
SM000013S26550			
SM000013S26551			
SM000013S26554			
SM000013S26556			
SM000013S26557			
SM000013S26558			
SM000013S26562			
SM000013S26564			
SM000013S26568			
SM000013S26571			
SM000013S26572			
SM000013S26573			
SM000013S26574			
SM000013S26575			
SM000013S26576			
SM000013S26577			
SM000013S26578			
SM000013S26581			
SM000013S26583			
SM000013S26585			
SM000013S26586			
SM000013S26587			
SM000013S26590			
SM000013S26592			
SM000013S26599			
SM000013S26600			
SM000014S00220			
SM000014S00221			
SM000014S00222			
SM000014S00224			
SM000014S00226			
SM000014S00229			
SM000014S00230			
SM000014S00232			
SM000014S00233			
SM000014S00234			
SM000014S00236			
SM000014S00237			
SM000014S00239			
SM000014S00240			
SM000014S00241			
SM000014S00242			
SM000014S00243			
SM000014S00245			
SM000014S00247			
SM000014S00248			
SM000014S00249			
SM000014S00250			
SM000014S00251			
SM000014S00252			
SM000014S00253			
SM000014S00254			
SM000014S00255			
SM000014S00256			
SM000014S00257			
SM000014S00259			
SM000014S00261			
SM000014S00263			
SM000014S00264			
SM000014S00265			
SM000014S00266			
SM000014S00267			
SM000014S00269			
SM000014S00270			
SM000014S00271			
SM000014S00273			
SM000014S00274			
SM000014S00275			
SM000014S00276			
SM000014S00277			
SM000014S00278			
SM000014S00282			
SM000014S00291			
SM000014S00293			
SM000014S00299			
SM000014S00300			
SM000014S00303			
SM000014S00304			
SM000014S00305			
SM000014S00308			
SM000014S00309			
SM000014S00310			
SM000014S00311			
SM000014S00314			
SM000014S00315			
