Gene ID	GO	KOG	ENZYME
ostta01g03240			
ostta01g03260			
ostta01g03270			
ostta01g03290			
ostta01g03300			
ostta01g03340			
ostta01g03360			
ostta01g03370			
ostta01g03400			
ostta01g03430			
ostta01g03450			
ostta01g03460			
ostta01g03470			
ostta01g03495			
ostta01g03510			
ostta01g03520			
ostta01g03540			
ostta01g03550			
ostta01g03590			
ostta01g03610			
ostta01g03660			
ostta01g03670			
ostta01g03680			
ostta01g03690			
ostta01g03700			
ostta01g03710			
ostta01g03730			
ostta01g03740			
ostta01g03750			
ostta01g03780			
ostta01g03800			
ostta01g03820			
ostta01g03830			
ostta01g03860			
ostta01g03870			
ostta01g03900			
ostta01g03920			
ostta01g03950			
ostta01g03960			
ostta01g03980			
ostta01g04000			
ostta01g04020			
ostta01g04040			
ostta01g04060			
ostta01g04070			
ostta01g04080			
ostta01g04090			
ostta01g04130			
ostta01g04140			
ostta01g04160			
ostta01g04170			
ostta01g04190			
ostta01g04200			
ostta01g04210			
ostta01g04240			
ostta01g04260			
ostta01g04290			
ostta01g04300			
ostta01g04310			
ostta01g04350			
ostta01g04360			
ostta01g04380			
ostta01g04390			
ostta01g04400			
ostta01g04420			
ostta01g04430			
ostta01g04450			
ostta01g04480			
ostta01g04500			
ostta01g04530			
ostta01g04540			
ostta01g04580			
ostta01g04585			
ostta01g04590			
ostta01g04610			
ostta01g04640			
ostta01g04670			
ostta01g04680			
ostta01g04690			
ostta01g04750			
ostta01g04760			
ostta01g04770			
ostta01g04780			
ostta01g04800			
ostta01g04810			
ostta01g04830			
ostta01g04850			
ostta01g04880			
ostta01g04930			
ostta01g04940			
ostta01g04960			
ostta01g04990			
ostta01g05050			
ostta01g05100			
ostta01g05120			
ostta01g05130			
ostta01g05140			
ostta01g05150			
ostta01g05170			
ostta01g05180			
ostta01g05210			
ostta01g05220			
ostta01g05230			
ostta01g05270			
ostta01g05280			
ostta01g05300			
ostta01g05310			
ostta01g05330			
ostta01g05350			
ostta01g05390			
ostta01g05410			
ostta01g05470			
ostta01g05500			
ostta01g05520			
ostta01g05640			
ostta01g05650			
ostta01g05720			
ostta01g05730			
ostta01g05740			
ostta01g05780			
ostta01g05790			
ostta01g05800			
ostta01g05810			
ostta01g05860			
ostta01g05900			
ostta01g05940			
ostta01g05960			
ostta01g05970			
ostta01g05980			
ostta01g06020			
ostta01g06030			
ostta01g06060			
ostta01g06070			
ostta01g06090			
ostta01g06130			
ostta01g06160			
ostta01g06180			
ostta01g06190			
ostta01g06200			
ostta01g06250			
ostta01g06280			
ostta01g06320			
ostta01g06360			
ostta01g06370			
ostta01g06380			
ostta01g06410			
ostta01g06420			
ostta01g06440			
ostta01g06465			
ostta01g06490			
ostta01g06500			
ostta01g06510			
ostta01g06530			
ostta01g06545			
ostta01g06550			
ostta01g06555			
ostta01g06560			
ostta01g06570			
ostta01g06580			
ostta01g06590			
ostta01g06600			
ostta01g06650			
ostta01g06670			
ostta10g00040			
ostta10g00050			
ostta10g00060			
ostta10g00070			
ostta10g00090			
ostta10g00120			
ostta10g00130			
ostta10g00180			
ostta10g00200			
ostta10g00210			
ostta10g00240			
ostta10g00270			
ostta10g00280			
ostta10g00330			
ostta10g00340			
ostta10g00400			
ostta10g00410			
ostta10g00440			
ostta10g00510			
ostta10g00530			
ostta10g00545			
ostta10g00560			
ostta10g00570			
ostta10g00590			
ostta10g00610			
ostta10g00620			
ostta10g00660			
ostta10g00700			
ostta10g00710			
ostta10g00720			
ostta10g00730			
ostta10g00750			
ostta10g00800			
ostta10g00870			
ostta10g00880			
ostta10g00890			
ostta10g00900			
ostta10g00940			
ostta10g00950			
ostta10g00980			
ostta10g01010			
ostta10g01060			
ostta10g01080			
ostta10g01140			
ostta10g01150			
ostta10g01170			
ostta10g01200			
ostta10g01220			
ostta10g01240			
ostta10g01250			
ostta10g01300			
ostta10g01320			
ostta10g01330			
ostta10g01380			
ostta10g01390			
ostta10g01400			
ostta10g01430			
ostta10g01440			
ostta10g01500			
ostta10g01510			
ostta10g01520			
ostta10g01540			
ostta10g01560			
ostta10g01580			
ostta10g01590			
ostta10g01600			
ostta10g01630			
ostta10g01660			
ostta10g01670			
ostta10g01705			
ostta10g01710			
ostta10g01730			
ostta10g01745			
ostta10g01750			
ostta10g01790			
ostta10g01820			
ostta10g01840			
ostta10g01880			
ostta10g01890			
ostta10g01900			
ostta10g01930			
ostta10g01960			
ostta10g01980			
ostta10g01990			
ostta10g02000			
ostta10g02020			
ostta10g02025			
ostta10g02170			
ostta10g02180			
ostta10g02220			
ostta10g02230			
ostta10g02240			
ostta10g02260			
ostta10g02280			
ostta10g02300			
ostta10g02320			
ostta10g02340			
ostta10g02350			
ostta10g02360			
ostta10g02370			
ostta10g02380			
ostta10g02390			
ostta10g02400			
ostta10g02430			
ostta10g02450			
ostta10g02470			
ostta10g02480			
ostta10g02500			
ostta10g02510			
ostta10g02520			
ostta10g02550			
ostta10g02600			
ostta10g02620			
ostta10g02640			
ostta10g02650			
ostta10g02690			
ostta10g02710			
ostta10g02720			
ostta10g02730			
ostta10g02740			
ostta10g02830			
ostta10g02840			
ostta10g02900			
ostta10g02920			
ostta10g02950			
ostta10g02980			
ostta10g03020			
ostta10g03030			
ostta10g03050			
ostta10g03060			
ostta10g03100			
ostta10g03110			
ostta10g03140			
ostta10g03160			
ostta10g03170			
ostta10g03180			
ostta10g03185			
ostta10g03190			
ostta10g03230			
ostta10g03250			
ostta10g03260			
ostta10g03270			
ostta10g03280			
ostta10g03300			
ostta10g03310			
ostta10g03320			
ostta10g03330			
ostta10g03340			
ostta10g03350			
ostta10g03365			
ostta10g03380			
ostta10g03460			
ostta10g03510			
ostta10g03520			
ostta10g03530			
ostta10g03540			
ostta10g03550			
ostta10g03570			
ostta11g00010			
ostta11g00030			
ostta11g00060			
ostta11g00070			
ostta11g00090			
ostta11g00120			
ostta11g00140			
ostta11g00150			
ostta11g00190			
ostta11g00200			
ostta11g00230			
ostta11g00240			
ostta11g00250			
ostta11g00270			
ostta11g00300			
ostta11g00310			
ostta11g00320			
ostta11g00330			
ostta11g00350			
ostta11g00360			
ostta11g00370			
ostta11g00390			
ostta11g00440			
ostta11g00450			
ostta11g00470			
ostta11g00480			
ostta11g00490			
ostta11g00500			
ostta11g00510			
ostta11g00520			
ostta11g00560			
ostta11g00600			
ostta11g00605			
ostta11g00620			
ostta11g00650			
ostta11g00670			
ostta11g00710			
ostta11g00720			
ostta11g00740			
ostta11g00750			
ostta11g00760			
ostta11g00790			
ostta11g00830			
ostta11g00900			
ostta11g00920			
ostta11g00950			
ostta11g00985			
ostta11g00990			
ostta11g01010			
ostta11g01020			
ostta11g01040			
ostta11g01045			
ostta11g01090			
ostta11g01120			
ostta11g01130			
ostta11g01170			
ostta11g01190			
ostta11g01200			
ostta11g01220			
ostta11g01230			
ostta11g01240			
ostta11g01260			
ostta11g01270			
ostta11g01275			
ostta11g01310			
ostta11g01320			
ostta11g01325			
ostta11g01330			
ostta11g01360			
ostta11g01380			
ostta11g01390			
ostta11g01420			
ostta11g01430			
ostta11g01470			
ostta11g01480			
ostta11g01510			
ostta11g01520			
ostta11g01530			
ostta11g01550			
ostta11g01560			
ostta11g01610			
ostta11g01630			
ostta11g01650			
ostta11g01680			
ostta11g01710			
ostta11g01770			
ostta11g01780			
ostta11g01790			
ostta11g01800			
ostta11g01850			
ostta11g01880			
ostta11g01890			
ostta11g01895			
ostta11g01900			
ostta11g01915			
ostta11g01920			
ostta11g01940			
ostta11g01950			
ostta11g02000			
ostta11g02030			
ostta11g02040			
ostta11g02050			
ostta11g02060			
ostta11g02070			
ostta11g02100			
ostta11g02140			
ostta11g02170			
ostta11g02180			
ostta11g02200			
ostta11g02210			
ostta11g02260			
ostta11g02270			
ostta11g02290			
ostta11g02310			
ostta11g02330			
ostta11g02420			
ostta11g02520			
ostta11g02530			
ostta11g02550			
ostta11g02580			
ostta11g02590			
ostta11g02600			
ostta11g02620			
ostta11g02660			
ostta11g02710			
ostta11g02750			
ostta11g02770			
ostta11g02790			
ostta11g02810			
ostta11g02850			
ostta11g02860			
ostta11g02870			
ostta11g02930			
ostta11g02940			
ostta11g02950			
ostta11g02970			
ostta11g02980			
ostta11g03000			
ostta11g03010			
ostta11g03080			
ostta11g03100			
ostta11g03120			
ostta11g03140			
ostta11g03170			
ostta11g03180			
ostta11g03210			
ostta11g03250			
ostta11g03300			
ostta12g00010			
ostta12g00030			
ostta12g00050			
ostta12g00070			
ostta12g00080			
ostta12g00090			
ostta12g00100			
ostta12g00120			
ostta12g00130			
ostta12g00170			
ostta12g00210			
ostta12g00220			
ostta12g00230			
ostta12g00250			
ostta12g00260			
ostta12g00280			
ostta12g00300			
ostta12g00310			
ostta12g00360			
ostta12g00370			
ostta12g00380			
ostta12g00390			
ostta12g00430			
ostta12g00450			
ostta12g00460			
ostta12g00470			
ostta12g00490			
ostta12g00520			
ostta12g00540			
ostta12g00600			
ostta12g00610			
ostta12g00620			
ostta12g00645			
ostta12g00660			
ostta12g00670			
ostta12g00680			
ostta12g00770			
ostta12g00780			
ostta12g00790			
ostta12g00810			
ostta12g00820			
ostta12g00870			
ostta12g00920			
ostta12g00930			
ostta12g00970			
ostta12g01040			
ostta12g01080			
ostta12g01110			
ostta12g01120			
ostta12g01140			
ostta12g01150			
ostta12g01190			
ostta12g01200			
ostta12g01210			
ostta12g01220			
ostta12g01240			
ostta12g01300			
ostta12g01310			
ostta12g01350			
ostta12g01370			
ostta12g01390			
ostta12g01400			
ostta12g01410			
ostta12g01430			
ostta12g01440			
ostta12g01450			
ostta12g01470			
ostta12g01480			
ostta12g01485			
ostta12g01500			
ostta12g01510			
ostta12g01540			
ostta12g01550			
ostta12g01570			
ostta12g01590			
ostta12g01610			
ostta12g01640			
ostta12g01650			
ostta12g01660			
ostta12g01680			
ostta12g01690			
ostta12g01720			
ostta12g01730			
ostta12g01760			
ostta12g01780			
ostta12g01790			
ostta12g01800			
ostta12g01820			
ostta12g01840			
ostta12g01860			
ostta12g01870			
ostta12g01900			
ostta12g01910			
ostta12g01920			
ostta12g01930			
ostta12g01970			
ostta12g01980			
ostta12g01990			
ostta12g02010			
ostta12g02020			
ostta12g02050			
ostta12g02060			
ostta12g02080			
ostta12g02090			
ostta12g02100			
ostta12g02120			
ostta12g02130			
ostta12g02150			
ostta12g02160			
ostta12g02170			
ostta12g02180			
ostta12g02190			
ostta12g02200			
ostta12g02220			
ostta12g02240			
ostta12g02270			
ostta12g02330			
ostta12g02350			
ostta12g02370			
ostta12g02380			
ostta12g02420			
ostta12g02470			
ostta12g02480			
ostta12g02570			
ostta12g02600			
ostta12g02660			
ostta12g02665			
ostta12g02670			
ostta12g02690			
ostta12g02700			
ostta12g02720			
ostta12g02730			
ostta12g02750			
ostta12g02820			
ostta12g02850			
ostta12g02860			
ostta12g02930			
ostta12g02940			
ostta12g02950			
ostta12g02990			
ostta12g03010			
ostta12g03050			
ostta12g03070			
ostta12g03080			
ostta12g03090			
ostta12g03130			
ostta12g03140			
ostta12g03200			
ostta13g00010			
ostta13g00050			
ostta13g00060			
ostta13g00080			
ostta13g00140			
ostta13g00150			
ostta13g00180			
ostta13g00200			
ostta13g00220			
ostta13g00230			
ostta13g00240			
ostta13g00290			
ostta13g00300			
ostta13g00330			
ostta13g00370			
ostta13g00380			
ostta13g00390			
ostta13g00420			
ostta13g00460			
ostta13g00470			
ostta13g00490			
ostta13g00500			
ostta13g00510			
ostta13g00550			
ostta13g00560			
ostta13g00610			
ostta13g00650			
ostta13g00660			
ostta13g00690			
ostta13g00700			
ostta13g00720			
ostta13g00730			
ostta13g00750			
ostta13g00770			
ostta13g00825			
ostta13g00840			
ostta13g00885			
ostta13g00920			
ostta13g00940			
ostta13g00960			
ostta13g00980			
ostta13g01020			
ostta13g01030			
ostta13g01050			
ostta13g01060			
ostta13g01080			
ostta13g01110			
ostta13g01210			
ostta13g01220			
ostta13g01230			
ostta13g01250			
ostta13g01260			
ostta13g01270			
ostta13g01290			
ostta13g01320			
ostta13g01330			
ostta13g01335			
ostta13g01340			
ostta13g01360			
ostta13g01375			
ostta13g01390			
ostta13g01400			
ostta13g01410			
ostta13g01430			
ostta13g01440			
ostta13g01480			
ostta13g01500			
ostta13g01530			
ostta13g01540			
ostta13g01560			
ostta13g01590			
ostta13g01610			
ostta13g01620			
ostta13g01630			
ostta13g01640			
ostta13g01660			
ostta13g01710			
ostta13g01720			
ostta13g01740			
ostta13g01750			
ostta13g01760			
ostta13g01790			
ostta13g01810			
ostta13g01815			
ostta13g01830			
ostta13g01850			
ostta13g01860			
ostta13g01900			
ostta13g01905			
ostta13g01910			
ostta13g01920			
ostta13g01930			
ostta13g01950			
ostta13g01960			
ostta13g01970			
ostta13g01980			
ostta13g02010			
ostta13g02050			
ostta13g02070			
ostta13g02080			
ostta13g02090			
ostta13g02100			
ostta13g02110			
ostta13g02130			
ostta13g02160			
ostta13g02165			
ostta13g02170			
ostta13g02210			
ostta13g02290			
ostta13g02310			
ostta13g02320			
ostta13g02330			
ostta13g02340			
ostta13g02370			
ostta13g02390			
ostta13g02400			
ostta13g02430			
ostta13g02460			
ostta13g02480			
ostta13g02510			
ostta13g02530			
ostta13g02540			
ostta13g02570			
ostta13g02590			
ostta13g02610			
ostta13g02620			
ostta13g02650			
ostta13g02660			
ostta13g02670			
ostta13g02680			
ostta13g02710			
ostta13g02740			
ostta13g02750			
ostta13g02760			
ostta13g02770			
ostta13g02810			
ostta13g02820			
ostta13g02830			
ostta13g02880			
ostta13g02890			
ostta13g02895			
ostta13g02900			
ostta13g02910			
ostta13g02930			
ostta13g02980			
ostta13g03000			
ostta14g00040			
ostta14g00055			
ostta14g00060			
ostta14g00066			
ostta14g00075			
ostta14g00120			
ostta14g00130			
ostta14g00185			
ostta14g00190			
ostta14g00210			
ostta14g00220			
ostta14g00240			
ostta14g00310			
ostta14g00320			
ostta14g00380			
ostta14g00390			
ostta14g00400			
ostta14g00430			
ostta14g00450			
ostta14g00470			
ostta14g00480			
ostta14g00490			
ostta14g00510			
ostta14g00530			
ostta14g00550			
ostta14g00560			
ostta14g00570			
ostta14g00580			
ostta14g00600			
ostta14g00610			
ostta14g00640			
ostta14g00670			
ostta14g00680			
ostta14g00715			
ostta14g00770			
ostta14g00790			
ostta14g00795			
ostta14g00830			
ostta14g00840			
ostta14g00850			
ostta14g00860			
ostta14g00870			
ostta14g00910			
ostta14g00970			
ostta14g01000			
ostta14g01020			
ostta14g01090			
ostta14g01130			
ostta14g01140			
ostta14g01150			
ostta14g01157			
ostta14g01170			
ostta14g00065			
ostta14g01180			
ostta14g01190			
ostta14g01200			
ostta14g01240			
ostta14g01250			
ostta14g01260			
ostta14g01290			
ostta14g01300			
ostta14g01310			
ostta14g01320			
ostta14g01330			
ostta14g01350			
ostta14g01365			
ostta14g01370			
ostta14g01380			
ostta14g01388			
ostta14g01435			
ostta14g01460			
ostta14g01470			
ostta14g01480			
ostta14g01485			
ostta14g01490			
ostta14g01500			
ostta14g01530			
ostta14g01590			
ostta14g01600			
ostta14g01630			
ostta14g01635			
ostta14g01640			
ostta14g01650			
ostta14g01660			
ostta14g01665			
ostta14g01690			
ostta14g01695			
ostta14g01700			
ostta14g01710			
ostta14g01730			
ostta14g01760			
ostta14g01770			
ostta14g01780			
ostta14g01790			
ostta14g01820			
ostta14g01860			
ostta14g01870			
ostta14g01910			
ostta14g01930			
ostta14g01970			
ostta14g02000			
ostta14g02040			
ostta14g02050			
ostta14g02100			
ostta14g02110			
ostta14g02120			
ostta14g02140			
ostta14g02160			
ostta14g02170			
ostta14g02190			
ostta14g02230			
ostta14g02235			
ostta14g02250			
ostta14g02270			
ostta14g02290			
ostta14g02320			
ostta14g02340			
ostta14g02360			
ostta14g02380			
ostta14g02440			
ostta14g02450			
ostta14g02460			
ostta14g02475			
ostta14g02480			
ostta14g02490			
ostta14g02495			
ostta14g02500			
ostta14g02510			
ostta14g02520			
ostta14g02530			
ostta14g02550			
ostta14g02560			
ostta14g02570			
ostta14g02580			
ostta14g02600			
ostta14g02620			
ostta14g02640			
ostta14g02650			
ostta14g02670			
ostta14g02680			
ostta14g02690			
ostta14g02695			
ostta14g02700			
ostta14g02710			
ostta14g02730			
ostta14g02740			
ostta14g02790			
ostta14g02795			
ostta14g02820			
ostta14g02840			
ostta14g02845			
ostta14g02850			
ostta14g02880			
ostta14g02900			
ostta14g02930			
ostta14g02940			
ostta14g02990			
ostta14g03000			
ostta14g03020			
ostta14g03030			
ostta14g03040			
ostta14g03060			
ostta14g03070			
ostta14g03080			
ostta15g00010			
ostta15g00030			
ostta15g00040			
ostta15g00070			
ostta15g00100			
ostta15g00130			
ostta15g00160			
ostta15g00195			
ostta15g00200			
ostta15g00210			
ostta15g00220			
ostta15g00240			
ostta15g00260			
ostta15g00270			
ostta15g00290			
ostta15g00330			
ostta15g00340			
ostta15g00360			
ostta15g00370			
ostta15g00400			
ostta15g00430			
ostta15g00440			
ostta15g00460			
ostta15g00480			
ostta15g00500			
ostta15g00510			
ostta15g00540			
ostta15g00570			
ostta15g00575			
ostta15g00580			
ostta15g00600			
ostta15g00630			
ostta15g00660			
ostta15g00700			
ostta15g00710			
ostta15g00730			
ostta15g00750			
ostta15g00765			
ostta15g00770			
ostta15g00780			
ostta15g00810			
ostta15g00820			
ostta15g00850			
ostta15g00860			
ostta15g00910			
ostta15g00940			
ostta15g00950			
ostta15g00960			
ostta15g00970			
ostta15g01040			
ostta15g01050			
ostta15g01070			
ostta15g01075			
ostta15g01100			
ostta15g01105			
ostta15g01120			
ostta15g01130			
ostta15g01150			
ostta15g01170			
ostta15g01190			
ostta15g01260			
ostta15g01265			
ostta15g01280			
ostta15g01290			
ostta15g01300			
ostta15g01310			
ostta15g01320			
ostta15g01325			
ostta15g01330			
ostta15g01380			
ostta15g01390			
ostta15g01490			
ostta15g01495			
ostta15g01500			
ostta15g01510			
ostta15g01520			
ostta15g01530			
ostta15g01540			
ostta15g01570			
ostta15g01580			
ostta15g01620			
ostta15g01640			
ostta15g01660			
ostta15g01670			
ostta15g01735			
ostta15g01760			
ostta15g01780			
ostta15g01840			
ostta15g01860			
ostta15g01880			
ostta15g01900			
ostta15g01910			
ostta15g01940			
ostta15g01960			
ostta15g01990			
ostta15g02000			
ostta15g02030			
ostta15g02040			
ostta15g02050			
ostta15g02060			
ostta15g02080			
ostta15g02100			
ostta15g02110			
ostta15g02140			
ostta15g02150			
ostta15g02160			
ostta15g02180			
ostta15g02190			
ostta15g02207			
ostta15g02210			
ostta15g02240			
ostta15g02260			
ostta15g02270			
ostta15g02280			
ostta15g02290			
ostta15g02300			
ostta15g02330			
ostta15g02340			
ostta15g02380			
ostta15g02400			
ostta15g02430			
ostta15g02440			
ostta15g02455			
ostta15g02475			
ostta15g02480			
ostta15g02490			
ostta15g02510			
ostta15g02530			
ostta15g02540			
ostta15g02580			
ostta15g02590			
ostta15g02620			
ostta15g02630			
ostta15g02650			
ostta15g02690			
ostta15g02700			
ostta15g02710			
ostta15g02730			
ostta15g02750			
ostta15g02770			
ostta15g02780			
ostta15g02805			
ostta15g02830			
ostta15g02860			
ostta15g02875			
ostta15g02890			
ostta15g02905			
ostta15g02910			
ostta16g00010			
ostta16g00020			
ostta16g00060			
ostta16g00080			
ostta16g00090			
ostta16g00100			
ostta16g00110			
ostta16g00120			
ostta16g00130			
ostta16g00140			
ostta16g00150			
ostta16g00190			
ostta16g00200			
ostta16g00210			
ostta16g00220			
ostta16g00230			
ostta16g00260			
ostta16g00270			
ostta16g00280			
ostta16g00310			
ostta16g00340			
ostta16g00350			
ostta16g00410			
ostta16g00450			
ostta16g00460			
ostta16g00490			
ostta16g00500			
ostta16g00510			
ostta16g00540			
ostta16g00570			
ostta16g00580			
ostta16g00620			
ostta16g00630			
ostta16g00660			
ostta16g00680			
ostta16g00690			
ostta16g00700			
ostta16g00720			
ostta16g00740			
ostta16g00750			
ostta16g00760			
ostta16g00790			
ostta16g00800			
ostta16g00810			
ostta16g00840			
ostta16g00850			
ostta16g00860			
ostta16g00890			
ostta16g00900			
ostta16g00940			
ostta16g00950			
ostta16g00990			
ostta16g01000			
ostta16g01020			
ostta16g01030			
ostta16g01070			
ostta16g01080			
ostta16g01110			
ostta16g01130			
ostta16g01140			
ostta16g01160			
ostta16g01170			
ostta16g01190			
ostta16g01220			
ostta16g01230			
ostta16g01240			
ostta16g01295			
ostta16g01300			
ostta16g01310			
ostta16g01330			
ostta16g01355			
ostta16g01360			
ostta16g01380			
ostta16g01400			
ostta16g01420			
ostta16g01430			
ostta16g01465			
ostta16g01490			
ostta16g01510			
ostta16g01520			
ostta16g01530			
ostta16g01570			
ostta16g01590			
ostta16g01595			
ostta16g01597			
ostta16g01610			
ostta16g01630			
ostta16g01635			
ostta16g01650			
ostta16g01660			
ostta16g01680			
ostta16g01700			
ostta16g01740			
ostta16g01760			
ostta16g01770			
ostta16g01800			
ostta16g01830			
ostta16g01840			
ostta16g01870			
ostta16g01880			
ostta16g01885			
ostta16g01900			
ostta16g01930			
ostta16g01990			
ostta16g02000			
ostta16g02010			
ostta16g02025			
ostta16g02040			
ostta16g02050			
ostta16g02060			
ostta16g02065			
ostta16g02100			
ostta16g02105			
ostta16g02110			
ostta16g02160			
ostta16g02170			
ostta16g02190			
ostta16g02195			
ostta16g02210			
ostta16g02220			
ostta16g02240			
ostta16g02290			
ostta16g02310			
ostta16g02320			
ostta16g02340			
ostta16g02345			
ostta16g02350			
ostta16g02360			
ostta16g02380			
ostta16g02410			
ostta16g02430			
ostta16g02440			
ostta16g02460			
ostta16g02470			
ostta16g02500			
ostta16g02520			
ostta16g02535			
ostta16g02570			
ostta16g02575			
ostta16g02590			
ostta16g02600			
ostta16g02610			
ostta16g02640			
ostta16g02660			
ostta16g02670			
ostta16g02677			
ostta16g02680			
ostta16g02690			
ostta16g02700			
ostta16g02720			
ostta16g02730			
ostta17g00025			
ostta17g00060			
ostta17g00080			
ostta17g00100			
ostta17g00160			
ostta17g00165			
ostta17g00180			
ostta17g00190			
ostta17g00230			
ostta17g00240			
ostta17g00275			
ostta17g00280			
ostta17g00320			
ostta17g00340			
ostta17g00370			
ostta17g00380			
ostta17g00400			
ostta17g00420			
ostta17g00440			
ostta17g00460			
ostta17g00470			
ostta17g00490			
ostta17g00500			
ostta17g00520			
ostta17g00590			
ostta17g00600			
ostta17g00610			
ostta17g00630			
ostta17g00660			
ostta17g00670			
ostta17g00690			
ostta17g00700			
ostta17g00730			
ostta17g00740			
ostta17g00750			
ostta17g00760			
ostta17g00800			
ostta17g00810			
ostta17g00850			
ostta17g00860			
ostta17g00870			
ostta17g00880			
ostta17g00890			
ostta17g00900			
ostta17g00920			
ostta17g00930			
ostta17g00950			
ostta17g00960			
ostta17g01020			
ostta17g01040			
ostta17g01050			
ostta17g01060			
ostta17g01070			
ostta17g01090			
ostta17g01120			
ostta17g01140			
ostta17g01170			
ostta17g01180			
ostta17g01190			
ostta17g01210			
ostta17g01220			
ostta17g01240			
ostta17g01250			
ostta17g01255			
ostta17g01260			
ostta17g01310			
ostta17g01320			
ostta17g01355			
ostta17g01365			
ostta17g01440			
ostta17g01460			
ostta17g01470			
ostta17g01480			
ostta17g01490			
ostta17g01530			
ostta17g01540			
ostta17g01560			
ostta17g01570			
ostta17g01580			
ostta17g01590			
ostta17g01600			
ostta17g01620			
ostta17g01630			
ostta17g01640			
ostta17g01670			
ostta17g01680			
ostta17g01690			
ostta17g01740			
ostta17g01770			
ostta17g01790			
ostta17g01835			
ostta17g01840			
ostta17g01850			
ostta17g01870			
ostta17g01885			
ostta17g01895			
ostta17g01900			
ostta17g01920			
ostta17g01960			
ostta17g01970			
ostta17g01980			
ostta17g02005			
ostta17g02008			
ostta17g02060			
ostta17g02075			
ostta17g02100			
ostta17g02150			
ostta17g02180			
ostta17g02210			
ostta17g02220			
ostta17g02230			
ostta17g02250			
ostta17g02260			
ostta17g02270			
ostta17g02280			
ostta17g02300			
ostta17g02310			
ostta17g02330			
ostta17g02340			
ostta17g02360			
ostta17g02365			
ostta17g02380			
ostta17g02400			
ostta17g02410			
ostta18g00010			
ostta18g00020			
ostta18g00030			
ostta18g00040			
ostta18g00080			
ostta18g00090			
ostta18g00100			
ostta18g00110			
ostta18g00130			
ostta18g00140			
ostta18g00150			
ostta18g00160			
ostta18g00190			
ostta18g00235			
ostta18g00240			
ostta18g00245			
ostta18g00270			
ostta18g00275			
ostta18g00320			
ostta18g00340			
ostta18g00350			
ostta18g00380			
ostta18g00385			
ostta18g00390			
ostta18g00410			
ostta18g00440			
ostta18g00450			
ostta18g00460			
ostta18g00470			
ostta18g00490			
ostta18g00500			
ostta18g00505			
ostta18g00510			
ostta18g00530			
ostta18g00540			
ostta18g00570			
ostta18g00600			
ostta18g00610			
ostta18g00640			
ostta18g00650			
ostta18g00660			
ostta18g00670			
ostta18g00695			
ostta18g00700			
ostta18g00740			
ostta18g00760			
ostta18g00770			
ostta18g00780			
ostta18g00790			
ostta18g00800			
ostta18g00810			
ostta18g00840			
ostta18g00850			
ostta18g00860			
ostta18g00870			
ostta18g00910			
ostta18g00950			
ostta18g00970			
ostta18g00980			
ostta18g01000			
ostta18g01020			
ostta18g01070			
ostta18g01100			
ostta18g01120			
ostta18g01130			
ostta18g01170			
ostta18g01180			
ostta18g01210			
ostta18g01230			
ostta18g01240			
ostta18g01260			
ostta18g01270			
ostta18g01300			
ostta18g01330			
ostta18g01340			
ostta18g01370			
ostta18g01400			
ostta18g01430			
ostta18g01460			
ostta18g01470			
ostta18g01490			
ostta18g01500			
ostta18g01530			
ostta18g01540			
ostta18g01560			
ostta18g01590			
ostta18g01630			
ostta18g01650			
ostta18g01670			
ostta18g01710			
ostta18g01730			
ostta18g01740			
ostta18g01770			
ostta18g01780			
ostta18g01800			
ostta18g01820			
ostta18g01830			
ostta18g01850			
ostta18g01865			
ostta18g01900			
ostta18g01920			
ostta18g01945			
ostta18g01960			
ostta18g01970			
ostta18g01980			
ostta19g00010			
ostta19g00030			
ostta19g00070			
ostta19g00080			
ostta19g00090			
ostta19g00100			
ostta19g00140			
ostta19g00150			
ostta19g00160			
ostta19g00180			
ostta19g00190			
ostta19g00200			
ostta19g00210			
ostta19g00220			
ostta19g00035			
ostta19g00240			
ostta19g00250			
ostta19g00260			
ostta19g00270			
ostta19g00060			
ostta19g00280			
ostta19g00290			
ostta19g00300			
ostta19g00310			
ostta19g00340			
ostta19g00350			
ostta19g00360			
ostta19g00370			
ostta19g00380			
ostta19g00385			
ostta19g00390			
ostta19g00395			
ostta19g00400			
ostta19g00410			
ostta19g00420			
ostta19g00430			
ostta19g00440			
ostta19g00490			
ostta19g00515			
ostta19g00520			
ostta19g00530			
ostta19g00540			
ostta19g00550			
ostta19g00555			
ostta19g00560			
ostta19g00570			
ostta19g00580			
ostta19g00590			
ostta19g00600			
ostta19g00620			
ostta19g00640			
ostta19g00650			
ostta19g00075			
ostta19g00660			
ostta19g00670			
ostta02g00035			
ostta02g00037			
ostta02g00040			
ostta02g00080			
ostta02g00085			
ostta02g00087			
ostta02g00190			
ostta02g00220			
ostta02g00230			
ostta02g00270			
ostta02g00277			
ostta02g00290			
ostta02g00310			
ostta02g00330			
ostta02g00350			
ostta02g00400			
ostta02g00410			
ostta02g00420			
ostta02g00440			
ostta02g00450			
ostta02g00490			
ostta02g00510			
ostta02g00530			
ostta02g00600			
ostta02g00650			
ostta02g00660			
ostta02g00680			
ostta02g00700			
ostta02g00740			
ostta02g00760			
ostta02g00770			
ostta02g00780			
ostta02g00790			
ostta02g00820			
ostta02g00850			
ostta02g00910			
ostta02g01060			
ostta02g01120			
ostta02g01250			
ostta02g01260			
ostta02g01290			
ostta02g01310			
ostta02g01320			
