Gene ID	GO	KO	KOG	ENZYME	PANTHER
Dusal.0599s00002					
Dusal.0599s00003					
Dusal.0599s00004					
Dusal.0599s00005					
Dusal.0600s00001					
Dusal.0600s00002					
Dusal.0600s00003					
Dusal.0600s00005					
Dusal.0600s00006					
Dusal.0600s00008					
Dusal.0600s00009					
Dusal.0600s00010					
Dusal.0600s00011					
Dusal.0600s00012					
Dusal.0600s00013					
Dusal.0600s00014					
Dusal.0600s00015					
Dusal.0601s00002					
Dusal.0601s00003					
Dusal.0601s00004					
Dusal.0601s00005					
Dusal.0602s00001					
Dusal.0602s00002					
Dusal.0602s00003					
Dusal.0602s00004					
Dusal.0602s00006					
Dusal.0602s00007					
Dusal.0603s00001					
Dusal.0603s00002					
Dusal.0603s00003					
Dusal.0603s00004					
Dusal.0603s00005					
Dusal.0603s00006					
Dusal.0603s00007					
Dusal.0603s00008					
Dusal.0604s00001					
Dusal.0604s00002					
Dusal.0604s00003					
Dusal.0605s00002					
Dusal.0605s00003					
Dusal.0605s00004					
Dusal.0605s00005					
Dusal.0605s00006					
Dusal.0606s00005					
Dusal.0606s00006					
Dusal.0606s00007					
Dusal.0606s00008					
Dusal.0606s00009					
Dusal.0606s00010					
Dusal.0607s00001					
Dusal.0607s00002					
Dusal.0607s00003					
Dusal.0607s00004					
Dusal.0607s00005					
Dusal.0607s00006					
Dusal.0607s00008					
Dusal.0607s00009					
Dusal.0607s00011					
Dusal.0608s00002					
Dusal.0608s00004					
Dusal.0608s00006					
Dusal.0608s00007					
Dusal.0608s00008					
Dusal.0608s00009					
Dusal.0609s00001					
Dusal.0609s00002					
Dusal.0609s00004					
Dusal.0609s00005					
Dusal.0609s00006					
Dusal.0609s00007					
Dusal.0609s00008					
Dusal.0609s00010					
Dusal.0609s00011					
Dusal.0610s00001					
Dusal.0610s00003					
Dusal.0610s00004					
Dusal.0610s00005					
Dusal.0610s00006					
Dusal.0610s00007					
Dusal.0610s00008					
Dusal.0610s00009					
Dusal.0610s00010					
Dusal.0611s00001					
Dusal.0611s00005					
Dusal.0611s00006					
Dusal.0611s00007					
Dusal.0611s00008					
Dusal.0611s00009					
Dusal.0612s00001					
Dusal.0612s00002					
Dusal.0612s00003					
Dusal.0612s00004					
Dusal.0612s00006					
Dusal.0613s00003					
Dusal.0613s00004					
Dusal.0613s00006					
Dusal.0613s00007					
Dusal.0613s00008					
Dusal.0614s00002					
Dusal.0614s00003					
Dusal.0614s00004					
Dusal.0614s00005					
Dusal.0615s00001					
Dusal.0615s00002					
Dusal.0615s00003					
Dusal.0615s00005					
Dusal.0615s00006					
Dusal.0615s00008					
Dusal.0616s00001					
Dusal.0616s00002					
Dusal.0616s00003					
Dusal.0616s00004					
Dusal.0617s00001					
Dusal.0617s00002					
Dusal.0617s00003					
Dusal.0617s00004					
Dusal.0618s00001					
Dusal.0618s00002					
Dusal.0619s00001					
Dusal.0619s00003					
Dusal.0619s00004					
Dusal.0619s00006					
Dusal.0619s00007					
Dusal.0620s00001					
Dusal.0620s00004					
Dusal.0620s00005					
Dusal.0620s00006					
Dusal.0621s00001					
Dusal.0621s00003					
Dusal.0621s00004					
Dusal.0621s00005					
Dusal.0621s00007					
Dusal.0621s00009					
Dusal.0621s00011					
Dusal.0621s00012					
Dusal.0622s00001					
Dusal.0622s00004					
Dusal.0622s00005					
Dusal.0622s00006					
Dusal.0622s00007					
Dusal.0622s00008					
Dusal.0623s00001					
Dusal.0623s00005					
Dusal.0623s00006					
Dusal.0623s00008					
Dusal.0624s00001					
Dusal.0624s00002					
Dusal.0624s00003					
Dusal.0624s00004					
Dusal.0624s00005					
Dusal.0624s00007					
Dusal.0625s00001					
Dusal.0625s00004					
Dusal.0625s00005					
Dusal.0625s00006					
Dusal.0626s00001					
Dusal.0626s00002					
Dusal.0626s00003					
Dusal.0626s00005					
Dusal.0626s00006					
Dusal.0626s00007					
Dusal.0627s00002					
Dusal.0627s00003					
Dusal.0627s00004					
Dusal.0627s00005					
Dusal.0627s00006					
Dusal.0627s00007					
Dusal.0628s00001					
Dusal.0628s00002					
Dusal.0628s00003					
Dusal.0628s00004					
Dusal.0628s00005					
Dusal.0628s00006					
Dusal.0628s00007					
Dusal.0628s00008					
Dusal.0629s00002					
Dusal.0629s00005					
Dusal.0629s00006					
Dusal.0630s00002					
Dusal.0630s00003					
Dusal.0630s00004					
Dusal.0630s00005					
Dusal.0630s00006					
Dusal.0630s00007					
Dusal.0630s00010					
Dusal.0631s00001					
Dusal.0631s00003					
Dusal.0631s00004					
Dusal.0631s00005					
Dusal.0631s00006					
Dusal.0631s00007					
Dusal.0632s00001					
Dusal.0632s00002					
Dusal.0632s00004					
Dusal.0632s00005					
Dusal.0632s00007					
Dusal.0632s00008					
Dusal.0632s00009					
Dusal.0632s00010					
Dusal.0632s00011					
Dusal.0633s00002					
Dusal.0633s00003					
Dusal.0633s00004					
Dusal.0633s00005					
Dusal.0633s00007					
Dusal.0633s00008					
Dusal.0633s00009					
Dusal.0633s00010					
Dusal.0634s00001					
Dusal.0634s00002					
Dusal.0634s00003					
Dusal.0634s00004					
Dusal.0634s00006					
Dusal.0634s00007					
Dusal.0634s00008					
Dusal.0635s00001					
Dusal.0635s00002					
Dusal.0635s00005					
Dusal.0635s00006					
Dusal.0635s00007					
Dusal.0635s00011					
Dusal.0635s00012					
Dusal.0635s00014					
Dusal.0636s00001					
Dusal.0636s00004					
Dusal.0636s00005					
Dusal.0636s00006					
Dusal.0636s00007					
Dusal.0636s00008					
Dusal.0637s00001					
Dusal.0637s00002					
Dusal.0637s00003					
Dusal.0637s00004					
Dusal.0637s00005					
Dusal.0638s00001					
Dusal.0638s00002					
Dusal.0638s00003					
Dusal.0638s00006					
Dusal.0639s00001					
Dusal.0639s00002					
Dusal.0639s00003					
Dusal.0639s00004					
Dusal.0639s00005					
Dusal.0639s00006					
Dusal.0639s00007					
Dusal.0639s00009					
Dusal.0640s00001					
Dusal.0640s00002					
Dusal.0640s00003					
Dusal.0640s00004					
Dusal.0640s00005					
Dusal.0640s00006					
Dusal.0640s00007					
Dusal.0641s00001					
Dusal.0641s00002					
Dusal.0641s00003					
Dusal.0641s00004					
Dusal.0641s00008					
Dusal.0641s00009					
Dusal.0641s00010					
Dusal.0641s00012					
Dusal.0641s00013					
Dusal.0641s00014					
Dusal.0641s00015					
Dusal.0641s00016					
Dusal.0642s00001					
Dusal.0642s00002					
Dusal.0642s00003					
Dusal.0642s00004					
Dusal.0642s00005					
Dusal.0642s00006					
Dusal.0642s00007					
Dusal.0642s00009					
Dusal.0642s00010					
Dusal.0643s00001					
Dusal.0643s00003					
Dusal.0643s00005					
Dusal.0645s00001					
Dusal.0645s00002					
Dusal.0645s00003					
Dusal.0645s00004					
Dusal.0645s00005					
Dusal.0645s00006					
Dusal.0645s00008					
Dusal.0645s00010					
Dusal.0646s00002					
Dusal.0646s00003					
Dusal.0646s00005					
Dusal.0646s00006					
Dusal.0646s00007					
Dusal.0646s00008					
Dusal.0647s00001					
Dusal.0647s00002					
Dusal.0647s00004					
Dusal.0647s00005					
Dusal.0647s00007					
Dusal.0648s00001					
Dusal.0648s00002					
Dusal.0648s00003					
Dusal.0648s00004					
Dusal.0648s00005					
Dusal.0648s00006					
Dusal.0648s00007					
Dusal.0648s00008					
Dusal.0648s00009					
Dusal.0649s00001					
Dusal.0649s00004					
Dusal.0649s00005					
Dusal.0649s00006					
Dusal.0649s00008					
Dusal.0649s00009					
Dusal.0649s00011					
Dusal.0650s00002					
Dusal.0650s00003					
Dusal.0650s00004					
Dusal.0650s00005					
Dusal.0652s00002					
Dusal.0652s00003					
Dusal.0652s00005					
Dusal.0652s00008					
Dusal.0652s00009					
Dusal.0652s00010					
Dusal.0653s00001					
Dusal.0653s00004					
Dusal.0653s00006					
Dusal.0654s00002					
Dusal.0654s00004					
Dusal.0654s00005					
Dusal.0654s00007					
Dusal.0655s00001					
Dusal.0655s00003					
Dusal.0655s00004					
Dusal.0655s00005					
Dusal.0655s00008					
Dusal.0655s00010					
Dusal.0656s00002					
Dusal.0656s00003					
Dusal.0656s00004					
Dusal.0656s00006					
Dusal.0656s00007					
Dusal.0656s00008					
Dusal.0656s00009					
Dusal.0656s00010					
Dusal.0657s00003					
Dusal.0658s00001					
Dusal.0658s00004					
Dusal.0658s00005					
Dusal.0658s00006					
Dusal.0658s00008					
Dusal.0659s00001					
Dusal.0659s00002					
Dusal.0659s00003					
Dusal.0659s00004					
Dusal.0659s00005					
Dusal.0659s00007					
Dusal.0659s00008					
Dusal.0660s00001					
Dusal.0660s00002					
Dusal.0660s00003					
Dusal.0660s00004					
Dusal.0660s00005					
Dusal.0660s00006					
Dusal.0660s00007					
Dusal.0660s00008					
Dusal.0660s00009					
Dusal.0661s00001					
Dusal.0661s00003					
Dusal.0661s00005					
Dusal.0661s00006					
Dusal.0661s00007					
Dusal.0662s00001					
Dusal.0662s00002					
Dusal.0662s00003					
Dusal.0662s00004					
Dusal.0662s00006					
Dusal.0662s00007					
Dusal.0663s00001					
Dusal.0663s00002					
Dusal.0663s00004					
Dusal.0663s00005					
Dusal.0663s00006					
Dusal.0663s00007					
Dusal.0663s00009					
Dusal.0663s00010					
Dusal.0664s00001					
Dusal.0664s00003					
Dusal.0664s00004					
Dusal.0664s00005					
Dusal.0664s00008					
Dusal.0664s00009					
Dusal.0664s00010					
Dusal.0664s00011					
Dusal.0665s00001					
Dusal.0665s00002					
Dusal.0665s00004					
Dusal.0665s00005					
Dusal.0665s00006					
Dusal.0666s00002					
Dusal.0666s00003					
Dusal.0667s00001					
Dusal.0667s00002					
Dusal.0667s00004					
Dusal.0667s00007					
Dusal.0668s00001					
Dusal.0668s00002					
Dusal.0668s00003					
Dusal.0668s00004					
Dusal.0668s00005					
Dusal.0668s00006					
Dusal.0668s00010					
Dusal.0668s00011					
Dusal.0668s00012					
Dusal.0669s00002					
Dusal.0669s00003					
Dusal.0669s00004					
Dusal.0669s00005					
Dusal.0669s00006					
Dusal.0669s00007					
Dusal.0669s00008					
Dusal.0670s00001					
Dusal.0670s00002					
Dusal.0670s00003					
Dusal.0670s00006					
Dusal.0671s00001					
Dusal.0671s00002					
Dusal.0671s00003					
Dusal.0671s00004					
Dusal.0671s00005					
Dusal.0671s00006					
Dusal.0671s00007					
Dusal.0671s00008					
Dusal.0671s00010					
Dusal.0672s00001					
Dusal.0672s00002					
Dusal.0672s00003					
Dusal.0672s00004					
Dusal.0672s00005					
Dusal.0672s00006					
Dusal.0672s00007					
Dusal.0672s00011					
Dusal.0673s00001					
Dusal.0673s00002					
Dusal.0673s00004					
Dusal.0673s00005					
Dusal.0673s00006					
Dusal.0674s00001					
Dusal.0674s00002					
Dusal.0674s00003					
Dusal.0674s00004					
Dusal.0674s00005					
Dusal.0674s00006					
Dusal.0674s00007					
Dusal.0674s00008					
Dusal.0675s00001					
Dusal.0675s00002					
Dusal.0675s00004					
Dusal.0675s00005					
Dusal.0675s00006					
Dusal.0675s00007					
Dusal.0675s00008					
Dusal.0675s00009					
Dusal.0676s00001					
Dusal.0676s00002					
Dusal.0676s00004					
Dusal.0676s00005					
Dusal.0676s00007					
Dusal.0677s00001					
Dusal.0677s00003					
Dusal.0677s00004					
Dusal.0677s00005					
Dusal.0678s00001					
Dusal.0678s00002					
Dusal.0678s00003					
Dusal.0678s00004					
Dusal.0679s00005					
Dusal.0680s00002					
Dusal.0680s00003					
Dusal.0680s00004					
Dusal.0680s00005					
Dusal.0680s00006					
Dusal.0680s00007					
Dusal.0680s00008					
Dusal.0680s00009					
Dusal.0681s00001					
Dusal.0681s00002					
Dusal.0681s00006					
Dusal.0682s00001					
Dusal.0682s00002					
Dusal.0682s00003					
Dusal.0682s00004					
Dusal.0682s00005					
Dusal.0682s00006					
Dusal.0682s00007					
Dusal.0683s00001					
Dusal.0683s00002					
Dusal.0683s00003					
Dusal.0683s00004					
Dusal.0683s00005					
Dusal.0683s00006					
Dusal.0684s00001					
Dusal.0684s00002					
Dusal.0684s00003					
Dusal.0684s00004					
Dusal.0685s00003					
Dusal.0685s00004					
Dusal.0686s00001					
Dusal.0686s00004					
Dusal.0687s00002					
Dusal.0687s00003					
Dusal.0687s00004					
Dusal.0687s00005					
Dusal.0687s00007					
Dusal.0687s00008					
Dusal.0687s00009					
Dusal.0687s00010					
Dusal.0687s00011					
Dusal.0688s00002					
Dusal.0688s00005					
Dusal.0688s00006					
Dusal.0689s00003					
Dusal.0689s00004					
Dusal.0689s00006					
Dusal.0690s00001					
Dusal.0690s00002					
Dusal.0690s00003					
Dusal.0690s00004					
Dusal.0690s00007					
Dusal.0690s00008					
Dusal.0690s00009					
Dusal.0691s00001					
Dusal.0691s00003					
Dusal.0692s00001					
Dusal.0692s00002					
Dusal.0692s00004					
Dusal.0692s00005					
Dusal.0692s00006					
Dusal.0692s00008					
Dusal.0692s00009					
Dusal.0693s00001					
Dusal.0693s00002					
Dusal.0693s00003					
Dusal.0693s00004					
Dusal.0693s00005					
Dusal.0693s00006					
Dusal.0693s00007					
Dusal.0693s00008					
Dusal.0693s00009					
Dusal.0694s00001					
Dusal.0694s00002					
Dusal.0694s00004					
Dusal.0694s00005					
Dusal.0694s00006					
Dusal.0694s00007					
Dusal.0694s00008					
Dusal.0695s00002					
Dusal.0695s00003					
Dusal.0695s00004					
Dusal.0696s00001					
Dusal.0696s00002					
Dusal.0697s00001					
Dusal.0697s00002					
Dusal.0698s00002					
Dusal.0698s00003					
Dusal.0698s00006					
Dusal.0698s00007					
Dusal.0698s00008					
Dusal.0698s00009					
Dusal.0699s00001					
Dusal.0699s00004					
Dusal.0699s00005					
Dusal.0699s00006					
Dusal.0699s00008					
Dusal.0700s00001					
Dusal.0700s00002					
Dusal.0700s00003					
Dusal.0700s00004					
Dusal.0700s00005					
Dusal.0700s00006					
Dusal.0700s00007					
Dusal.0701s00004					
Dusal.0701s00005					
Dusal.0701s00006					
Dusal.0701s00007					
Dusal.0702s00001					
Dusal.0702s00002					
Dusal.0702s00003					
Dusal.0703s00001					
Dusal.0704s00001					
Dusal.0704s00006					
Dusal.0704s00007					
Dusal.0704s00008					
Dusal.0705s00002					
Dusal.0705s00003					
Dusal.0705s00005					
Dusal.0706s00001					
Dusal.0706s00002					
Dusal.0706s00003					
Dusal.0706s00004					
Dusal.0706s00006					
Dusal.0706s00008					
Dusal.0706s00009					
Dusal.0706s00010					
Dusal.0707s00001					
Dusal.0707s00002					
Dusal.0707s00005					
Dusal.0707s00006					
Dusal.0708s00001					
Dusal.0708s00002					
Dusal.0708s00003					
Dusal.0708s00004					
Dusal.0708s00005					
Dusal.0709s00001					
Dusal.0709s00002					
Dusal.0709s00003					
Dusal.0709s00004					
Dusal.0709s00005					
Dusal.0710s00001					
Dusal.0710s00004					
Dusal.0710s00005					
Dusal.0710s00006					
Dusal.0711s00001					
Dusal.0711s00004					
Dusal.0711s00005					
Dusal.0711s00007					
Dusal.0711s00009					
Dusal.0712s00001					
Dusal.0712s00002					
Dusal.0712s00003					
Dusal.0712s00004					
Dusal.0712s00005					
Dusal.0712s00006					
Dusal.0712s00008					
Dusal.0712s00009					
Dusal.0713s00002					
Dusal.0713s00004					
Dusal.0714s00001					
Dusal.0714s00002					
Dusal.0714s00003					
Dusal.0714s00004					
Dusal.0714s00005					
Dusal.0714s00006					
Dusal.0714s00007					
Dusal.0714s00008					
Dusal.0714s00009					
Dusal.0715s00001					
Dusal.0715s00002					
Dusal.0715s00003					
Dusal.0715s00004					
Dusal.0715s00005					
Dusal.0715s00006					
Dusal.0715s00007					
Dusal.0715s00008					
Dusal.0716s00001					
Dusal.0716s00002					
Dusal.0716s00003					
Dusal.0716s00004					
Dusal.0716s00005					
Dusal.0716s00006					
Dusal.0717s00001					
Dusal.0717s00002					
Dusal.0717s00003					
Dusal.0717s00004					
Dusal.0718s00001					
Dusal.0718s00002					
Dusal.0718s00003					
Dusal.0718s00005					
Dusal.0718s00006					
Dusal.0718s00007					
Dusal.0719s00003					
Dusal.0719s00005					
Dusal.0720s00001					
Dusal.0720s00004					
Dusal.0720s00005					
Dusal.0720s00006					
Dusal.0721s00001					
Dusal.0721s00003					
Dusal.0721s00004					
Dusal.0721s00005					
Dusal.0721s00006					
Dusal.0721s00007					
Dusal.0721s00008					
Dusal.0722s00001					
Dusal.0722s00004					
Dusal.0722s00005					
Dusal.0722s00006					
Dusal.0723s00001					
Dusal.0723s00002					
Dusal.0723s00003					
Dusal.0723s00005					
Dusal.0724s00001					
Dusal.0724s00003					
Dusal.0724s00007					
Dusal.0724s00008					
Dusal.0725s00001					
Dusal.0725s00002					
Dusal.0725s00005					
Dusal.0725s00006					
Dusal.0725s00007					
Dusal.0726s00001					
Dusal.0726s00002					
Dusal.0726s00003					
Dusal.0726s00005					
Dusal.0727s00002					
Dusal.0727s00003					
Dusal.0728s00002					
Dusal.0728s00003					
Dusal.0728s00005					
Dusal.0728s00006					
Dusal.0729s00001					
Dusal.0729s00002					
Dusal.0729s00003					
Dusal.0729s00004					
Dusal.0729s00005					
Dusal.0729s00006					
Dusal.0729s00008					
Dusal.0729s00010					
Dusal.0730s00001					
Dusal.0730s00002					
Dusal.0730s00003					
Dusal.0730s00004					
Dusal.0730s00005					
Dusal.0730s00006					
Dusal.0730s00007					
Dusal.0731s00001					
Dusal.0731s00002					
Dusal.0731s00003					
Dusal.0731s00004					
Dusal.0731s00005					
Dusal.0731s00006					
Dusal.0731s00007					
Dusal.0732s00002					
Dusal.0732s00003					
Dusal.0732s00004					
Dusal.0732s00005					
Dusal.0732s00007					
Dusal.0733s00001					
Dusal.0733s00002					
Dusal.0733s00003					
Dusal.0733s00004					
Dusal.0733s00005					
Dusal.0733s00006					
Dusal.0733s00007					
Dusal.0733s00008					
Dusal.0734s00003					
Dusal.0734s00004					
Dusal.0734s00006					
Dusal.0734s00008					
Dusal.0735s00001					
Dusal.0735s00002					
Dusal.0735s00004					
Dusal.0735s00005					
Dusal.0736s00002					
Dusal.0736s00004					
Dusal.0736s00006					
Dusal.0737s00001					
Dusal.0737s00002					
Dusal.0737s00003					
Dusal.0737s00004					
Dusal.0738s00001					
Dusal.0738s00002					
Dusal.0738s00003					
Dusal.0738s00005					
Dusal.0738s00006					
Dusal.0738s00007					
Dusal.0739s00001					
Dusal.0739s00002					
Dusal.0739s00004					
Dusal.0739s00005					
Dusal.0739s00007					
Dusal.0740s00001					
Dusal.0740s00002					
Dusal.0740s00004					
Dusal.0740s00005					
Dusal.0740s00006					
Dusal.0740s00007					
Dusal.0740s00008					
Dusal.0740s00009					
Dusal.0741s00002					
Dusal.0741s00003					
Dusal.0741s00005					
Dusal.0741s00006					
Dusal.0742s00002					
Dusal.0742s00004					
Dusal.0743s00002					
Dusal.0743s00003					
Dusal.0743s00004					
Dusal.0743s00005					
Dusal.0743s00006					
Dusal.0743s00007					
Dusal.0744s00001					
Dusal.0744s00003					
Dusal.0744s00004					
Dusal.0744s00007					
Dusal.0744s00009					
Dusal.0744s00010					
Dusal.0745s00001					
Dusal.0745s00002					
Dusal.0745s00003					
Dusal.0745s00005					
Dusal.0745s00007					
Dusal.0745s00008					
Dusal.0745s00010					
Dusal.0746s00002					
Dusal.0746s00003					
Dusal.0746s00004					
Dusal.0746s00005					
Dusal.0746s00006					
Dusal.0746s00007					
Dusal.0747s00001					
Dusal.0747s00003					
Dusal.0747s00004					
Dusal.0748s00002					
Dusal.0748s00003					
Dusal.0748s00004					
Dusal.0748s00005					
Dusal.0749s00001					
Dusal.0749s00002					
Dusal.0749s00003					
Dusal.0749s00004					
Dusal.0749s00005					
Dusal.0749s00006					
Dusal.0749s00007					
Dusal.0750s00001					
Dusal.0750s00002					
Dusal.0750s00003					
Dusal.0750s00004					
Dusal.0750s00005					
Dusal.0751s00002					
Dusal.0751s00003					
Dusal.0751s00004					
Dusal.0751s00005					
Dusal.0751s00006					
Dusal.0751s00007					
Dusal.0751s00008					
Dusal.0752s00003					
Dusal.0753s00001					
Dusal.0753s00002					
Dusal.0753s00003					
Dusal.0753s00004					
Dusal.0753s00005					
Dusal.0753s00007					
Dusal.0753s00008					
Dusal.0753s00009					
Dusal.0753s00010					
Dusal.0753s00011					
Dusal.0753s00012					
Dusal.0754s00002					
Dusal.0754s00003					
Dusal.0755s00003					
Dusal.0755s00006					
Dusal.0755s00007					
Dusal.0755s00008					
Dusal.0756s00001					
Dusal.0756s00002					
Dusal.0757s00001					
Dusal.0757s00002					
Dusal.0757s00003					
Dusal.0757s00004					
Dusal.0757s00005					
Dusal.0757s00006					
Dusal.0757s00007					
Dusal.0757s00009					
Dusal.0757s00010					
Dusal.0758s00001					
Dusal.0758s00002					
Dusal.0758s00003					
Dusal.0758s00004					
Dusal.0758s00005					
Dusal.0758s00006					
Dusal.0758s00007					
Dusal.0758s00008					
Dusal.0758s00009					
Dusal.0759s00003					
Dusal.0759s00005					
Dusal.0759s00006					
Dusal.0759s00007					
Dusal.0759s00008					
Dusal.0760s00001					
Dusal.0760s00003					
Dusal.0760s00005					
Dusal.0761s00003					
Dusal.0761s00004					
Dusal.0762s00001					
Dusal.0762s00002					
Dusal.0762s00004					
Dusal.0762s00005					
Dusal.0762s00006					
Dusal.0762s00007					
Dusal.0762s00008					
Dusal.0762s00009					
Dusal.0762s00010					
Dusal.0762s00011					
Dusal.0763s00001					
Dusal.0763s00002					
Dusal.0763s00004					
Dusal.0764s00001					
Dusal.0764s00002					
Dusal.0764s00003					
Dusal.0764s00004					
Dusal.0764s00005					
Dusal.0764s00006					
Dusal.0765s00001					
Dusal.0765s00002					
Dusal.0765s00004					
Dusal.0765s00005					
Dusal.0765s00006					
Dusal.0765s00007					
Dusal.0766s00001					
Dusal.0766s00002					
Dusal.0766s00005					
Dusal.0767s00002					
Dusal.0767s00003					
Dusal.0767s00005					
Dusal.0767s00007					
Dusal.0768s00001					
Dusal.0768s00003					
Dusal.0768s00004					
Dusal.0768s00005					
Dusal.0768s00006					
Dusal.0768s00007					
Dusal.0768s00008					
Dusal.0769s00001					
Dusal.0769s00002					
Dusal.0769s00003					
Dusal.0769s00004					
Dusal.0769s00005					
Dusal.0769s00006					
Dusal.0769s00007					
Dusal.0770s00004					
Dusal.0770s00005					
Dusal.0770s00007					
Dusal.0770s00008					
Dusal.0771s00001					
Dusal.0771s00002					
Dusal.0771s00006					
Dusal.0771s00008					
Dusal.0771s00009					
Dusal.0773s00001					
Dusal.0773s00002					
Dusal.0773s00004					
Dusal.0773s00005					
Dusal.0773s00006					
Dusal.0774s00002					
Dusal.0774s00003					
Dusal.0774s00004					
Dusal.0774s00005					
Dusal.0774s00006					
Dusal.0774s00007					
Dusal.0775s00002					
Dusal.0775s00003					
Dusal.0775s00004					
Dusal.0775s00005					
Dusal.0776s00001					
Dusal.0776s00002					
Dusal.0776s00003					
Dusal.0777s00001					
Dusal.0777s00002					
Dusal.0777s00003					
Dusal.0777s00005					
Dusal.0777s00006					
Dusal.0777s00008					
Dusal.0778s00001					
Dusal.0778s00002					
Dusal.0778s00003					
Dusal.0778s00004					
Dusal.0778s00005					
Dusal.0778s00007					
Dusal.0779s00001					
Dusal.0779s00002					
Dusal.0779s00003					
Dusal.0779s00004					
Dusal.0779s00006					
Dusal.0779s00007					
Dusal.0779s00008					
Dusal.0780s00002					
Dusal.0780s00003					
Dusal.0780s00004					
Dusal.0780s00005					
Dusal.0780s00006					
Dusal.0780s00007					
Dusal.0781s00001					
Dusal.0781s00002					
Dusal.0781s00004					
Dusal.0781s00006					
Dusal.0781s00007					
Dusal.0781s00008					
Dusal.0781s00009					
Dusal.0781s00010					
Dusal.0781s00011					
Dusal.0781s00012					
Dusal.0782s00001					
Dusal.0782s00003					
Dusal.0782s00004					
Dusal.0782s00005					
Dusal.0782s00006					
Dusal.0783s00001					
Dusal.0783s00002					
Dusal.0783s00004					
Dusal.0783s00006					
Dusal.0784s00001					
Dusal.0784s00002					
Dusal.0784s00007					
Dusal.0785s00002					
Dusal.0785s00003					
Dusal.0785s00004					
Dusal.0785s00005					
Dusal.0785s00007					
Dusal.0786s00001					
Dusal.0786s00002					
Dusal.0786s00003					
Dusal.0786s00004					
Dusal.0786s00005					
Dusal.0786s00007					
Dusal.0787s00001					
Dusal.0787s00002					
Dusal.0787s00003					
Dusal.0787s00005					
Dusal.0787s00006					
Dusal.0788s00004					
Dusal.0788s00006					
Dusal.0788s00007					
Dusal.0789s00002					
Dusal.0789s00003					
Dusal.0789s00004					
Dusal.0790s00002					
Dusal.0790s00004					
Dusal.0790s00005					
Dusal.0791s00002					
Dusal.0791s00003					
Dusal.0791s00004					
Dusal.0791s00006					
Dusal.0792s00001					
Dusal.0792s00003					
Dusal.0792s00005					
Dusal.0792s00007					
Dusal.0792s00008					
Dusal.0792s00009					
Dusal.0793s00002					
Dusal.0793s00003					
Dusal.0793s00005					
Dusal.0794s00001					
Dusal.0794s00003					
Dusal.0794s00004					
Dusal.0794s00005					
Dusal.0794s00006					
Dusal.0795s00002					
Dusal.0796s00001					
Dusal.0797s00001					
Dusal.0797s00002					
Dusal.0797s00003					
Dusal.0798s00001					
Dusal.0798s00002					
Dusal.0798s00003					
Dusal.0798s00004					
Dusal.0799s00001					
Dusal.0799s00003					
Dusal.0799s00004					
Dusal.0799s00006					
Dusal.0799s00007					
Dusal.0799s00008					
Dusal.0800s00001					
Dusal.0800s00002					
Dusal.0800s00004					
Dusal.0800s00005					
Dusal.0801s00002					
Dusal.0801s00003					
Dusal.0801s00004					
Dusal.0801s00005					
Dusal.0801s00006					
Dusal.0801s00007					
Dusal.0801s00008					
Dusal.0801s00009					
Dusal.0802s00001					
Dusal.0802s00003					
Dusal.0802s00004					
Dusal.0802s00006					
Dusal.0802s00007					
Dusal.0803s00004					
Dusal.0803s00005					
Dusal.0803s00006					
Dusal.0803s00007					
Dusal.0803s00008					
Dusal.0804s00002					
Dusal.0804s00004					
Dusal.0804s00005					
Dusal.0805s00001					
Dusal.0805s00002					
Dusal.0805s00005					
Dusal.0806s00003					
Dusal.0807s00001					
Dusal.0807s00002					
Dusal.0807s00003					
Dusal.0807s00004					
Dusal.0808s00001					
Dusal.0808s00002					
Dusal.0808s00003					
Dusal.0808s00005					
Dusal.0808s00006					
Dusal.0808s00007					
Dusal.0809s00002					
Dusal.0809s00003					
Dusal.0809s00007					
Dusal.0809s00008					
Dusal.0810s00001					
Dusal.0810s00006					
Dusal.0810s00007					
Dusal.0810s00008					
Dusal.0810s00009					
Dusal.0810s00010					
Dusal.0811s00002					
Dusal.0811s00003					
Dusal.0811s00004					
Dusal.0811s00005					
Dusal.0811s00006					
Dusal.0812s00002					
Dusal.0813s00001					
Dusal.0813s00002					
Dusal.0813s00004					
Dusal.0813s00005					
Dusal.0813s00007					
Dusal.0814s00001					
Dusal.0814s00002					
Dusal.0814s00003					
Dusal.0814s00005					
Dusal.0815s00001					
Dusal.0815s00003					
Dusal.0815s00004					
Dusal.0815s00007					
Dusal.0815s00008					
Dusal.0816s00001					
Dusal.0816s00004					
Dusal.0817s00002					
Dusal.0817s00003					
Dusal.0817s00004					
Dusal.0817s00008					
Dusal.0818s00001					
Dusal.0818s00003					
Dusal.0819s00001					
Dusal.0819s00002					
Dusal.0819s00003					
Dusal.0819s00006					
Dusal.0820s00002					
Dusal.0821s00001					
Dusal.0821s00002					
Dusal.0821s00003					
Dusal.0821s00004					
Dusal.0821s00005					
Dusal.0821s00006					
Dusal.0821s00008					
Dusal.0821s00009					
Dusal.0822s00002					
Dusal.0822s00003					
Dusal.0822s00004					
Dusal.0822s00007					
Dusal.0822s00008					
Dusal.0823s00001					
Dusal.0823s00002					
Dusal.0823s00004					
Dusal.0823s00005					
Dusal.0823s00006					
Dusal.0823s00007					
Dusal.0824s00001					
Dusal.0824s00003					
Dusal.0824s00004					
