Gene ID	GO	KO	KOG	ENZYME	PANTHER	PFAM
MicpuC2.EuGene.0000120275						
MicpuC2.EuGene.0000120281						
MicpuC2.EuGene.0000120282						
MicpuC2.EuGene.0000120289						
MicpuC2.EuGene.0000120290						
MicpuC2.EuGene.0000120291						
MicpuC2.EuGene.0000120293						
MicpuC2.EuGene.0000120294						
MicpuC2.EuGene.0000120295						
MicpuC2.EuGene.0000120296						
MicpuC2.EuGene.0000120303						
MicpuC2.EuGene.0000120308						
MicpuC2.EuGene.0000120310						
MicpuC2.EuGene.0000120321						
MicpuC2.EuGene.0000120326						
MicpuC2.EuGene.0000120327						
MicpuC2.EuGene.0000120336						
MicpuC2.EuGene.0000120338						
MicpuC2.EuGene.0000120344						
MicpuC2.EuGene.0000120346						
MicpuC2.EuGene.0000120348						
MicpuC2.EuGene.0000120349						
MicpuC2.EuGene.0000120356						
MicpuC2.EuGene.0000120361						
MicpuC2.EuGene.0000120367						
MicpuC2.EuGene.0000120385						
MicpuC2.EuGene.0000120394						
MicpuC2.EuGene.0000120414						
MicpuC2.EuGene.0000120415						
MicpuC2.EuGene.0000120419						
MicpuC2.EuGene.0000120429						
MicpuC2.EuGene.0000120432						
MicpuC2.EuGene.0000120435						
MicpuC2.EuGene.0000120437						
MicpuC2.EuGene.0000120438						
MicpuC2.EuGene.0000120440						
MicpuC2.EuGene.0000120443						
MicpuC2.EuGene.0000120445						
MicpuC2.EuGene.0000120447						
MicpuC2.EuGene.0000120454						
MicpuC2.EuGene.0000120455						
MicpuC2.EuGene.0000120459						
MicpuC2.EuGene.0000120463						
MicpuC2.EuGene.0000120464						
MicpuC2.EuGene.0000120465						
MicpuC2.EuGene.0000120466						
MicpuC2.EuGene.0000120467						
MicpuC2.EuGene.0000120469						
MicpuC2.EuGene.0000120474						
MicpuC2.EuGene.0000120476						
MicpuC2.EuGene.0000120487						
MicpuC2.EuGene.0000120489						
MicpuC2.EuGene.0000120494						
MicpuC2.EuGene.0000120496						
MicpuC2.EuGene.0000120505						
MicpuC2.EuGene.0000120506						
MicpuC2.EuGene.0000130001						
MicpuC2.EuGene.0000130011						
MicpuC2.EuGene.0000130022						
MicpuC2.EuGene.0000130023						
MicpuC2.EuGene.0000130025						
MicpuC2.EuGene.0000130027						
MicpuC2.EuGene.0000130036						
MicpuC2.EuGene.0000130043						
MicpuC2.EuGene.0000130051						
MicpuC2.EuGene.0000130060						
MicpuC2.EuGene.0000130072						
MicpuC2.EuGene.0000130074						
MicpuC2.EuGene.0000130077						
MicpuC2.EuGene.0000130078						
MicpuC2.EuGene.0000130080						
MicpuC2.EuGene.0000130084						
MicpuC2.EuGene.0000130085						
MicpuC2.EuGene.0000130090						
MicpuC2.EuGene.0000130094						
MicpuC2.EuGene.0000130097						
MicpuC2.EuGene.0000130098						
MicpuC2.EuGene.0000130099						
MicpuC2.EuGene.0000130101						
MicpuC2.EuGene.0000130102						
MicpuC2.EuGene.0000130104						
MicpuC2.EuGene.0000130105						
MicpuC2.EuGene.0000130106						
MicpuC2.EuGene.0000130111						
MicpuC2.EuGene.0000130114						
MicpuC2.EuGene.0000130127						
MicpuC2.EuGene.0000130132						
MicpuC2.EuGene.0000130141						
MicpuC2.EuGene.0000130142						
MicpuC2.EuGene.0000130151						
MicpuC2.EuGene.0000130155						
MicpuC2.EuGene.0000130167						
MicpuC2.EuGene.0000130168						
MicpuC2.EuGene.0000130169						
MicpuC2.EuGene.0000130177						
MicpuC2.EuGene.0000130180						
MicpuC2.EuGene.0000130183						
MicpuC2.EuGene.0000130184						
MicpuC2.EuGene.0000130199						
MicpuC2.EuGene.0000130201						
MicpuC2.EuGene.0000130202						
MicpuC2.EuGene.0000130212						
MicpuC2.EuGene.0000130221						
MicpuC2.EuGene.0000130230						
MicpuC2.EuGene.0000130231						
MicpuC2.EuGene.0000130234						
MicpuC2.EuGene.0000130235						
MicpuC2.EuGene.0000130242						
MicpuC2.EuGene.0000130244						
MicpuC2.EuGene.0000130248						
MicpuC2.EuGene.0000130252						
MicpuC2.EuGene.0000130255						
MicpuC2.EuGene.0000130259						
MicpuC2.EuGene.0000130262						
MicpuC2.EuGene.0000130263						
MicpuC2.EuGene.0000130265						
MicpuC2.EuGene.0000130280						
MicpuC2.EuGene.0000130283						
MicpuC2.EuGene.0000130284						
MicpuC2.EuGene.0000130287						
MicpuC2.EuGene.0000130289						
MicpuC2.EuGene.0000130298						
MicpuC2.EuGene.0000130302						
MicpuC2.EuGene.0000130313						
MicpuC2.EuGene.0000130316						
MicpuC2.EuGene.0000130321						
MicpuC2.EuGene.0000130322						
MicpuC2.EuGene.0000130325						
MicpuC2.EuGene.0000130327						
MicpuC2.EuGene.0000130329						
MicpuC2.EuGene.0000130330						
MicpuC2.EuGene.0000130342						
MicpuC2.EuGene.0000130347						
MicpuC2.EuGene.0000130348						
MicpuC2.EuGene.0000130349						
MicpuC2.EuGene.0000130350						
MicpuC2.EuGene.0000130352						
MicpuC2.EuGene.0000130353						
MicpuC2.EuGene.0000130355						
MicpuC2.EuGene.0000130360						
MicpuC2.EuGene.0000130361						
MicpuC2.EuGene.0000130363						
MicpuC2.EuGene.0000130368						
MicpuC2.EuGene.0000130369						
MicpuC2.EuGene.0000130376						
MicpuC2.EuGene.0000130378						
MicpuC2.EuGene.0000130379						
MicpuC2.EuGene.0000130380						
MicpuC2.EuGene.0000130382						
MicpuC2.EuGene.0000130383						
MicpuC2.EuGene.0000130385						
MicpuC2.EuGene.0000130392						
MicpuC2.EuGene.0000130395						
MicpuC2.EuGene.0000130405						
MicpuC2.EuGene.0000130406						
MicpuC2.EuGene.0000130414						
MicpuC2.EuGene.0000130415						
MicpuC2.EuGene.0000130416						
MicpuC2.EuGene.0000130423						
MicpuC2.EuGene.0000130427						
MicpuC2.EuGene.0000130433						
MicpuC2.EuGene.0000130437						
MicpuC2.EuGene.0000130440						
MicpuC2.EuGene.0000130441						
MicpuC2.EuGene.0000130443						
MicpuC2.EuGene.0000130444						
MicpuC2.EuGene.0000130445						
MicpuC2.EuGene.0000130451						
MicpuC2.EuGene.0000130462						
MicpuC2.EuGene.0000140003						
MicpuC2.EuGene.0000140004						
MicpuC2.EuGene.0000140013						
MicpuC2.EuGene.0000140019						
MicpuC2.EuGene.0000140020						
MicpuC2.EuGene.0000140029						
MicpuC2.EuGene.0000140041						
MicpuC2.EuGene.0000140043						
MicpuC2.EuGene.0000140045						
MicpuC2.EuGene.0000140046						
MicpuC2.EuGene.0000140047						
MicpuC2.EuGene.0000140054						
MicpuC2.EuGene.0000140061						
MicpuC2.EuGene.0000140077						
MicpuC2.EuGene.0000140082						
MicpuC2.EuGene.0000140090						
MicpuC2.EuGene.0000140103						
MicpuC2.EuGene.0000140104						
MicpuC2.EuGene.0000140105						
MicpuC2.EuGene.0000140106						
MicpuC2.EuGene.0000140107						
MicpuC2.EuGene.0000140115						
MicpuC2.EuGene.0000140116						
MicpuC2.EuGene.0000140117						
MicpuC2.EuGene.0000140122						
MicpuC2.EuGene.0000140126						
MicpuC2.EuGene.0000140127						
MicpuC2.EuGene.0000140128						
MicpuC2.EuGene.0000140140						
MicpuC2.EuGene.0000140141						
MicpuC2.EuGene.0000140142						
MicpuC2.EuGene.0000140144						
MicpuC2.EuGene.0000140151						
MicpuC2.EuGene.0000140152						
MicpuC2.EuGene.0000140167						
MicpuC2.EuGene.0000140168						
MicpuC2.EuGene.0000140173						
MicpuC2.EuGene.0000140175						
MicpuC2.EuGene.0000140177						
MicpuC2.EuGene.0000140183						
MicpuC2.EuGene.0000140185						
MicpuC2.EuGene.0000140186						
MicpuC2.EuGene.0000140188						
MicpuC2.EuGene.0000140193						
MicpuC2.EuGene.0000140194						
MicpuC2.EuGene.0000140199						
MicpuC2.EuGene.0000140209						
MicpuC2.EuGene.0000140210						
MicpuC2.EuGene.0000140212						
MicpuC2.EuGene.0000140213						
MicpuC2.EuGene.0000140235						
MicpuC2.EuGene.0000140236						
MicpuC2.EuGene.0000140237						
MicpuC2.EuGene.0000140238						
MicpuC2.EuGene.0000140244						
MicpuC2.EuGene.0000140246						
MicpuC2.EuGene.0000140247						
MicpuC2.EuGene.0000140252						
MicpuC2.EuGene.0000140256						
MicpuC2.EuGene.0000140260						
MicpuC2.EuGene.0000140275						
MicpuC2.EuGene.0000140276						
MicpuC2.EuGene.0000140280						
MicpuC2.EuGene.0000140281						
MicpuC2.EuGene.0000140288						
MicpuC2.EuGene.0000140299						
MicpuC2.EuGene.0000140300						
MicpuC2.EuGene.0000140307						
MicpuC2.EuGene.0000140308						
MicpuC2.EuGene.0000140309						
MicpuC2.EuGene.0000140311						
MicpuC2.EuGene.0000140317						
MicpuC2.EuGene.0000140318						
MicpuC2.EuGene.0000140331						
MicpuC2.EuGene.0000140338						
MicpuC2.EuGene.0000140347						
MicpuC2.EuGene.0000140350						
MicpuC2.EuGene.0000140351						
MicpuC2.EuGene.0000140352						
MicpuC2.EuGene.0000140356						
MicpuC2.EuGene.0000140359						
MicpuC2.EuGene.0000140364						
MicpuC2.EuGene.0000140365						
MicpuC2.EuGene.0000140366						
MicpuC2.EuGene.0000140367						
MicpuC2.EuGene.0000140368						
MicpuC2.EuGene.0000140371						
MicpuC2.EuGene.0000140372						
MicpuC2.EuGene.0000140379						
MicpuC2.EuGene.0000140380						
MicpuC2.EuGene.0000140381						
MicpuC2.EuGene.0000140382						
MicpuC2.EuGene.0000140383						
MicpuC2.EuGene.0000140384						
MicpuC2.EuGene.0000140385						
MicpuC2.EuGene.0000140390						
MicpuC2.EuGene.0000140391						
MicpuC2.EuGene.0000140399						
MicpuC2.EuGene.0000140400						
MicpuC2.EuGene.0000140401						
MicpuC2.EuGene.0000140420						
MicpuC2.EuGene.0000150005						
MicpuC2.EuGene.0000150014						
MicpuC2.EuGene.0000150024						
MicpuC2.EuGene.0000150027						
MicpuC2.EuGene.0000150031						
MicpuC2.EuGene.0000150032						
MicpuC2.EuGene.0000150034						
MicpuC2.EuGene.0000150035						
MicpuC2.EuGene.0000150037						
MicpuC2.EuGene.0000150038						
MicpuC2.EuGene.0000150050						
MicpuC2.EuGene.0000150052						
MicpuC2.EuGene.0000150061						
MicpuC2.EuGene.0000150063						
MicpuC2.EuGene.0000150064						
MicpuC2.EuGene.0000150097						
MicpuC2.EuGene.0000150100						
MicpuC2.EuGene.0000150103						
MicpuC2.EuGene.0000150104						
MicpuC2.EuGene.0000150106						
MicpuC2.EuGene.0000150108						
MicpuC2.EuGene.0000150111						
MicpuC2.EuGene.0000150112						
MicpuC2.EuGene.0000150136						
MicpuC2.EuGene.0000150150						
MicpuC2.EuGene.0000150158						
MicpuC2.EuGene.0000150167						
MicpuC2.EuGene.0000150173						
MicpuC2.EuGene.0000150177						
MicpuC2.EuGene.0000150181						
MicpuC2.EuGene.0000150182						
MicpuC2.EuGene.0000150187						
MicpuC2.EuGene.0000150188						
MicpuC2.EuGene.0000150192						
MicpuC2.EuGene.0000150211						
MicpuC2.EuGene.0000150217						
MicpuC2.EuGene.0000150218						
MicpuC2.gw1.6.264.1						
MicpuC2.EuGene.0000150231						
MicpuC2.EuGene.0000150232						
MicpuC2.EuGene.0000150234						
MicpuC2.EuGene.0000150236						
MicpuC2.EuGene.0000150240						
MicpuC2.EuGene.0000150243						
MicpuC2.EuGene.0000150253						
MicpuC2.EuGene.0000150268						
MicpuC2.EuGene.0000150269						
MicpuC2.EuGene.0000150272						
MicpuC2.EuGene.0000150277						
MicpuC2.EuGene.0000150288						
MicpuC2.EuGene.0000150303						
MicpuC2.EuGene.0000150306						
MicpuC2.EuGene.0000150309						
MicpuC2.EuGene.0000150311						
MicpuC2.EuGene.0000150312						
MicpuC2.EuGene.0000150318						
MicpuC2.EuGene.0000150319						
MicpuC2.EuGene.0000150321						
MicpuC2.EuGene.0000150323						
MicpuC2.EuGene.0000150324						
MicpuC2.EuGene.0000150338						
MicpuC2.EuGene.0000150343						
MicpuC2.EuGene.0000150344						
MicpuC2.EuGene.0000150355						
MicpuC2.EuGene.0000150365						
MicpuC2.EuGene.0000150366						
MicpuC2.EuGene.0000150372						
MicpuC2.EuGene.0000150377						
MicpuC2.EuGene.0000150379						
MicpuC2.EuGene.0000150382						
MicpuC2.EuGene.0000150387						
MicpuC2.EuGene.0000150388						
MicpuC2.EuGene.0000150391						
MicpuC2.EuGene.0000160001						
MicpuC2.EuGene.0000160002						
MicpuC2.EuGene.0000160004						
MicpuC2.EuGene.0000160018						
MicpuC2.EuGene.0000160026						
MicpuC2.EuGene.0000160027						
MicpuC2.EuGene.0000160033						
MicpuC2.EuGene.0000160040						
MicpuC2.EuGene.0000160047						
MicpuC2.EuGene.0000160049						
MicpuC2.EuGene.0000160051						
MicpuC2.EuGene.0000160052						
MicpuC2.EuGene.0000160054						
MicpuC2.EuGene.0000160055						
MicpuC2.EuGene.0000160062						
MicpuC2.EuGene.0000160063						
MicpuC2.EuGene.0000160066						
MicpuC2.EuGene.0000160079						
MicpuC2.EuGene.0000160080						
MicpuC2.EuGene.0000160086						
MicpuC2.EuGene.0000160091						
MicpuC2.EuGene.0000160098						
MicpuC2.EuGene.0000160108						
MicpuC2.EuGene.0000160109						
MicpuC2.EuGene.0000160114						
MicpuC2.EuGene.0000160115						
MicpuC2.EuGene.0000160137						
MicpuC2.EuGene.0000160153						
MicpuC2.EuGene.0000160156						
MicpuC2.EuGene.0000160160						
MicpuC2.EuGene.0000160161						
MicpuC2.EuGene.0000160163						
MicpuC2.EuGene.0000160164						
MicpuC2.EuGene.0000160169						
MicpuC2.EuGene.0000160180						
MicpuC2.EuGene.0000160181						
MicpuC2.EuGene.0000160183						
MicpuC2.EuGene.0000160184						
MicpuC2.EuGene.0000160195						
MicpuC2.EuGene.0000160197						
MicpuC2.EuGene.0000160198						
MicpuC2.EuGene.0000160208						
MicpuC2.EuGene.0000160210						
MicpuC2.EuGene.0000160211						
MicpuC2.EuGene.0000160230						
MicpuC2.EuGene.0000160235						
MicpuC2.EuGene.0000160249						
MicpuC2.EuGene.0000160250						
MicpuC2.EuGene.0000160256						
MicpuC2.EuGene.0000160260						
MicpuC2.EuGene.0000160262						
MicpuC2.EuGene.0000160264						
MicpuC2.EuGene.0000160272						
MicpuC2.gw1.15.198.1						
MicpuC2.EuGene.0000160282						
MicpuC2.EuGene.0000160288						
MicpuC2.EuGene.0000160291						
MicpuC2.EuGene.0000160309						
MicpuC2.EuGene.0000160314						
MicpuC2.EuGene.0000160315						
MicpuC2.EuGene.0000160318						
MicpuC2.EuGene.0000160321						
MicpuC2.EuGene.0000160328						
MicpuC2.EuGene.0000160331						
MicpuC2.EuGene.0000160336						
MicpuC2.EuGene.0000160339						
MicpuC2.EuGene.0000160342						
MicpuC2.EuGene.0000160343						
MicpuC2.EuGene.0000160348						
MicpuC2.EuGene.0000160363						
MicpuC2.EuGene.0000160365						
MicpuC2.EuGene.0000160367						
MicpuC2.EuGene.0000160372						
MicpuC2.EuGene.0000160376						
MicpuC2.EuGene.0000160379						
MicpuC2.EuGene.0000160381						
MicpuC2.EuGene.0000160383						
MicpuC2.EuGene.0000160395						
MicpuC2.EuGene.0000160406						
MicpuC2.EuGene.0000160407						
MicpuC2.EuGene.0000160409						
MicpuC2.EuGene.0000160414						
MicpuC2.EuGene.0000160418						
MicpuC2.EuGene.0000160421						
MicpuC2.EuGene.0000170004						
MicpuC2.EuGene.0000170008						
MicpuC2.EuGene.0000170012						
MicpuC2.EuGene.0000170016						
MicpuC2.EuGene.0000170020						
MicpuC2.EuGene.0000170022						
MicpuC2.EuGene.0000170023						
MicpuC2.EuGene.0000170027						
MicpuC2.EuGene.0000170029						
MicpuC2.EuGene.0000170031						
MicpuC2.EuGene.0000170038						
MicpuC2.EuGene.0000170040						
MicpuC2.EuGene.0000170052						
MicpuC2.EuGene.0000170061						
MicpuC2.EuGene.0000170062						
MicpuC2.EuGene.0000170063						
MicpuC2.EuGene.0000170064						
MicpuC2.EuGene.0000170068						
MicpuC2.EuGene.0000170069						
MicpuC2.EuGene.0000170071						
MicpuC2.EuGene.0000170073						
MicpuC2.EuGene.0000170076						
MicpuC2.EuGene.0000170078						
MicpuC2.EuGene.0000170080						
MicpuC2.EuGene.0000170081						
MicpuC2.EuGene.0000170082						
MicpuC2.EuGene.0000170087						
MicpuC2.EuGene.0000170089						
MicpuC2.EuGene.0000170090						
MicpuC2.EuGene.0000170091						
MicpuC2.EuGene.0000170092						
MicpuC2.EuGene.0000170094						
MicpuC2.EuGene.0000170097						
MicpuC2.EuGene.0000170098						
MicpuC2.EuGene.0000170109						
MicpuC2.EuGene.0000170110						
MicpuC2.EuGene.0000170111						
MicpuC2.EuGene.0000170112						
MicpuC2.EuGene.0000170114						
MicpuC2.EuGene.0000170128						
MicpuC2.EuGene.0000170139						
MicpuC2.EuGene.0000170140						
MicpuC2.EuGene.0000170145						
MicpuC2.EuGene.0000170152						
MicpuC2.EuGene.0000170153						
MicpuC2.EuGene.0000170161						
MicpuC2.EuGene.0000170163						
MicpuC2.EuGene.0000170166						
MicpuC2.EuGene.0000170171						
MicpuC2.EuGene.0000170173						
MicpuC2.EuGene.0000170174						
MicpuC2.EuGene.0000170175						
MicpuC2.EuGene.0000170178						
MicpuC2.EuGene.0000170179						
MicpuC2.EuGene.0000170182						
MicpuC2.EuGene.0000170183						
MicpuC2.EuGene.0000170184						
MicpuC2.EuGene.0000170194						
MicpuC2.EuGene.0000170198						
MicpuC2.EuGene.0000170199						
MicpuC2.EuGene.0000170201						
MicpuC2.EuGene.0000170203						
MicpuC2.EuGene.0000170206						
MicpuC2.EuGene.0000170207						
MicpuC2.EuGene.0000170210						
MicpuC2.EuGene.0000170211						
MicpuC2.EuGene.0000170212						
MicpuC2.EuGene.0000170216						
MicpuC2.EuGene.0000170219						
MicpuC2.EuGene.0000170222						
MicpuC2.EuGene.0000170241						
MicpuC2.EuGene.0000170246						
MicpuC2.EuGene.0000170247						
MicpuC2.EuGene.0000170252						
MicpuC2.EuGene.0000170258						
MicpuC2.EuGene.0000170259						
MicpuC2.EuGene.0000170262						
MicpuC2.EuGene.0000170274						
MicpuC2.EuGene.0000170276						
MicpuC2.EuGene.0000170278						
MicpuC2.EuGene.0000170280						
MicpuC2.EuGene.0000170281						
MicpuC2.EuGene.0000170282						
MicpuC2.EuGene.0000170283						
MicpuC2.EuGene.0000170284						
MicpuC2.EuGene.0000170291						
MicpuC2.EuGene.0000170292						
MicpuC2.EuGene.0000170298						
MicpuC2.EuGene.0000170308						
MicpuC2.EuGene.0000170314						
MicpuC2.EuGene.0000170320						
MicpuC2.EuGene.0000170324						
MicpuC2.EuGene.0000170329						
MicpuC2.EuGene.0000170330						
MicpuC2.EuGene.0000170335						
MicpuC2.EuGene.0000170336						
MicpuC2.EuGene.0000170342						
MicpuC2.EuGene.0000170343						
MicpuC2.EuGene.0000170348						
MicpuC2.EuGene.0000170349						
MicpuC2.EuGene.0000170350						
MicpuC2.EuGene.0000170351						
MicpuC2.EuGene.0000170356						
MicpuC2.EuGene.0000170358						
MicpuC2.EuGene.0000170364						
MicpuC2.EuGene.0000170365						
MicpuC2.EuGene.0000170369						
MicpuC2.EuGene.0000170375						
MicpuC2.EuGene.0000180003						
MicpuC2.EuGene.0000180004						
MicpuC2.EuGene.0000180013						
MicpuC2.EuGene.0000180026						
MicpuC2.EuGene.0000180027						
MicpuC2.EuGene.0000180028						
MicpuC2.EuGene.0000180029						
MicpuC2.EuGene.0000180034						
MicpuC2.EuGene.0000180040						
MicpuC2.EuGene.0000180045						
MicpuC2.EuGene.0000180053						
MicpuC2.EuGene.0000180058						
MicpuC2.EuGene.0000180061						
MicpuC2.EuGene.0000180062						
MicpuC2.EuGene.0000180063						
MicpuC2.EuGene.0000180068						
MicpuC2.EuGene.0000180071						
MicpuC2.EuGene.0000180072						
MicpuC2.EuGene.0000180074						
MicpuC2.EuGene.0000180077						
MicpuC2.EuGene.0000180079						
MicpuC2.EuGene.0000180100						
MicpuC2.EuGene.0000180105						
MicpuC2.EuGene.0000180108						
MicpuC2.EuGene.0000180109						
MicpuC2.EuGene.0000180112						
MicpuC2.EuGene.0000180113						
MicpuC2.EuGene.0000180119						
MicpuC2.EuGene.0000180121						
MicpuC2.EuGene.0000180126						
MicpuC2.EuGene.0000180127						
MicpuC2.EuGene.0000180128						
MicpuC2.EuGene.0000180130						
MicpuC2.EuGene.0000180133						
MicpuC2.EuGene.0000180134						
MicpuC2.EuGene.0000180138						
MicpuC2.EuGene.0000180141						
MicpuC2.EuGene.0000180142						
MicpuC2.EuGene.0000180143						
MicpuC2.EuGene.0000180148						
MicpuC2.EuGene.0000180149						
MicpuC2.EuGene.0000180150						
MicpuC2.EuGene.0000180152						
MicpuC2.EuGene.0000180153						
MicpuC2.EuGene.0000180154						
MicpuC2.EuGene.0000180155						
MicpuC2.EuGene.0000180156						
MicpuC2.EuGene.0000180159						
MicpuC2.EuGene.0000180160						
MicpuC2.EuGene.0000180161						
MicpuC2.EuGene.0000180163						
MicpuC2.EuGene.0000180167						
MicpuC2.EuGene.0000180170						
MicpuC2.EuGene.0000180181						
MicpuC2.EuGene.0000180182						
MicpuC2.EuGene.0000180185						
MicpuC2.EuGene.0000180186						
MicpuC2.EuGene.0000180188						
MicpuC2.EuGene.0000180200						
MicpuC2.EuGene.0000180201						
MicpuC2.EuGene.0000180209						
MicpuC2.EuGene.0000180215						
MicpuC2.EuGene.0000180216						
MicpuC2.EuGene.0000180218						
MicpuC2.EuGene.0000180221						
MicpuC2.EuGene.0000180225						
MicpuC2.EuGene.0000180227						
MicpuC2.EuGene.0000180230						
MicpuC2.EuGene.0000180238						
MicpuC2.EuGene.0000180246						
MicpuC2.EuGene.0000180256						
MicpuC2.EuGene.0000180260						
MicpuC2.EuGene.0000180261						
MicpuC2.EuGene.0000180263						
MicpuC2.EuGene.0000180266						
MicpuC2.EuGene.0000180267						
MicpuC2.EuGene.0000180271						
MicpuC2.EuGene.0000180272						
MicpuC2.EuGene.0000180277						
MicpuC2.EuGene.0000180287						
MicpuC2.EuGene.0000190001						
MicpuC2.EuGene.0000190003						
MicpuC2.EuGene.0000190004						
MicpuC2.EuGene.0000190007						
MicpuC2.EuGene.0000190008						
MicpuC2.EuGene.0000190009						
MicpuC2.EuGene.0000190010						
MicpuC2.EuGene.0000190011						
MicpuC2.EuGene.0000190014						
MicpuC2.EuGene.0000190017						
MicpuC2.EuGene.0000190018						
MicpuC2.EuGene.0000190026						
MicpuC2.EuGene.0000190028						
MicpuC2.EuGene.0000190030						
MicpuC2.EuGene.0000190031						
MicpuC2.EuGene.0000190032						
MicpuC2.EuGene.0000190035						
MicpuC2.EuGene.0000190036						
MicpuC2.EuGene.0000190037						
MicpuC2.EuGene.0000190038						
MicpuC2.EuGene.0000190042						
MicpuC2.EuGene.0000190043						
MicpuC2.EuGene.0000190044						
MicpuC2.EuGene.0000190045						
MicpuC2.EuGene.0000190046						
MicpuC2.EuGene.0000190049						
MicpuC2.EuGene.0000190055						
MicpuC2.EuGene.0000190057						
MicpuC2.EuGene.0000190058						
MicpuC2.EuGene.0000190064						
MicpuC2.EuGene.0000190066						
MicpuC2.EuGene.0000190068						
MicpuC2.EuGene.0000190069						
MicpuC2.EuGene.0000190071						
MicpuC2.EuGene.0000190078						
MicpuC2.EuGene.0000190083						
MicpuC2.EuGene.0000190085						
MicpuC2.EuGene.0000190087						
MicpuC2.EuGene.0000190092						
MicpuC2.EuGene.0000190094						
MicpuC2.EuGene.0000190098						
MicpuC2.EuGene.0000190103						
MicpuC2.EuGene.0000190105						
MicpuC2.EuGene.0000190107						
MicpuC2.EuGene.0000190110						
MicpuC2.EuGene.0000190113						
MicpuC2.EuGene.0000190115						
MicpuC2.EuGene.0000190121						
MicpuC2.EuGene.0000190122						
MicpuC2.EuGene.0000190124						
MicpuC2.EuGene.0000190134						
MicpuC2.EuGene.0000190137						
MicpuC2.EuGene.0000190140						
MicpuC2.EuGene.0000190141						
MicpuC2.EuGene.0000190145						
MicpuC2.EuGene.0000190151						
MicpuC2.EuGene.0000020003						
MicpuC2.EuGene.0000020010						
MicpuC2.EuGene.0000020011						
MicpuC2.EuGene.0000020012						
MicpuC2.EuGene.0000020019						
MicpuC2.EuGene.0000020020						
MicpuC2.EuGene.0000020029						
MicpuC2.EuGene.0000020030						
MicpuC2.EuGene.0000020041						
MicpuC2.EuGene.0000020050						
MicpuC2.EuGene.0000020053						
MicpuC2.EuGene.0000020060						
MicpuC2.EuGene.0000020064						
MicpuC2.EuGene.0000020065						
MicpuC2.EuGene.0000020069						
MicpuC2.EuGene.0000020070						
MicpuC2.EuGene.0000020074						
MicpuC2.EuGene.0000020077						
MicpuC2.EuGene.0000020078						
MicpuC2.EuGene.0000020083						
MicpuC2.EuGene.0000020087						
MicpuC2.EuGene.0000020092						
MicpuC2.EuGene.0000020093						
MicpuC2.EuGene.0000020095						
MicpuC2.EuGene.0000020100						
MicpuC2.EuGene.0000020104						
MicpuC2.EuGene.0000020112						
MicpuC2.EuGene.0000020115						
MicpuC2.EuGene.0000020122						
MicpuC2.EuGene.0000020124						
MicpuC2.EuGene.0000020132						
MicpuC2.EuGene.0000020136						
MicpuC2.EuGene.0000020144						
MicpuC2.EuGene.0000020162						
MicpuC2.EuGene.0000020168						
MicpuC2.EuGene.0000020169						
MicpuC2.EuGene.0000020170						
MicpuC2.EuGene.0000020173						
MicpuC2.EuGene.0000020176						
MicpuC2.EuGene.0000020178						
MicpuC2.EuGene.0000020179						
MicpuC2.EuGene.0000020190						
MicpuC2.EuGene.0000020203						
MicpuC2.EuGene.0000020214						
MicpuC2.EuGene.0000020217						
MicpuC2.EuGene.0000020223						
MicpuC2.EuGene.0000020224						
MicpuC2.EuGene.0000020226						
MicpuC2.EuGene.0000020234						
MicpuC2.EuGene.0000020239						
MicpuC2.EuGene.0000020264						
MicpuC2.EuGene.0000020276						
MicpuC2.EuGene.0000020284						
MicpuC2.EuGene.0000020285						
MicpuC2.EuGene.0000020286						
MicpuC2.EuGene.0000020287						
MicpuC2.EuGene.0000020302						
MicpuC2.EuGene.0000020303						
MicpuC2.EuGene.0000020311						
MicpuC2.EuGene.0000020317						
MicpuC2.EuGene.0000020352						
MicpuC2.EuGene.0000020392						
MicpuC2.EuGene.0000020402						
MicpuC2.EuGene.0000020406						
MicpuC2.EuGene.0000020407						
MicpuC2.EuGene.0000020410						
MicpuC2.EuGene.0000020414						
MicpuC2.EuGene.0000020417						
MicpuC2.EuGene.0000020419						
MicpuC2.EuGene.0000020449						
MicpuC2.EuGene.0000020450						
MicpuC2.EuGene.0000020463						
MicpuC2.EuGene.0000020464						
MicpuC2.EuGene.0000020470						
MicpuC2.EuGene.0000020473						
MicpuC2.EuGene.0000020474						
MicpuC2.EuGene.0000020483						
MicpuC2.EuGene.0000020503						
MicpuC2.EuGene.0000020511						
MicpuC2.EuGene.0000020518						
MicpuC2.EuGene.0000020537						
MicpuC2.EuGene.0000020540						
MicpuC2.EuGene.0000020542						
MicpuC2.EuGene.0000020543						
MicpuC2.EuGene.0000020548						
MicpuC2.EuGene.0000020563						
MicpuC2.EuGene.0000020579						
MicpuC2.EuGene.0000020583						
MicpuC2.EuGene.0000020584						
MicpuC2.EuGene.0000020585						
MicpuC2.EuGene.0000020601						
MicpuC2.EuGene.0000020613						
MicpuC2.EuGene.0000020619						
MicpuC2.EuGene.0000020624						
MicpuC2.EuGene.0000020636						
MicpuC2.gw1.16.182.1						
MicpuC2.EuGene.0000020662						
MicpuC2.EuGene.0000020672						
MicpuC2.EuGene.0000020692						
MicpuC2.EuGene.0000020693						
MicpuC2.EuGene.0000020694						
MicpuC2.EuGene.0000020697						
MicpuC2.EuGene.0000020703						
MicpuC2.EuGene.0000020705						
