feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802737.1	665	2178	-	XM_005852444.1		XP_005852506.1	lipoyl(octanoyl) transferase	LIPB	17359806	NGA_0066720	1077	1077	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802737.1	877	2144	-	XP_005852506.1		XM_005852444.1	lipoyl(octanoyl) transferase	LIPB	17359806	NGA_0066720	831	276	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802737.1	2522	4593	+						17359805	NGA_0067902	2072		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802737.1	2522	4593	+	XM_005852445.1		XP_005852507.1	hypothetical protein		17359805	NGA_0067902	1803	1803	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802737.1	2540	4503	+	XP_005852507.1		XM_005852445.1	hypothetical protein		17359805	NGA_0067902	1695	564	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802733.1	122	3132	-					ERCC2	17359804	NGA_0683800	3011		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802733.1	122	3132	-	XM_005852443.1		XP_005852505.1	DNA excision repair protein ERCC-2	ERCC2	17359804	NGA_0683800	2811	2811	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802733.1	122	3132	-	XP_005852505.1		XM_005852443.1	DNA excision repair protein ERCC-2	ERCC2	17359804	NGA_0683800	2811	937	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802731.1	202	1497	+						17359803	NGA_0031420	1296		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802731.1	202	1497	+	XM_005852441.1		XP_005852503.1	hypothetical protein		17359803	NGA_0031420	1296	1296	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802731.1	202	1497	+	XP_005852503.1		XM_005852441.1	hypothetical protein		17359803	NGA_0031420	1296	431	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802731.1	2875	4410	+						17359802	NGA_0031802	1536		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802731.1	2875	4410	+	XM_005852442.1		XP_005852504.1	hypothetical protein		17359802	NGA_0031802	1536	1536	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802731.1	2875	4410	+	XP_005852504.1		XM_005852442.1	hypothetical protein		17359802	NGA_0031802	1536	511	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802729.1	4051	4762	+						17359801	NGA_0686200	712		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802729.1	4051	4762	+	XM_005852440.1		XP_005852502.1	hypothetical protein		17359801	NGA_0686200	215	215	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802729.1	4086	4762	+	XP_005852502.1		XM_005852440.1	hypothetical protein		17359801	NGA_0686200	180	60	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802727.1	2838	3402	-						17359800	NGA_0686400	565		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802727.1	2838	3402	-	XM_005852439.1		XP_005852501.1	hypothetical protein		17359800	NGA_0686400	415	415	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802727.1	2838	3041	-	XP_005852501.1		XM_005852439.1	hypothetical protein		17359800	NGA_0686400	204	68	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802723.1	58	432	-						17359798	NGA_0723700	375		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802723.1	58	432	-	XM_005852438.1		XP_005852500.1	hypothetical protein		17359798	NGA_0723700	375	375	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802723.1	58	432	-	XP_005852500.1		XM_005852438.1	hypothetical protein		17359798	NGA_0723700	375	125	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802723.1	1359	4686	-						17359799	NGA_0567402	3328		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802723.1	1359	4686	-	XM_005852437.1		XP_005852499.1	light harvesting complex protein		17359799	NGA_0567402	2300	2300	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802723.1	1490	4686	-	XP_005852499.1		XM_005852437.1	light harvesting complex protein		17359799	NGA_0567402	2169	722	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802719.1	1	488	+						17359797	NGA_0713100	488		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802719.1	1	488	+	XM_005852436.2		XP_005852498.1	hypothetical protein		17359797	NGA_0713100	326	326	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802719.1	1	488	+	XP_005852498.1		XM_005852436.2	hypothetical protein		17359797	NGA_0713100	326	107	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802716.1	4	660	-						17359795	NGA_0710200	657		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802716.1	4	660	-	XM_005852435.1		XP_005852497.1	hypothetical protein		17359795	NGA_0710200	487	487	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802716.1	43	569	-	XP_005852497.1		XM_005852435.1	hypothetical protein		17359795	NGA_0710200	357	118	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802716.1	2324	3346	+						17359796	NGA_0710100	1023		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802716.1	2324	3346	+	XM_005852434.1		XP_005852496.1	hypothetical protein		17359796	NGA_0710100	747	747	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802716.1	2324	3346	+	XP_005852496.1		XM_005852434.1	hypothetical protein		17359796	NGA_0710100	747	248	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802715.1	3297	3470	-						17359794	NGA_0701200	174		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802715.1	3297	3470	-	XM_005852433.1		XP_005852495.1	hypothetical protein		17359794	NGA_0701200	137	137	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802715.1	3297	3435	-	XP_005852495.1		XM_005852433.1	hypothetical protein		17359794	NGA_0701200	102	34	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802712.1	3765	4581	-						17359793	NGA_0703300	817		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802712.1	3765	4581	-	XM_005852432.1		XP_005852494.1	hypothetical protein		17359793	NGA_0703300	369	369	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802712.1	3765	4530	-	XP_005852494.1		XM_005852432.1	hypothetical protein		17359793	NGA_0703300	318	106	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802711.1	9	567	-					GAR1	17359791	NGA_0700400	559		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802711.1	9	567	-	XM_005852431.1		XP_005852493.1	H/ACA ribonucleoprotein complex subunit 1	GAR1	17359791	NGA_0700400	461	461	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802711.1	9	541	-	XP_005852493.1		XM_005852431.1	H/ACA ribonucleoprotein complex subunit 1	GAR1	17359791	NGA_0700400	435	145	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802711.1	965	2365	+						17359790	NGA_0337902	1401		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802711.1	965	2365	+	XM_005852429.1		XP_005852491.1	hypothetical protein		17359790	NGA_0337902	1291	1291	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802711.1	1025	2226	+	XP_005852491.1		XM_005852429.1	hypothetical protein		17359790	NGA_0337902	1092	363	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802711.1	2437	2928	-					RPE	17359792	NGA_0339720	492		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802711.1	2437	2928	-	XM_005852430.1		XP_005852492.1	ribulose-phosphate 3-epimerase	RPE	17359792	NGA_0339720	492	492	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802711.1	2437	2928	-	XP_005852492.1		XM_005852430.1	ribulose-phosphate 3-epimerase	RPE	17359792	NGA_0339720	492	163	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802709.1	2065	3708	-						17359789	NGA_0696800	1644		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802709.1	2065	3708	-	XM_005852428.1		XP_005852490.1	hypothetical protein		17359789	NGA_0696800	657	657	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802709.1	2128	3669	-	XP_005852490.1		XM_005852428.1	hypothetical protein		17359789	NGA_0696800	555	184	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802707.1	3	4509	-						17359788	NGA_0715800	4507		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802707.1	3	4509	-	XM_005852427.1		XP_005852489.1	hypothetical protein		17359788	NGA_0715800	3503	3503	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802707.1	3	4441	-	XP_005852489.1		XM_005852427.1	hypothetical protein		17359788	NGA_0715800	3435	1144	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802705.1	275	1541	-						17359787	NGA_0717900	1267		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802705.1	275	1541	-	XM_005852426.1		XP_005852488.1	hypothetical protein		17359787	NGA_0717900	856	856	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802705.1	640	1500	-	XP_005852488.1		XM_005852426.1	hypothetical protein		17359787	NGA_0717900	450	149	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802705.1	2401	3733	+						17359786	NGA_0717800	1333		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802705.1	2401	3733	+	XM_005852425.1		XP_005852487.1	prefoldin subunit 5		17359786	NGA_0717800	508	508	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802705.1	2401	3690	+	XP_005852487.1		XM_005852425.1	prefoldin subunit 5		17359786	NGA_0717800	465	154	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802702.1	114	278	+						17359785	NGA_0721100	165		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802702.1	114	278	+	XM_005852424.1		XP_005852486.1	hypothetical protein		17359785	NGA_0721100	165	165	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802702.1	114	278	+	XP_005852486.1		XM_005852424.1	hypothetical protein		17359785	NGA_0721100	165	55	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802701.1	37	1521	-						17359784	NGA_0699010	1485		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802701.1	37	1521	-	XM_005852423.1		XP_005852485.1	transcriptional repressor sin3p		17359784	NGA_0699010	1258	1258	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802701.1	37	1355	-	XP_005852485.1		XM_005852423.1	transcriptional repressor sin3p		17359784	NGA_0699010	1092	364	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802699.1	1049	1984	-						17359783	NGA_0724100	936		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802699.1	1049	1984	-	XM_005852422.1		XP_005852484.1	pseudouridine synthase		17359783	NGA_0724100	936	936	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802699.1	1049	1984	-	XP_005852484.1		XM_005852422.1	pseudouridine synthase		17359783	NGA_0724100	936	311	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802695.1	218	832	+						17359782	NGA_0359102	615		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802695.1	218	832	+	XM_005852421.1		XP_005852483.1	putative sulfotransferase		17359782	NGA_0359102	359	359	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802695.1	265	832	+	XP_005852483.1		XM_005852421.1	putative sulfotransferase		17359782	NGA_0359102	312	103	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802694.1	3800	4403	+						17359781	NGA_0730400	604		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802694.1	3800	4403	+	XM_005852420.1		XP_005852482.1	acetyl-coenzyme a transporter 1		17359781	NGA_0730400	384	384	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802694.1	3800	4403	+	XP_005852482.1		XM_005852420.1	acetyl-coenzyme a transporter 1		17359781	NGA_0730400	384	128	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802693.1	1184	2248	+					PAN2	17359780	NGA_0715500	1065		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802693.1	1184	2248	+	XM_005852419.1		XP_005852481.1	PAB-dependent poly(A)-specific ribonuclease subunit 2	PAN2	17359780	NGA_0715500	1065	1065	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802693.1	1184	2248	+	XP_005852481.1		XM_005852419.1	PAB-dependent poly(A)-specific ribonuclease subunit 2	PAN2	17359780	NGA_0715500	1065	354	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802691.1	390	693	+						17359779	NGA_2101014	304		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802691.1	390	693	+	XM_005852418.1		XP_005852480.1	gag-pol polyprotein		17359779	NGA_2101014	304	304	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802691.1	390	693	+	XP_005852480.1		XM_005852418.1	gag-pol polyprotein		17359779	NGA_2101014	304	101	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802688.1	1558	3248	-						17359778	NGA_0714310	1691		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802688.1	1558	3248	-	XM_005852417.1		XP_005852479.1	hypothetical protein		17359778	NGA_0714310	693	693	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802688.1	1558	3248	-	XP_005852479.1		XM_005852417.1	hypothetical protein		17359778	NGA_0714310	693	230	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802686.1	606	1007	-						17359777	NGA_0721500	402		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802686.1	606	1007	-	XM_005852416.1		XP_005852478.1	bacteriocin o-metyltransferase		17359777	NGA_0721500	402	402	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802686.1	606	1007	-	XP_005852478.1		XM_005852416.1	bacteriocin o-metyltransferase		17359777	NGA_0721500	402	133	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802684.1	1363	2570	+						17359776	NGA_0724300	1208		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802684.1	1363	2570	+	XM_005852415.1		XP_005852477.1	inositol monophosphatase family protein		17359776	NGA_0724300	1140	1140	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802684.1	1363	2570	+	XP_005852477.1		XM_005852415.1	inositol monophosphatase family protein		17359776	NGA_0724300	1140	379	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802683.1	159	3474	+						17359775	NGA_0729910	3316		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802683.1	159	3474	+	XM_005852414.1		XP_005852476.1	solute carrier family 35 member b1		17359775	NGA_0729910	2451	2451	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802683.1	192	3474	+	XP_005852476.1		XM_005852414.1	solute carrier family 35 member b1		17359775	NGA_0729910	2418	805	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802679.1	988	1604	-					URAH	17359774	NGA_2036820	617		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802679.1	988	1604	-	XM_005852413.1		XP_005852475.1	5-hydroxyisourate hydrolase	URAH	17359774	NGA_2036820	617	617	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802679.1	1120	1604	-	XP_005852475.1		XM_005852413.1	5-hydroxyisourate hydrolase	URAH	17359774	NGA_2036820	485	160	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802677.1	1	4253	-						17359773	NGA_0689200	4253		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802677.1	1	4253	-	XM_005852412.1		XP_005852474.1	hypothetical protein		17359773	NGA_0689200	3390	3390	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802677.1	102	4162	-	XP_005852474.1		XM_005852412.1	hypothetical protein		17359773	NGA_0689200	3198	1065	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802675.1	2355	3541	+						17359772	NGA_0711700	1187		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802675.1	2355	3541	+	XM_005852411.1		XP_005852473.1	hypothetical protein		17359772	NGA_0711700	461	461	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802675.1	2390	3541	+	XP_005852473.1		XM_005852411.1	hypothetical protein		17359772	NGA_0711700	426	141	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802673.1	225	589	-						17359771	NGA_2062200	365		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802673.1	225	589	-	XM_005852410.1		XP_005852472.1	hypothetical protein		17359771	NGA_2062200	365	365	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802673.1	225	589	-	XP_005852472.1		XM_005852410.1	hypothetical protein		17359771	NGA_2062200	365	121	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802671.1	77	845	+						17359770	NGA_0547902	769		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802671.1	77	845	+	XM_005852409.1		XP_005852471.1	hypothetical protein		17359770	NGA_0547902	285	285	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802671.1	77	845	+	XP_005852471.1		XM_005852409.1	hypothetical protein		17359770	NGA_0547902	285	94	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802669.1	582	2518	-						17359769	NGA_0727000	1937		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802669.1	582	2518	-	XM_005852408.1		XP_005852470.1	hypothetical protein		17359769	NGA_0727000	862	862	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802669.1	582	2409	-	XP_005852470.1		XM_005852408.1	hypothetical protein		17359769	NGA_0727000	753	250	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802666.1	561	825	+						17359768	NGA_2062900	265		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802666.1	561	825	+	XM_005852407.1		XP_005852469.1	hypothetical protein		17359768	NGA_2062900	265	265	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802666.1	561	825	+	XP_005852469.1		XM_005852407.1	hypothetical protein		17359768	NGA_2062900	265	88	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802660.1	60	3390	+					IDE	17359767	NGA_0335320	3331		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802660.1	60	3390	+	XM_005852406.1		XP_005852468.1	insulysin	IDE	17359767	NGA_0335320	2769	2769	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802660.1	108	3390	+	XP_005852468.1		XM_005852406.1	insulysin	IDE	17359767	NGA_0335320	2721	906	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802659.1	2512	3555	-						17359766	NGA_0731400	1044		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802659.1	2512	3555	-	XM_005852405.1		XP_005852467.1	wd domain-containing		17359766	NGA_0731400	381	381	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802659.1	2512	3555	-	XP_005852467.1		XM_005852405.1	wd domain-containing		17359766	NGA_0731400	381	127	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802658.1	1	1272	-						17359764	NGA_0690200	1272		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802658.1	1	1272	-	XM_005852404.1		XP_005852466.1	dna replication licensing factor mcm3		17359764	NGA_0690200	687	687	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802658.1	1	1272	-	XP_005852466.1		XM_005852404.1	dna replication licensing factor mcm3		17359764	NGA_0690200	687	229	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802658.1	3036	3878	+					NGLY1	17359765	NGA_0690100	843		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802658.1	3036	3878	+	XM_005852403.1		XP_005852465.1	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase	NGLY1	17359765	NGA_0690100	759	759	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802658.1	3036	3878	+	XP_005852465.1		XM_005852403.1	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase	NGLY1	17359765	NGA_0690100	759	253	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802650.1	1766	3245	+						17359763	NGA_0695300	1480		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802650.1	1766	3245	+	XM_005852402.1		XP_005852464.1	hypothetical protein		17359763	NGA_0695300	1011	1011	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802650.1	1766	3245	+	XP_005852464.1		XM_005852402.1	hypothetical protein		17359763	NGA_0695300	1011	336	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802649.1	146	656	+						17359760	NGA_2101112	511		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802649.1	146	656	+	XM_005852401.1		XP_005852463.1	copia ltr rider		17359760	NGA_2101112	511	511	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802649.1	146	656	+	XP_005852463.1		XM_005852401.1	copia ltr rider		17359760	NGA_2101112	511	170	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802649.1	658	962	+						17359762	NGA_2101016	305		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802649.1	658	962	+	XM_005852400.1		XP_005852462.1	gag-pol polyprotein		17359762	NGA_2101016	305	305	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802649.1	658	962	+	XP_005852462.1		XM_005852400.1	gag-pol polyprotein		17359762	NGA_2101016	305	101	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802649.1	1898	2793	+						17359761	NGA_2060000	896		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802649.1	1898	2793	+	XM_005852399.1		XP_005852461.1	hypothetical protein		17359761	NGA_2060000	896	896	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802649.1	1898	2760	+	XP_005852461.1		XM_005852399.1	hypothetical protein		17359761	NGA_2060000	863	286	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802647.1	1900	2203	-						17359759	NGA_2101060	304		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802647.1	1900	2203	-	XM_005852397.1		XP_005852459.1	gag-pol polyprotein		17359759	NGA_2101060	304	304	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802647.1	1900	2203	-	XP_005852459.1		XM_005852397.1	gag-pol polyprotein		17359759	NGA_2101060	304	101	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802647.1	2205	2715	-						17359758	NGA_2101150	511		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802647.1	2205	2715	-	XM_005852398.1		XP_005852460.1	copia ltr rider		17359758	NGA_2101150	511	511	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802647.1	2205	2715	-	XP_005852460.1		XM_005852398.1	copia ltr rider		17359758	NGA_2101150	511	170	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802647.1	3052	3729	-						17359757	NGA_2083050	678		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802647.1	3052	3729	-	XM_005852396.1		XP_005852458.1	retrovirus-related pol polyprotein from transposon tnt 1-94		17359757	NGA_2083050	678	678	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802647.1	3052	3729	-	XP_005852458.1		XM_005852396.1	retrovirus-related pol polyprotein from transposon tnt 1-94		17359757	NGA_2083050	678	225	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802646.1	2480	3745	+						17359756	NGA_0709100	1266		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802646.1	2480	3745	+	XM_005852395.1		XP_005852457.1	hypothetical protein		17359756	NGA_0709100	1266	1266	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802646.1	2607	3197	+	XP_005852457.1		XM_005852395.1	hypothetical protein		17359756	NGA_0709100	591	196	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802644.1	407	1158	-						17359754	NGA_0717300	752		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802644.1	407	1158	-	XM_005852394.1		XP_005852456.1	hypothetical protein		17359754	NGA_0717300	295	295	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005802644.1	407	1139	-	XP_005852456.1		XM_005852394.1	hypothetical protein		17359754	NGA_0717300	276	92	partial
