Naga_101577g2	NGA_2123800
Naga_100490g7	NGA_2013800
Naga_101263g2	NGA_0467800
Naga_101263g1	NGA_0077300
Naga_100016g86	NGA_2046520
Naga_100016g85	NGA_2049500
Naga_100016g84	NGA_2109020
Naga_100016g82	NGA_0514900
Naga_100016g81	NGA_0406800
Naga_100016g80	NGA_2078700
Naga_100016g79	NGA_0121200
Naga_100016g78	NGA_0428310
Naga_100016g77	NGA_0599000
Naga_100016g76	NGA_0187000
Naga_100016g75	NGA_0429800
Naga_100016g74	NGA_2108800
Naga_100016g73	NGA_2121920
Naga_100016g72	NGA_0194100
Naga_100016g71	NGA_2072300
Naga_100016g70	NGA_0114902
Naga_100016g69	NGA_0386900
Naga_100016g68	NGA_0227500
Naga_100016g67	NGA_0094400
Naga_100016g66	NGA_0135502
Naga_100016g65	NGA_2034200
Naga_100016g64	NGA_0450501
Naga_100016g63	NGA_0646400
Naga_100016g62	NGA_0731300
Naga_100016g61	NGA_2104200
Naga_100016g60	NGA_0369602
Naga_100016g59	NGA_2087520
Naga_100016g58	NGA_2013710
Naga_100016g57	NGA_0029302
Naga_100016g55	NGA_2077500
Naga_100016g54	NGA_2077500
Naga_100016g53	NGA_2039100
Naga_100016g52	NGA_0074620
Naga_100016g51	NGA_2081600
Naga_100016g50	NGA_2007800
Naga_100016g49	NGA_2103000
Naga_100016g48	NGA_2004500
Naga_100016g47	NGA_2111400
Naga_100016g46	NGA_2097000
Naga_100016g45	NGA_2081200
Naga_100016g44	NGA_0098600
Naga_100016g43	NGA_2095400
Naga_100016g42	NGA_2034900
Naga_100016g41	NGA_0220200
Naga_100016g40	NGA_2035500
Naga_100016g39	NGA_0679600
Naga_100016g38	NGA_2103800
Naga_100016g36	NGA_0623000
Naga_100016g35	NGA_0557100
Naga_100016g34	NGA_0724300
Naga_100016g34	NGA_0675300
Naga_100016g33	NGA_2076300
Naga_100016g32	NGA_0222701
Naga_100016g31	NGA_0110902
Naga_100016g30	NGA_2003000
Naga_100016g29	NGA_2104100
Naga_100016g27	NGA_2000720
Naga_100016g25	NGA_0390700
Naga_100016g24	NGA_2108500
Naga_100016g23	NGA_2110900
Naga_100016g22	NGA_0234200
Naga_100016g21	NGA_0180800
Naga_100016g20	NGA_2004900
Naga_100016g18	NGA_0707300
Naga_100016g17	NGA_0707200
Naga_100016g16	NGA_0545200
Naga_100016g15	NGA_2098300
Naga_100016g14	NGA_2093300
Naga_100016g12	NGA_2009000
Naga_100016g11	NGA_0547902
Naga_100016g10	NGA_2061700
Naga_100016g9	NGA_0555600
Naga_100016g8	NGA_0334500
Naga_100016g7	NGA_0602600
Naga_100016g6	NGA_0226700
Naga_100016g5	NGA_0090700
Naga_100016g4	NGA_0701100
Naga_100016g3	NGA_0166110
Naga_100016g2	NGA_2010510
Naga_100016g1	NGA_0186100
Naga_100098g1	NGA_0631820
Naga_100098g2	NGA_0632402
Naga_100098g3	NGA_0710500
Naga_100098g4	NGA_0219710
Naga_100098g5	NGA_0191300
Naga_100098g6	NGA_2001310
Naga_100098g7	NGA_2014900
Naga_100098g8	NGA_0695200
Naga_100098g9	NGA_0505000
Naga_100098g10	NGA_0458410
Naga_100098g11	NGA_0696000
Naga_100098g12	NGA_0696500
Naga_100098g13	NGA_2091700
Naga_100098g14	NGA_0685300
Naga_100098g15	NGA_2085200
Naga_100098g16	NGA_2021900
Naga_100098g17	NGA_0200210
Naga_100098g18	NGA_0169600
Naga_100098g19	NGA_2018200
Naga_100098g20	NGA_2060500
Naga_100098g21	NGA_0226200
Naga_100098g22	NGA_2006100
Naga_100098g23	NGA_0711900
Naga_100049g39	NGA_2038000
Naga_100049g39	NGA_2038000
Naga_100049g38	NGA_2054500
Naga_100049g37	NGA_0711900
Naga_100049g36	NGA_2013900
Naga_100049g35	NGA_0470900
Naga_100049g35	NGA_0470900
Naga_100049g34	NGA_0452300
Naga_100049g33	NGA_2024500
Naga_100049g31	NGA_0370602
Naga_100049g29	NGA_0126900
Naga_100049g28	NGA_0078900
Naga_100049g27	NGA_0598820
Naga_100049g25	NGA_0319700
Naga_100049g24	NGA_0233700
Naga_100049g23	NGA_0674000
Naga_100049g22	NGA_0461900
Naga_100049g21	NGA_2037520
Naga_100049g20	NGA_0358500
Naga_100049g19	NGA_0483700
Naga_100049g18	NGA_0681400
Naga_100049g17	NGA_2005520
Naga_100049g16	NGA_0458200
Naga_100049g16	NGA_0703700
Naga_100049g15	NGA_0492510
Naga_100049g14	NGA_0415300
Naga_100049g13	NGA_0078800
Naga_100049g12	NGA_2118600
Naga_100049g11	NGA_0467800
Naga_100049g11	NGA_0467800
Naga_100049g10	NGA_2113920
Naga_100049g9	NGA_2099500
Naga_100049g8	NGA_0231900
Naga_100049g7	NGA_0075400
Naga_100049g5	NGA_2104800
Naga_100049g4	NGA_2085200
Naga_100049g3	NGA_0486500
Naga_100049g1	NGA_0445900
Naga_100068g1	NGA_0437700
Naga_100068g2	NGA_0208100
Naga_100068g3	NGA_2007700
Naga_100068g4	NGA_0467800
Naga_100068g5	NGA_0445400
Naga_100068g6	NGA_0377400
Naga_100068g7	NGA_0726700
Naga_100068g8	NGA_0199100
Naga_100068g9	NGA_0339720
Naga_100068g10	NGA_0337902
Naga_100068g11	NGA_0504200
Naga_100068g12	NGA_0434010
Naga_100068g13	NGA_0130600
Naga_100068g14	NGA_0226200
Naga_100068g15	NGA_2011400
Naga_100068g16	NGA_0307202
Naga_100068g17	NGA_0339502
Naga_100068g18	NGA_0339802
Naga_100068g20	NGA_0035702
Naga_100068g22	NGA_0194700
Naga_100068g23	NGA_0598810
Naga_100068g25	NGA_0058102
Naga_100068g26	NGA_2052900
Naga_100068g27	NGA_0377600
Naga_100068g28	NGA_0623900
Naga_100068g29	NGA_0237810
Naga_100068g30	NGA_0205102
Naga_101727g2	NGA_0524000
Naga_101727g1	NGA_0475900
Naga_100122g18	NGA_0467800
Naga_100122g16	NGA_0679600
Naga_100122g15	NGA_0377900
Naga_100122g15	NGA_2054200
Naga_100122g14	NGA_2007100
Naga_100122g13	NGA_0058102
Naga_100122g12	NGA_2031220
Naga_100122g11	NGA_0198900
Naga_100122g10	NGA_0485400
Naga_100122g8	NGA_2004000
Naga_100122g7	NGA_0200220
Naga_100122g6	NGA_2059700
Naga_100122g6	NGA_2059700
Naga_100122g5	NGA_2023700
Naga_100122g4	NGA_0474500
Naga_100122g3	NGA_0704700
Naga_100122g3	NGA_0724100
Naga_100122g2	NGA_2067700
Naga_100122g1	NGA_0516500
Naga_100186g9	NGA_0121400
Naga_100186g8	NGA_0602100
Naga_100186g7	NGA_2099400
Naga_100186g6	NGA_2084000
Naga_100186g5	NGA_0587900
Naga_100186g4	NGA_2025700
Naga_100186g3	NGA_2095200
Naga_100186g2	NGA_0134000
Naga_100186g1	NGA_0605600
Naga_100148g1	NGA_0112000
Naga_100148g2	NGA_2078300
Naga_100148g3	NGA_0679600
Naga_100148g4	NGA_0273602
Naga_100148g5	NGA_0227300
Naga_100148g6	NGA_2075300
Naga_100148g8	NGA_0524800
Naga_100148g9	NGA_0681400
Naga_100148g10	NGA_0331300
Naga_100148g11	NGA_0460910
Naga_100148g12	NGA_2109800
Naga_100148g13	NGA_0462400
Naga_100148g14	NGA_0175702
Naga_100148g15	NGA_0210500
Naga_100086g28	NGA_0401810
Naga_100086g27	NGA_0459800
Naga_100086g26	NGA_0450401
Naga_100086g25	NGA_0074400
Naga_100086g24	NGA_2076120
Naga_100086g22	NGA_2028900
Naga_100086g21	NGA_0014302
Naga_100086g18	NGA_2115700
Naga_100086g17	NGA_2061100
Naga_100086g16	NGA_0583102
Naga_100086g15	NGA_0331900
Naga_100086g14	NGA_0450800
Naga_100086g13	NGA_0582920
Naga_100086g11	NGA_0582620
Naga_100086g10	NGA_0485400
Naga_100086g9	NGA_0485810
Naga_100086g8	NGA_0485701
Naga_100086g7	NGA_0485701
Naga_100086g5	NGA_0094400
Naga_100086g4	NGA_0443300
Naga_100086g3	NGA_0435600
Naga_100086g2	NGA_0722410
Naga_100086g1	NGA_0583520
Naga_101557g1	NGA_2112100
Naga_100092g1	NGA_0082200
Naga_100092g2	NGA_0081902
Naga_100092g2	NGA_0081902
Naga_100092g3	NGA_0082000
Naga_100092g4	NGA_0081700
Naga_100092g5	NGA_0081800
Naga_100092g6	NGA_0694000
Naga_100092g7	NGA_0082300
Naga_100092g8	NGA_0232801
Naga_100092g9	NGA_0681400
Naga_100092g10	NGA_2021200
Naga_100092g11	NGA_0486500
Naga_100092g12	NGA_0467800
Naga_100092g13	NGA_0232400
Naga_100092g15	NGA_2083300
Naga_100092g16	NGA_0392200
Naga_100092g17	NGA_0453601
Naga_100092g19	NGA_0523801
Naga_100092g20	NGA_2082620
Naga_100092g20	NGA_2082620
Naga_100116g19	NGA_0710800
Naga_100116g18	NGA_2078300
Naga_100116g17	NGA_0150820
Naga_100116g16	NGA_0155500
Naga_100116g15	NGA_0216800
Naga_100116g14	NGA_0212500
Naga_100116g13	NGA_0212300
Naga_100116g12	NGA_0075100
Naga_100116g11	NGA_0212400
Naga_100116g11	NGA_0212400
Naga_100116g10	NGA_0075900
Naga_100116g9	NGA_0484501
Naga_100116g8	NGA_0701100
Naga_100116g7	NGA_2046700
Naga_100116g6	NGA_2052200
Naga_100116g5	NGA_0731400
Naga_100116g4	NGA_0382700
Naga_100116g4	NGA_0382700
Naga_100116g4	NGA_0382700
Naga_100116g3	NGA_0383100
Naga_100116g2	NGA_0382800
Naga_100116g1	NGA_2097620
Naga_100265g10	NGA_2053820
Naga_100265g9	NGA_0369920
Naga_100265g7	NGA_2122520
Naga_100265g6	NGA_0211101
Naga_100265g5	NGA_0723000
Naga_100265g4	NGA_0722800
Naga_100265g3	NGA_0722900
Naga_100265g1	NGA_0723100
Naga_100432g1	NGA_0426400
Naga_100432g2	NGA_0478200
Naga_100432g3	NGA_0679600
Naga_101100g1	NGA_2053810
Naga_101100g2	NGA_2055510
Naga_102945g1	NGA_2091620
Naga_101325g1	NGA_0402600
Naga_101325g2	NGA_0486100
Naga_100709g1	NGA_2111100
Naga_100709g2	NGA_0475300
Naga_101105g1	NGA_0679900
Naga_100706g1	NGA_0500500
Naga_100706g2	NGA_0475100
Naga_103017g1	NGA_0686400
Naga_100381g1	NGA_0711300
Naga_100381g2	NGA_0169300
Naga_100381g3	NGA_0703700
Naga_100381g4	NGA_0118100
Naga_100381g5	NGA_0703800
Naga_100381g5	NGA_0703800
Naga_101806g1	NGA_0704200
Naga_101806g2	NGA_0401820
Naga_101492g2	NGA_2028000
Naga_101623g1	NGA_0645900
Naga_100882g1	NGA_2038000
Naga_100882g2	NGA_0458200
Naga_100882g2	NGA_0458200
Naga_100882g3	NGA_2000800
Naga_100866g1	NGA_0192800
Naga_100866g2	NGA_0711800
Naga_100322g1	NGA_0477200
Naga_100322g6	NGA_2072900
Naga_100322g6	NGA_2072900
Naga_100322g7	NGA_0424800
Naga_100322g8	NGA_0433000
Naga_100322g9	NGA_2010200
Naga_100322g10	NGA_0680300
Naga_100887g1	NGA_0045802
Naga_100887g2	NGA_2114700
Naga_100887g5	NGA_2101720
Naga_101192g1	NGA_0446600
Naga_101192g2	NGA_0147700
Naga_100234g1	NGA_0349102
Naga_100234g2	NGA_0319400
Naga_100234g3	NGA_2010700
Naga_100234g3	NGA_2010700
Naga_100234g4	NGA_2010700
Naga_100234g5	NGA_2049900
Naga_100234g6	NGA_2000100
Naga_100234g7	NGA_2092900
Naga_100234g8	NGA_0118000
Naga_100234g9	NGA_0096701
Naga_100234g10	NGA_0459200
Naga_100234g11	NGA_0502400
Naga_101736g1	NGA_0515900
Naga_101736g1	NGA_0376900
Naga_100294g1	NGA_2006500
Naga_100294g2	NGA_0646500
Naga_100294g3	NGA_2055510
Naga_100294g4	NGA_2101130
Naga_100294g5	NGA_2101320
Naga_100294g6	NGA_2126200
Naga_100294g7	NGA_0451800
Naga_100294g8	NGA_0731500
Naga_100294g9	NGA_0367900
Naga_100294g10	NGA_2101030
Naga_100294g11	NGA_2101360
Naga_100294g13	NGA_0546700
Naga_100294g14	NGA_0427600
Naga_100628g7	NGA_2006500
Naga_100628g6	NGA_0646500
Naga_100628g5	NGA_2091620
Naga_100628g4	NGA_0098202
Naga_100628g3	NGA_0472000
Naga_100628g2	NGA_2088500
Naga_100628g1	NGA_0090500
Naga_100160g1	NGA_0088800
Naga_100160g2	NGA_0434201
Naga_100160g3	NGA_0434301
Naga_100160g4	NGA_0703200
Naga_100160g5	NGA_0196400
Naga_100160g6	NGA_2004420
Naga_100160g7	NGA_2083300
Naga_100160g8	NGA_0518320
Naga_100788g3	NGA_0400300
Naga_100788g2	NGA_0439110
Naga_100788g1	NGA_0243600
Naga_100676g1	NGA_0243700
Naga_100676g2	NGA_0243800
Naga_100676g2	NGA_0243800
Naga_100676g3	NGA_0244000
Naga_100676g3	NGA_0244000
Naga_103517g1	NGA_2011700
Naga_101555g2	NGA_0458100
Naga_101555g1	NGA_2044300
Naga_100931g3	NGA_0243500
Naga_100931g2	NGA_0388600
Naga_100931g1	NGA_0704800
Naga_100819g2	NGA_2086500
Naga_100819g3	NGA_0694200
Naga_100341g1	NGA_2036400
Naga_100341g2	NGA_0150002
Naga_100341g3	NGA_0623600
Naga_100341g4	NGA_0458200
Naga_100341g5	NGA_2095900
Naga_100341g6	NGA_2014400
Naga_100341g7	NGA_0452700
Naga_100988g1	NGA_0438200
Naga_100988g2	NGA_0687300
Naga_100243g1	NGA_0568910
Naga_100243g2	NGA_0181800
Naga_100243g3	NGA_0182100
Naga_100243g3	NGA_0182100
Naga_100243g3	NGA_0182100
Naga_100243g5	NGA_0181900
Naga_100243g6	NGA_0195100
Naga_101043g1	NGA_0448000
Naga_101043g2	NGA_0728100
Naga_101059g1	NGA_0486100
Naga_100293g7	NGA_2062000
Naga_100293g6	NGA_0502900
Naga_100293g5	NGA_0103002
Naga_100293g4	NGA_0194900
Naga_100293g3	NGA_0674600
Naga_100293g3	NGA_0559800
Naga_100293g2	NGA_0370420
Naga_100293g1	NGA_0194700
Naga_100295g7	NGA_2055600
Naga_100295g6	NGA_0239202
Naga_100295g5	NGA_0607300
Naga_100295g4	NGA_0114902
Naga_100295g3	NGA_0227900
Naga_100295g2	NGA_0346920
Naga_102668g1	NGA_2089700
Naga_101445g2	NGA_2057100
Naga_100480g1	NGA_0464400
Naga_101802g2	NGA_0137100
Naga_101802g1	NGA_0687200
Naga_101020g1	NGA_2037100
Naga_101202g2	NGA_0493810
Naga_101202g1	NGA_0500200
Naga_101271g2	NGA_0645800
Naga_101271g1	NGA_0707500
Naga_102359g1	NGA_0318500
Naga_101278g1	NGA_2099700
Naga_101954g1	NGA_0689600
Naga_100875g2	NGA_2102600
Naga_100875g1	NGA_0166300
Naga_101499g1	NGA_0433200
Naga_101344g2	NGA_2004000
Naga_101400g1	NGA_0476500
Naga_101551g1	NGA_0318200
Naga_101316g1	NGA_2033700
Naga_102131g1	NGA_0683300
Naga_102301g1	NGA_0318100
Naga_100963g2	NGA_0710200
Naga_100963g1	NGA_0695100
Naga_100644g2	NGA_0318800
Naga_100644g1	NGA_0449700
Naga_100063g1	NGA_0318700
Naga_100063g2	NGA_0695700
Naga_100063g4	NGA_0317900
Naga_100063g5	NGA_0360510
Naga_100063g7	NGA_0439110
Naga_100063g8	NGA_2068900
Naga_100063g9	NGA_0390900
Naga_100063g9	NGA_2104600
Naga_100063g10	NGA_0244600
Naga_100063g11	NGA_0396400
Naga_100063g12	NGA_0492510
Naga_100063g13	NGA_0199200
Naga_100063g13	NGA_0199200
Naga_100063g14	NGA_0195700
Naga_100063g15	NGA_0715800
Naga_100063g16	NGA_2077100
Naga_100063g28	NGA_0307202
Naga_100063g17	NGA_0208901
Naga_100063g18	NGA_0202210
Naga_100063g19	NGA_0226700
Naga_100063g20	NGA_0358600
Naga_100063g22	NGA_0126200
Naga_100063g23	NGA_0077300
Naga_100063g24	NGA_0166300
Naga_100063g25	NGA_2108100
Naga_100063g26	NGA_0198900
Naga_100280g1	NGA_0257820
Naga_100280g2	NGA_0208100
Naga_100280g3	NGA_0208500
Naga_100280g4	NGA_0103002
Naga_100280g5	NGA_2041000
Naga_100280g6	NGA_0208400
Naga_100280g7	NGA_0208600
Naga_100280g8	NGA_0208200
Naga_100280g9	NGA_0208300
Naga_100280g10	NGA_2017520
Naga_101251g2	NGA_2115020
Naga_101251g1	NGA_0354000
Naga_100765g1	NGA_0593500
Naga_100765g2	NGA_0429000
Naga_100040g1	NGA_0587600
Naga_100040g2	NGA_0429100
Naga_100040g3	NGA_0023902
Naga_100040g4	NGA_0496600
Naga_100040g5	NGA_0496400
Naga_100040g6	NGA_0496800
Naga_100040g7	NGA_0721200
Naga_100040g8	NGA_0496500
Naga_100040g9	NGA_0496900
Naga_100040g10	NGA_0025720
Naga_100040g11	NGA_0496700
Naga_100040g12	NGA_0497000
Naga_100040g13	NGA_0605910
Naga_100040g14	NGA_0709510
Naga_100040g15	NGA_2033400
Naga_100040g16	NGA_0333420
Naga_100040g17	NGA_0428310
Naga_100040g19	NGA_0593500
Naga_100040g20	NGA_0466800
Naga_100040g21	NGA_0605600
Naga_100040g22	NGA_2047300
Naga_100040g23	NGA_0712100
Naga_100040g24	NGA_2110200
Naga_100040g26	NGA_0180002
Naga_100040g27	NGA_0147700
Naga_100040g29	NGA_2128320
Naga_100040g30	NGA_0711010
Naga_100040g31	NGA_0704200
Naga_100040g32	NGA_0414020
Naga_100040g33	NGA_0716200
Naga_100040g34	NGA_2121400
Naga_100040g35	NGA_0433200
Naga_100040g36	NGA_0557200
Naga_100040g37	NGA_2053820
Naga_100040g38	NGA_0724200
Naga_100040g39	NGA_0170910
Naga_100040g40	NGA_2056220
Naga_100040g41	NGA_0234200
Naga_100040g42	NGA_0380800
Naga_100040g44	NGA_0482400
Naga_100040g45	NGA_0462000
Naga_100040g46	NGA_0476400
Naga_100040g47	NGA_0452500
Naga_100027g1	NGA_2112100
Naga_100027g2	NGA_0401201
Naga_100027g3	NGA_0121000
Naga_100027g5	NGA_0576820
Naga_100027g6	NGA_0480900
Naga_100027g7	NGA_0318900
Naga_100027g8	NGA_0163702
Naga_100027g9	NGA_0182000
Naga_100027g10	NGA_0169410
Naga_100027g11	NGA_2074200
Naga_100027g12	NGA_0248902
Naga_100027g13	NGA_0234300
Naga_100027g14	NGA_2031220
Naga_100027g15	NGA_0716200
Naga_100027g16	NGA_0569000
Naga_100027g17	NGA_0710900
Naga_100027g18	NGA_2000720
Naga_100027g19	NGA_0685300
Naga_100027g21	NGA_0188301
Naga_100027g21	NGA_0188301
Naga_100027g22	NGA_0186100
Naga_100027g23	NGA_0712100
Naga_100027g24	NGA_0331100
Naga_100027g25	NGA_0184300
Naga_100027g26	NGA_0424600
Naga_100027g27	NGA_0476801
Naga_100027g29	NGA_0434010
Naga_100027g30	NGA_0237900
Naga_100027g31	NGA_0607300
Naga_100027g32	NGA_0232400
Naga_100027g33	NGA_0501400
Naga_100027g34	NGA_0420002
Naga_100027g35	NGA_2008620
Naga_100027g36	NGA_2006700
Naga_100027g37	NGA_0219720
Naga_100027g38	NGA_0334900
Naga_100027g39	NGA_2076120
Naga_100027g40	NGA_0515000
Naga_100027g41	NGA_0058102
Naga_100027g42	NGA_0723000
Naga_100027g43	NGA_2051600
Naga_100027g46	NGA_0025102
Naga_100027g47	NGA_2111100
Naga_100027g48	NGA_2130220
Naga_100027g49	NGA_2119710
Naga_100027g49	NGA_2119710
Naga_100027g51	NGA_0541502
Naga_100027g52	NGA_0240800
Naga_100027g53	NGA_0331800
Naga_100027g54	NGA_2109900
Naga_100027g55	NGA_0709200
Naga_100027g56	NGA_0622900
Naga_100027g57	NGA_0078800
Naga_100082g25	NGA_0232400
Naga_100082g24	NGA_0401310
Naga_100082g23	NGA_0163200
Naga_100082g22	NGA_0355400
Naga_100082g21	NGA_0112100
Naga_100082g20	NGA_0098202
Naga_100082g19	NGA_0191400
Naga_100082g19	NGA_0073200
Naga_100082g18	NGA_0191200
Naga_100082g17	NGA_2008500
Naga_100082g16	NGA_0436800
Naga_100082g15	NGA_0232801
Naga_100082g13	NGA_0679600
Naga_100082g13	NGA_0712200
Naga_100082g12	NGA_0196400
Naga_100082g11	NGA_0220200
Naga_100082g10	NGA_0559800
Naga_100082g9	NGA_2014300
Naga_100082g8	NGA_2070800
Naga_100082g7	NGA_0593700
Naga_100082g6	NGA_0191300
Naga_100082g5	NGA_0167802
Naga_100082g3	NGA_0495000
Naga_100082g2	NGA_0217000
Naga_100082g1	NGA_0501400
Naga_101004g2	NGA_0049402
Naga_100113g1	NGA_0049402
Naga_100113g3	NGA_0240200
Naga_100113g4	NGA_0047702
Naga_100113g5	NGA_0049302
Naga_100113g7	NGA_0048202
Naga_100113g8	NGA_2126200
Naga_100113g9	NGA_0047602
Naga_100113g10	NGA_0049002
Naga_100113g11	NGA_0458200
Naga_100113g12	NGA_0334002
Naga_100113g13	NGA_0690100
Naga_100113g14	NGA_0211001
Naga_100113g16	NGA_0490700
Naga_100113g17	NGA_2028120
Naga_100113g19	NGA_2068900
Naga_100113g20	NGA_0515500
Naga_100113g22	NGA_0726400
Naga_100113g23	NGA_0445801
Naga_100113g24	NGA_0446101
Naga_100113g25	NGA_0445900
Naga_100113g26	NGA_0446000
Naga_100161g1	NGA_0497600
Naga_100161g2	NGA_0433000
Naga_100161g4	NGA_0461900
Naga_100161g5	NGA_0726400
Naga_100161g6	NGA_0026402
Naga_100161g8	NGA_0238100
Naga_100161g9	NGA_0044802
Naga_100161g10	NGA_0430301
Naga_100161g11	NGA_0716100
Naga_100161g13	NGA_0716300
Naga_100161g14	NGA_0716200
Naga_100161g15	NGA_0716000
Naga_103065g1	NGA_0425800
Naga_101009g4	NGA_0320500
Naga_101009g3	NGA_0486100
Naga_101009g2	NGA_0390400
Naga_101009g1	NGA_0703300
Naga_101082g2	NGA_0390800
Naga_101082g1	NGA_0390900
Naga_100202g12	NGA_0450000
Naga_100202g11	NGA_0078800
Naga_100202g10	NGA_0391000
Naga_100202g10	NGA_0391000
Naga_100202g9	NGA_0390500
Naga_100202g8	NGA_0391200
Naga_100202g8	NGA_0391200
Naga_100202g7	NGA_0390600
Naga_100202g6	NGA_0514600
Naga_100202g5	NGA_0390700
Naga_100202g4	NGA_0437400
Naga_100202g3	NGA_0437300
Naga_100202g2	NGA_0467800
Naga_100202g1	NGA_0683300
Naga_100903g1	NGA_0414700
Naga_100903g2	NGA_2065200
Naga_100903g3	NGA_0437200
Naga_100732g1	NGA_0429300
Naga_100732g2	NGA_0437100
Naga_100732g4	NGA_0196400
Naga_100464g6	NGA_0459000
Naga_100464g4	NGA_0459100
Naga_100464g1	NGA_2039000
Naga_100464g2	NGA_0523600
Naga_100865g1	NGA_2012500
Naga_100865g2	NGA_0705300
Naga_100865g3	NGA_0435600
Naga_103899g1	NGA_0367000
Naga_102010g1	NGA_0504500
Naga_100273g10	NGA_0707400
Naga_100273g9	NGA_0210000
Naga_100273g7	NGA_0209900
Naga_100273g6	NGA_0210100
Naga_100273g5	NGA_0194900
Naga_100273g5	NGA_0210400
Naga_100273g4	NGA_2084100
Naga_100273g3	NGA_0210200
Naga_100273g2	NGA_0209800
Naga_100273g1	NGA_0210300
Naga_100522g4	NGA_0458200
Naga_100522g3	NGA_0488300
Naga_100522g2	NGA_0112700
Naga_100522g1	NGA_0705200
Naga_100362g1	NGA_2028000
Naga_100362g2	NGA_0568820
Naga_100362g3	NGA_2049110
Naga_100362g4	NGA_0502700
Naga_100362g5	NGA_0088800
Naga_101319g2	NGA_2032600
Naga_101133g3	NGA_0454500
Naga_101133g1	NGA_2060320
Naga_100623g3	NGA_0705200
Naga_100623g2	NGA_0179000
Naga_100623g1	NGA_0429600
Naga_101113g3	NGA_0493600
Naga_101113g2	NGA_2105100
Naga_101113g1	NGA_0439800
Naga_103025g1	NGA_2080800
Naga_101102g1	NGA_0723600
Naga_101102g3	NGA_0433000
Naga_100603g3	NGA_0433200
Naga_100603g2	NGA_0320000
Naga_100603g1	NGA_0708100
Naga_100886g1	NGA_0490500
Naga_100886g2	NGA_2059620
Naga_101274g1	NGA_0358700
Naga_101274g2	NGA_2079200
Naga_101274g2	NGA_2079200
Naga_101274g2	NGA_2079200
Naga_101274g3	NGA_2069300
Naga_102056g1	NGA_0568820
Naga_102808g1	NGA_0709900
Naga_100408g5	NGA_0547000
Naga_100408g4	NGA_0711500
Naga_100408g3	NGA_0187300
Naga_100408g2	NGA_0358500
Naga_102479g1	NGA_2105800
Naga_100861g2	NGA_0358800
Naga_100861g1	NGA_0358600
Naga_100861g1	NGA_0358600
Naga_101005g3	NGA_0556800
Naga_100537g1	NGA_0704500
Naga_100537g2	NGA_0705800
Naga_100812g1	NGA_0182300
Naga_100812g2	NGA_2116210
Naga_101939g1	NGA_0687200
Naga_103285g1	NGA_0555900
Naga_101057g1	NGA_0679800
Naga_101057g2	NGA_2028000
Naga_100475g1	NGA_0318400
Naga_100475g2	NGA_0703300
Naga_100475g4	NGA_0648800
Naga_100330g5	NGA_0390700
Naga_100330g5	NGA_2072800
Naga_100330g4	NGA_0316520
Naga_100330g3	NGA_2121600
Naga_100330g2	NGA_0603100
Naga_100330g2	NGA_0686600
Naga_100330g1	NGA_0491100
Naga_100632g1	NGA_2033700
Naga_100632g2	NGA_0097420
Naga_100471g2	NGA_0167102
Naga_100471g1	NGA_0166900
Naga_100733g1	NGA_0699010
Naga_100733g3	NGA_0467800
Naga_100491g4	NGA_0515200
Naga_100491g3	NGA_0345402
Naga_100491g2	NGA_0110802
Naga_100491g1	NGA_0131300
Naga_100375g1	NGA_0210500
Naga_100375g2	NGA_0497320
Naga_100375g3	NGA_0097420
Naga_100375g4	NGA_2042200
Naga_100375g5	NGA_0450000
Naga_100375g6	NGA_0702700
Naga_101261g1	NGA_2055900
Naga_100437g1	NGA_0222610
Naga_100437g2	NGA_0168202
Naga_100437g3	NGA_0710900
Naga_100301g5	NGA_0132502
Naga_100301g4	NGA_0390500
Naga_100301g3	NGA_0078800
Naga_100301g3	NGA_0078800
Naga_100301g1	NGA_0236620
Naga_100779g1	NGA_0625700
Naga_100512g1	NGA_0626300
Naga_100512g2	NGA_2018000
Naga_100512g3	NGA_0467800
Naga_101327g3	NGA_0166600
Naga_100969g3	NGA_2090500
Naga_101589g1	NGA_0190500
Naga_100486g6	NGA_0504410
Naga_100486g5	NGA_2125000
Naga_100486g4	NGA_0625500
Naga_100486g3	NGA_0625800
Naga_100486g1	NGA_0198301
Naga_101792g1	NGA_0399400
Naga_101792g1	NGA_0399400
Naga_100820g4	NGA_2004000
Naga_100820g3	NGA_0399500
Naga_100820g1	NGA_0602700
Naga_101370g1	NGA_0680800
Naga_100602g3	NGA_0483700
Naga_100602g2	NGA_2101040
Naga_102440g1	NGA_0434201
Naga_101643g1	NGA_0399000
Naga_101643g2	NGA_2116520
Naga_101033g2	NGA_0502500
Naga_101033g1	NGA_0399600
Naga_100481g1	NGA_2034400
Naga_100481g2	NGA_2098900
Naga_101474g1	NGA_0700400
Naga_102788g1	NGA_2044000
Naga_101382g1	NGA_0097300
Naga_100902g1	NGA_0476500
Naga_100902g3	NGA_2034500
Naga_100902g4	NGA_0706000
Naga_101218g3	NGA_2043500
Naga_101218g1	NGA_2065200
Naga_101168g1	NGA_0703900
Naga_101168g3	NGA_0387400
Naga_100397g4	NGA_0706500
Naga_100397g3	NGA_0706500
Naga_100397g2	NGA_2098100
Naga_100397g1	NGA_0706600
Naga_103421g1	NGA_2054700
Naga_101217g2	NGA_2043000
Naga_101269g3	NGA_0244200
Naga_101269g1	NGA_2046400
Naga_102033g1	NGA_0211900
Naga_101484g2	NGA_0239500
Naga_101484g1	NGA_0192800
